abstract-region;['produkt', 'produkt i matematikk'];Resultatet av multiplikasjon
taxonomic-collective;['gaylussacia'];Planteslekt
taxonomic-collective;['krossvedslekta', 'viburnum'];Planteslekt
taxonomic-collective;['sparaxis'];Planteslekt
taxonomic-collective;['dirca'];Planteslekt
taxonomic-collective;['cercis'];Planteslekt
taxonomic-collective;['snøbærslekta', 'symphoricarpos'];Planteslekt
taxonomic-collective;['halesia'];Planteslekt
taxonomic-collective;['chionanthus'];Planteslekt
taxonomic-collective;['aesculus turbinata'];Planteslekt
taxonomic-collective;['lindeslekta', 'tilia'];Planteslekt
taxonomic-collective;['gleditsia'];Planteslekt
taxonomic-collective;['pieris'];Planteslekt
taxonomic-collective;['rhexia'];Planteslekt i familien Melastomataceae
taxonomic-collective;['sarcochilus'];Planteslekt
taxonomic-collective;['afrocarpus'];Planteslekt
taxonomic-collective;['halocarpus'];Planteslekt
taxonomic-collective;['pseudotsuga'];Planteslekt
taxonomic-collective;['holbrookia'];Krypdyrslekt
taxonomic-collective;['saintpaulia'];Planteslekt
taxonomic-collective;['macleaya'];Planteslekt
taxonomic-collective;['nyctimene'];Pattedyrslekt
taxonomic-collective;['sambucus', 'hylleslekta'];Planteslekt
taxonomic-collective;['ranatra'];Insektslekt
taxonomic-collective;['orkidéfamilien', 'marihandfamilien', 'orchidaceae', 'orkide', 'orkidefamilien', 'orkidé', 'orkidéar', 'orkidear', 'orkidèar'];Plantefamilie
taxonomic-collective;['microgramma'];Planteslekt
taxonomic-collective;['syngonium'];Planteslekt
taxonomic-collective;['psychopsis'];Planteslekt
taxonomic-collective;['dåslekta', 'galeopsis'];Planteslekt
taxonomic-collective;['cajanus'];Planteslekt
taxonomic-collective;['hyssopus'];Planteslekt
taxonomic-collective;['haematobia'];Insektslekt
taxonomic-collective;['scindapsus'];Planteslekt
taxonomic-collective;['hibbertia'];Planteslekt
taxonomic-collective;['callitris'];Planteslekt
taxonomic-collective;['bærlyngslekta', 'vaccinium'];Planteslekt
taxonomic-collective;['lyonia'];Planteslekt
taxonomic-collective;['delonix'];Planteslekt
taxonomic-collective;['dieffenbachia', 'prikkblad'];Planteslekt
taxonomic-collective;['mahonia'];Planteslekt
taxonomic-collective;['astroloma'];Planteslekt
taxonomic-collective;['griselinia'];Planteslekt
taxonomic-collective;['ledum'];Planteslekt
taxonomic-collective;['myrsine'];Planteslekt
taxonomic-collective;['olea'];Planteslekt
taxonomic-collective;['castanopsis'];Planteslekt
taxonomic-collective;['garcinia'];Planteslekt
taxonomic-collective;['richea'];Planteslekt
taxonomic-collective;['podocarpus'];Planteslekt
taxonomic-collective;['codiaeum'];Planteslekt
taxonomic-collective;['gelsemium'];Planteslekt
taxonomic-collective;['danaea'];Planteslekt
taxonomic-collective;['xylariaceae'];Soppfamilie
taxonomic-collective;['sisselrotfamilien', 'polypodiaceae'];Plantefamilie i sisselrotordenen
taxonomic-collective;['caryota'];Planteslekt
taxonomic-collective;['chaenomeles', 'eldkvedeslekta'];Planteslekt
taxonomic-collective;['laburnum'];Planteslekt
taxonomic-collective;['draco'];Krypdyrslekt
taxonomic-collective;['ptychozoon'];Krypdyrslekt
taxonomic-collective;['minneblom', 'minneblomslekta', 'forgløymmegei', 'forgløymmegeislekta', 'myosotis', 'forglemmegei', 'forglømmegei'];Planteslekt
taxonomic-collective;['toona'];Planteslekt
taxonomic-collective;['mirabilis'];Planteslekt
taxonomic-collective;['fiolfamilien', 'violaceae'];Plantefamilie i vierordenen
taxonomic-collective;['søteordenen', 'gentianales'];Planteorden
taxonomic-collective;['haemanthus'];Planteslekt
taxonomic-collective;['hermannia'];Planteslekt
taxonomic-collective;['lovoa'];Planteslekt
taxonomic-collective;['dracocephalum'];Planteslekt
taxonomic-collective;['desmanthus'];Planteslekt
taxonomic-collective;['helenium'];Planteslekt
taxonomic-collective;['packera'];Planteslekt
taxonomic-collective;['sagittaria'];Planteslekt
taxonomic-collective;['glycine'];Planteslekt
taxonomic-collective;['daviesia'];Planteslekt
taxonomic-collective;['swainsona'];Planteslekt
taxonomic-collective;['ozothamnus'];Planteslekt
taxonomic-collective;['templetonia'];Planteslekt
taxonomic-collective;['chorizema'];Planteslekt
taxonomic-collective;['kennedia'];Planteslekt
taxonomic-collective;['anomala'];Insektslekt
taxonomic-collective;['mentzelia'];Planteslekt
taxonomic-collective;['cypripedium'];Planteslekt
taxonomic-collective;['arceuthobium'];Planteslekt
taxonomic-collective;['lonchocarpus'];Planteslekt
taxonomic-collective;['protium'];Planteslekt
taxonomic-collective;['dolichos'];Planteslekt
taxonomic-collective;['erteknappslekta', 'lathyrus'];Planteslekt
taxonomic-collective;['hylocereus'];Planteslekt
taxonomic-collective;['verbascum'];Planteslekt
taxonomic-collective;['balsamorhiza'];Planteslekt
taxonomic-collective;['photinia'];Planteslekt
taxonomic-collective;['tamarisk', 'tamarix'];Planteslekt
taxonomic-collective;['holarrhena'];Planteslekt
taxonomic-collective;['anoectochilus'];Planteslekt
taxonomic-collective;['cryptotermes'];Insektslekt
taxonomic-collective;['commiphora'];Planteslekt
taxonomic-collective;['manihot'];Planteslekt
taxonomic-collective;['cycnoches'];Planteslekt
taxonomic-collective;['alcea'];Planteslekt
taxonomic-collective;['doronicum'];Planteslekt
taxonomic-collective;['ulex'];Planteslekt
taxonomic-collective;['scopolia'];Planteslekt
taxonomic-collective;['schinus'];Planteslekt
taxonomic-collective;['alstonia'];Planteslekt
taxonomic-collective;['cestrum'];Planteslekt
taxonomic-collective;['gentianopsis'];Planteslekt
taxonomic-collective;['epinephelus'];Fiskeslekt
taxonomic-collective;['eriophyllum'];Planteslekt
taxonomic-collective;['tetraneuris'];Planteslekt
taxonomic-collective;['collinsia'];Planteslekt
taxonomic-collective;['epipactis'];Planteslekt
taxonomic-collective;['linaria'];Planteslekt
taxonomic-collective;['hedysarum'];Planteslekt
taxonomic-collective;['anaphalis'];Planteslekt
taxonomic-collective;['brickellia'];Planteslekt
taxonomic-collective;['hyalosperma'];Planteslekt
taxonomic-collective;['planteslekta veronika', 'samolus'];Planteslekt
taxonomic-collective;['gentianella'];Planteslekt
taxonomic-collective;['shorea'];Planteslekt
taxonomic-collective;['adalia'];Insektslekt
taxonomic-collective;['manilkara'];Planteslekt
taxonomic-collective;['azadirachta'];Planteslekt
taxonomic-collective;['hestehov', 'hestehovslekta', 'leirfivel', 'tussilago farfara', 'tussilago'];Planteslekt
taxonomic-collective;['alternanthera'];Planteslekt
taxonomic-collective;['mitella'];Planteslekt
taxonomic-collective;['centaurium'];Planteslekt
taxonomic-collective;['raoulia'];Planteslekt
taxonomic-collective;['talinum'];Planteslekt
taxonomic-collective;['echinops'];Planteslekt
taxonomic-collective;['rundskolmslekta', 'anthyllis'];Planteslekt
taxonomic-collective;['santolina'];Planteslekt
taxonomic-collective;['carlina'];Planteslekt
taxonomic-collective;['anigozanthos'];Planteslekt
taxonomic-collective;['pholidota'];Planteslekt
taxonomic-collective;['ferocactus'];Planteslekt
taxonomic-collective;['prenanthes'];Planteslekt
taxonomic-collective;['nabalus'];Planteslekt
taxonomic-collective;['trichostema'];Planteslekt
taxonomic-collective;['baptisia'];Planteslekt
taxonomic-collective;['pisonia'];Planteslekt
taxonomic-collective;['anthericum'];Planteslekt
taxonomic-collective;['ligularia'];Planteslekt
taxonomic-collective;['tvitannslekta', 'lamium'];Slekt i leppeblomfamilien
taxonomic-collective;['dryopithecus'];Pattedyrslekt
taxonomic-collective;['serratula'];Planteslekt
taxonomic-collective;['matthiola'];Planteslekt
taxonomic-collective;['gynura'];Planteslekt
taxonomic-collective;['phalaenopsis'];Planteslekt
taxonomic-collective;['tofieldia'];Planteslekt
taxonomic-collective;['liatris'];Planteslekt
taxonomic-collective;['boykinia'];Planteslekt
taxonomic-collective;['polianthes'];Planteslekt
taxonomic-collective;['heliamphora'];Planteslekt
taxonomic-collective;['malcolmia'];Planteslekt
taxonomic-collective;['hyoscyamus'];Planteslekt
taxonomic-collective;['hjelmar', 'aconitum', 'akonitin', 'hjelmer', 'hjelmslekta', 'hjelm'];Planteslekt
taxonomic-collective;['strongylodon'];Planteslekt
taxonomic-collective;['brya'];Planteslekt
taxonomic-collective;['pétasites'];Planteslekt
taxonomic-collective;['asphodeline'];Planteslekt
taxonomic-collective;['camassia'];Planteslekt
taxonomic-collective;['sidalcea'];Planteslekt
taxonomic-collective;['encelia'];Planteslekt
taxonomic-collective;['piscidia'];Planteslekt
taxonomic-collective;['malacothamnus'];Planteslekt
taxonomic-collective;['harrisia'];Planteslekt
taxonomic-collective;['dendroctonus'];Insektslekt
taxonomic-collective;['helipterum'];Planteslekt
taxonomic-collective;['aspalathus'];Planteslekt
taxonomic-collective;['gerbera'];Planteslekt
taxonomic-collective;['virgilia'];Planteslekt
taxonomic-collective;['fabiana'];Planteslekt
taxonomic-collective;['centranthus'];Planteslekt
taxonomic-collective;['madia'];Planteslekt
taxonomic-collective;['melocactus'];Planteslekt
taxonomic-collective;['boltonia'];Planteslekt
taxonomic-collective;['selenipedium'];Planteslekt
taxonomic-collective;['cacalia'];Planteslekt
taxonomic-collective;['anemia'];Planteslekt
taxonomic-collective;['pterostylis'];Planteslekt
taxonomic-collective;['dactylorhiza'];Planteslekt
taxonomic-collective;['felicia'];Planteslekt
taxonomic-collective;['sarcocephalus'];Planteslekt
taxonomic-collective;['schomburgkia'];Planteslekt
taxonomic-collective;['iresine'];Planteslekt
taxonomic-collective;['phragmipedium'];Planteslekt
taxonomic-collective;['miltonia'];Planteslekt
taxonomic-collective;['catasetum'];Planteslekt
taxonomic-collective;['pereskia'];Planteslekt
taxonomic-collective;['brunfelsia'];Planteslekt
taxonomic-collective;['hymenaea'];Planteslekt
taxonomic-collective;['tephrosia'];Planteslekt
taxonomic-collective;['pterospermum'];Planteslekt
taxonomic-collective;['mesua'];Planteslekt
taxonomic-collective;['calophyllum'];Planteslekt
taxonomic-collective;['sloanea'];Planteslekt
taxonomic-collective;['indigoferă'];Planteslekt
taxonomic-collective;['gomphrena'];Planteslekt
taxonomic-collective;['parkia'];Planteslekt
taxonomic-collective;['prosopis'];Planteslekt
taxonomic-collective;['tacca'];Planteslekt
taxonomic-collective;['ormosia'];Planteslekt
taxonomic-collective;['dipladenia'];Planteslekt
taxonomic-collective;['snyltetrådslekta', 'cuscuta', 'snyltetråder'];Planteslekt
taxonomic-collective;['vigna'];Planteslekt
taxonomic-collective;['townsendia'];Planteslekt
taxonomic-collective;['abronia'];Planteslekt
taxonomic-collective;['stenotus'];Planteslekt
taxonomic-collective;['lewisia'];Planteslekt
taxonomic-collective;['castilleja'];Planteslekt
taxonomic-collective;['layia'];Planteslekt
taxonomic-collective;['layia'];Planteslekt
taxonomic-collective;['maigullslekta', 'chrysoplenium', 'chrysosplenium'];Planteslekt
taxonomic-collective;['pueraria'];Planteslekt
taxonomic-collective;['periploca'];Planteslekt
taxonomic-collective;['jacksonia'];Planteslekt
taxonomic-collective;['heterotheca'];Planteslekt
taxonomic-collective;['pelargonium', 'pelargonia'];Planteslekt
taxonomic-collective;['erodium'];Planteslekt
taxonomic-collective;['dendrocalamus'];Planteslekt
taxonomic-collective;['agastache'];Planteslekt
taxonomic-collective;['andrias'];Amfibieslekt
taxonomic-collective;['sequoiadendron'];Planteslekt
taxonomic-collective;['bankia'];Blautdyrslekt
taxonomic-collective;['capra'];Pattedyrslekt
taxonomic-collective;['chrysopsis'];Planteslekt
taxonomic-collective;['mesocricetus'];Pattedyrslekt
taxonomic-collective;['gopherus'];Krypdyrslekt
taxonomic-collective;['sitotroga'];Insektslekt
taxonomic-collective;['marinøkkelslekta'];Planteslekt
taxonomic-collective;['phleum'];Planteslekt
taxonomic-collective;['grasordenen', 'poales'];Planteorden
taxonomic-collective;['lucilia'];Insektslekt
taxonomic-collective;['physalis'];Planteslekt
taxonomic-collective;['haukeskjegg', 'crepis'];Planteslekt
taxonomic-collective;['haukefamilien', 'accipitridae', 'accipitridæ'];familie av haukefuglar
taxonomic-collective;['lyngfamilien', 'ericaceae', 'lyng'];Familie av dekkfrøete blomsterplanter
taxonomic-collective;['chelone'];Planteslekt
taxonomic-collective;['kattostfamilien', 'malvaceae'];Plantefamilie i kattostordenen
taxonomic-collective;['arctotis'];Planteslekt
taxonomic-collective;['malva'];Planteslekt
taxonomic-collective;['craspedia'];Planteslekt
taxonomic-collective;['glaucium'];Planteslekt
taxonomic-collective;['amberboa'];Planteslekt
taxonomic-collective;['amberboa'];Planteslekt
taxonomic-collective;['pengeurtslekta', 'thlaspi'];Planteslekt
taxonomic-collective;['bønneslekta', 'phaseolus'];Planteslekt
taxonomic-collective;['abutilon'];Planteslekt
taxonomic-collective;['lupinslekta', 'lupiner', 'lupinus'];Planteslekt
taxonomic-collective;['humulus'];Planteslekt
taxonomic-collective;['zannichellia'];Planteslekt
taxonomic-collective;['snelleslekta'];Planteslekt
taxonomic-collective;['paphiopedilum'];Planteslekt
taxonomic-collective;['båtmøll', 'gelechiidae'];insektfamilie
taxonomic-collective;['doodia'];Planteslekt
taxonomic-collective;['blechnum'];Planteslekt
taxonomic-collective;['woodwardia'];Planteslekt
taxonomic-collective;['lutra'];Pattedyrslekt
taxonomic-collective;['proboscidea'];Planteslekt
taxonomic-collective;['peristedion'];Fiskeslekt
taxonomic-collective;['roseordenen', 'rosales'];Planteorden
taxonomic-collective;['toxicodendron'];Planteslekt
taxonomic-collective;['mephitis'];Pattedyrslekt
taxonomic-collective;['pulsatilla'];Planteslekt
taxonomic-collective;['descurainia'];Planteslekt
taxonomic-collective;['brugmansia'];Planteslekt
taxonomic-collective;['culcita'];Planteslekt
taxonomic-collective;['reticulitermes'];Insektslekt
taxonomic-collective;['leptopteris'];Planteslekt
taxonomic-collective;['dalea'];Planteslekt
taxonomic-collective;['automeris'];Insektslekt
taxonomic-collective;['jaculus'];Pattedyrslekt
taxonomic-collective;['menticirrhus'];Fiskeslekt
taxonomic-collective;['lactobacillaceae'];Bakteriefamilie
taxonomic-collective;['epidendrum'];Planteslekt
taxonomic-collective;['strymon'];Insektslekt
taxonomic-collective;['nymfevenger', 'nymphalidae'];insektfamilie
taxonomic-collective;['lopholatilus'];Fiskeslekt
taxonomic-collective;['corypha'];Planteslekt
taxonomic-collective;['gullslekta', 'erysimum', 'berggullslekta'];Planteslekt
taxonomic-collective;['olearia'];Planteslekt
taxonomic-collective;['bjørnebærslekta', 'rubus'];Planteslekt
taxonomic-collective;['sphaeralcea'];Planteslekt
taxonomic-collective;['grindelia'];Planteslekt
taxonomic-collective;['eryngium'];Planteslekt
taxonomic-collective;['encyclia'];Planteslekt
taxonomic-collective;['rhipsalis'];Planteslekt
taxonomic-collective;['tillandsia'];Planteslekt
taxonomic-collective;['mikania'];Planteslekt
taxonomic-collective;['leucadendron'];Planteslekt
taxonomic-collective;['malaxis'];Planteslekt
taxonomic-collective;['gymnocalycium'];Planteslekt
taxonomic-collective;['calandrinia'];Planteslekt
taxonomic-collective;['echinocereus'];Planteslekt
taxonomic-collective;['palaquium'];Planteslekt
taxonomic-collective;['helichrysum'];Planteslekt
taxonomic-collective;['laukslekta', 'allium', 'løkslekta'];Planteslekt
taxonomic-collective;['laukslekta', 'allium', 'løkslekta'];Planteslekt
taxonomic-collective;['svæve', 'hieracium', 'hierácium', 'sveve'];Planteslekt
taxonomic-collective;['storr', 'osoka', 'carex'];Planteslekt
taxonomic-collective;['berberis', 'berberisslekta'];Planteslekt
taxonomic-collective;['penstemon'];Planteslekt
taxonomic-collective;['bomarea'];Planteslekt
taxonomic-collective;['connarus'];Planteslekt
taxonomic-collective;['fikenslekta', 'ficus'];Planteslekt
taxonomic-collective;['svinerotslekta', 'stachys'];Planteslekt
taxonomic-collective;['calochortus'];Planteslekt
taxonomic-collective;['antheraea'];Insektslekt
taxonomic-collective;['sleivmoseordenen', 'jungermanniales'];Planteorden
taxonomic-collective;['sphecius'];Insektslekt
taxonomic-collective;['stenochlaena'];Planteslekt
taxonomic-collective;['leptoglossus'];Insektslekt
taxonomic-collective;['vaniljerotslekta', 'monotropa', 'vaniljerot'];Planteslekt
taxonomic-collective;['rumohra'];Planteslekt
taxonomic-collective;['anniella'];Krypdyrslekt
taxonomic-collective;['negaprion'];Fiskeslekt
taxonomic-collective;['gambelia'];Krypdyrslekt
taxonomic-collective;['store kattedyr', 'panthera', 'stort kattedyr'];Pattedyrslekt
taxonomic-collective;['lama'];Pattedyrslekt
taxonomic-collective;['fredlausslekta', 'lysimachia'];Planteslekt
taxonomic-collective;['kantlyngslekta', 'cassiope'];Planteslekt
taxonomic-collective;['paronychia'];Planteslekt
taxonomic-collective;['pediocactus'];Planteslekt
taxonomic-collective;['moehringia'];Planteslekt
taxonomic-collective;['actias'];Insektslekt
taxonomic-collective;['trimorphodon'];Krypdyrslekt
taxonomic-collective;['limenitis'];Insektslekt
taxonomic-collective;['malariamygg', 'anopheles'];Insektslekt
taxonomic-collective;['stephanomeria'];Planteslekt
taxonomic-collective;['thelypteris'];Planteslekt
taxonomic-collective;['eumenes'];Insektslekt
taxonomic-collective;['eumops'];Pattedyrslekt
taxonomic-collective;['ceratitis'];Insektslekt
taxonomic-collective;['gypsophila pacifica'];Planteslekt
taxonomic-collective;['planteslekta salat', 'salatslekta', 'lactuca'];Planteslekt
taxonomic-collective;['spirodela'];Planteslekt
taxonomic-collective;['wolffiella'];Planteslekt
taxonomic-collective;['wolffia'];Planteslekt
taxonomic-collective;['conocarpus'];Planteslekt
taxonomic-collective;['brachyscome'];Planteslekt
taxonomic-collective;['prumnopitys'];Planteslekt
taxonomic-collective;['selenicereus'];Planteslekt
taxonomic-collective;['saponaria'];Planteslekt
taxonomic-collective;['acanthocereus'];Planteslekt
taxonomic-collective;['colubrina'];Planteslekt
taxonomic-collective;['sommarfuglar', 'fivreld', 'fivrelde', 'lepidoptera', 'sommarfugl', 'sumarfugl', 'sumarfuglar'];Orden av insekt som femner om dag- og nattsommarfuglar
taxonomic-collective;['pyrausta'];Insektslekt
taxonomic-collective;['manduca'];Insektslekt
taxonomic-collective;['dryas'];Planteslekt
taxonomic-collective;['bauhinia'];Planteslekt
taxonomic-collective;['storarveslekta', 'cerastium', 'arvar'];Planteslekt
taxonomic-collective;['sceliphron'];Insektslekt
taxonomic-collective;['heteranthera'];Planteslekt
taxonomic-collective;['sternotherus'];Krypdyrslekt
taxonomic-collective;['kålslekta', 'b. oleracea', 'brassica oleracea', 'brassica'];Planteslekt
taxonomic-collective;['myrteordenen', 'myrtales'];Planteorden
taxonomic-collective;['pipistrellus'];Pattedyrslekt
taxonomic-collective;['ruptiliocarpon'];Planteslekt
taxonomic-collective;['glaucomys'];Pattedyrslekt
taxonomic-collective;['reithrodontomys'];Pattedyrslekt
taxonomic-collective;['melanoplus'];Insektslekt
taxonomic-collective;['eumeces'];Krypdyrslekt
taxonomic-collective;['scaphiopus'];Amfibieslekt
taxonomic-collective;['peromyscus'];Pattedyrslekt
taxonomic-collective;['hypsiglena'];Krypdyrslekt
taxonomic-collective;['arundinaria'];Planteslekt
taxonomic-collective;['amélanchier'];Planteslekt
taxonomic-collective;['odocoileus'];Pattedyrslekt
taxonomic-collective;['opheodrys'];Krypdyrslekt
taxonomic-collective;['rudbeckia'];Planteslekt
taxonomic-collective;['nerodia'];Krypdyrslekt
taxonomic-collective;['gymnocarpium'];Planteslekt
taxonomic-collective;['arrhenatherum'];Planteslekt
taxonomic-collective;['dracaena'];Planteslekt
taxonomic-collective;['platycerium'];Planteslekt
taxonomic-collective;['flacourtia'];Planteslekt
taxonomic-collective;['apodemus'];Pattedyrslekt
taxonomic-collective;['aethionema'];Planteslekt
taxonomic-collective;['ensete'];Planteslekt
taxonomic-collective;['momordica'];Planteslekt
taxonomic-collective;['liliidae'];planteklasse
taxonomic-collective;['cephalotus'];Planteslekt
taxonomic-collective;['symplocarpus'];Planteslekt
taxonomic-collective;['aldrovanda'];Planteslekt
taxonomic-collective;['atriplex'];Planteslekt
taxonomic-collective;['orchidales'];planteorden
taxonomic-collective;['taricha'];Amfibieslekt
taxonomic-collective;['vanessa'];Insektslekt
taxonomic-collective;['paradoxurus'];Pattedyrslekt
taxonomic-collective;['bulnesia'];Planteslekt
taxonomic-collective;['santalum'];Planteslekt
taxonomic-collective;['agropyron'];Planteslekt
taxonomic-collective;['trollius'];Planteslekt
taxonomic-collective;['borago'];Planteslekt
taxonomic-collective;['ballota'];Planteslekt
taxonomic-collective;['sium'];Planteslekt
taxonomic-collective;['triglochin'];Planteslekt
taxonomic-collective;['alpinia'];Planteslekt
taxonomic-collective;['pleiospilos'];Planteslekt
taxonomic-collective;['nolina'];Planteslekt
taxonomic-collective;['vinca'];Planteslekt
taxonomic-collective;['erler og piplerker', 'erlefamilien', 'motacillidae', 'motacillidæ', 'piplerker'];Familie av sporvefuglar
taxonomic-collective;['sarracenia'];Planteslekt
taxonomic-collective;['lygus'];Insektslekt
taxonomic-collective;['acinos'];Planteslekt
taxonomic-collective;['småriddarsporeslekta', 'consolida'];Planteslekt
taxonomic-collective;['korgplantefamilien', 'compositae', 'asteraceae', 'korgplante'];Plantefamilie i korgplanteordenen
taxonomic-collective;['phthorimaea'];Insektslekt
taxonomic-collective;['gastrophryne'];Amfibieslekt
taxonomic-collective;['stanleya'];Planteslekt
taxonomic-collective;['baiomys'];Pattedyrslekt
taxonomic-collective;['nyctereutes'];Pattedyrslekt
taxonomic-collective;['dunkjevlefamilien', 'dunkjevle', 'typha', 'typhaceae'];Planteslekt
taxonomic-collective;['fouquieria'];Planteslekt
taxonomic-collective;['oryzopsis'];Planteslekt
taxonomic-collective;['capreolus'];Pattedyrslekt
taxonomic-collective;['hippotragus'];Pattedyrslekt
taxonomic-collective;['monochamus'];Insektslekt
taxonomic-collective;['trachurus'];Fiskeslekt
taxonomic-collective;['decapterus'];Fiskeslekt
taxonomic-collective;['skarabidar', 'scarabaeidae'];Billefamilie
taxonomic-collective;['centropristis'];Fiskeslekt
taxonomic-collective;['hypopachus'];Amfibieslekt
taxonomic-collective;['capsella'];Planteslekt
taxonomic-collective;['drimys'];Planteslekt
taxonomic-collective;['baccharis'];Planteslekt
taxonomic-collective;['falcatifolium'];Planteslekt
taxonomic-collective;['samia'];Insektslekt
taxonomic-collective;['lysichiton'];Planteslekt
taxonomic-collective;['ariocarpus'];Planteslekt
taxonomic-collective;['copernicia'];Planteslekt
taxonomic-collective;['actinidia'];Planteslekt
taxonomic-collective;['phlebotomus'];Insektslekt
taxonomic-collective;['epigaea'];Planteslekt
taxonomic-collective;['cheilanthes'];Planteslekt
taxonomic-collective;['hudsonia'];Planteslekt
taxonomic-collective;['laurbærslekta', 'laurus'];Planteslekt
taxonomic-collective;['hedeoma'];Planteslekt
taxonomic-collective;['coriandrum'];Planteslekt
taxonomic-collective;['cyamopsis'];Planteslekt
taxonomic-collective;['alisma'];Planteslekt
taxonomic-collective;['myrtillocactus'];Planteslekt
taxonomic-collective;['chimonanthus'];Planteslekt
taxonomic-collective;['nageia'];Planteslekt
taxonomic-collective;['firmiana'];Planteslekt
taxonomic-collective;['platylobium'];Planteslekt
taxonomic-collective;['glossodia'];Planteslekt
taxonomic-collective;['lambertia'];Planteslekt
taxonomic-collective;['orites'];Planteslekt
taxonomic-collective;['flindersia'];Planteslekt
taxonomic-collective;['hardenbergia'];Planteslekt
taxonomic-collective;['aletris'];Planteslekt
taxonomic-collective;['bletilla'];Planteslekt
taxonomic-collective;['comandra'];Planteslekt
taxonomic-collective;['bessera'];Planteslekt
taxonomic-collective;['schizophragma'];Planteslekt
taxonomic-collective;['corylopsis'];Planteslekt
taxonomic-collective;['gymnocladus'];Planteslekt
taxonomic-collective;['picrasma'];Planteslekt
taxonomic-collective;['montia'];Planteslekt
taxonomic-collective;['egeria'];Planteslekt
taxonomic-collective;['pleione'];Planteslekt
taxonomic-collective;['silybum'];Planteslekt
taxonomic-collective;['hulsea'];Planteslekt
taxonomic-collective;['galega'];Planteslekt
taxonomic-collective;['colutea'];Planteslekt
taxonomic-collective;['lunaria'];Planteslekt
taxonomic-collective;['blålyngslekta', 'phyllodoce'];Planteslekt
taxonomic-collective;['chimaphila'];Planteslekt
taxonomic-collective;['epipremnum'];Planteslekt
taxonomic-collective;['andira'];Planteslekt
taxonomic-collective;['nauclea'];Planteslekt
taxonomic-collective;['beaumontia'];Planteslekt
taxonomic-collective;['argyroxiphium'];Planteslekt
taxonomic-collective;['subularia'];Planteslekt
taxonomic-collective;['lasthenia'];Planteslekt
taxonomic-collective;['thysanocarpus'];Planteslekt
taxonomic-collective;['dipteronia'];Planteslekt
taxonomic-collective;['strelitzia'];Planteslekt
taxonomic-collective;['conradina'];Planteslekt
taxonomic-collective;['diervilla'];Planteslekt
taxonomic-collective;['coptis'];Planteslekt
taxonomic-collective;['retama'];Planteslekt
taxonomic-collective;['lycopus'];Planteslekt
taxonomic-collective;['parthenium'];Planteslekt
taxonomic-collective;['xerophyllum'];Planteslekt
taxonomic-collective;['callirhoe'];Planteslekt
taxonomic-collective;['aureolaria'];Planteslekt
taxonomic-collective;['blephilia'];Planteslekt
taxonomic-collective;['spergula'];Planteslekt
taxonomic-collective;['sinapis', 'sennepslekta'];Planteslekt
taxonomic-collective;['scleranthus'];Planteslekt
taxonomic-collective;['hyacinthoides'];Planteslekt
taxonomic-collective;['cicuta'];Planteslekt
taxonomic-collective;['cimicifuga'];Planteslekt
taxonomic-collective;['lithophragma'];Planteslekt
taxonomic-collective;['iliamna'];Planteslekt
taxonomic-collective;['trautvetteria'];Planteslekt
taxonomic-collective;['colocasia'];Planteslekt
taxonomic-collective;['hoheria'];Planteslekt
taxonomic-collective;['hazardia'];Planteslekt
taxonomic-collective;['malvaviscus'];Planteslekt
taxonomic-collective;['aristotelia'];Planteslekt
taxonomic-collective;['geoffroea'];Planteslekt
taxonomic-collective;['trichoceros'];Planteslekt
taxonomic-collective;['dovyalis'];Planteslekt
taxonomic-collective;['araujia'];Planteslekt
taxonomic-collective;['hevea'];Planteslekt
taxonomic-collective;['teak', 'teaktre', 'tectona', 'tectona grandis', 'tectona sp.', 'tectona spp.'];Planteslekt
taxonomic-collective;['parkinsonia'];Planteslekt
taxonomic-collective;['cakile'];Planteslekt
taxonomic-collective;['cyclosorus'];Planteslekt
taxonomic-collective;['scolymus'];Planteslekt
taxonomic-collective;['stenocarpus'];Planteslekt
taxonomic-collective;['acokanthera'];Planteslekt
taxonomic-collective;['acrocarpus'];Planteslekt
taxonomic-collective;['knightia'];Planteslekt
taxonomic-collective;['bowiea'];Planteslekt
taxonomic-collective;['brachystegia'];Planteslekt
taxonomic-collective;['sanvitalia'];Planteslekt
taxonomic-collective;['coryanthes'];Planteslekt
taxonomic-collective;['piqueria'];Planteslekt
taxonomic-collective;['enterolobium'];Planteslekt
taxonomic-collective;['cyrtomium'];Planteslekt
taxonomic-collective;['retrophyllum'];Planteslekt
taxonomic-collective;['leucaena'];Planteslekt
taxonomic-collective;['nephrolepis'];Planteslekt
taxonomic-collective;['leonotis'];Planteslekt
taxonomic-collective;['avicennia'];Planteslekt
taxonomic-collective;['thespesia'];Planteslekt
taxonomic-collective;['pachyrhizus'];Planteslekt
taxonomic-collective;['pisum'];Planteslekt
taxonomic-collective;['blighia'];Planteslekt
taxonomic-collective;['physaria'];Planteslekt
taxonomic-collective;['decumaria'];Planteslekt
taxonomic-collective;['enceliopsis'];Planteslekt
taxonomic-collective;['chamaecytisus'];Planteslekt
taxonomic-collective;['sagina'];Planteslekt
taxonomic-collective;['charales'];Wikimedia-kategori
taxonomic-collective;['hypoxis'];Planteslekt
taxonomic-collective;['xylomelum'];Planteslekt
taxonomic-collective;['leycesteria'];Planteslekt
taxonomic-collective;['caesalpinia'];Planteslekt
taxonomic-collective;['meryta'];Planteslekt
