activity;['সিনেমা'];সিনেমা অইলতা শিল্পর আরাক মেঠেল যেহাত চলমান দৃশ্য পর্দাত দৃম্যমান অয়া নিকুলের।
region;['কম্বোডিয়ান রিয়েল'];কম্বোডিয়ান রিয়েল এহান কম্বোডিয়া র তাংখার নাংহান। তাংখা এহানর চিনৎহান: ៛ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: কেএইচআর.
region;['কানাডিয়ান ডলার'];কানাডিয়ান ডলার এহান কানাডার তাংখার নাংহান। তাংখা এহানর চিনৎহান: $ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: সিএডি.
region;['চিলেয়ান পেসো'];চিলেয়ান পেসো এহান চিলির তাংখার নাংহান। তাংখা এহানর চিনৎহান: $ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: সিএলপি.
region;['কলম্বিয়ান পেসো'];কলম্বিয়ান পেসো এহান কলম্বিয়ার তাংখার নাংহান। তাংখা এহানর চিনৎহান: $ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: সিওপি.
region;['কোস্টা রিকান কোলোন'];কোস্টা রিকান কোলোন এহান কোস্টা রিকার তাংখার নাংহান। তাংখা এহানর চিনৎহান: ₡ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: সিআরসি.
region;['কিউবান পেসো'];কিউবান পেসো এহান কিউবার তাংখার নাংহান। তাংখা এহানর চিনৎহান: $ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: সিইউপি.
region;['সাইপ্রিয়ট পাউন্ড'];সাইপ্রিয়ট পাউন্ড এহান সাইপ্রাস র তাংখার নাংহান। তাংখা এহানর চিনৎহান: £ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: সিৱাইপি.
region;['ডিজিবোটিয়ান ফ্রাঙ্ক'];ডিজিবোটিয়ান ফ্রাঙ্ক এহান ডিজিবোটির তাংখার নাংহান। তাংখা এহানর চিনৎহান: Fr বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: ডিজেএফ.
region;['মিশরি পাউন্ড'];মিশরি পাউন্ড এহান মিশরর তাংখার নাংহান। তাংখা এহানর চিনৎহান: £ or ج.م বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: ইজিপি.
region;['সালভাদরিয়ান কোলন'];সালভাদরিয়ান কোলন এহান এল সালভাদরর তাংখার নাংহান। তাংখা এহানর চিনৎহান: ₡ বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: এসভিসি.
region;['ইথিওপিয়ান বির'];ইথিওপিয়ান বির এহান ইথিওপিয়ার তাংখার নাংহান। তাংখা এহানর চিনৎহান: বারো ব্যাংকিংরকা লেপকরা বাট্টি নাংহান ইলতাই: ইটিবি.
