abstract-quality;['osobnosť'];Osobnosť definícií existuje okolo 110.
activity;['psychoanalýza', 'hlbinná psychológia', 'hĺbková psychológia', 'hlbinnej psychológie', 'psychoanalytik', 'analysand', 'psychoanalytické', 'psychoanalytické školy', 'psychoanalýzy'];Psychoanalýza je smer psychológie 20.
activity;['psychoanalýza', 'hlbinná psychológia', 'hĺbková psychológia', 'hlbinnej psychológie', 'psychoanalytik', 'analysand', 'psychoanalytické', 'psychoanalytické školy', 'psychoanalýzy'];Hlbinná psychológia
activity;['jednoduché účtovníctvo', 'jednorazový vstup'];Jednoduché účtovníctvo alebo sústava jednoduchého účtovníctva je druh účtovníctva, pri ktorom sa zisk zisťuje iba porovnávaním rozdielu majetku a záväzkov na konci sledovaného obdobia s rozdielom majetku a záväzkov na začiatku sledovaného obdobia.
activity;['vojnová hra', 'vojnové hra', 'vojnové hry', 'počítač wargame', 'wargaming'];Vojnová hra je jednou z metód plánovania, trénovania a testovania taktiky a stratégie.
activity;['sitkom', 'sitcom', 'situačná komédia', 'sit-com', 'situačných komédií'];Sitkom alebo situačná komédia
activity;['žobranie', 'žobrák', 'žobrákov'];Žobranie je „získavanie obživy poníženou prosbou o almužnu u cudzích osôb a to na verejnom priestranstve alebo dom od domu“.
activity;['džudo', 'judo', 'judoka', 'yuko'];Džudo (jap.
activity;['gymnastika', 'gymnastické cvičenie'];Gymnastika je všestranný šport telesných cvičení.
activity;['rozprávka', 'rozprávok', 'rozprávky'];Rozprávka je krátky prozaický, zriedkavo veršovaný útvar, spravidla vymyslený príbeh, ktorý má za cieľ poučenie a pobavenie čitateľov alebo poslucháčov.
activity;['ľudový tanec', 'ľudové tance', 'tradičné tance'];Ľudový tanec sú tanečné formy zachované v ľudovom prostredí často výrazne ovplyvnené národným charakterom.
activity;['swing', 'swingové hudby', 'swing band', 'tanec'];Swing je tanečný podžáner džezu, pozostávajúci z tradičných bluesových černošských prvkov obohatený o belošské vplyvy.
activity;['bel canto', 'belkanto', 'belcanta'];Bel canto alebo belkanto
activity;['moderný tanec', 'moderného tanca'];Moderný tanec, ako ho poznáme dnes, sa objavil po prvej svetovej vojne.
activity;['puč', 'štátny prevrat', 'coup d’état', 'palácovom prevrate', 'prevrat', "prevrat-d'etat", 'vojenský prevrat', "vojenský prevrat d'état", "ťahy d'état"];Štátny prevrat alebo prevrat alebo coup d'État [kudeta] je náhla, často násilná a prudká, politická zmena politického systému a vládnucich skupín ľudí.
activity;['magnetická búrka', 'geomagnetická búrka', 'geomagnetické búrky', 'geomagnetických búrok', 'magnetické búrky'];Magnetická búrka, resp.
activity;['amputácia', 'amputovaná', 'amputovať', 'amputácie', 'amputáciách'];Amputácia je odstránenie periférnej časti tela od celku buď úrazom alebo chirurgicky.
activity;['netball', 'netbal', 'nohejbal'];Netball je loptový, takmer výhradne ženský šport, ktorý sa vyvinul v USA v 90 - tych rokoch 19.
activity;['hydropónia', 'hydrokultúra', 'hydroponická kultúra', 'hydroponické pestovanie', 'vodná kultúra', 'hydroponie', 'aquiculture', 'hydroponické', 'nádrž poľnohospodárstva'];Hydropónia je pestovanie rastlín bez pôdy v živnom roztoku.
activity;['balet', 'baletné divadlo', 'baletov', 'klasického tanca', 'koncertné tanec', 'showdance', 'tanečné divadlo'];Balet je umelecký útvar, zjednocujúci hudbu, libreto, choreografiu, scénu a kostýmy.
activity;['fyzikálne vyšetrenie', 'kompletné lekárske vyšetrenie', 'fyzické vyšetrenie', 'kontrola', 'kontrola stavu', 'lekárske vyšetrenie', 'zdravotná prehliadka', 'zdravotné'];Fyzikálne vyšetrenie alebo fyzické vyšetrenie je vyšetrenie chorého zmyslami lekára.
activity;['vazelína', 'mastiaci tuk', 'mazací tuk', 'vazelín'];Vazelína alebo staršie vazelín je tuhé alebo polotuhé mastivo zložené z kvapalného mastiva zmiešaného so zahusťujúcim činidlom s prísadami.
activity;['rokenrol', 'rock', 'rok', 'rock and roll', "rock'n'roll", 'rock-and-roll', 'rocková hudba', 'rock & roll', 'rock´n´ro', 'rock’nd roll', 'rock’n’roll', 'rock n roll', "rock'n roll", 'rock-n-roll', "rock 'n' roll", 'rock roll', 'rockovej hudby', 'rockový hudobník'];Rock alebo rok je druh populárnej hudby, ktorý sa ako vymedzený hudobný žáner prvýkrát objavil koncom 50.
activity;['rokenrol', 'rock', 'rok', 'rock and roll', "rock'n'roll", 'rock-and-roll', 'rocková hudba', 'rock & roll', 'rock´n´ro', 'rock’nd roll', 'rock’n’roll', 'rock n roll', "rock'n roll", 'rock-n-roll', "rock 'n' roll", 'rock roll', 'rockovej hudby', 'rockový hudobník'];Rokenrol alebo rock and roll alebo rock'n'roll je žáner populárnej hudby, ktorý sa vyvinul v Spojených štátoch po druhej svetovej vojne, koncom 40.
activity;['bridž', 'bridžová terminológia', 'bridge', 'zmluva most'];Tento článok sa týka bridžu a používa špecifickú bridžovú terminológiu.
activity;['vaudeville', 'estráda', 'vaudville'];Vaudeville
activity;['joint venture', 'spoločný podnik', 'spoločné podnikanie', 'joint-venture', 'spoločných podnikov'];Joint venture
activity;['záväzok', 'sľub'];Záväzok je dobrovoľné prijatie záväznosti voči spoločnosti alebo jednotlivcom.
activity;['voľby', 'voľba', 'znovuzvolenie', 'demokraticky zvoleného', 'demokraticky zvolený', 'volebného procesu', 'ľudovým hlasovaním'];Voľby sú pravidelne sa opakujúci proces, ktorým sa v demokratických krajinách obsadzujú verejné funkcie.
activity;['občianska vojna', 'občianskej vojny', 'bratovražedné vojny', 'občianskych vojen'];Občianska vojna je ozbrojený konflikt, ktorý medzi sebou vedú bojujúce strany, napr.
activity;['francúzska a indiánska vojna', 'francúzske a indickej vojny'];Francúzska a indiánska vojna je časť sedemročnej vojny, ktorá sa odohrávala na severoamerickom bojisku.
activity;['prusko-francúzska vojna', 'francúzsko-nemecká vojna', 'francúzsko-pruská vojna', 'nemecko-francúzska vojna', 'franco-pruská vojna'];Prusko-francúzska vojna bola vojna medzi Francúzskom a Nemeckou ríšou od 19.
activity;['kórejská vojna', 'vojna v kórei'];Kórejská vojna alebo vojna v Kórei
activity;['druhá svetová vojna', 'world war ii', '2. svetová vojna', 'ii. svetová vojna', 'wwii', 'nacistickej okupácie', 'world war 2'];Druhá svetová vojna je dodnes najväčší a najrozsiahlejší ozbrojený konflikt v dejinách ľudstva, ktorý stál život asi 45 až 60 miliónov ľudí.
activity;['prvá svetová vojna', '1. svetová vojna', 'veľká vojna', 'druhá svetová vojna 1', 'svetová vojna', 'vojna na konci vojny', 'vojna ukončiť vojnu'];Prvá svetová vojna pred rokom 1939 známa ako Veľká vojna alebo Svetová vojna bol ozbrojený konflikt globálnych rozmerov trvajúci od 28. júla 1914 do 11. novembra 1918, ktorý sa odohrával prevažne na území Európy, ale aj v Afrike, Ázii, na oceánoch, na Blízkom východe.
activity;['španielsko-americká vojna', 'americko-španielska vojna', 'španielska vojna'];Americko-španielsko vojna bol ozbrojený konflikt medzi Španielskom a Spojenými štátmi americkými odohrávajúci sa medzi aprílom a augustom roku 1898.
activity;['krymská vojna'];Krymská vojna bol ozbrojený konflikt medzi Ruským impériom a koalíciou Osmanskej ríše, Francúzska, Spojeného kráľovstva, Sardínskeho kráľovstva v rokoch 1853 až 1856.
activity;['peloponézske vojny', 'peloponézska vojna', 'peloponnesian vojna'];Peloponézske vojny alebo peloponézska vojna je označenie pre vojnové akcie v rokoch 434 pred Kr. až 404 pred Kr., ktoré začali ako konflikt medzi: Aténskym námorným spolkom, teda Aténami a ich spojencami na strane jednej a Peloponézskym spolkom na strane druhej, do ktorého patrila Sparta, Korint a ďalší spojenci.
activity;['svetová vojna', 'svetovej vojny', 'svetových vojen'];Svetová vojna je vojenský konflikt, ktorý zasahuje väčšinu štátov sveta.
activity;['druhá vojna v perzskom zálive', 'vojna v perzskom zálive'];Druhá vojna v Perzskom zálive bol vojenský konflikt medzi Irakom a koalíciou 34 národov poverených OSN a vedených USA. Vojna začala irackou inváziou do Kuvajtu 2.
activity;['obkľúčenie', 'blokoval', 'blokády'];Obkľúčenie je druh taktiky namierenej na zničenie nepriateľa v boji.
activity;['fön', 'fén', 'foehn'];Föhn je teplý suchý vietor, vanúci z južného smeru a prekonávajúci pohorie.
activity;['pôst', 'postenie sa', 'rýchlo'];Pôst je dobrovoľné úplné alebo čiastočné odrieknutie jedla alebo iných pôžitkov.
activity;['cudnosť', 'celibát', 'cudný', 'sexuálne zdržanie'];Cudnosť je cnosť spočivajúca v prísnej mravnosti, zdržanlivosti, najmä vo vzťahu k pohlavnému životu.
activity;['mobilizácia', 'militarizácia', 'mobilizáciu'];Mobilizácia
activity;['kolaborant', 'kolaborantstvo', 'kolaborácia', 'collaborationism', 'quislingism'];Kolaborant je osoba spolupracujúca s vojenským nepriateľom, okupačnou mocou, prípadne s politickým nepriateľom proti záujmom vlastnej krajiny/politickej skupiny.
activity;['steganografia', 'steganografie', 'kódovanie'];Steganografia je vedná disciplína, ktorá ma korene už v staroveku.
activity;['abstinencia', 'odopieranie si', 'zdržanlivosť', 'abstinent', 'abstinentný', 'abstinencie'];Abstinencia je úplné vzdanie sa určitých pôžitkov . zdržanlivosť.
activity;['vzdelávanie', 'vzdelanie', 'didaktika', 'vzdelávací systém', 'vyučovanie', 'výučba', 'vychovávanie', 'výchova', 'pedagóg', 'didaktiky', 'pedagógov', 'vzdelávacie', 'vzdelávaciu činnosť', 'vzdelávania', 'vzdelávať'];Vzdelanie je súhrn znalostí, vedomostí, poznávacích spôsobilostí a schopností, ktoré nadobudol jednotlivec na základe školského vzdelania, učenia, rozumovej výchovy, životných a pracovných skúseností a zámerného vlastného sebavzdelávania.
activity;['šovinizmus', 'antifeminism', 'mužského šovinizmu', 'anti-feministický', 'anti-feminizmus', 'šovinistické', 'šovinizmu'];Šovinizmus je vyhrotený nacionalizmus, viera v nadradenosť vlastného národa alebo národnosti, hlásanie nacionálnej výlučnosti a roznecovanie nenávisti k iným národom.
activity;['medzinárodné vzťahy', 'medzinárodnej politike', 'medzinárodné záležitosti', 'medzištátnych vzťahov', 'world záležitosti'];Medzinárodné vzťahy sú sociálne politologická disciplína, ktorá skúma společenské javy odohrávajúce sa v rámci medzinárodného systému.
activity;['príbeh', 'rozprávanie', 'slohový postup', 'pohľadu tretej osoby', 'príbehy', 'rozprávaný', 'vševediaci rozprávač'];Slohový postup je spôsob skladania a usporadúvania textu, respektíve jeho častí.
activity;['násilie', 'násilný čin', 'násilia', 'násilné'];Násilie je uplatňovanie sily pri prekonávaní odporu.
activity;['úspora', 'sporenie', 'šetrenie', 'mieru úspor'];Sporenie je odkladanie a zhromažďovanie nateraz nadbytočných finančných prostriedkov, ktorého cieľom je nadobudnutie úspor.
activity;['šport', 'atletika', 'športové udalosti'];Šport je realizovaná
activity;['zábava', 'pobavenie', 'zabávač', 'baviť', 'zabávači', 'zábavné', 'zábavy'];Zábava je využitie času na účel, ktorého zmyslom je zabaviť alebo odreagovať sa, prípadne terapeutické občerstvenie tela alebo mysle.
activity;['mása', 'meuse', 'argonne', 'argonne forest', 'meuse-argonne', 'meuse-argonne operácie'];Mása (franc.
activity;['koníček', 'hobby', 'voľnočasová aktivita', 'záľuba', 'fanúšikov', 'koníčky', 'vedľajšie zamestnanie'];Hobby je činnosť vykonávaná so záujmom, s radosťou, obyčajne vo voľnom čase.
activity;['bebop', 'be-bop'];Bebop je jazzový smer, ktorý vznikol v 40tych rokoch 20.
activity;['ária', 'árie'];Ária (z tal.
activity;['kardiopulmonálna resuscitácia', 'umelé dýchanie', 'kardiopulmunárna resuscitácia', 'kpr', 'srdcovo-pľúcne oživovanie', 'kardiopulmonálnej resuscitácie', 'cpr', 'dýchanie z úst do úst', 'resuscitovať', 'srdcové resuscitácia'];Kardiopulmonálna resuscitácia alebo resuscitácia je súbor výkonov na okamžité zaistenie alebo obnovenie prietoku okysličenej krvi mozgom u osoby s náhlym zlyhaním funkcie vitálnych systémov - dýchania a krvného obehu.
activity;['boj', 'bitka', 'ozbrojený konflikt', 'súboj', 'zápas', 'bojového výcviku', 'ozbrojeného boja'];Boj je organizovaná bojová činnosť vojenských zväzkov, útvarov a jednotiek dvoch alebo viacerých strán, ktorá zahŕňa údery, paľbu a manéver a je koordinovaná z hľadiska cieľa, miesta a času.
activity;['barter', 'obchod', 'barterový obchod', 'bartrovej ekonomike', 'bartrovej ekonomiky', 'swap', 'vymeniť si', 'výmena', 'výmenný obchod'];Barter alebo barterový obchod je forma obchodnej činnosti, pri ktorej je tovar alebo služby priamo vymenený za iný tovar alebo služby bez použitia peňazí.
activity;['súťaž všestrannej spôsobilosti', 'eventing', 'military', 'eventer', 'trojdňový eventing'];Súťaž všestrannej spôsobilosti súčasný anglický názov Eventing je jedna z najnáročnejších jazdeckých disciplín.
activity;['náboženský obrad', 'obrad', 'rítus', 'rítus, obrad', 'obrady', 'rituálne', 'rituály', 'satanského rituálu'];Rítus alebo obrad je stanovený súbor vyslovovaných slov, predpísaných gest a manipulovaných predmetov, ktoré sprostredkovávajú prítomnosť niečoho alebo niekoho, s ktorými treba vstúpiť do kontaktu.
activity;['záverečná skúška', 'záverečnej skúšky', 'záverečnou skúškou'];Záverečná skúška je skúška, ktorou sa ukončuje štúdium príslušného stupňa alebo typu.
activity;['pitva', 'autopsia', 'disekcia', 'post-mortem', 'pitvy', 'nekropsiu', 'pitevnej vyšetrenie', 'post mortem'];Pitva, lekársky termín sekcia, disekcia, obdukcia alebo autopsia je vyšetrenie mŕtveho tela človeka alebo iného živočícha, väčšinou s cieľom skúmať jeho anatómiu alebo príčinu jeho smrti.
activity;['rodeo', 'ródeo'];Rodeo je samostatné odvetvie jazdeckého športu.
activity;['exegéza', 'biblickej exegéze', 'exegeses', 'exegetes', 'exegetical', 'exegetickej', 'židovskej exegéza'];Exegéza je kritické skúmanie akéhokoľvek textu, zvlášť ale náboženského, ako napr.
activity;['aproximácia'];Aproximácia je znázornenie niečoho, čo nie je presné, ale je to stále dosť blízko na to, aby to bolo použiteľné.
activity;['bitka pri solferine', 'bitka pri solferíne'];Bitka pri Solferine bola bitka, ktorá sa odohrala 24.
activity;['bitka pri jutskom polostrove', 'bitka pri jutsku', 'bitke pri jutska'];Bitka pri Jutskom polostrove alebo bitka pri Jutsku niekedy tiež označovaná ako bitka pri Skagerraku bola námorná bitka medzi Nemeckom a Spojeným kráľovstvom 31.
activity;['povolanie', 'profesia', 'profesii'];Povolanie je súhrn relatívne ustálených, kvalifikovane a systematicky vykonávaných činností, ktoré v značnej miere určujú spoločenské postavenie človeka.
activity;['devalvácia', 'devalvovať', 'devalvácia meny', 'devalvácii'];Devalvácia je zníženie hodnoty meny štátnym opatrením, a to buď príslušná zmena oficiálneho výmenného kurzu v režime pevného výmenného kurzu, alebo zníženie zákonom stanoveného kovového
activity;['sociálna práca', 'služby občanom', 'sociálna starostlivosť', 'sociálnej práce', 'sociálne služby', 'sociálnej starostlivosti', 'sociálny pracovník', 'sociálnych pracovníkov', 'sociálnych vecí'];Sociálna práca je v užšom slova zmysle priamy, zámerný a pripravený kontakt sociálneho pracovníka a klienta s cieľom stanoviť sociálnu diagnózu a realizáciu sociálnej terapie.
