abstract-region;['vektorski produkt', 'vektor izdelek', 'vektorski izdelka', 'čez izdelek'];Binarni operator v trirazsežnem prostoru
agentive-figure;['nacionalsocialistična nemška delavska stranka', 'nacistična stranka', 'nsdap', 'nacionalsocialistična delavska stranka', 'nemška delavska stranka', 'nacional socialistična nemška delavska stranka', 'nacistične stranke', 'nationalsozialistische deutsche arbeiterpartei'];Skrajna nacionalistična, fašistična in protidemokratična politična stranka, ki je delovala v Nemčiji v prvi polovici 20. stoletja
agentive-figure;['vojna mornarica združenih držav amerike', 'usn', 'ameriška mornarica', 'ameriška vojna mornarica', 'united states navy', 'vm zda', 'vojna mornarica zda', 'mornarica zda', 'us navy'];Pomorski del oboroženih sil Združenih držav Amerike, ki skrbi za vzdrževanje, urjenje in opremo bojno pripravljenih pomorskih sil, ki so zmožne zmagovati vojne, zaustaviti agresijo in vzdrževanje svobodo morij
agentive-figure;['tretji rajh', 'nacistična nemčija', 'tretji reich', 'tretjega rajha', 'velikonemški rajh', '3 rajha', 'nacističnega režima', 'nacizma'];Oznaka za nemško državo v času nacizma med leti 1933 in 1945
agentive-figure;['mednarodna agencija za jedrsko energijo', 'iaea', 'mednarodna agencija za atomsko energijo'];Bila ustanovljena kot avtonomna organizacija 29. julija 1957 z namenom širjenju zamisli o miroljubni rabi jedrske energije in neširjenju jedrskega orožja
agentive-figure;['mednarodna pomorska organizacija', 'imo'];Specializirana pomorska agencija Organizacije združenih narodov in je bila ustanovljena zaradi izboljšanja varnosti na morju in preprečevanja onesnaženja
agentive-physical-object;['pekinžan', 'pekinezer', 'pekinčan', 'pekinezarju', 'pekinški', 'peke'];Starodavna pasma družnih psov, ki izhaja iz Kitajske
agentive-physical-object;['prenosnik', 'prenosni računalnik', 'notesnik', 'prenosnih računalnikov', 'naročajnik'];Manjši in lažji prenosljiv osebni računalnik
agentive-physical-object;['jesenski goban', 'boletus edulis', 'jurček, marauh, ajdovček, baba, borovšnica, ded (mlad), glibanja, jesenski jurček, jur, kolomba, kravica, kravša, palobi, polobi, smrekovec, špicelj, užitni goban, žlahtni goban', 'jurček', 'jurčki'];Zelo cenjena užitna goba
agentive-physical-object;['wanklov motor', 'wanklov rotacijski motor', 'wanklov krožni motor', 'epitrochoidal motor'];Slika
agentive-physical-object;['logaritemsko računalo', 'logaritmično računalo', 'šiber', 'logaritemska', 'slipstick'];Preprost analogni računalnik, podoben ravnilu, po navadi sestavljen iz treh vpetih umerjenih tračnih letev in drsečega okvirja
agentive-physical-object;['jesenski loputar', 'jesenski hrček', 'helvella crispa', 'mitra gobe'];Strupena goba, ki raste med septembrom in novembrom na vlažnih tleh v listnatem ali iglastem gozdu, ob poteh, ob robu gozda, v parkih,..
agentive-physical-object;['virus herpesa simpleksa', 'herpes simpleks virus', 'simplexvirus', 'virus herpesa simpleksa 1', 'virus herpesa simpleksa 2', 'herpes simplex virus'];* virus herpesa simpleksa tip 2
agentive-physical-object;['jaguar', 'panthera onca', 'panter', 'felis onca', 'onca'];Največja mačka v Južni in Srednji Ameriki. Pleni na tleh živeče sesalce in domače živali
agentive-physical-object;['glive', 'goba', 'micelij', 'podgobje', 'gliva', 'fungi', 'glíva', 'mycophyta'];Eno izmed kraljestev živih bitij
agentive-physical-object;['laserski tiskalnik', 'laserskih tiskalnikov', 'lasersko tiskanje'];Naprava, ki s pomočjo tonerja in laserske tehnologije izredno kakovostno natisne besedilo ali sliko na določen medij - ponavadi papir
agentive-physical-object;['mikroračunalnik', 'pc', 'osebni računalnik', 'mikroračunalnikov', 'mikroračunalniško', 'osebnih računalnikov'];* PC je kratica za osebni računalnik in izhaja iz angleščine Personal Computer
agentive-physical-object;['prokarionti', 'prokarioti', 'procita', 'prokariont', 'prokariot', 'prokaryotum', 'procaryota', 'prokaryota', 'enoceličnih organizmov', 'prokariontih', 'prokariontskih', 'prokariotov'];S karakteristično celično zgradbo, ki je preprostejša od evkariontske celice
agentive-physical-object;['kultivar'];Z namernim izborom vzgojena rastlina, ki ima želene uporabne ali dekorativne lastnosti
agentive-physical-object;['rumeni blatnik', 'nuphar lutea', 'rumeni lokvanj'];Vrsta vodnih lilij z rumenim cvetom, ki raste v jezerih, ribnikih in počasi tekočih rekah po vsej Sloveniji
agentive-physical-object;['bacillus', 'bacil'];Rod paličastih grampozitivnih bakterij, ki so povečini gibljive
agentive-physical-object;['afriški slon', 'afriški savanski slon', 'loxodonta africana', 'loxodonta', 'africana', 'afriškega slona', 'afriških slonov'];Prebiva v večjem delu Afrike, južno od Sahare. polpuščavi Kalahari, v Kongovi kotlini, na Etiopskem višavju in v afriških stepah, savanah, gozdovih in rečni puščavi Namib
agentive-physical-object;['pajkovci', 'pajkovec', 'arachnida', 'arachnid', 'pajkov', 'pajkovcev'];Razred nevretenčarjev iz poddebla pipalkarjev
agentive-physical-object;['zelene alge', 'chlorophyte', 'zelena alga', 'zelenih alg'];Eno ali veccelični organizmi
agentive-physical-object;['dizelski motor', 'dizel', 'dizelsko gorivo', 'dieselski motor', 'diezel', 'diezelski motor', 'diesel', 'diesel motor', 'dizelskega motorja'];Slika
agentive-physical-object;['evkarionti', 'eukarya', 'eukaryota', 'eukaryotum', 'evcita', 'evkariont', 'evkariot', 'evkarioti', 'eucaryote', 'eukaryote', 'evkariontih', 'evkariontske celice', 'evkariontskih'];Organizmi, ki jih gradijo evkariontske celice oziroma evcite
agentive-physical-object;['plod', 'fetus', 'zarodek', 'zarodka'];Človeški organizem od devetega tedna znotrajmaterničnega razvoja do poroda
agentive-physical-object;['plazilci', 'plazílec', 'plazilec', 'reptilia', 'sauropsida', 'plazilcev', 'reptil'];Prva od življenja v vodi neodvisna skupina vretenčarjev
agentive-physical-object;['toplotni stroj', 'carnotov izkoristek'];Termodinamski sistem, ki lahko preide zaporedje sprememb tako, da se vrne v svoje začetno stanje
agentive-physical-object;['ščurek', 'ščurki', 'žohar'];Red žuželk z več kot 4000 opisanimi vrstami
agentive-physical-object;['dinozavri', 'dinozaver', 'dinosauria', 'dinozavra', 'dinozavrov'];Izumrli vretenčarji, ki so na Zemlji kraljevali več kot 100 milijonov let
agentive-physical-object;['strigalice', 'strigalica', 'strígalice', 'dermaptera', 'earwig'];Red žuželk z okoli 1800 opisanimi recentnimi vrstami, ki jih delimo v 10 družin
agentive-physical-object;['skakači', 'collembola', 'springtail', 'collembolan', 'springtails'];Eden od redov recentnih šesteronožnih členonožcev, ki so jih nekoč uvrščali med žuželke, vendar izsledki novejših genetskih raziskav kažejo, da žuželkam niso sorodni in tvorijo samostojno evolucijsko linijo. Fosili skakačev iz devona so med najstarejšimi fosili kopenskih živali sploh, danes pa poznamo okoli 7500 recentnih vrst
agentive-physical-object;['tulipan', 'tulipanov', 'tulpa', 'tulipani'];Zelnata trajnica s čebulico
agentive-physical-object;['zebra', 'hippotigris', 'zebre'];Kopitar iz družine konjev in značilen prebivalec savane
agentive-physical-object;['regrat', 'blowball'];Rod v biologiji obsegajoč 40 vrst in še 60 podvrst, ki se dobro razlikujejo medseboj
agentive-physical-object;['ovis aries', 'domača ovca', 'ovca', 'domače ovce', 'domačih ovc'];Volnat prežvekovalec s štirimi okončinami, ki se je verjetno razvil iz divjega muflona v osrednji in jugozahodni Aziji
agentive-physical-object;['jesen', 'fraxinus'];Rod dreves s pernatimi listi in trdim lesom
agentive-physical-object;['morska želva', 'morske želve', 'chelonioidea', 'cheloniidae', 'dermochelyidae'];Želve, ki jih najdemo v vseh oceanih sveta razen v Arktičnem oceanu
agentive-physical-object;['resarji', 'resokrilci', 'thysanoptera', 'tripsi', 'thrip', 'thripid'];Red žuželk z okoli 5000 opisanimi vrstami, ki jih najdemo po vsem svetu
agentive-physical-object;['mikroorganizem', 'mikrob', 'mikroorganizmi', 'enoceličar', 'enoceličarji', 'drobnoživka', 'mikrobov', 'mikroorganizmov'];Organizem, ki je tako droben, da ni viden z prostim očesom, in ga lahko opazujemo le skozi mikroskop
agentive-physical-object;['sesalec', 'sesalci', 'mammalia', 'sesalcev', 'samic sesalcev'];Najvišje razviti razred vretenčarjev in s tem tudi najbolj razvite živali
agentive-physical-object;['bolhe', 'bolha', 'bólha', 'siphonaptera'];Red žuželk z okoli 2500 opisanimi recentnimi vrstami, ki zajedajo na sesalcih in ptičih
agentive-physical-object;['muha cece', 'glossina', 'ce-ce muha', 'ce ce', 'ce ce muha', 'cece', 'cece muha', 'glossinidae', 'muha ce-ce', 'muha ce ce', 'tse tse', 'tsetse letenje', 'glosina', 'muhe cece', 'tsetse', 'tsetse muhe', 'tzetze', 'tzetze letenje'];Velike pikajoče muhe iz Afrike, ki se hranijo s krvjo vretenčarjev
agentive-physical-object;['bailivik guernsey', 'guernsey'];Britanska kronska odvisnost ob obali Francije
agentive-physical-object;['volk', 'sivi volk', 'canis lupus', 'grey wolf', 'les volk', 'lupus', 'sivi volkovi', 'volkovi', 'wolve'];Živi na območju Evrope, Azije ter Severne Amerike
agentive-physical-object;['mycobacterium tuberculosis', 'tubercle bacil'];Bakterija, ki v največ primerih povzročitelj jetike . med drugimi povzročitelji te bolezni so lahko še Mycobacterium bovis, Mycobacterium africanum, Mycobacterium avium ali Mycobacterium marinum
agentive-physical-object;['mnogoščetinci', 'polychaeta', 'polychaete', 'bristleworm', 'polychaete črv', 'polychaetes', 'polychete', 'polychete črv'];Razred mnogočlenarjev iz poddebla kolobarnikov
agentive-physical-object;['poljski kukmak', 'agaricus arvensis', 'arvensis agaricus', 'konj gobe'];Schff. ex
agentive-physical-object;['črni bezeg', 'sambucus nigra', 'bourtree', 'evropska starejši', 'skupno starejši'];Rastlina z značilnim cvetjem in kasneje drobnimi jagodami
agentive-physical-object;['travniški kukmak', 'beli kukmak, lipika, navadni kukmak, pečenka, pečurka, pristni kukmak, šampinjon', 'agaricus campester', 'agaricus campestris', 'polje gobe', 'travnik gobe'];Užitna goba, ki raste med junijem in oktobrom. prisotna je na področju celotne Slovenije, predvsem na travnikih in pašnikih
agentive-physical-object;['vinska trta', 'vitis vinifera', 'temeljne vinske sorte v preteklosti', 'trta', 'vinska', 'skupna vinska trta', 'vinifera'];Kulturna rastlina, verjetno doma ob Črnem morju
agentive-physical-object;['eland antilopa', 'taurotragus oryx', 'skupno antilope'];Lahko zraste lahko do 3 m in tehta 900 kg
agentive-physical-object;['govedo', 'domače govedo', 'bos primigenius taurus', 'bos taurus', 'krava', 'krave', 'živina', 'kine', 'voli'];Udomačeni kopitarji iz poddružine Bovinae družine Bovidae
agentive-physical-object;['morske zvezde', 'morska zvezda', 'asteroidea', 'zvezda', 'seastar', 'zvezda ribe'];Morske živali različnih barv
agentive-physical-object;['orjaški dežnik', 'macrolepiota procera', 'marela, dežnikarica, bubnica, dežnik, kačica, ločenka, parazol(ček), veliki dežnik, srna, veliki solčnik, solčnik, solčnikova gliva, lepi solčnik', 'lepiota procera', 'senčnik gobe', 'sončnik gobe'];Užitna goba iz rodu Macrolepiota
agentive-physical-object;['navadni regrat', 'taraxacum officinale', 'skupno regrat', 'taraxacum ruderalia'];Močno razširjena zdravilna zelnata trajnica iz rodu regrata, ki raste po travnikih in ob poteh po zmerno toplih območjih severne poloble
agentive-physical-object;['juglans regia', 'navadni oreh', 'angleški oreh drevo', 'circassian oreh', 'perzijski oreh'];Do 35 m visoko listnato drevo, ki sodi v družino orehovk
agentive-physical-object;['navadni koreselj', 'carassius carassius', 'koreselj', 'karas', 'carassius', 'carassius vulgaris'];Riba iz družine krapovcev
agentive-physical-object;['človeška ribica', 'proteus anguinus', 'močeril', 'proteus', 'proteus anguinus anguinus', 'olm'];Dvoživka, ki živi v podzemnih vodah Dinarskega krasa od porečja reke Soče pri Trstu v Italiji, preko južne Slovenije in jugozahodne Hrvaške do Hercegovine
agentive-physical-object;['montezuma'];Ime mitološkega božanstva, kot tudi dveh azteških vladarjev
agentive-physical-object;['homo habilis', 'spretni človek'];Prva človeška oblika v človeški evoluciji
agentive-physical-object;['zelena mušnica', 'amanita phalloides', 'bleda mušnica, gomoljavka, gomoljevka, gomoljnica, krompirjevica, krompirjevka, nabuhnjenka, strupeni kukmak, strupenjača, strupenka, zelenkasta mušnica, zelenkasti strupeni kukmak', 'angel smrti', 'phalloides amanita', 'smrt kapa', 'smrt pokal'];Strupena goba iz družine mušničark in je ena najbolj strupenih gob v Sloveniji
agentive-physical-object;['govedo', 'domače govedo', 'bos primigenius taurus', 'bos taurus', 'krava', 'krave', 'živina', 'kine', 'voli'];Udomačeni kopitarji iz poddružine Bovinae družine Bovidae
agentive-physical-object;['veliki metljaj', 'fasciola hepatica', 'jetrni metljaj', 'veliki', 'jetra krompir'];Zajedavec v rastlinojedih živalih
agentive-physical-object;['nojevci', 'ptič neletalec', 'neleteč ptič', 'neleteči ptiči', 'ptiči neletalci', 'struthioniformes', 'ptič', 'ratitov', 'flightless', 'ratitov,', 'ratitov ptica'];Nobena od teh vrst ne živi v Evropi ali v Sloveniji
agentive-physical-object;['australopithecus afarensis', 'lucy'];3,18 milijonov let staro okostje ženskega človečnjaka vrste Australopithecus afarensis. 24. novembra 1974 sta ga našla ameriški paleoantropolog Donald Carl Johanson in Tom Gray pri Hadarju v Afarskem trikotniku v Etiopiji
agentive-physical-object;['linj', 'tinca tinca', 'tinca', 'ruska'];Sladkovodna riba iz družine krapovcev
agentive-physical-object;['praprotnice in cvetnice', 'tracheophyte', 'vaskularnih rastlin', 'vaskularna rastlina', 'praprotnic', 'višje rastline', 'višjih rastlin', 'žilnih rastlin'];Najbolj razvita skupina rastlin z razvitimi rastlinskimi organi - listi, steblom in koreninami
agentive-physical-object;['sviloprejka', 'bombyx mori', 'bombyx', 'domačih sviloprejk vešča', 'sviloprejke', 'sviloprejkine', 'udomačena sviloprejk vešča'];Metulj, iz zapredka katerega pridobivajo svilo. Gosenica se hrani z listjem bele murve, iz obustnih predilnih žlez pa izloča tekočo svilo, ki se na zraku strdi
agentive-physical-object;['pisalni stroj', 'tipkalni stroj', 'daktilograf', 'strojepisec', 'električni pisalni stroj', 'typebar'];Mehanična ali električna naprava z naborom tipk
agentive-physical-object;['rambouillet'];Kraj in občina v osrednji francoski regiji Île-de-France, podprefektura departmaja Yvelines
agentive-physical-object;['pira', 'triticum spelta', 'pirjevica', 'pšenica spelta'];Rastlina, ki spada med prve gojene žitarice
agentive-physical-object;['parni stroj', 'stacionarni parni stroj', 'parni pogon', 'motor trojno širitve', 'motor štirikratnega širitev pare', 'navigacijo pare', 'parni motor', 'parno moč', 'triple-širitev', 'trojnih širitev', 'štirikratnega-širitev parni stroj'];Prostorninski pogonski stroj, ki spada k energetskim strojem in v katerem se termična notranja in tlačna energija, s skupnim imenom entalpija, delovne snovi spreminja v mehansko delo
agentive-physical-object;['navadna arnika', 'arnica montana', 'arnika'];Zaščitena zdravilna rastlina
agentive-physical-object;['ujede', 'accipitriformes', 'orli', 'naročilo accipitriformes'];V Evropi živi le družina orlov. Ornitologi si niso soglasni ali je red orlov Accipitriformes samostojen ali spada v red ujed Falconiformes
agentive-physical-object;['členonožci', 'arthropoda', 'členonožec', 'členonožcev'];Najštevilčnejše poddeblo mnogočlenarjev. Okončine in telo so členjene
agentive-physical-object;['beli morski volk', 'carcharodon carcharias', 'beli morski pes', 'veliki morski pes', 'belega morskega volka', 'carcharodon', 'napadu morskega psa', 'velikega belega morskega psa', 'veliki beli morski pes', 'velikih belih morskih psov', 'človek jedec', 'človek jedo morski pes'];Izredno velik lamniformni morski pes, ki ga najdemo v obalnih vodah vseh oceanov
