abstract-region;['ଲଘିଷ୍ଠ ସାଧାରଣ ଗୁଣିତକ', 'ଲ. ସା. ଗୁ.', 'ଲସାଗୁ', 'least common multiple'];ପାଟିଗଣିତ ତଥା ସଂଖ୍ୟାତତ୍ତ୍ୱରେ ଅନ୍ତତଃ ଦୁଇଟି ପୂର୍ଣ୍ଣାଙ୍କର ଲଘିଷ୍ଠ ସାଧାରଣ ଗୁଣିତକ
amount-of-matter;['ସ୍ନେହସାର'];ସ୍ନେହସାର ଏକ ଚର୍ବି କିମ୍ବା ତୈଳଜାତୀୟ ପଦାର୍ଥ ଅଟେ । ଏହା ବିବିଧଶ୍ରେଣୀୟ ଯୌଗିକ ଜୈବ ଅଣୁ । ଏହା ଜଳରେ ଅଦ୍ରବଣୀୟ । କିନ୍ତୁ ଇଥର, ଇଥାନଲ ଓ ବେଞ୍ଜିନ୍ ଭଳି ଜୈବ ଦ୍ରାବକରେ ଏଗୁଡ଼ିକ ସ‌ହଜରେ ଦ୍ରବୀଭୂତ ହୋଇଥାନ୍ତି । ଶ୍ୱେତସାର ପରି ସ୍ନେହସାର ମଧ୍ୟ ଅଙ୍ଗାରକ, ଉଦ୍‌ଜାନ ଓ ଅମ୍ଳଜାନ ଅଣୁଦ୍ୱାରା ଗଠିତ । କେତେକ ସ୍ନେହସାରରେ ଯବକ୍ଷାରଜାନ, ଗନ୍ଧକ ତ‌ଥା ଫସଫରସ୍ ଅଣୁ ସଂଯୋଜିତ ହୋଇ ରହିଥାଏ । ସ୍ନେହସାର ଉଭୟ ଉଦ୍ଭିଦ ଓ ପ୍ରାଣୀ ଶରୀରରେ ଗଚ୍ଛିତ ହୋଇ ରହିଥାଏ । ଏହା କୋଷ ଆବରଣର ଗାଠନିକ ଉପାଦାନ ଅଟେ । ଏହା ବ୍ୟତୀତ ରାଶି, ଚିନାବାଦାମ ଓ ବିଭିନ୍ନ ପ୍ରକାରର ଫଳରେ ଏବଂ ପ୍ରାଣୀମାନ‌ଙ୍କର ମେଦତନ୍ତୁ, ଅସ୍ଥିମଜ୍ଜା ଓ ସ୍ନାୟୁତନ୍ତୁରେ ମଧ୍ୟ ସ୍ନେହସାର ଗଚ୍ଛିତ ହୋଇରହିଥାଏ ।
amount-of-matter;['କ୍ଷୀର', 'ଦୁଗ୍ଧ', 'ଦୁଧ'];କ୍ଷୀର ଏକ ତରଳ ସଫା ଦ୍ରବ୍ୟ ଅଟେ ଯାହା ମାଦାୟ ମାନଙ୍କ କ୍ଷୀର ଗ୍ରନ୍ଥିରୁ ତିଆରି ହୋଇଥାଏ । ନବଜାତ ଶିଶୁ ସେ ପର୍ଯ୍ୟନ୍ତ କ୍ଷୀର ଉପରେ ନିର୍ଭର କରିଥାଏ ଯେ ପର୍ଯ୍ୟନ୍ତ ସେ ଅନ୍ୟ ଖାଦ୍ୟ ପଦାର୍ଥର ସେବନ କରିବାରେ ଅକ୍ଷମ ହୋଇଥାଏ । ସାଧାରଣତଃ କ୍ଷୀରରେ ୮୫ ପ୍ରତିଶତ ଜଳ ରହିଥାଏ ଏବଂ ଶେଷ ଭାଗରେ ସଠିକ ତତ୍ତ୍ୱ ମାନେ ଖଣିଜ ଦ୍ରବ୍ୟ ବସିକରି ରହିଥାଏ ।ଗାଈ ମଇଁଷିଙ୍କ ଛଡା ବଜାରରେ ବିଭିନ୍ନ କମ୍ପାନିର ପ୍ୟାକେଟ କ୍ଷୀରବି ଉପଲବ୍ଧ ରହିଥାଏ । କ୍ଷୀର ପ୍ରୋଟିନ, କ୍ୟାଲସିୟମ ଏବଂ ରାଇବୋଫ୍ଲୋବିନ ଯୁକ୍ତ ହୋଇଥାଏ, ଏହା ଛଡା ଏ, ଡି, କେ ଏବଂ ଈ ସହିତ ଫସଫରସ, ମ୍ୟାଗ୍ନେସିୟମ, ଆୟୋଡିନ ପରି କିଛି ଦ୍ରବ୍ୟ କିମ୍ବା ବସା ତଥା ଊର୍ଜା ମଧ୍ୟ ହୋଇଥାଏ । ଏହାଛଡା ଏଥିରେ କିଛି ଏଞ୍ଜାଇମ୍ ଏବଂ କିଛି ଜୀବିତ ରକ୍ତ କୌଶିକମାନ ମଧ୍ୟ ରହିପାରେ । == ବିଭିନ୍ନ ଦେଶରେ କ୍ଷୀରର ଉତ୍ପାଦନ ପ୍ରକ୍ରିୟା == ୨୦୧୨ ମସିହାରେ, କ୍ଷୀରର ପ୍ରସ୍ତୁତିକାରକ ଏବଂ କ୍ଷୀରର ଉତ୍ପନ୍ନ ପ୍ରଣାଳୀକୁ ଆମେରିକା, ଚାଇନା, ପାକିସ୍ଥାନ ଏବଂ ବ୍ରାଜିଲ ଅନ୍ତର୍ଗତ ରାଜ୍ୟ ମାନଙ୍କରୁ ଭାରତ ସାଧାରଣତଃ ଭାବେ ଅନୁସରଣ କରିଥିଲା । ୨୦୧୩ ମସିହାରେ ସମସ୍ତ ୨୮ ୟୁରୋପିଆନ ସଂଘର ସଦସ୍ୟମାନେ ଏକସଙ୍ଗରେ ୧୫୩.୮ ମିଲିଅନ ଟନ୍ସ କ୍ଷୀର ଉପୁଜାଇ ଥିଲେ, ସବୁଠାରୁ ବୃହତ୍ତର ସଂଘ ଭାବେ ରାଜନୀତିଜ୍ଞ-ଅର୍ଥନୈତିକ ସଂଘ === ଗାଈର କ୍ଷୀର === ଗାଈ କ୍ଷୀରରେ ପ୍ରତି ଗ୍ରାମ ୩.୧୪ ମିଲିଗ୍ରାମ କୋଲେସ୍ଟ୍ରୋଲ ରହିଥାଏ । ଆୟୁର୍ବେଦ ଅନୁସାରେ ଗାଈର ସତେଜ କ୍ଷୀରକୁ ଉତ୍ତମ କୁହାଯାଏ । ର ଆୟୁର୍ବେଦିକ ବିଭାଗକ୍ଷ "ଡ଼ଃ.
amount-of-matter;['ଏଫିଡ୍ରିନ୍', 'ephedrine'];ଏଫିଡ୍ରିନ୍ ଏକ ପ୍ରକାର ଔଷଧ ଯାହା ନିମ୍ନ ରକ୍ତଚାପ ପ୍ରତିରୋଧ କରିବାକୁ ଓ ମେରୁଦଣ୍ଡ ନିଶ୍ଚେତକ ଦେବା ସମୟରେ ଦିଆଯାଏ । ଆଜ୍‌ମା, ନିଦ୍ରାରୋଗ ବା ନାର୍କୋଲେପ୍‌ସି ଓ ମୋଟାପଣ ନିମନ୍ତେ ଦିଆଯାଏ, କିନ୍ତୁ ଏହି ରୋଗମାନଙ୍କର ଏଫିଡ୍ରିନ୍ ଏକ ପସନ୍ଦ ଯୋଗ୍ୟ ଚିକିତ୍ସା ନୁହେଁ । ଏହା ପାଟିରେ, ମାଂପେଶୀ ଇଞ୍ଜେକସନ ଓ ଶିରାଭ୍ୟନ୍ତର ଇଞ୍ଜେକସନ ଆକାରରେ ଦିଆଯାଏ । ଶିରାଭ୍ୟନ୍ତର ଇଞ୍ଜେକସନ ଦେଲେ ତୁରନ୍ତ କାର୍ଯ୍ୟକାରୀ ହୁଏ, ମାଂସପେଶୀରେ ଦେଲେ ୨୦ ମିନିଟ ଲାଗେ ଓ ପାଟିରେ ଦେଲେ ଏକ ଘଣ୍ଟା ଲାଗେ । ଇଞ୍ଜେକସନ ପ୍ରଭାବ ଏକ ଘଣ୍ଟା ଓ ପାଟିରେ ଦେଲେ ୪ ଘଣ୍ଟା ରହେ.
biological-object;['ସେବାସେଅସ ଗ୍ରନ୍ଥି', 'sebaceous gland'];ସେବାସେଅସ ଗ୍ରନ୍ଥି ଏକ କ୍ଷୁଦ୍ର ଅଣୁବୀକ୍ଷଣୀକ ଏକ୍ସୋକ୍ରାଇନ ଗ୍ରନ୍ଥି ଯାହା ଏକ ତେଲିଆ ବା ମହମ ଭଳି ପଦାର୍ଥ କ୍ଷରଣ କରନ୍ତି ଯାହାର ନାମ ସେବମ । ଏହି ସେବମ ସ୍ତନ୍ୟପାୟୀଙ୍କର ଚର୍ମ ଓ ରୁମକୁ ତୈଳାକ୍ତ କରେ ଓ ଜଳରୋଧ କରେ । ପାଦ ତଳିପା ଓ ପାପୁଲି ବ୍ୟତୀତ ସାରା ଦେହରେ ସେବାସେଅସ ଗ୍ରନ୍ଥି ଥାଏ । ମାନବ ଦେହରେ ସବୁଠାରୁ ଅଧିକ ସେବାସେଅସ ଗ୍ରନ୍ଥି ମୁଖମଣ୍ଡଲ ଓ ସ୍କାଲ୍‌ପରେ ଥାଏ । ସେବାସେଅସ ଗ୍ରନ୍ଥିର କ୍ଷରଣକୁ ହୋଲୋକ୍ରାଇନ କୁହାଯାଏ । ଆଖପତାରେ ମିବୋମିଆନ ବା ଟାର୍ସାଲ ଗ୍ରନ୍ତି ମଧ୍ୟ ଏକ ପ୍ରକାର ସେବାସେଅସ ଗ୍ରନ୍ଥି ଯେଉଁଥିରୁ ଏକ ବିଶେଷ ଧରଣର ସେବନ ଲୁହକୁ ଝରିଯାଏ । ମହିଳାଙ୍କର ସ୍ତନ ଚାରିପାଖରେ ଥିବା ଏରିଓଲାର ଗ୍ରନ୍ତି ମଧ୍ୟ ଏକ ପ୍ରକାର ସେବାସେଅସ ଗ୍ରନ୍ଥି ।
biological-object;['ପାଦର ଗଣ୍ଠି'];ପାଦର ଗଣ୍ଠିଏହି କ୍ଷେତ୍ର ଅଟେ ଯେଉଁଠାରେ ପାଦ ଏବଂ ଗୋଡର ମିଳିତ ହୋଇଥାଏ । ପାଦର ଗଣ୍ଠିରେ ତିନୋଟି ସଂଯୁକ୍ତ ସାମିଲ ରହିଛି : ଲୋକାଭିମାନି ସଂଯୁକ୍ତ, ସବଟେଲର ସଂଯୁକ୍ତ ଏବଂ ଟିବିଓଫିବୁଲର ସଂଯୁକ୍ତ ।
biological-object;['ପ୍ଲୀହା', 'spleen'];ପ୍ଲୀହା ବା ପିଳେହି ତଥା ଇଂରାଜୀରେ Spleen ଶବ୍ଦଟି ଗ୍ରୀକ ଶବ୍ଦ σπλήν—splḗnରୁ ଆସିଛିଇମ୍ମ୍ୟୁନିଟିMetabolism
biological-object;['ଜିଭ', 'tongue', 'ଜିହ୍ଵା'];ଜିଭ ପାଟି ତଳେ ଏକ ମାଂସପେସୀ ଯାହା ଖାଦ୍ୟ ଚୋବାଇବା ଏବଂ ଖାଇବାରେ ସାହାଯ୍ୟ କରେ, ଏହା ଆମର ସ୍ୱାଦ ଅନୁଭବ କରିବାର ପ୍ରଧାନ ଅଙ୍ଗ ଅଟେ, କାରଣ ଜିଭ ସ୍ୱାଦ ଅନୁଭବ କରିବାର ପ୍ରାଥମିକ ଅଙ୍ଗ, ଜିଭର ଉପର ସ୍ତର ପେପିଲା‌ ଏବଂ ସ୍ୱାଦ କଢି ମାନଙ୍କଦ୍ୱାରା ଆଚ୍ଛାଦିତ । ଜିଭର ଦ୍ୱିତୀୟ କାର୍ଯ୍ୟ ହେଲା ସ୍ୱର ନିୟନ୍ତ୍ରଣ କରିବା,ଏହା ବହୁତ sensitive ଏବଂ ଲାଳଦ୍ୱାରା ସାମାନ୍ୟ ଆର୍ଦ୍ର ରହିଥାଏ । ଏଥି ସହିତ ଏହାକୁ ଏପଟେ -ସେପଟେ ବୁଲେଇବା ପାଇଂ ଏଥିରେ ବହୁତ ଗୁଡିଏ ସ୍ନାୟୁ ଓ ରକ୍ତ ବାହୀକା ଅବସ୍ଥିତ । ଏତତ୍ ବ୍ୟତିତ ଜିଭ ଦାନ୍ତ ସଫା କରିବାର ପ୍ରାଥମିକ ମାଧ୍ୟମ ଅଟେ । == ବର୍ଣ୍ଣନା == === ପେସୀଅ ସଂରଚନା === ଜିଭରେ ୪ଟି ଅନ୍ତଃସ୍ଥ ଏବଂ ୪ଟି ବହିଃସ୍ଥ ମାଂସପେସୀ ଅଛି । ଜିଭର ଅନ୍ତଃସ୍ଥ ମାଂସପେସୀ ଅନ୍ତଃସ୍ଥର ଅର୍ଥ ହେଲା ଏହି ମାଂସପେସୀ ହାଡ ସହିତ ଲାଗି ରହିନଥାଏ । ଏହା ଜିଭର ଆକାର ବଦଳାଇବା ଲାଗି କାର୍ଯ୍ୟ କରିଥାଏ । Superior longitudinal muscle - ଏହା ଜିଭକୁ ଛୋଟ କରେ.
biological-object;['ପିତ୍ତକୋଷ', 'gallbladder'];ପିତ୍ତକୋଷ ଏକ ପୋଲା ଅଙ୍ଗ ଯେଉଁଥିରେ ପିତ୍ତ ଜମାହୋଇ ରହି ଗାଢ଼ ହେବା ପରେ ଯୁଦ୍ରାନ୍ତ୍ରକୁ ଯାଏ । ମାନବ ଦେହରେ ଏହି ନାସପାତି ଆକାରର ଅଙ୍ଗଟି ଯକୃତ ତଳେ ଥାଏ । ଯକୃତଦ୍ୱାରା ପ୍ରସ୍ତୁତ ହୋଇଥିବା ପିତ୍ତ ଏହା କମନ ହେପାଟିକ ଡକ୍ଟ ମାଧ୍ୟମରେ ଗ୍ରହଣ କରି ଜମା କରି ରଖିବା ପରେ କମନ ବାଇଲ ଡକ୍ଟ ଭିତର ଦେଇ ଡୁଓଡେନମକୁ ଛାଡ଼େ ଯେଉଁଠାରେ ଚର୍ବି ହଜମ କରିବାରେ ଏହ ସାହାଯ୍ୟ କରେ ।
biological-object;['କୋଷାଙ୍ଗ'];କୋଷଶାସ୍ତ୍ରରେ କୋଷାଙ୍ଗ ବା କୋଷ ଅଙ୍ଗିକା, ଜୀବକୋଷରେ ଥିବା କାର୍ଯ୍ଯରତ କ୍ଷୁଦ୍ର ଗଠନାଦିକୁ ବୁଝାଏ । ଜୀବଶରୀରର ଅଙ୍ଗ ପରି କୋଷ ମଧ୍ଯରେ ରହୁଥିବାରୁ ଏପରି ନାମକରଣ କରାଯାଇଛି । କୋଷାଙ୍ଗଗୁଡ଼ିକ ନିଜସ୍ୱ ମେଦଦ୍ୱିସ୍ତର ଦ୍ୱାରା ଘୋଡାଇ ହୋଇ ରହିଥାନ୍ତି କିମ୍ବା କୌଣସି ଆବରଣ ବା ଝିଲ୍ଲୀ ବିନା ଉନ୍ମୁକ୍ତ ରହିଥାନ୍ତି । ଅଧିକାଂଶ କୋଷାଙ୍ଗ କୋଷ ମଧ୍ଯରେ ରହିଥାନ୍ତି, କିନ୍ତୁ କୂଟପାଦ ପରି କେତେକ କୋଷାଙ୍ଗ କୋଷ ବାହାରକୁ ବିସ୍ତାରିଥାନ୍ତି ।ସୁନ୍ଯଷ୍ଟୀୟ କୋଷରେ ଅନେକ ପ୍ରକାରର କୋଷାଙ୍ଗ ଦେଖାଯାନ୍ତି । ଏଥିରେ କୋଷର ଅନ୍ତର୍ଝିଲ୍ଲୀତନ୍ତ୍ର ଗଠନ କରୁଥିବା ନ୍ଯଷ୍ଟିଝିଲ୍ଲୀ, ଅନ୍ତର୍ଜୀବକ-ଜାଲିକା ଏବଂ ଗୋଲ୍ଗିବୋଡ଼ି ତଥା ମାଇଟୋକଣ୍ଡ୍ରିଆ ଆଦି ଅନ୍ତର୍ଭୁକ୍ତ । ସୁନ୍ଯଷ୍ଟିୟକ ପ୍ରାକ୍-ନ୍ଯଷ୍ଟୀୟ କୋଷରେ ଏହି ସବୁ କୋଷାଙ୍ଗ ନ ଥାଏ, କିନ୍ତୁ କେତେକ କୋଷରେ ପୁଷ୍ଟି-ଖୋଳରେ ଆବୃତ ବ୍ଯାକ୍ଟେରୀୟ ମାଇକ୍ରୋପ୍ରକୋଷ୍ଠ ଦେଖାଯାଏ । ଏଗୁଡିକୁ ପ୍ରାଥମିକ ପ୍ରାକ୍-ନ୍ଯଷ୍ଟୀୟ କୋଷାଙ୍ଗ ବୋଲି ଧରାଯାଏ । ତା ଛଡ଼ା ପ୍ରାକ୍-ନ୍ଯଷ୍ଟୀୟ କୋଷଗୁଡ଼ିକରେ ଅନ୍ୟ ଝିଲ୍ଲୀ-ବିଶିଷ୍ଟ କୋଷାଙ୍ଗ ରହିଥିବାର ମଧ୍ଯ ଦେଖାଯାଏ । ପ୍ରାକ୍-ନ୍ଯଷ୍ଟୀୟ କୋଷ ବାହାରେ ଥିବା ଫ୍ଲାଜେଲମ୍, ଏହାର ମୋଟର ତଥା କୋଷ ବାହାରର ପାଇଲସକୁ ମଧ୍ଯ କୋଷାଙ୍ଗ ଭାବେ ଧରାଯାଏ । == ଇତିହାସ ଏବଂ ନୈରୁକ୍ତଶାସ୍ତ୍ର == ଜୀବବିଜ୍ଞାନରେ, ଜୀବ ଶରୀରରେ ଥିବା ଆବଦ୍ଧ କାର୍ଯ୍ୟଭିତ୍ତିକ ଏକକକୁ ଅଙ୍ଗ କୁହାଯାଏ । ଶରୀରାଙ୍ଗ ତଥା କୋଷାଙ୍ଗ ମଧ୍ଯରେ ଥିବା ଏହି ସାମଞ୍ଜସ୍ୟ କାରଣରୁ ତାକୁ କୋଷମାନଙ୍କର ଅଙ୍ଗ ବୋଲି ନାମିତ କରାଗଲା । ୧୮୩୦ ମସିହାରେ, ଫେଲିକ୍ସ୍ ଡୁଜାର୍ଡିନ, ଏଃରେନ୍ ବର୍ଗ୍-ଙ୍କ ସିଦ୍ଧାନ୍ତକୁ ପ୍ରତ୍ଯାଖ୍ଯାନ କଲେ, ଯାହା କହୁଥିଲା- ଅଣୁଜୀବମାନଙ୍କର ଅନ୍ୟ ବୃହତ୍-ଜୀବମାନଙ୍କ ପରି କ୍ଷୁଦ୍ରାକାର ଅଙ୍ଗ ରହିଥାଏ । == ପ୍ରକାର == ଅଧିକାଂଶ କୋଷବିଜ୍ଞାନୀ କୋଷାଙ୍ଗ ଏବଂ କୋଷ-ପ୍ରକୋଷ୍ଠ ମଧ୍ଯରେ କୌଣସି ପାର୍ଥକ୍ଯ ରଖନ୍ତି ନାହିଁ । କିନ୍ତୁ କେତେକ କୋଷବିଜ୍ଞାନୀଙ୍କ ମତରେ ଅନ୍ତର୍ସହଜୀବୀତା ଦ୍ୱାରା ପ୍ରାପ୍ତ ପୂର୍ବ ସ୍ୱାଧୀନ ଅଣୁଜୀବ ଯାହା ବର୍ତ୍ତମାନ କୋଷ ମଧ୍ଯରେ କୋଷର ଏକ ଭାଗ ହୋଇ ରହିଛନ୍ତି ଯାହାଙ୍କ ପାଖରେ DNA ରହିଛି, କେବଳ ସେହିମାନେ କୋଷାଙ୍ଗ ପଦବାଚ୍ଯ ।ଏହି ସଜ୍ଞାଧାରରେ କେବଳ ଦୁଇଟି କୋଷାଙ୍ଗ-ଗୋଷ୍ଠୀ ନିରୂପିତ ହୋଇପାରେ, ଯଥା - ମାଇଟୋକଣ୍ଡ୍ରିଆ, ଯାହା ସମସ୍ତ ସୁନ୍ଯଷ୍ଟୀୟକଙ୍କ ଠାରେ ଦେଖାଯାଏ. ଏବଂ ଲବକ, ଯାହା କେବଳ ସ୍ୱଭୋଜୀଙ୍କ ଠାରେ ଦେଖାଯାଏ । କୋଷାଙ୍ଗର ଆଉ ଏକ ସଜ୍ଞା ହେଲା- ଏମାନେ କୋଷ ମଧ୍ଯରେ ଥିବା ଝିଲ୍ଲୀ-ବିଶିଷ୍ଟ ସଂରଚନା । ଏହି ସଜ୍ଞାଧାରରେ ମଧ୍ଯ ରାଇବୋଜୋମ୍ ଭଳି ସ୍ୱତନ୍ତ୍ର କାର୍ଯ୍ଯ କରୁଥିବା କେତେକ ସଂରଚନା କୋଷାଙ୍ଗ ବୋଲି ଗଣାଯାଇପାରିଲେ ନାହିଁ । କିନ୍ତୁ ରାଇବୋଜୋମ୍ ଭଳି କେତେକ ଝିଲ୍ଲୀ-ବିହୀନ ସଂରଚନା ଆଦିକୁ ସାଧାରଣତଃ କୋଷାଙ୍ଗ ବୋଲି ଧରିନିଆଯାଏ । ଫଳରେ ଅନେକ ପୁସ୍ତକ ଝିଲ୍ଲୀ-ବିଶିଷ୍ଟ ତଥା ଝିଲ୍ଲୀ-ବିହୀନ କୋଷାଙ୍ଗ ବୋଲି ବର୍ଣ୍ଣନା କରିଥାନ୍ତି । ଝିଲ୍ଲୀ-ବିହୀନ କୋଷାଙ୍ଗ ବା ବୃହତ୍ ଜୈବାଣବିକ ଯୌଗିକ, ବାସ୍ତବରେ ବୃହଦାଣୁମାନଙ୍କର ସଂଯୋଗ ଅଟନ୍ତି । ଏମାନଙ୍କ ମଧ୍ଯରୁ ଅଧିକାଂଶ ପୁଷ୍ଟିସାରରେ ତିଆରି ହୋଇଥିବାରୁ ପୁଷ୍ଟିସାରୀୟ କୋଷାଙ୍ଗ ବୋଲି ମଧ୍ଯ କୁହାଯାଏ । ଏହିପରି କୋଷାଙ୍ଗଗୁଡ଼ିକ ହେଲେ - ବୃହତ୍ RNA ଏବଂ ପୁଷ୍ଟିସାରୀୟ ଯୌଗିକ : ଯଥା- ରାଇବୋଜୋମ୍, ସ୍ପ୍ଲାଇସିଓଜୋମ୍, ଭଲ୍ଟ, ବୃହତ୍ ପୁଷ୍ଟୀ-ଯୌଗିକପୁଷ୍ଟୀ-ଯୌଗିକ : ଯଥା - ପ୍ରୋଟିଆଜୋମ, ଡିଏନେ ପଲିମରେଜ III ହୋଲୋଏଞ୍ଜାଇମ, ଆରେନେ ପଲିମରେଜ II ହୋଲୋଏଞ୍ଜାଇମ, ସମାର୍ଦ୍ଧୀ ଭୂତୀୟ ଖୋଳ, ଗ୍ରୋଏଲ ଏବଂ ଗ୍ରୋଏସ ଯୌଗିକ, ଝିଲ୍ଲୀୟ ପୁଷ୍ଟୀ-ଯୌଗିକ, ଫୋଟୋତନ୍ତ୍ର I, ଏଟିପି ସିନ୍ଥେଜ ବୃହତ୍ ଡିଏନେ ଏବଂ ପୁଷ୍ଟୀ-ଯୌଗିକ : ଯଥା - ନ୍ଯଷ୍ଟୀଓଜୋମ ସେଣ୍ଟ୍ରିଓଲ ଏବଂ ମାଇକ୍ରୋନଳୀ ସଂଶ୍ଳେଷଣ କେନ୍ଦ୍ର କୋଷକଙ୍କାଳ ଫ୍ଲାଜେଲମ ନିନ୍ଯଷ୍ଟି ଷ୍ଟ୍ରେସ ଗ୍ରାନ୍ଯୁଲ ଜନନ କୋଷ ଗ୍ରାନ୍ଯୁଲ ସ୍ନାୟବିକ ସ୍ଥାନାନ୍ତରଣ ଗ୍ରାନ୍ଯୁଲଯେଉଁ ପ୍ରକିୟାରେ ଏହି ଝିଲ୍ଲୀ-ବିହୀନ-କୋଷାଙ୍ଗଗୁଡ଼ିକ ତିଆରି ହୁଅନ୍ତି ଏବଂ ନିଜ ସ୍ୱରୂପ ବଜାୟ ରଖନ୍ତି ସେହି ପ୍ରକ୍ରିୟାକୁ ତରଳ-ତରଳ ଅବସ୍ଥା ପୃଥକ୍କୀରଣ ବୋଲି ଧରାଯାଇଛି । == ସୁନ୍ୟଷ୍ଟୀୟ କୋଷାଙ୍ଗ == ସୁନ୍ଯଷ୍ଟୀୟ କୋଷଗୁଡ଼ିକ ଗଠନ ଦୃଷ୍ଟିରୁ ଜଟିଳ ଅଟନ୍ତି । ବଡ଼ କୋଷାଙ୍ଗ ଯେପରିକି ନ୍ଯଷ୍ଟି ତଥା ରସଧାନୀ, ଆଲୋକୀୟ ଅଣୁବୀକ୍ଷଣ ଯନ୍ତ୍ରରେ ମଧ୍ଯ ଦେଖାଯାନ୍ତି । ନିମ୍ନଲିଖିତ ପ୍ରତ୍ୟେକ କୋଷାଙ୍ଗଗୁଡ଼ିକ ସମସ୍ତ ସୁନ୍ଯଷ୍ଟୀୟ କୋଷରେ ନଥାଏ । କେତେକ ଜୀବମାନଙ୍କର ଏପରି କୋଷ ରହିଥାଏ ଯେଉଁଠାରେ ପ୍ରତ୍ଯେକ ସୁନ୍ଯଷ୍ଟୀୟ କୋଷାଙ୍ଗ ନଥାଏ
biological-object;['ଟେରିଜିଅମ', 'pterygium'];ଟେରିଜିଅମ ବେମାରୀରେ ଆଖିର ସ୍ୱେଚ୍ଛ ପଟଳ ଉପରେ ଏକ ତ୍ରିକୋଣାକାର ତନ୍ତୁ ଗୁଚ୍ଛ ମାଡ଼ିଯାଏ । ଏହା ନାକ ଦିଗରୁ ଆରମ୍ଭ ହୋଇ ପୁତ୍ତଳି ଦିଗକୁ ମାଡ଼ିଯାଏ । ଏହି ତନ୍ତୁ ବୃଦ୍ଧି ଧୀରେ ଗତି କରେ କିନ୍ତୁ ପୁତ୍ତଳିକୁ ଘୋଡ଼େଇଦିଏନାହିଁ । ଅନେକ ସମୟରେ ଉଭୟ ଆଖିରେ ଏହି ରୋଗ ହୁଏ ।ଏହାର କାରଣ ସ୍ପଷ୍ଟ ହୋଇନାହିଁ । ଆଂଶିକ ଭାବରେ ଦୀର୍ଘକାଳୀନ ଅଲ୍ଟ୍ରାଭାୟୋଲେଟ ଓ ଧୂଳି ସଂସ୍ପର୍ଶ ଯୋଗୁ ଏହ ହେଉଥିବା ସନ୍ଦେହ କରାଯାଏ । ଜେନେଟିକ କାରକର ଭୂମିକା ଥିବା ଜଣାଯାଏ । ଏହା ଏକ ମୃଦୁ ବୃଦ୍ଧି.
