abstract-region;['khi̍t-han'];Khi̍t-han he hien-thoi Sú-ho̍k thi̍t-phe̍t he Fûn-sak-ho̍k chûng ke kî-chhú khói-ngiam chṳ̂-yit.
agentive-physical-object;['sài-chhùng', 'ascaris lumbricoides'];Sài-chhùng he ki-sâng chhai ngìn lâu phú-nen thung-vu̍t chhòng tú ke yit-chúng chhùng-è.
agentive-physical-object;['mòi-fâ', 'prunus mume'];Mòi-fâ fe̍t-chá Mòi he yit-chúng fâ chṳ̂-yit.
agentive-physical-object;['thai-yùng-meu', 'meu-yùng', 'ailuropoda melanoleuca'];Liá-piên "Meu-yùng" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"貓熊" ke ya̍p-mien chhai liá-hong tiám-chhut.Meu-yùng yit-pân pûn ham-cho yùng-meu, thai-yùng-meu fe̍t-chá thai-meu-yùng, he yit-chúng yâ-sâng ke phú-nen thung-vu̍t.
agentive-physical-object;['àu-choi fôn'];Àu-choi Fôn, he yit-chúng thai-hîn ke Fôn, fûn-phu chhai Sat-ha̍p-lâ yî-khi̍p Nàm Fî-chû ke Sû-tan, Âi-set-ngò-pí-â, Khén-ngâ lâu Nàm-fî.
agentive-physical-object;['pau-é', 'panthera pardus'];Pau-é he su̍k-yî Meu-khô Pau-su̍k ha ke yit-tsúng thung-vu̍t, kiên-thèu kô-thu thai-yok 0.9-mí, thí-tshòng yok yit--mí, tshûng-liông ńg-sṳ̍p tshiên-khiet.
agentive-physical-object;['lo-fú', '老虎', 'panthera tigris'];Lo-fú he thí-hìn chui-thai ke Meu-khô-thung-vu̍t, he Â-chû ke thi̍t-yû chúng-lui, chhai Â-chû hí-tô koet-kâ ke vùn-fa chûng, Lo-fú he mî-li, yúng-kám, li̍t-liong ke siong-chṳ̂n, Ngìn-lui vi-khí lo-fú ke hiûng-mâng, yu hî-mong khí-yû lo-fú ke khiòng-chong, yî chṳ̂n-fu̍k kí lòi chṳn-mìn li̍t-liong.
agentive-physical-object;['sṳ̂-é', '狮仔', '獅仔', 'panthera leo', '獅子'];Sṳ̂-é he yit-chúng sên-chhùn chhai Fî-chû lâu Â-chû ke thai-hìn Meu-khô thung-vu̍t, hiùng-sin ke chûng-mô he khì thi̍t-chṳ̂n chṳ̂-yit.
agentive-physical-object;['lù-chhṳ̀', 'lù-tshṳ̀', 'phalacrocorax carbo'];Lù-chhṳ̀ khiung-yû pâu-hàm sâm-sṳ̍p chúng chó-yu.
agentive-physical-object;['sà-kô', '蛇', '蛇哥'];Sà-kô, ya cho-tet ham-cho sà, he yit-chúng mò kiok ke phà-hàng thung-vu̍t.
agentive-physical-object;['pien-set-liùng', '變色龍'];Pien-set-liùng he su̍k-yî Phà-hàng kong ke yit-tsúng thung-vu̍t, lâu Sit-thit thùng su̍k-yî Sit-thit Â-muk.
agentive-physical-object;['lia̍p-pau', 'acinonyx jubatus'];Lia̍p-pau, he Meu-khô thung-vu̍t ke yit-tsúng, ya-he Lia̍p-pau-su̍k hâ vì-yit ke vu̍t-tsúng, hien-tshai tsú-yeu fûn-phu tshai Fî-chû lâu Sî Â-chû.
agentive-physical-object;['sân-fù'];Sân-fù he yit-chúng sâng-vu̍t.
agentive-physical-object;['yùng', '熊'];Yùng he yit-chúng sṳ̍t-nen thung-vu̍t.
agentive-physical-object;['vù-fâ-kó', '无花果', '無花果'];Vù-fâ-kó he yit-tsúng tshṳ̍t-vu̍t, tsú-yeu sên-tsóng tì mêu-tsúng ngie̍t-tai lâu vûn-tai thi-fông.
agentive-physical-object;['fòng-chhùng'];Fòng-tshùng he yit-chúng Khûn-tshùng, chhiòn sṳ-kie yû chhêu-ko yit-van chúng.
agentive-physical-object;['fó-yam-chhùng', '火焰蟲'];Fó-yam-chhùng he Siàu-yi̍t-muk ke yit-ke khô, chhai chhiòn sṳ-kie yû lióng-chhiên tô-chúng.
agentive-physical-object;['meu-thèu-tiâu', '貓頭鳥'];Meu-thèu-tiâu貓頭雕／貓頭鵰（貓頭鷹） yû chhêu-ko 130-ke chúng-lui.
agentive-physical-object;['phi̍t-phò-è', '蝠婆', 'chiroptera', '蝙蝠', 'phi̍t-phò', 'yi̍t-sú-muk'];這邊 "蝠婆" 个頁面係漢字，有白話字連結 "Phi̍t-phò-è‎" 个頁面在這項點出。
agentive-physical-object;['phi̍t-phò-è', '蝠婆', 'chiroptera', '蝙蝠', 'phi̍t-phò', 'yi̍t-sú-muk'];Liá-piên "Phi̍t-phò-è" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"蝠婆" ke ya̍p-mien chhai liá-hong tiám-chhut.
agentive-physical-object;['fî-chhú', 'pteromyinae', 'fî-chú'];Fî-chhú he yit-chúng ló-chhú.
agentive-physical-object;['séu pha̍k-lù'];Séu Pha̍k-Lù he yit-chúng chûng-hîn sia̍p-khìm, su̍k-yî Lù-khô Pha̍k-Lù-su̍k.
agentive-physical-object;['sân-chû', 'yâ-chû', 'sus scrofa'];Sân-chû he Chû-su̍k thûng-vu̍t.
agentive-physical-object;['kiông', 'zingiber officinale'];Kiông, he yit-chúng ngièn-sán yî Tûng-nàm-â ngie̍t-tai thi-khî chhṳ̍t-vu̍t.
agentive-physical-object;['tî-tû', 'là-khià'];Liá-piên "Tî-tû" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"蜘蛛" ke ya̍p-mien chhai liá-hong tiám-chhut.
agentive-physical-object;['fú-kîn', 'sat-ngìn-kîn'];Fú-kîn fe̍t-chá Sat-ngìn-kîn, he Hói-thùn chûng chui-thai ke yit-chúng.
agentive-physical-object;['sit-thit', 'kiéu-mà-sà', '山狗太', '狗嫲蛇', '蜥蜴'];Kiéu-mà-sà, ya cho-tet ham-cho sân-kiéu-thai fe̍t-chá sit-thit, he yû-lìn-muk sit-thit â-muk tú ke phà-chhùng-lui.
agentive-physical-object;['fûn-kî-hon-khiûn', 'mycobacterium'];Fûn-kî-hon-khiûn su̍k Fong-sien Khiûn-mùn.
agentive-physical-object;['sa̍k-liù', 'sa̍k-liû', 'punica granatum'];Sa̍k-liù ngièn-sán tshai-yî yî-làn khi̍p khì-thâ tsû-vì thi-khî. ha-thiên khôi-fâ, yû vòng-set lâu pha̍k-set tsúng-lui.
agentive-physical-object;['se-khiûn', 'bacteria'];Se-khiûn he sâng-vu̍t ke chú-yeu lui-khiùn chṳ̂-yit, su̍k-yî se-khiûn-vet.
agentive-physical-object;['yòng-mî', '扬尾仔', '揚尾仔', 'chhiang thîn'];Yòng-mî fe̍t-chá Chhiang thîn, he yit-chúng su̍k-yî Chhiang-lîn-muk ke khûn-chhùng, yî chhûn-thiên to chhiû-thiên sṳ̀ fat-sên, yû se-chhòng yi̍t lâu puk-phu.
agentive-physical-object;['khûn-chhùng', '昆虫', '昆蟲', '虫仔', '蟲仔', 'insecta', 'khûn-tshùng'];Khûn-chhùng chhai fûn-lui-ho̍k sông su̍k-yî Khûn-chhùng-kong, he sṳ-kie sông chui fàn-sṳn ke thung-vu̍t, yí-kîn fat-hien chhêu-ko chhit-sṳ̍p-ńg van chúng-lui.
agentive-physical-object;['ngá-chiok', 'kâ mà-chiok', '屋檐鳥', '屋檐鸟', '屋角鳥', '屋角鸟', '禾鷝仔'];Ngá-chiok he yit-chúng Chiok-su̍k thung-vu̍t, ngièn-sán-thi chhai Êu-chû khi̍p Â-chû ke thai-phu-fun khî-vet.
agentive-physical-object;['ap-è'];Ap-è he Ap-khô phu-fun ke thûng-yung miàng-tshṳ̂n.
agentive-physical-object;['ngie-kûng', 'formicidae'];Ngie-kûng蟻公 he yit-tsúng sa-fi-sin ke khûn-tshùng, vàn-tshiòn yù kûng-tsok vi-yông.
agentive-physical-object;['vòng-phûng', 'nài-phûng'];Vòng-phûng yú hêm-cho Nài-phûng he fûn-phu kóng-fàm, chúng-lui fàn-tô, fî-siòng khoai-suk ke khûn-chhùng.
agentive-physical-object;['mâ', 'equus caballus', '馬'];Mâ he yit-chúng khie-chhó ke kâ-chhuk, kì yû chûng-mô khi̍p kiok-song yû-thài.
agentive-physical-object;['pô-lìn-chhoi', 'po-lîn-chhòi', 'kok-chhòi', '菠薐菜'];Pô-lìn-chhoi fe̍t-chá Kok-chhoi he yit-chúng chhó-pún chhṳ̍t-vu̍t, Pô-lìn-chhoi yî 647-ngièn yù Pô-sṳ̂ chhòn-ngi̍p Chûng-koet, kú-thoi chhṳ̂n-cho "Pô-sṳ̂-chhoi".
agentive-physical-object;['pâu-siuk', 'zea mays'];Pâu-siuk he yit-ngièn sâng-vò pún-khô chhó-pún chhṳ̍t-vu̍t, ya-he chhiòn sṳ-kie chúng sán-liòng chui-kô ke liòng-sṳ̍t chok-vu̍t.
agentive-physical-object;['chhùng-hièn', 'hién-kûng'];Chhùng-hièn fe̍t-chá Hién-kûng he tui Fàn-chiet-thûng-vu̍t-mùn Kóa-mô-kong lui thûng-vu̍t ke thûng-chhṳ̂n.
agentive-physical-object;['pân-kiêu-é'];Pân-kiêu-é, chhai thung-vu̍t fûn-lui ho̍k sông he Pân-kiêu-khô ke yit-ke su̍k.
agentive-physical-object;['muk-kôa', '木瓜'];Muk-kôa, he Sṳ̍p-sṳ fâ-muk Fân Muk-kôa-khô súi-kó.
agentive-physical-object;['mûn-é', '蚊仔'];Mûn-é he yit-tsúng khûn-tshùng.
agentive-physical-object;['màn-é'];Màn-é su̍k-yî Màn-lî-muk fûn-lui ha ke vu̍t-tsúng, he yit-tsúng ngoi-kôn lui-sṳ tshòng-thiàu sà hìn-tshong ke ǹg-lui, khí yû ǹg-è ke kî-pún thi̍t-tsṳ̂n.
agentive-physical-object;['thì-thèu', 'fân-theu', '番豆'];Fân-theu ya ham cho thi-theu, he yit chúng chhṳ̍t-vu̍t, ngièn-sán chhai Nàm-mî-chû lâu Chûng-mî-chû.
agentive-physical-object;['set-mà'];Set-mà he yit-chúng chhùng-è.
agentive-physical-object;['mièn-yòng', 'ovis aries', '綿羊'];Mièn-yòng he ngìn-lui ke kâ-chhuk chṳ̂-yit.
agentive-physical-object;['fàn-chiet-thûng-vu̍t-mùn'];Fàn-chiet-thûng-vu̍t-mùn he Thûng-vu̍t-kie ke yit-chak mùn, kâi mùn thûng-vu̍t vì Lióng-chet-tui-chhṳ̂n, fûn chiet ke lie̍t-sâng thí-khiông thûng-vu̍t, yû ke khí-yû chiuk lâu kông-mô, tô-pit kón-sṳt sùn-fàn hì-thúng, lièn-sṳt sṳ̀n-kîn hì-thúng.
amount-of-matter;['kâ-pî', '咖啡'];Liá-piên "Kâ-pî" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"咖啡" ke ya̍p-mien chhai liá-hong tiám-chhut.
amount-of-matter;['yû', 'europium', 'eu'];Europium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Eu, ngièn-chṳ́ su-muk he 63.
amount-of-matter;['sîn', 'â-yèn', 'zn'];Â-yèn fe̍t-chá ham-cho Sîn he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Zn, ngièn-tsṳ́ su-muk he 30, tshai Ngièn-su Tsû-khì péu chûng thi sâm-sṳ̍p vi.
amount-of-matter;['châ', 'germanium', 'г', 'ge', 'germa\xadniu'];Germanium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ge, ngièn-chṳ́ su-muk he 32.
amount-of-matter;['ti', 'tellurium', 'te', 'tellur\xadiu'];Tellurium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Te, ngièn-chṳ́ su-muk he 52.
amount-of-matter;['súi', 'h₂o'];Súi he thi-khiù song chui sòng-kien ke vu̍t-tsṳt tsṳ̂-yit, he pâu-hàm ngìn-lui tshai-nui só-yû Sâng-miang sên-tshùn ke tshung-yeu tsṳ̂-ngièn, ya-he sâng-vu̍t thí chui tshung-yeu ke tsû-sṳ̀n phu-fun.
amount-of-matter;['â', 'argon', 'ar'];Argon he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ar, ngièn-chṳ́ su-muk he 18, chhai ngièn-su chû-khì-péu lî-tú phài thi 18 vi.
amount-of-matter;['khiet', 'krypton', 'kr', 'kryp\xadto'];Krypton he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Kr, ngièn-chṳ́ su-muk he 36.
amount-of-matter;['nái', 'neon', 'ne'];Nái, fe̍t-chá ham-cho nui, he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Ne, ngièn-tsṳ́ su-muk he 10, tshai Ngièn-su Tsû-khì péu chûng thi-sṳ̍p vi.
amount-of-matter;['liu̍k', '氯', 'cl'];Liu̍k, fe̍t-chá ham-cho yàm-su, he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho he Cl, ngièn-chṳ́ su-muk he 18, chhai ngièn-su chû-khì-péu chûng thi sṳ̍p-pat vi.
amount-of-matter;['tham', '氮', 'n'];Tham, fe̍t-chá ham-cho chit-su, he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì N, ngièn-tsṳ́ su-muk he 7, tshai ngièn-su chû-khì péu chûng thi-tshit vi.
amount-of-matter;['technetium', 'thap', 'tc'];Technetium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Tc, ngièn-chṳ́ su-muk he 43.
amount-of-matter;['sa̍k-yù'];Sa̍k-yù, he yit-chúng tsam-tshiû ke, chhṳ̂m hot-set Yi̍t-thí.
amount-of-matter;['sṳ', 'cerium', 'ce'];Cerium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ce, ngièn-chṳ́ su-muk he 58.
amount-of-matter;['銅', 'cu'];銅係一種化學元素，其單質一般喊做黃銅。
amount-of-matter;['nga̍t', 'gadolinium', 'gd'];Gadolinium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Gd, ngièn-chṳ́ su-muk he 64.
amount-of-matter;['samarium', 'sân', 'sm'];Samarium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Sm, ngièn-chṳ́ su-muk he 62.
amount-of-matter;['kap', 'hafnium', 'hf'];Hafnium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Hf, ngièn-chṳ́ su-muk he 72.
amount-of-matter;['ngò', 'osmium'];Osmium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Os, ngièn-chṳ́ su-muk he 76.
amount-of-matter;['kok', 'chromium', 'cr', 'chrom\xadiu'];Chromium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Cr, ngièn-chṳ́ su-muk he 24.
amount-of-matter;['màng', 'manganese', 'mn', 'manga\xadnes'];Manganese he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Mn, ngièn-chṳ́ su-muk he 25.
amount-of-matter;['cobalt', 'kû', 'co'];Cobalt he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Co, ngièn-tsṳ́ su-muk he 27, tshai Ngièn-su Tsû-khì péu chûng thi ngi-sṳ̍p-chhit vi.
amount-of-matter;['than', 'tantalum', 'ta'];Tantalum he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ta, ngièn-chṳ́ su-muk he 73.
amount-of-matter;['ngiap', 'nickel', 'ni'];Nickel he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ni, ngièn-chṳ́ su-muk he 28.
amount-of-matter;['bismuth', 'pit', '鉍', 'bis\xadmut'];Bismuth he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Bi, ngièn-chṳ́ su-muk he 83.
amount-of-matter;['yî', 'iridium'];Iridium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ir, ngièn-chṳ́ su-muk he 77.
amount-of-matter;['vû', 'wolfram'];Wolfram he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì W, ngièn-chṳ́ su-muk he 74.
amount-of-matter;['ngi-yông-fa-than', 'co2'];Ngi-yông-fa-than he khûng-hi lî-tú ke yit chúng hi-thí, fa-ho̍k-sit he CO2.
amount-of-matter;['pha̍k', 'pha̍k-kîm', 'pt'];Pha̍k-kîm fe̍t-chá ham-cho Pha̍k he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Pt, ngièn-tsṳ́ su-muk he 78.
amount-of-matter;['kúng', 'súi-ngiùn'];Súi-ngiùn fe̍t-chá ham-cho Kúng he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Hg, ngièn-tsṳ́ su-muk he 80, tshai Ngièn-su Tsû-khì péu chûng thi pat-sṳ̍p vi.
amount-of-matter;['yu', 'uranium', 'u'];Uranium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì U, ngièn-chṳ́ su-muk he 92.
amount-of-matter;['magnesium', 'mî', 'mg'];Magnesium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Mg, ngièn-chṳ́ su-muk he 12, chhai ngièn-su chû-khì-péu lî-tú phài thi 12 vi.
amount-of-matter;['kap', 'k'];Kap he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì K, ngièn-tsṳ́ su-muk he 19, tshai Ngièn-su Tsû-khì péu chûng thi-sṳ̍p-kiú vi.
amount-of-matter;['phì', 'beryllium', '鈹', '铍', 'be', 'beryl\xadliu'];Beryllium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Be, ngièn-chṳ́ su-muk he 4, chhai ngièn-su chû-khì-péu lî-tú phài thi 4 vi.
amount-of-matter;['thai', 'titanium', 'ti', 'tita\xadniu'];Titanium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ti, ngièn-chṳ́ su-muk he 22.
amount-of-matter;['ko', 'zirconium', 'zr'];Zirconium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Zr, ngièn-chṳ́ su-muk he 40.
amount-of-matter;['thi', 'antimony', 'sb', 'anti\xadmon'];Antimony he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Sb, ngièn-chṳ́ su-muk he 51.
amount-of-matter;['thi̍t', 'terbium', 'tb'];Terbium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Tb, ngièn-chṳ́ su-muk he 65.
amount-of-matter;['lìn', 'p'];Lìn he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì P, ngièn-tsṳ́ su-muk he 15, tshai Ngièn-su Tsû-khì péu chûng thi-sṳ̍p-ńg vi.
amount-of-matter;['yông', 'yòng', '氧', 'o'];Yông, fe̍t-chá ham-cho sôn-su, he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì O, ngièn-chṳ́ su-muk he 8, chhai ngièn-su chû-khì péu chûng thi-pat vi.
amount-of-matter;['tièn', 'tién', 'i'];Tién he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì I, ngièn-chṳ́ su-muk he 53.
amount-of-matter;['tshiù', 'chhiu', 'br'];Chhiu he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Br, ngièn-tsṳ́ su-muk he 35.
amount-of-matter;['khîn', 'khiâng', '氢', '氫', 'h'];Khiâng, fe̍t-chá ham-cho súi-su, he yit-tsúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì H, ngièn-tsṳ́ su-muk he 1, tshai Ngièn-su Tsû-khì péu chûng thi-yit vi.
amount-of-matter;['fuk', 'flüor', 'f'];Fuk he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì F, ngièn-tsṳ́ su-muk he 9, tshai Ngièn-su Tsû-khì péu chûng thi-kiú vi.
amount-of-matter;['dna', 'thot-yong fu̍t-thông fu̍t-son', '脫氧核糖核酸', '脱氧核糖核酸'];DNA, chhiòn-miàng thot-yong fu̍t-thông fu̍t-son he yit-chúng fûn-chṳ́, he tô-su sâng-vu̍t ke yì-chhòn vu̍t-chṳt, ki-liu̍k yì-chhòn ke chṳ̂-liau, khúng-chṳ sâng-vu̍t ke sên-chóng fat-yuk yî-khi̍p sên-lî kî-nèn.
amount-of-matter;['molybdenum', 'muk', 'mo'];Molybdenum he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Mo, ngièn-chṳ́ su-muk he 42.
amount-of-matter;['â', 'actinium', 'ac', 'actin\xadiu'];Actinium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ac, ngièn-chṳ́ su-muk he 89.
amount-of-matter;['francium', 'fap', 'fran\xadciu'];Francium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Fr, ngièn-chṳ́ su-muk he 87.
amount-of-matter;['radon', 'tûng'];Radon he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Rn, ngièn-chṳ́ su-muk he 86.
amount-of-matter;['set', 'caesium', 'cs', 'cae\xadsiu'];Caesium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Cs, ngièn-chṳ́ su-muk he 55.
amount-of-matter;['sṳ̂', 'strontium', 'sr', 'stront\xadiu'];Strontium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Sr, ngièn-chṳ́ su-muk he 38.
amount-of-matter;['pho', 'polonium', 'polo\xadniu'];Polonium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Po, ngièn-chṳ́ su-muk he 84.
amount-of-matter;['einsteinium', 'oi'];Einsteinium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Es, ngièn-chṳ́ su-muk he 99.
amount-of-matter;['na', 'nobelium'];Nobelium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì No, ngièn-chṳ́ su-muk he 102.
amount-of-matter;['mendelevium', 'mùn'];Mendelevium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Md, ngièn-chṳ́ su-muk he 101.
amount-of-matter;['lò', 'lawrencium', 'lawren\xadciu'];Lawrencium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Lr, ngièn-chṳ́ su-muk he 103.
amount-of-matter;['plutonium', 'pu'];Plutonium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Pu, ngièn-chṳ́ su-muk he 94.
amount-of-matter;['lù', 'rutherfordium', 'ruther\xadfordiu'];Rutherfordium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Rf, ngièn-chṳ́ su-muk he 104.
amount-of-matter;['pet', 'berkelium', 'bk'];Berkelium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Bk, ngièn-chṳ́ su-muk he 97.
amount-of-matter;['khà', 'californium'];Californium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Cf, ngièn-chṳ́ su-muk he 98.
amount-of-matter;['fi', 'fermium'];Fermium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Fm, ngièn-chṳ́ su-muk he 100.
amount-of-matter;['mî', 'americium', 'am'];Americium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Am, ngièn-chṳ́ su-muk he 95.
amount-of-matter;['nai', 'neptunium'];Neptunium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Np, ngièn-chṳ́ su-muk he 93.
amount-of-matter;['khiu̍k', 'curium', 'cm'];Curium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Cm, ngièn-chṳ́ su-muk he 96.
amount-of-matter;['lòi', 'rhenium', 're'];Rhenium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Re, ngièn-chṳ́ su-muk he 75.
amount-of-matter;['liáu', 'ruthenium', 'ru'];Ruthenium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ru, ngièn-chṳ́ su-muk he 44.
amount-of-matter;['gallium', 'kâ', 'ga'];Gallium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ga, ngièn-chṳ́ su-muk he 31.
amount-of-matter;['yîn', 'indium', 'in'];Indium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì In, ngièn-chṳ́ su-muk he 49.
amount-of-matter;['phù', 'protactinium'];Protactinium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Pa, ngièn-chṳ́ su-muk he 91.
amount-of-matter;['lî', '鋁', '铝', '阿路米', 'al'];Lî he yit-chúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Al, ngièn-chṳ́ su-muk he 13, chhai Ngièn-su Chû-khì péu chûng thi-sṳ̍p-sâm vi.
amount-of-matter;['siak', 'sn'];Siak he yit-tsúng ngièn-su, Fa-ho̍k fù-ho he Sn, Lâ-tên-ngî: "Stannum" ke sok-siá.
amount-of-matter;['yet', 'yttrium', 'y'];Yttrium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Y, ngièn-chṳ́ su-muk he 39.
amount-of-matter;['na̍p', 'na'];Na̍p he yit-tsúng Fa-ho̍k Ngièn-su, fa-ho̍k fù-ho vì Na, ngièn-tsṳ́ su-muk he 11, tshai Ngièn-su Tsû-khì péu chûng thi sṳ̍p-yit vi.
amount-of-matter;['pâ', 'palladium', 'pd', 'phà'];Palladium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Pd, ngièn-chṳ́ su-muk he 46.
amount-of-matter;['thàn-sôn-na̍p', 'na2co3'];Thàn-sôn-na̍p, phú-thûng chhìn-khóng hâ vì pha̍k-set fún-ma̍t, vì khiòng-thien kié-chṳt.
amount-of-matter;['kak', 'cadmium', 'cd', 'cad\xadmiu'];Cadmium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Cd, ngièn-chṳ́ su-muk he 48.
amount-of-matter;['nì', 'niobium', 'cb', 'nb'];Niobium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Nb, ngièn-chṳ́ su-muk he 41.
amount-of-matter;['thò', 'thallium'];Thallium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Tl, ngièn-chṳ́ su-muk he 81.
amount-of-matter;['yèn', 'pb'];Yèn he yit-tsúng ngièn-su，Fa-ho̍k fù-ho he Pb Lâ-tên-ngî: "Plumbum" ke sok-siá.
amount-of-matter;['set', 'caesium', 'cs', 'cae\xadsiu'];Caesium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Cs, ngièn-chṳ́ su-muk he 55.
amount-of-matter;['sṳ̂', 'strontium', 'sr', 'stront\xadiu'];Strontium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Sr, ngièn-chṳ́ su-muk he 38.
amount-of-matter;['lî', 'lithium', '鋰', '锂', 'li', 'lith\xadiu'];Lith­ium, Hon-ngî ham-cho Lî, he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Li, ngièn-chṳ́ su-muk he 3, chhai ngièn-su chû-khì-péu lî-tú phài thi 3 vi.
amount-of-matter;['pi', 'barium', 'ba', 'ba\xadriu'];Barium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Ba, ngièn-chṳ́ su-muk he 56.
amount-of-matter;['lù', 'rubidium', 'rb', 'rubid\xadiu'];Rubidium he yit-chúng fa-ho̍k ngièn-su, fa-ho̍k fù-ho vì Rb, ngièn-chṳ́ su-muk he 37.
