abstract-region;['skaler', 'sayısal'];Koordinat sistemlerindeki özelliklerden etkilenmeyen bir niceliktir
socially-constructed-person;['lâik okuyucu', 'laik okuyucu', 'okuyucu yatıyordu'];Anglikan Kilisesi piskoposu tarafından törenler esnasında okunan ilahilerin belirli kısımlarını okumak üzere görevlendirilmiş bir laik kişi.
socially-constructed-person;['doktor', 'hekim', 'tabip', 'sagan', 'tıp doktoru', 'sağlık memuru'];Tıp doktoru, tabip, hekim
socially-constructed-person;['baba', 'peder', 'babası', 'biyolojik babası', 'erkek ebeveyn'];Dede veya büyük baba
socially-constructed-person;['postacı', 'mektup taşıyıcı', 'postacının'];Mektup, gazete, havale, paket gibi maddeleri, gönderilen yere gönderen posta idaresi görevlisi (Vikisözlük)
socially-constructed-person;['keltler', 'kelt', 'keltik', 'cruzcampo', 'pelforth'];Tarihöncesi ve ilkçağ döneminde yaşayan Avrupa kavimlerinin bir bölümü
socially-constructed-person;['arapaho', 'arapaholar', 'arapahoe'];ABD `de yaşayan Algonkin halkı
socially-constructed-person;['çimmesyanlar', 'tsimshianlar', 'tsimşianlar', 'tsimşiyanlar', 'çimsyanlar', 'çimşiyanlar', 'tsimshian'];Kanada ve Alaska `da bir Kızılderili halkı
socially-constructed-person;['polis', 'polis memuru'];Polis teşkilatı görevlisi
socially-constructed-person;['tlingitler', 'kıyı tlingitleri', 'tilingitler', 'tlingit'];Alaska `da yaşayan bir Kızılderili halkı
socially-constructed-person;['kriler', 'cree', 'kri'];Kanada `da yaşayan Algonkin halkı
socially-constructed-person;['şavniler', 'shawnee', 'shawnee hintliler', 'shawnees'];ABD `de yaşayan Algonkin halkı
socially-constructed-person;['potavatomiler', 'potawatomi', 'potawatami', 'potawatomi kızılderililer', 'potawatomis', 'potowatami', 'potowatomi', 'pottawatomi', 'pottawatomie', 'pottawattamie'];ABD Algonkin Kızılderili halkı
socially-constructed-person;['denesulineler', 'chipewyan', 'denesuline kızılderilileri', 'çipevyalar', 'çipevyanlar'];Kanada `da yaşayan Dene boyu
socially-constructed-person;['moğollar', 'moğol'];Orta Asya `da bir ulus
socially-constructed-person;['şoşoniler', 'şoşonlar', 'shoshoni', 'shoshone'];ABD Kızılderili halkı
socially-constructed-person;['atsinalar', 'hidatsalar', 'gros ventre', 'atsina', 'gros ventreler', 'hidatsa', 'minitariler', "a'aninin"];ABD `de yaşayan Algonkin halkı
socially-constructed-person;['atsinalar', 'hidatsalar', 'gros ventre', 'atsina', 'gros ventreler', 'hidatsa', 'minitariler', "a'aninin"];ABD Siyu Kızılderili halkı
socially-constructed-person;['amerikalılar', 'amerikanlar', 'amerikan halkı', 'b.d. amerikalılar', 'birleşik amerikalı', 'yankees', 'yanks', 'amerikalı', "abd'li", "abd'liler", 'amerikan'];Amerika Birleşik Devletleri `nde yaşayan ya da vatandaşlık bağı ile bağlı olan kimse.
socially-constructed-person;['amerikalılar', 'amerikanlar', 'amerikan halkı', 'b.d. amerikalılar', 'birleşik amerikalı', 'yankees', 'yanks', 'amerikalı', "abd'li", "abd'liler", 'amerikan'];Amerika Birleşik Devletleri `nde yaşayan ya da vatandaşlık bağı ile bağlı olan kimse.
socially-constructed-person;['uzman', 'usta', 'üstat'];Belirli bir konuda ileri teknik ya da beceriye sahip kişi
socially-constructed-person;['sanatçı', 'artist', 'dörütmen', 'dörütçü', 'sanatkar', 'sanatkâr', 'sanatçılar', 'yaratıcı kişi'];Sanatçı, sanatkâr, ressam, usta
socially-constructed-person;['garson', 'sofracı', 'servisçi', 'garsonluk'];Lokantada yemek yiyenlere hizmet eden, onların masalarına bakan görevli (Fransızca garçon `dan).
socially-constructed-person;['redneck', 'cahil'];Kuzey Amerika `da beyaz ırktan, düşük eğitimli alt sınıf mensupları.
socially-constructed-person;['amon', 'amun', 'tanrıların kralı', 'amin', 'amun-ra', 'amun-re'];Antik Mısır `da bir tanrı
socially-constructed-person;['yargıç', 'hâkim', 'hakim', 'hakim / yargıç', 'adalet', 'iudex'];Adalet dağıtan kişi, yargıç.
socially-constructed-person;['amerika birleşik devletleri kızılderili ajanı', 'abd kızılderili memuru', 'abd kızılderili ajanı', 'hint ajan', 'hintli ajan'];ABD `de sorumluluk bölgesindeki Kızılderili işleri baş yöneticisi
socially-constructed-person;['siren', 'mixoparthenos'];Yunan mitolojisinde Sirenum scopuli denen bir adada yaşadıklarına inanılan deniz yaratıkları.
socially-constructed-person;['cin', 'çor', 'cinler', "hristiyanlık'ta cin", "kitabı mukaddes'te cin", 'djinni', 'cinlerden', 'djinny', 'ecinni'];Ruhani varlık
socially-constructed-person;['bebek', 'bebekler', 'neonatal', 'yenidoğanlarda'];Halk ağzında bebek
socially-constructed-person;['gelin', 'gelinler', 'gelinlik'];Evlenmek üzere hazırlanmış, süslenmiş kız veya yeni evlenmiş kadın.
socially-constructed-person;['anne', 'annelik', 'ana', 'analık', 'valide', 'annelerimiz', 'annenin önemi', 'dişi ebeveyn'];Bir çocuğu doğuran, bakımını üstlenen veya kendi doğurmadığı bir çocuğu evlat edinen ve bakımını üstlenen dişi canlı.
socially-constructed-person;['manken', 'model', 'manken, model', 'fotomodel', 'manken model', 'fitness modeli', 'fotoğraf modeli', 'glamour model', 'gravür idol', 'mayo modeli', 'moda model', 'ticari model'];Moda amacıyla poz veren ve çeşitli ürünleri sergileyen kişi
socially-constructed-person;['kadın', 'erişkin kadın'];Yetişkin dişi insan.
socially-constructed-person;['fellah', 'fellahin'];Türkiye `nin genelde Adana ve Mersin illerinde yaşayan Arap toplumu
socially-constructed-person;['cankurtaran', 'hayat koruma'];Göl ve havuz gibi yüzülebilen yerlerdeki boğulma tehlikesine karşı kurtarma amaçlı görev yapan kişi.
socially-constructed-person;['er', 'sözleşmeli er', 'özel', 'ortak asker'];Tüm silahlı kuvvetlerde en alttaki ve rütbesiz asker.
socially-constructed-person;['kaptan', 'deniz kaptanı'];Gemi yönetimiyle ilgili en üst görevli
socially-constructed-person;['ra', 'amon-ra', 'amun-ra', 'antik mısır güneş tanrısı', 'atum'];Mısır mitolojisinde güneş tanrısı.
socially-constructed-person;['rama', 'hinduizm tanrısı rama', 'ramachandra'];Vişnu `nun yedinci avatarı.
socially-constructed-person;['jül sezar', 'gaius julius caesar', 'julius caesar', 'caius julius caesar', 'césar', 'gaius iulius caesar', 'gaius sezar', 'jul sezar', 'julius ceasar', 'julius sezar', 'jüll ceaser'];Romalı askeri ve politik lider
socially-constructed-person;['john dalton', 'dalton'];Ingiliz kimyacı
socially-constructed-person;['karl marx', 'karl marks', 'marks', 'marx', 'marx’ın eserleri'];Alman filozof ve ekonomist
socially-constructed-person;['kubilay han', 'kubilay kaan'];Yuan Hanedanlığı `nın kurucusu ve ilk imparatoru
socially-constructed-person;['blaise pascal'];Fransız matematikçi ve bilim adamı (d. 1623-ö. 1662)
socially-constructed-person;['johannes kepler', 'kepler', 'johan kepler'];Alman astronom.
socially-constructed-person;['heinrich hertz', 'heinrich rudolf hertz', 'heinrich rudolph hertz'];Alman fizikçi
socially-constructed-person;['venüs'];Yunan Mitolojisi `ndeki aşk tanrıçası Afrodit `in Roma Mitolojisi `nde geçen Latince adı
socially-constructed-person;['aurora'];Roma mitolojisinde seher tanrıçası
socially-constructed-person;['müz', 'müzler', 'muse', 'muses'];Yunan mitolojisindeki ilham perilerinden her biri.
socially-constructed-person;['galileo galilei', 'galileo', 'galile', 'galileyo', 'vincenzo galile\xad'];Modern fiziğin ve teleskobik astronominin kurucularından, İtalyan bilim insanı
socially-constructed-person;['i. robert', 'robert bruce', 'robert i'];Robert Bruce olarakta bilinir, İskoçya Kralı, 1306 -- 1329, İskoçya `nın bağımsızlığını kazanmasına yardım etmiştir.
socially-constructed-person;['i. leonidas', '1. leonidas', 'leonidas i', 'leonidas'];Sparta kralı, MÖ 489 -- MÖ 480 yılları arasında hükümdarlığını sürdürdü.
socially-constructed-person;['vicdani ret', 'vicdanî retçi', 'vicdani red', 'vicdanî ret', 'askerlik yapmayı doğru bulmayan kimse', 'vicdani retçi', 'vicdani retçiler'];Bireyin görüşleri veya kendine göre değerleri doğrultusunda genel doğruları veya yasal zorunlulukta doğruluğu reddetmesi.
socially-constructed-person;['gnaeus pompeius magnus', 'pompey', 'büyük pompeius', 'büyük pompey', 'pompesyüs', 'pompeus', 'pompeyüs'];Batı dillerinde yaygın olarak Pompey olarak çağırılan Roma dönemi devlet adamı.
socially-constructed-person;['afrikalı scipio', 'publius cornelius scipio', 'scipio africanus', 'publius cornelius scipio africanus', 'scipio africanus major', 'publius cornelius scipio africanus binbaşı', 'scipio', 'scipio africanus binbaşı', 'scipio elder'];Romalı general ve devlet adamı
socially-constructed-person;['vladimir lenin', 'lenin', 'vladimir i̇lyiç ulyanov', 'vladimir ilyiç lenin', 'i̇lyiç lenin', 'v. i. lenin', 'v.i. lenin', 'vi. lenin', 'vi lenin', 'vladimir ilyich ulyanov', 'vladimir i̇lyiç lenin', 'nikolay lenin', 'vladimir ilyiç ulyanov'];Rus devrimci ve SSCB `nin siyasetçisi.
socially-constructed-person;['josef stalin', 'joseph stalin', 'stalin', 'i̇osif stalin', 'jozef stalin', 'iosif vissarionovich dzhugashvili'];SSCB siyasetçisi.
socially-constructed-person;['pilot', 'pilotluk', 'uçman', 'havacılar', 'kadın havacı', 'uçak pilotu'];Seyrüseferci, uçuş teknisyeni, silah sistem operatörü gibi herhangi bir hava taşıtında görevli personel.
socially-constructed-person;['apollon', 'apollo', 'vulturus', 'eflun', 'güneş mabudu', 'phoebus apollo'];Antik Yunan tanrısı
socially-constructed-person;['amon', 'amun', 'tanrıların kralı', 'amin', 'amun-ra', 'amun-re'];Antik Mısır `da bir tanrı
socially-constructed-person;['nemesis'];Yunan mitolojisinde bir tanrıça
socially-constructed-person;['vali', 'vali yardımcısı', 'ilbay', 'i̇lbay', 'vali muavini', 'vali yardımcılığı', 'valiler', 'valinin görevleri', 'askeri valisi', 'valiliği', 'valisi', 'valiye ait seçim'];Bir ildeki en yetkili yönetim görevlisi
socially-constructed-person;['papa', 'roma piskoposu', 'katolik papa', 'papalık'];Roma katolik kilisesinin başı
socially-constructed-person;['devlet başkanı', 'cumhurbaşkanı', 'baş-of-devlet', 'devlet başkanları', 'devlet başkanlarının'];Devleti yöneten kişi
space-region;['havayolu', 'hava koridoru', 'skybridge', 'skybridges', 'skyway', 'uçuş yolu'];Havacılıkta kullanılan bir tür uçuş koridoru
space-region;['yengeç dönencesi', 'yengeç burcu'];Yeryüzünün kuzey yarım küresinde Ekvator `un 23 ° 27' kuzeyinden geçtiği varsayılan enlem dairesi.
space-region;['oğlak dönencesi', 'oğlak burcu'];Yeryüzünün güney yarım küresinde Ekvator `un güneyinden geçtiği varsayılan enlem.
spatial-feature;['kanyon', 'kanyonlar', 'derin vadi'];Dünya yüzeyinde nehirlerce oluşturulmuş derin vadi
spatial-feature;['alpler', 'alp dağları', 'doğu alpler', 'güney alpler', 'i̇talyan alpleri'];Orta Avrupa `da yer alan büyük dağ silsilesi. İsviçre, Kuzey İtalya ve Fransa `nın pek çok bölümünde görülür. Avusturya `nın hemen hemen hepsini kaplar ve Almanya `nın güneyinde önemli yer tutar.
spatial-feature;['çöplük', 'çöp'];Katı atık depolama alanı.
spatial-feature;['everest dağı', 'everest', 'mt. qomolangma', 'sagarmatha', 'sagarmāthā', 'everest tepesi', 'mt. everest'];Dünya `nın en fazla rakımlı dağı
spatial-feature;['cenğiş çokusu', 'zafer doruğu', 'pobeda tepe', 'pobedy tepe'];Tanrı Dağları `nın en yüksek dağıdır.
spatial-feature;['sierra nevada', 'sierra nevada sıradağları', 'high sierra', 'sierra nevada dağları'];ABD `de Kaliforniya ve Nevada eyaletlerinde sıradağ
spatial-feature;['plaj', 'kumsal', 'sahil', 'çimerlik', 'kıyı', 'yalı kenarı'];Denize girmek için düzenlenmiş kumluk plaj.
spatial-feature;['firar kenarı', 'arka kenar'];Uçaklarda kanat üzerinden akan havanın kanadı terkettiği kenara, yani art kenara verilen isimdir.
state;['anksiyete', 'endişe', 'kaygı', 'anksiyete bozuklukları', 'angst', 'bunaltı', 'endişeli'];Canlılarca deneyimlenen kaygı, korku, gerilim, sıkıntı halini tanımlayan psikolojik ve fizyolojik bir durum
state;['hipnoz', 'hipnotizma', 'i̇pnotizma', 'i̇pnoz', 'bulandırmak', 'hipnotize', 'post-hipnotik telkin'];Bir tür yapay uyku.
state;['melankoli', 'melankolik'];Hüzün, üzüntü, kara sevda anlamlarına gelen Fransızca kökenli sözcük (TDK)
subject;['matematik', 'matematiksel', 'dağılımlı kafes', 'matamatik', 'matematiğin günlük hayattaki önemi', 'matematiğin kronolojisi', 'modern matematik', 'riyaziye', 'matematikte'];Bir meromorf fonksiyonun bir tekillik etrafındaki çizgi integrallerinin davranışını açıklayan bir karmaşık sayıdır.
subject;['yer bilimleri', 'yer bilimi', 'dünya bilimi', 'yerküre bilimleri', 'yerbilimleri'];Başkalaşmış kayaçlarda, ilkel dokusu korunmuş yapıdır. (İngilizce relict)
subject;['arkeoloji', 'arkeolojik', 'arkeologlar', 'kazı bilimi', 'kazıbilim', 'kazıbilimi', 'arkeolog'];Eski çağlardan kalmış şehir veya yapıdır (ören, harabe, yıkı).
subject;['morfoloji', 'biçimbilim', 'biçim bilimi', 'morfolojisi'];Bir organizma veya organizma bölümünün biçimini incelenmesi
subject;['genetik', 'genetik bilimci', 'genetik ve gen', 'genetikçi', 'i̇rsiyet', 'kalıtsal', 'kalıtım', 'kalıtım bilimi', 'genetik bilimi', 'genetik olarak'];DNA `yı oluşturan iki zincirden her biri. İplik.
subject;['botanik', 'bitki bilimi', 'bitkibilim', 'bitki bilimci', 'bitkibilimci', 'botanikçi', 'botanist', 'bitki bilimleri', 'bitki biyolojisi', 'tıbbi botanik'];Bromus cinsinden bitkilerin ortak adı (Buğdaygiller)
subject;['jeomorfoloji', 'yüzey bilimi', 'jeomorfolog', 'jeoformoloji', 'jeomorfolojik', 'morfolojik'];Yeryüzü biçimlerini inceleyen bilim.
subject;['statik', 'dinginlik bilimi', 'dinginlik'];Fiziğin statik dengede duran sistemlerle ilgilenen dalı.
subject;['anatomi', 'teþhirci', 'anatomik', 'anatomist', 'genel anatomisi'];Bir kas veya sinir lifini meydana getiren daha küçük lifsi yapılar. Fibrilla, fibril.
subject;['mekanik', 'mekanik anabilim dalı'];Kuvvetlerin etkisi altındaki cisimlerin hareketli ve durağan hâllerini inceleyen bilim dalı. Ayrıca İngilizcede Mechanic araba tamircisi, makinist, makine motor tamircisi anlamlarına gelir.
subject;['parçacık fiziği', 'yüksek enerji fiziği', 'temel parçacık fiziği', 'parçacık fizikçisi'];Fizik alanında, maddeyi oluşturan yapıtaşlarına verilen genel ad.
subject;['kimya', 'kimya bilimi', 'kimyasallar', 'kimyevi', 'kimyâ', 'maddebilim', 'kimya bilimleri', 'uygulamalı kimya'];Bir element
subject;['fizik mühendisliği', 'uygulamalı bilimler', 'mühendislik', 'mühendis', 'mühendislik disiplini', 'mühendislik fiziği', 'modern teknoloji', 'mühendislik bilimleri', 'mühendislik fizik', 'teknoloji', 'teknolojik', 'teknolojileri', 'uygulamalı bilim', 'uygulamalı teknoloji'];Rulmanlı yataklarda yuvarlanma elemanı.
subject;['bilişsel bilim', 'bilişsel kavrama', 'bilişsel', 'bilişsel psikoloji', 'bilişsel bilimler'];Kognitif bilim.
subject;['biyokimya', 'biokimya', 'fizyolojik kimya', 'biyokimyacı', 'biyokimyager', 'biyokimyasal'];Bir amino asit başka bir amino asit veya bir polipeptit ile reaksiyona girip bir su molekülü kaybettikten sonra, o amino asitin arta kalan kısmıdır. Rezidü de denir.
subject;['etik', 'ahlak felsefesi', 'ahlak bilimi', 'ahlakbilim', 'ahlâk bilimi', 'ahlâk felsefesi', 'ahlâkbilim', 'töre bilimi', 'törebilim', 'uygulamalı etik', 'doğru ve yanlış', 'etik olmayan', 'etik sistemi'];Veya törebilim, ahlâkbilim. bir felsefe alt dalı, temelde ahlâki olgu ve önermelerle ilgilenir.
subject;['geometri', 'geometrik', 'hendese', 'ölçü dışı geometri'];Matematiğin uzamsal ilişkiler ile ilgilenen alt dalı
subject;['fizik', 'doğa felsefesi', 'doğam', 'fiziki', 'fiziksel', 'doğabilim', 'fizik bilimi', 'fiziğin dalları', 'doğal filozoflar'];Makara, halat veya zincir yardımıyla bir yükün kaldırılmasında kullanılan, basit makine.
subject;['fizik', 'doğa felsefesi', 'doğam', 'fiziki', 'fiziksel', 'doğabilim', 'fizik bilimi', 'fiziğin dalları', 'doğal filozoflar'];Yunan felsefesi kaynaklı akım.
subject;['biyoloji', 'biyolojik', 'canlı bilimi', 'canlıbilim', 'yaşambilim', 'biology', 'biyolog', 'dirimbilim', 'dirimbilimi', 'biyolojik bilimler', 'biyolojik bilim'];Mantar ve actinobacteria `lardaki hif.
subject;['regresyon analizi', 'regresyon modeli'];Değişkenler arasındaki ilişkileri tahmin etmek için kullanılan istatistiksel bir teknik.
substance-role;['süspansiyon', 'süspansiyonlar'];Herhangi bir sıvı içerisinde katı maddenin çözünmeden asılı olarak kalmasıdır.
substance-role;['pirinç', 'brassware'];Bir alaşım türü
substance-role;['ligand', 'ligant', 'ambidentate ligandı', 'ligand değiş tokuş', 'ligandlar', 'üç dişli'];Koordine kovalent bağ aracılığıyla bir veya daha çok elektronunu bir veya daha çok merkez atom veya iyona veren, atom, iyon veya fonksiyonel grup.
substance-role;['ağır su', 'döteryum oksit'];Nükleer reaktörlerde kullanılan hidrojen yerine ağır hidrojen izotopuna sahip yoğunluğu yüksek sudur
task;['davranış', 'uyarıcı davranışsal tepki', 'aksaklığı', 'davranışları', 'davranışsal', 'tavır'];Davranış, tutum
task;['hakaret', 'küfür', 'aşağılama', 'ağır söz', 'siktir git', 'hakaretle iltifat'];Kırıcı ve hakaret içeren söz.
task;['mat', 'şah mat'];Satranç oyununda taraflardan birinin yenilgisi.
taxonomic-collective;['arapsaçı', 'soleirolia soleirolii', 'the big white', 'genus helxine', 'genus soleirolia', 'helxine', 'soleirolia'];Isırgangiller familyasından, cinsinin monotipik türü olan, ufak parlak yeşil yapraklı süs bitkisi
taxonomic-collective;['zakkum', 'nerium', 'genus nerium'];Apocynaceae familyasından Haziran-Eylül ayları arasında beyaz veya pembe renklerde çiçekler açan 2 -- 5 m yüksekliğinde zehirli bir bitki türü.
taxonomic-collective;['akçaağaç', 'isfendan', 'acer', 'akça ağaç'];Akçaağacın latince adı
taxonomic-collective;['karanfil', 'dianthus', 'dianthus petraeus', 'genus dianthus'];Otsu bir bitki.
taxonomic-collective;['yalancı akasya', 'robinia', 'yalancıakasya', 'genus robinia'];Fabaceae (baklagiller) familyasının Robinia cinsinden dikenlerle kaplı odunsu türlere verilen ad.
taxonomic-collective;['piton', 'pythonidae', 'aile pythonidae'];Bir yılan cinsi.
taxonomic-collective;['kelebek', 'lepidoptera', 'pulkanatlılar', 'kelebekler', 'kelebeklerin hayat döngüsü', 'pul kanatlılar', 'lepidopterans', 'sipariş lepidoptera'];Pulkanatlılar veya kelebekler (Lepidoptera) takımının kanatlı fertlerine verilen genel ad.
taxonomic-collective;['kirpi otu', 'echinacea', 'ekinezya', 'ekinazeya', 'echinacea familyası'];Asteraceae familyasına ait bir cins.
taxonomic-collective;['lotus', 'lotus çiçeği', 'nelumbo', 'genus nelumbo'];Lotus çiçeği, Nelumbo cinsinden yağmur ormanlarında yaşayan bitki türlerine verilen ad.
taxonomic-collective;['servi', 'cupressus', 'selvi', 'genus cupressus'];Bir ağaç türü.
taxonomic-collective;['atmaca', 'accipiter', 'genus accipiter'];Yırtıcı bir kuş türü.
taxonomic-collective;['mersin', 'murt', 'murt ağacı', 'myrtus', 'genus myrtus'];Bir bitki
taxonomic-collective;['rana', 'genus rana'];Bir kurbağa cinsi
technique;['sokratik yöntem', 'ebelik yöntemi'];Sokrates `in felsefi düşünüşü ve bilgiyi sınayarak öğretme yöntemi
technique;['apollo projesi', 'apollo programı', 'apollo tasarısı', 'apollo uzay programı', 'apollo 18', "apollo ay'a iniş"];ABD `nin insanlı uzay uçuş programı
technique;['ehliyet', 'zihinsel yetenek'];Hukukta hak ve borç sahibi olabilme yeterliliği.
temporal-region;['altınçağ'];Türk mitolojisinde, halk inancında ve toplumsal felsefede mükemmel dünya ideali. Devr-i saadet.
temporal-region;['pazar', 'dominicus', 'pazar günü', "rab'bin günü"];Haftanın yedinci ve son günü.
temporal-region;['devoniyen', 'devonian', 'devoniyen dönemi', 'ayfeliyen', 'balıkların yaş', 'devoniyen dönem', 'emsian', 'lochkovian', 'pragian'];Paleozoik zamanın dördüncü alt bölümü olarak Devoniyen kayaç sistemlerinin oluştuğu jeolojik zaman dilimidir.
temporal-region;['1 mayıs', 'mayıs 1', 'gün mayıs', 'mayıs ayının ilk'];Artık yıllarda 122. günüdür.
temporal-region;['zaman', 'vakit', 'an', 'şimdi', 'zaman,süre', 'süre', 'zaman aralığı'];Olayların içinde art arda gerçekleştiği boyut, vakit, süre
temporal-region;['cadılar bayramı', 'halloween', 'cadılar bayram', "hallowe'en", 'allhallows eve'];Her sene 31 Ekim `de genellikle Batı dünyası ülkelerinde kutlanan bir bayram.
temporal-region;['perşembe', 'cuma akşamı'];Haftanın dördüncü günüdür.
temporal-region;['yıl', 'ay yılı', 'kozmik yıl', 'megaannum', 'mevsim yılı', 'sene', 'ma'];Zaman birimi
temporal-region;['restorasyon'];Stuart Restorasyonu
temporal-region;['tempo', 'prestissimo', 'presto', 'ritardando', 'tempi', 'tempoları'];Müzikte eserin yorumlanma veya icra hızını belirten gösterim.
temporal-region;['6 ocak', 'epifani', 'epifanya', 'ocak 6', 'onikinci gün', 'rabbimiz epiphany', 'three kings günü'];Yeni doğan İsa `nın Üç Müneccim tarafından ziyaretini kutlayan bir Hristiyan bayramı,
theory;['darwinizm', 'darvinizm', 'darvincilik', 'darwinist', "darwin'in evrim teorisi", 'darwinci', 'darwinci evrim'];Charles Darwin `in evrim teorisi için kullanılan terim.
