abstract-region;['product', 'wiskundige product'];Wiskunde
activity;['schaking', 'weglopen', 'schaken', 'elope', 'weg te lopen', 'weggelopen'];Vrouw ontvoeren om met haar samen te wonen of te trouwen.
activity;['afschuring', 'slijtage'];proces van schuren, krabben, slijten, ontsiering of wrijven
activity;['geschutvuur', 'schot', 'geweerschot', 'geweervuur'];ontlading van een vuurwapen
activity;['zang', 'zangkunst', 'zanger', 'zingen', 'vocals', 'cleane zang', 'harmonie zang', 'vocalisten', 'vocalizing', 'vrouwelijke zang', 'zangers'];Muziek laten klinken met de stem
activity;['baden', 'zwemmen'];Activiteit
activity;['offensief', 'klaar om aan te vallen', 'aanval', 'grondoffensief', 'strategische offensief'];Militair
activity;['dekolonisatie', 'dekolonisering'];Het proces waarbij kolonisatie ongedaan gemaakt wordt
activity;['communicatie', 'verbinding', 'communiceren', 'communicatief', 'communicatieproces', 'comunicate', 'communicatieve vaardigheden', 'miscommunicatie', 'sociale communicatie'];Het overbrengen van informatie door middel van het uitwisselen van gedachten, berichten en informatie
activity;['bescherming'];Actie of voorzorgsmaatregel tegen een dreiging, een onzekerheid of mogelijke onaangename gebeurtenis
activity;['wegverkeer', 'trucking', 'binnenhalen', 'goederenvervoer over de weg', 'wegvervoer'];Verkeer dat zich op wegen plaatsvindt
activity;['sedatie', 'drogeren'];Licht verdovingsmiddel dat bij de patiënt wordt toegediend bij kleine ingrepen/onderzoeken.
activity;['acculturatie', 'enculturatie', 'socialisatie', 'inculturatie'];Het wederkerig proces van culturele verandering onder invloed van een andere cultuur
activity;['tenor', 'tenor buffo', 'heldentenor', 'tenore di forza', 'dramatische teneur', 'lyrische tenor', 'tenoren', 'tenorstem'];Zangstem
activity;['keramiek', 'keramische kunst', 'aardewerk', 'keramist', 'kunst aardewerk', 'vaas schilderen'];Kunstvorm gebaseerd op klei
activity;['tien geboden', 'decaloog', '10 geboden', 'de 10 geboden', 'de tien geboden', 'decalogus', 'dekaloog', 'stenen tafelen', 'tien woorden', 'eert uw vader en uw moeder', 'gij zult niet doodslaan', 'gij zult niet echtbreken', 'gij zult niet stelen'];Leefregels van het jodendom en christendom
activity;['zorgplicht', 'boekenonderzoek', 'zorgvuldigheidsplicht', 'redelijke zorg', 'bezetters aansprakelijkheid', 'due diligence', 'gewone zorg', 'zorgvuldigheid'];Gepaste zorgvuldigheid bij het aangaan van een contract met een andere partij
activity;['de eerste spade', 'baanbrekende', 'baanbrekende ceremonie'];Symbolische handeling waarbij de eerste spade in de grond wordt gestoken (aanvang van bouw)
activity;['conchologie', 'conchyliologie', 'concholoog', 'conchology', 'shell verzamelen'];De studie van de schelpen van weekdieren
activity;['numismatiek', 'munten verzamelen', 'muntkunde', 'munten', 'verzamelgebied', 'numismaten', 'numismatische', 'numismatology'];Wetenschappelijke studie van valuta's, munten en papiergeld
activity;['numismatiek', 'munten verzamelen', 'muntkunde', 'munten', 'verzamelgebied', 'numismaten', 'numismatische', 'numismatology'];Munten
activity;['filatelie', 'postzegels verzamelen', 'filatelist', 'philatelie', 'postzegelverzamelen', 'postzegelverzamelaar', 'filatelisten', 'filatelistische', 'postzegelverzamelaars', 'postzegelverzameling'];Liefhebberij voor het verzamelen van postzegels
activity;['oktoberrevolutie', 'russische revolutie', 'derde russische revolutie', 'russische revolutie van 1917'];Bepalende gebeurtenis in de geschiedenis van Rusland.
activity;['timmerwerk', 'houtbewerking', 'timmerlieden'];houtbewerking door een timmerman/vrouw
activity;['boekbinden', 'boekbinderij', '12mo', 'boekbinding', 'perfect gebonden', 'perfecte binding'];boek
activity;['tuinieren', 'tuinbouw', 'hovenieren', 'tuinbouwkunde', 'horticultuur', 'tuinier', 'tuinders', 'plantenteelt', 'tuinder'];Is gedefinieerd als de teelt van planten, voornamelijk voor voedsel, materialen, comfort en schoonheid
activity;['keizersnede', 'c-sectie', 'sectio caesarea', 'hysterotomie', 'sectio', 'keizersnee', 'sectio parva', 'abdominale levering', 'keizersnede levering', 'keizersnede sectie'];Medische ingreep waarbij een kind via een snede in de buik ter wereld komt
activity;['girl on the run'];Muziekalbum van Victoria Silvstedt
activity;['neerslag', 'hydrometeor'];Atmosfeer
activity;['rally', 'rally rijden', 'rallysport', 'rallyrijder', 'autorally', 'rallycoureur', 'rallynavigator', 'rally auto', 'rallye'];Sport
activity;['bergrede'];openbaar optreden van Jezus
activity;['première', 'premiere', 'wereldpremiere', 'wereldpremière', 'film in première', 'filmpremières'];Eerste openbare uitvoering van een werk
activity;['disciplined breakdown'];Muziekalbum van Collective Soul
activity;['gedwongen onderhandse verkoop', 'uitsluiting', 'executierecht', 'executie', 'executoriale verkoop', 'onderhandse executie', 'executiegeschil', 'parate executie', 'reele executie', 'reële executie', 'afgeschermd', 'afscherming', 'faillissementen'];Recht
activity;['bas', 'basstem', 'basis', 'bas zanger', 'basso', 'basso buffo'];Zangstem
activity;['cartografie', 'kartering', 'kartografie', 'cartograaf', 'kaartenmakers', 'cartografische', 'mapmaking', 'cartografen'];de techniek om kaarten te vervaardigen
activity;['gravimetrie', 'hydrometrie', 'areometrie', 'gravimetrische'];Geofysica
activity;['orgasme', 'klaarkomen', 'climax', 'hoogtepunt', 'seksuele bevrediging', 'seksuele climax'];Ontlading van seksuele spanning in het menselijk lichaam
activity;['president van de verenigde staten', 'bondspresident', 'amerikaanse president', 'potus', 'amerikaanse presidentschap', 'president van amerika', 'president van de verenigde staten van amerika', 'president van de vs', 'presidenten van de vs', 'chief executive', 'president van de verenigde staten amerika', 'u.s president', 'u s president', 'voorzitter', 'voorzitter van verenigde staten', 'voorzitterschap van de verenigde staten', 'vs voorzitterschap'];Staatshoofd van de Verenigde Staten van Amerika
activity;['fabricage', 'productieproces', 'fabrikaat', 'industrie', 'serieproductie', 'industriële productie', 'productie', 'fabrikanten', 'lichte productie', 'metaalproductie', 'produceert', 'productie bedrijf', 'vervaardigd'];Economische activiteit
activity;['roeping', 'carrière', 'loopbaan', 'religieuze roeping', 'roepen', 'roepingen'];Idee
activity;['corregidor', 'bataan'];Eiland van de Filipijnen
activity;['rentmeesterschap', 'rentmeester', 'kastelein', 'kasteelvoogd', 'slotvoogd'];Beroep
activity;['minister-president', 'premier van het verenigd koninkrijk', 'eerste minister', 'mp', 'premier', 'regeringsleider', 'britse premier', 'eerste minister van het verenigd koninkrijk', 'minister president van het verenigd koninkrijk', 'prime minister of the united kingdom'];Brits eerste minister
activity;['lijst van amerikaanse ministers van transport', 'minister van transport'];minister van Transport van de Verenigde Staten
activity;['decanaat', 'dekenaat', 'dekenij', 'dekenaten'];Onderdeel van een bisdom
activity;['baan', 'werk', 'beroep', 'betrekking', 'job', 'bezigheid', 'dienstverband', 'functie', 'métier', 'positie', 'post', 'professie', 'stiel', 'vak', 'arbeid', 'nering', 'onderneming', 'zaak', 'zakenwereld', 'zaken', 'zakenleven', 'activiteit', 'bezetting', 'lijn van het werk', 'vacature'];Arbeid (werken) in economische zin
activity;['onderwijs', 'didactiek', 'onderricht', 'opleiding', 'instructie', 'les', 'onderwijssysteem', 'scholing', 'cursus', 'opvoeding', 'opvoedkunde', 'educatie', 'educatief', 'instructief', 'leerrijk', 'leerzaam', 'onderwijsinstelling', 'vooropleiding', 'pedagoog', 'beroepsonderwijs', 'educatieve', 'onderwijsactiviteit', 'opgeleid', 'opleiden', 'opvoeders'];Het overbrengen van kennis en vaardigheden
activity;['jacht', 'jachtpartij', 'weidspel', 'weispel', 'overbejaging', 'jagen', 'drijfjacht', 'drukjacht', 'faunabeheer', 'hoogzit', 'jachtakte', 'jachthut', 'voetjacht', 'jagers', 'kwartels jacht'];Opsporen, vervolgen, bemachtigen en doden van wilde dieren
activity;['februarirevolutie', 'februari-revolutie'];1917
activity;['amerikaanse revolutie', 'amerikaanse onafhankelijkheidsoorlog', 'amerikaanse onafhankelijkheidsstrijd', 'amerikaanse vrijheidsoorlog', 'geschiedenis van de amerikaanse vrijheidsoorlog', 'oorlog van de amerikaanse onafhankelijkheid'];Amerikaanse revolutie
activity;['detailhandel', 'speelgoedwinkel', "in 't klein verkopen", 'magazijn', 'winkel', 'retail', 'b2c', 'kleinhandel', 'detailhandelaar', 'kleinhandelaar', 'retailer', 'speelgoedhandel', 'winkels', 'business-to-consumer', 'een speelgoedwinkel', 'retailers', 'retailmarkt', 'speciaalzaken', 'speciaalzaken pubs'];verkoopactiviteiten aan consument
activity;['dorsen'];Landbouwkundig proces
activity;['mantinea', 'mandinia', 'mandinía', 'mantineia'];Nederzetting in Griekenland
activity;['rensport', 'paardenrennen', 'harddraverij', 'paardenracesport', 'paardenrace', 'paardenrenwedstrijd', 'paardenraces', 'pony racen', 'renpaard', 'renpaarden'];Dorp in Rusland
activity;['skateboarden', 'crooked', 'skateboarder', 'professionele skateboarder', 'skate video', 'skateboarders'];Extreme sport
activity;['bewolking', 'bedekkingsgraad', 'wolkendek', 'wolkenlaag', 'bewolkt', 'bewolkte'];deel van de hemel dat boven een bepaald punt bedekt is
activity;['gallipoliveldtocht', 'gallipoli tijdens de eerste wereldoorlog', 'slag om gallipoli', 'dardanellenveldtocht', 'slag om çanakkale', 'dardanellencampagne', 'dardanellen campagne'];veldtocht op het schiereiland Gallipoli op 25 april 1915 tot 9 januari 1916
activity;['magnetic resonance imaging', 'mri-scanner', 'mri-scan', 'emmerie', 'kernspintomografie', 'relaxatietijd mri-scanner', 'magnetische resonantie beeld', 'mri', 'mri scans'];Kernspintomografie
activity;['magnetic resonance imaging', 'mri-scanner', 'mri-scan', 'emmerie', 'kernspintomografie', 'relaxatietijd mri-scanner', 'magnetische resonantie beeld', 'mri', 'mri scans'];Medisch apparatuur
activity;['oorlog', 'oorlogvoering', 'krijg', 'krijgsvoering', 'oorlogsvoering', 'krijgsbedrijf', 'strijd', 'gewapend conflict', 'gewapende conflicten', 'militaire conflict', 'oorlogen'];Gewapende strijd
activity;['afgoderij', 'idool', 'afgodendienst', 'baälsdienst', 'idolatrie', 'afgodsbeeld', 'afgodendienaars', 'afgodendienaren', 'afgodisch', 'vals idool', 'valse idool'];Afgodsbeeld
activity;['simonie', 'handel in geestelijke ambten', 'handel in geestelijke privileges', 'simonisme', 'simoniacal'];het uit winstbejag verhandelen van geestelijke goederen of ambten
activity;['discipline', 'tucht', 'disciplinaire', 'tuchtmeester'];handhaving van discipline
activity;['verhuizing'];Veranderen van woonadres
activity;['alliteratie', 'stafrijm', 'germaanse rijm', 'letterrijm', 'aliteratie', 'alliteratieve rijm', 'allitteratie', 'allitererende', 'begin rijm', 'eerste rijm', 'hoofd rijm'];Stijlfiguur
activity;['echografie', 'ultrageluid', 'ultrasoon', 'echo-onderzoek', 'echoscopie', 'ultrasone', 'ultrasone trillingen', 'ultrasoon geluid', 'echogram', "echo's", 'medisch ultrageluid', 'medische echografie', 'ultrasone golven'];Schanantongo
activity;['motregen', 'drupregen', 'gemiezer', 'miezer', 'stofregen', 'motsneeuw', 'motregenen'];Lichte neerslag
activity;['filantropie', 'filantroop', 'filantrope', 'filantropen', 'filantropische', 'filantropische gift', 'filantropische organisatie'];Inspanning om welzijn van de mensheid te verbeteren door liefdadige hulp of geld
activity;['regen', 'regenval', 'hemelwater', 'neerslag', 'regenbui', 'regenwater', 'regendruppel', 'rains', 'regen storm'];Neerslag
activity;['dienst', 'service'];Handeling(en) in het belang/tot het nut van een ander persoon of bedrijf
activity;['tuinontwerp', 'tuinarchitectuur', 'landschapsarchitectuur'];Ontwikkelen en decoratief aanplanten van tuinen en terreinen
agent-driven-role;['rol', 'persona', 'deel', 'karakter', 'personae', 'personas', 'theatrale rol'];Personage, gespeeld door een acteur
agent-driven-role;['influence'];lied van Tove Lo
agent-driven-role;['telegrafist', 'vonkenboer'];iemand die met behulp van een elektrische telegraaf berichten zendt en ontvangt
agent-driven-role;['bob', 'bob jij of bob ik?', 'bewust onbeschonken bestuurder', 'bob jij of bob ik', 'aangewezen bestuurder'];Nederlandse campagne m.b.t. alcoholgebruik in het verkeer
agent-driven-role;['center'];Ljubljana
agentive-figure;['ltd', 'naamloze vennootschap', 'besloten vennootschap', 'ld.', 'prive-vennootschap op aandelen', 'vennootschappen met beperkte aansprakelijkheid'];Wikimedia-doorverwijspagina
agentive-figure;['ondernemingsraad', 'or', 'personeelsvertegenwoordiging', 'ondernemingsraden'];type medezeggenschapsorgaan in Nederland
agentive-figure;['held', 'heldin', 'heldinnen', 'nationale helden', 'oorlogsheld'];Persoon onderscheiden door uitzonderlijke moed, adel en kracht
agentive-figure;['held', 'heldin', 'heldinnen', 'nationale helden', 'oorlogsheld'];Film uit 2011
agentive-figure;['centaur', 'kentaur', 'paardmens', 'onocentaur', 'centauren'];Mythologie
agentive-figure;['amphisbaena'];Fabeldier
agentive-figure;['oger', 'boeman', 'ogre', 'ogres'];Folklore
agentive-figure;['sisyphos', 'sisiphus', 'sisyfus', 'sisyphus', 'sisyphusarbeid', 'sysiphos', 'sisyfusarbeid'];Figuur uit de Griekse mythologie
agentive-figure;['midas', 'koning midas heeft ezelsoren'];Mythologie
agentive-figure;['cerberus', 'kerberos', 'helhond', 'cerberos', 'hellehond', 'hellhound'];hond die een verband heeft met de Onderwereld en Hel
agentive-figure;['orpheus'];Mythologie
agentive-figure;['procrustes', 'polypemon', 'damastes'];figuur uit de Griekse mythologie
agentive-figure;['hektor', 'hector', 'afblaffen', 'afschrikken', 'bang maken', 'intimideren', 'overdonderen', 'terroriseren', 'tiranniseren', 'hector van troje'];Mythologie
agentive-figure;['scylla', 'skylla'];nimf getransformeerd in een zeemonster door Circe in de Griekse mythologie
agentive-figure;['oedipus', 'oidipous', 'oidipus', 'koning oedipus', 'oedipus rex'];Koning uit de griekse mythologie
agentive-figure;['tantalus', 'tantalos', 'chlorocebus tantalus'];Grieks mythologisch figuur, zoon van Zeus
agentive-figure;['amazonen', 'amazone'];vrouwelijke strijders in de Griekse mythologie
agentive-figure;['helena', 'eliene', 'helena van sparta', 'helena van troje', 'helen of troy'];figuur uit de Griekse mythologie
agentive-figure;['antigone'];Dochter van Oedipus
agentive-figure;['priamos', 'priamus'];Personage in werk van Homerus
agentive-figure;['laocoön', 'laocoon', 'laokoon', 'laokoön'];Personage in werk van Homerus
agentive-figure;['harpij', 'harpijen', 'aello', 'kelaino', 'ocypete', 'okipete', 'podarge'];Mythologie
agentive-figure;['hoeri', 'houri'];Wikimedia-lijst
agentive-figure;['kibboets', 'kibbutz', 'kiboets', 'kibboetsen', 'kibutz'];Collectivistisch type landbouwnederzetting in Israël
agentive-figure;['golem', 'golems'];Legende
agentive-figure;['brünnhilde', 'brunnhilde', 'brunhild', 'brynhild'];Walkure in de Germaanse Mythologie
agentive-figure;['woland'];Personage uit De Meester en Margarita
agentive-figure;['duitse rijk', 'duitse keizerrijk', 'duitse monarchie', 'keizerrijk duitsland', 'tweede duitse rijk', 'tweede rijk', 'hohenzollern imperium'];Voormalig land in centraal Europa
agentive-figure;['franchise', 'handel', 'franchisenemer', 'franchising', 'franchisesysteem', 'franchisegever'];Businessmodel en merk van een firma huren voor een bepaalde periode
agentive-figure;['bedrijf', 'corporatie', 'firma', 'onderneming', 'bedrijven', 'corp'];Onderneming
agentive-figure;['leger des heils', 'internationale leger des heils', 'leerstellingen'];Organisatie uit Noorwegen
agentive-figure;['koor', 'priesterkoor', 'sanctuarium', 'hoogkoor', 'katern', 'koorbanken', 'koorgestoelte'];Deel van een kerk
agentive-figure;['peace corps', 'ontwikkelingshulp', 'ontwikkelingswerk', 'u.s. peace corps', 'us peace corps', 'vredeskorps', 'verenigde staten peace corps'];Amerikaanse vrijwillgersorganisatie van de overheid
agentive-figure;['schaakclub', 'schaakvereniging'];Denksportvereniging
agentive-figure;['naamloze vennootschap', 'n.v.', 'naamloos vennootschap', 'societe anonyme', 'société anonyme', 'naamloze', 'naamloze vennootschappen', 'besloten vennootschap op aandelen'];Rechtsvorm voor bedrijven in Nederland, België en Suriname
agentive-figure;['kartel', 'economisch kartel', 'kartelvorming', 'mededingingsregeling', 'corporate trust', 'kartels'];Economie
agentive-figure;['freddie mac', 'federal home loan mortgage corporation', 'fhlmc'];Bedrijf uit Verenigde Staten van Amerika
agentive-figure;['maatschappij', 'privaatrechtelijke onderneming', 'beursgenoteerd bedrijf', 'nauwe samenwerking', 'gesloten corporatie', 'niet-beursgenoteerde bedrijven', 'particuliere', 'particuliere bedrijf', 'particuliere bedrijven', 'particuliere onderneming', 'private onderneming', 'prive-onderneming'];Onderneming
agentive-figure;['benelux', 'benelux unie', 'verbond der lage landen', 'benelux-landen', 'benelux economische unie'];Unie tussen België, Nederland en Luxemburg
agentive-figure;['john falstaff', 'sir john falstaff', 'falstaff'];Personage in werk van Shakespeare
