abstract-region;['ຕຳລາຂັ້ນສອງ'];ຕຳລາຂັ້ນສອງ ແມ່ນ ຕຳລາພະຫຸພົດ ທີ່ມີຮູບຮ່າbhgnnhbb f = a x 2 + b x + c {\displaystyle f=ax^{2}+bx+c\,\!}, where a ≠ 0 {\displaystyle a\neq 0\,\!}.
agentive-physical-object;['ໄດໂນເສົາ', 'dinosaur', 'ດີໂນຊອກ', 'ດີໂນໂຊ', 'ດີໂນໂຊກ'];ໄດໂນເສົາ (ອັງກິດ: Dinosaur) ຫຼື ດີໂນໂຊ (ຝະລັ່ງ: Dinosaure) ແມ່ນຊື່ເອີ້ນໂດຍລວມຂອງສັດເດິກດຳບັນໃນອັນດັບໃຫຍ່ Dinosauria ເຊິ່ງເຄີຍຄອງລະບບນິເວດເທິງພື້ນພິພົບ ໃນມະຫາຍຸກມີໂຊໂຊອິກ ເປັນເວລາດົນເຖິງ 165 ລ້ານປີ ກ່ອນຈະສູນພັນ ໄປເມື່ອ 65 ລ້ານປີທີ່ແລ້ວ.
agentive-physical-object;['ມ້າລາຍ', 'zebra'];ມ້າລາຍ (ອັງກິດ: Zebra) ແມ່ນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມກີບຄີກທີ່ຈັດຢູ່ໃນສະກຸນມ້າ.
agentive-physical-object;['ໜູຖົງ', 'kangaroo'];ໜູຖົງ ຫຼື ຈິງໂຈ້ ຫຼື ກັງກູລູ (ຝະລັ່ງ: kangourou) ຈັດຢູ່ໃນຟີລັມສັດມີແກນສັນຫຼັງ ຊັ້ນສັດລ້ຽງລູກດ້ວຍນົມປະເພດສັດມີຖົງໜ້າທ້ອງໃນໂຕເມຍສຳລັບແພ່ຂະຫຍາຍພັນແລະເປັນທີ່ຢູ່ອາໄສຂອງລູກອ່ອນ ນັບເປັນສັດໃນປະເພດນີ້ທີ່ມີຂະໜາດໃຫຍ່ ແລະເປັນສັດປະຈຳທ້ອງຖິ່ນຂອງອົດສະຕາລີ.
agentive-physical-object;['ເສືອ'];ເສືອ (ອັງກິດ: tiger) ແມ່ນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມໃນວົງຟິລິດີ ອັນເປັນວົງດຽວກັບແມວໂດຍຊະນິດທີ່ເອີ້ນວ່າເສືອມັກມີຂະໜາດລຳໂຕຄ່ອນຂ້າງໃຫຍ່ກວ່າ ແລະອາໄສຢູ່ພາຍໃນປ່າ.
agentive-physical-object;['ວົງຍ່ອຍສິງທະເລ', 'ສິງທະເລ', 'ສິງໂຕທະເລ'];ສິງທະເລ (Otariinae) ສັດທີ່ຈັດຢູ່ໃນສະກຸນແມວນ້ຳມີຫູ ວົງສັດຕີນຄີ ອັນຢູ່ໃນຟີລຳສັດມີແກນສັນຫຼັງ ຊັ້ນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມອັນດັບສັດກິນຊີ້ນ
agentive-physical-object;['ງົວປ່າອາເມລິກາ', 'bison'];ງົວປ່າອາເມລິກາ ຫຼື ໄບຊັນ (ອັງກິດ: bison) ເປັນສັດລ້ຽງລູກດ້ວຍນົມທີ່ຈັດຢູ່ໃນວົງງົວແລະຄວາຍ ອາໄສຢູ່ໃນທະວີບອາເມລິກາ.
agentive-physical-object;['ໜູ'];ໜູ (ອັງກິດ: Rat, ຊື່ວິດທະຍາສາດ: Rattus) ຫຼື ໜູໃຫຍ່ ເປັນສະກຸນຂອງສັດແຂ້ວແທະ ທີ່ຢູ່ໃນວົງ Muridae ໃຊ້ຊື່ສະກຸນວ່າ Rattus ມີການກະຈາຍພັນຢູ່ໃນຊີກໂລກທີ່ເອີ້ນວ່າ "ໂລກເກົ່າ" ອັນໄດ້ແກ່ ທະວີບອາຊີ ເອີລົບ ແລະ ອາຟະລິກ.
agentive-physical-object;['ໜູຖົງຊາຍ'];ໜູຖົງຊາຍ ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ ມີເຊື້ອສາຍໃກ້ຄຽງກັບໜູຖົງ.
agentive-physical-object;['ສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ', 'ສັດລ້ຽງລູກດ້ວຍນົມ', 'mammal', 'mammalia'];ສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ (ອັງກິດ: Mammalia) ຈັດຢູ່ໃນຟີລຳສັດມີແກນສັນຫຼັງ ໂດຍຄຳວ່າ Mammalia ມາຈາກຄຳວ່າ Mamma ອັນແປວ່າ "ໜ້າເອິກ" ແມ່ນກຸ່ມຂອງສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ ທີ່ມີການວິວັດທະນາການແລະພັດທະນາຮ່າງກາຍທີ່ດີຫຼາກຫຼາຍປະການ ລວມທັງມີລະບົບປະສາດອັນກ້າວໜ້າ ສາມາດໃຊ້ຊີວິດໄດ້ໃນທຸກສະພາບແວດລ້ອມ.
agentive-physical-object;['ຄວາຍ', 'ຄວາຢ', 'bubalus bubalis'];ຄວາຍ (ອັງກິດ: water buffalo, ຝະລັ່ງ: buffle d'Asie) ຈັດຢູ່ໃນຟີລຳສັດມີແກນສັນຫຼັງ ຊັ້ນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ.
agentive-physical-object;['ຜັກທຽມ', 'allium sativum'];ຜັກທຽມ (ອັງກິດ: Garlic) ໃນຜັກບົ່ວຫລາຍປີ, ໄດ້ນໍາໃຊ້ເປັນເຄື່ອງເທດຫົວຜັກ.
agentive-physical-object;['ແຫຼວ'];ແຫຼວ (ອັງກິດ: Falcon, Hawk, Kite, Kestrel) ເປັນນົກຈັດຢູ່ໃນສະກຸນ Falco ເຊິ່ງຢູ່ໃນກຸ່ມນົກລ່າເຫຍື່ອທີ່ຢູ່ໃນອັນດັບ Falconiformes ແລະວົງ Falconidae.
agentive-physical-object;['ໝາແຜງ', 'hyena'];ໝາແຜງ ຫຼື ໄຮຢີນາ ຫຼື ຮີແຢນ ເປັນສັດລ້ຽງລູກດ້ວຍນົມໃນອັນດັບສັດກິນຊີ້ນວົງໜຶ່ງ ໂດຍໃຊ້ຊື່ວົງວ່າ Hyaenidae.
agentive-physical-object;['ງົວ', 'bos primigenius taurus', 'cow', 'ລູກງົວ'];ງົວ ເປັນສັດມີກີບຕີນ ເປັນສັດພາຫະນະຈຳພວກປະສຸສັດແລະເປັນສັດຄ້ຽວເອື້ອງ ໃຊ້ສຳລັບແກ່ກຽນ.
agentive-physical-object;['ອູດແກະ', 'vicugna pacos'];ອູດແກະ (ໂຕເຕັມ: 羊駝. ໂຕຫຍໍ້:羊驼. ພິນອິນ: yáng tuó "ຢາງ ໂຖວ") ມີຊື່ທາງວິທະຍາສາດວ່າ Vicugna pacos ເປັນສັດລ້ຽງໃນຕະກູນອູດ (camelid) ໃນທະວີບອາເມລິກາໃຕ້ ມີລັກສະນະຄ້າຍຄຶງກັບອູດແກະໃຫຍ່.
agentive-physical-object;['ໝາກມີ້'];ໝາກມີ້ (ອັງກິດ: jackfruit. ຝະລັ່ງ: jacquier, ຊື່ວິທະຍາສາດ: Artocarpus heterophyllus ຫຼື A. heterophylla) ແມ່ນໄມ້ໝາກຢືນຕົ້ນໃນວົງ Moraceae ມີຖິ່ນກຳເໜີດໃນອາຊີໃຕ້ແລະແພ່ຫຼາຍມາຍັງອາຊີຕາເວັນອອກສຽງໃຕ້ແລະໄດ້ຮັບຄວາມນິຍົມຫຼາຍໃນຄາບສະໝຸດມະລາຍູ.
agentive-physical-object;['ຊ້າງທະເລ', 'odobenus rosmarus', 'walrus'];ຊ້າງທະເລ (ອັງກິດ: walrus, ຝະລັ່ງ: morse) ຫຼື ມອກ ຮູບຮ່າງຄ້າຍ ສິງທະເລ ແຕ່ໂຕໃຫຍ່ກວ່າຫຼາຍແລະມີແງຍາວ.
agentive-physical-object;['ນີແອນເດີທອນ'];ນີແອນເດີທອນ ຫຼື ຄົນເນອັງແດກຕານ ເປັນແອສະແປດທີ່ສູນພັນໄປແລ້ວ ເຄີຍມີຊີວິດເທິງໂລກປະມານ 40,000 ຫາ 28,000 ປີທີ່ແລ້ວ.
agentive-physical-object;['ແມວ', 'felis silvestris catus', 'cat'];ແມວ ຫຼື ແມວເຮືອນ (ອັງກິດ: cat, ຝະລັ່ງ: chat, ຊື່ວິທະຍາສາດ: Felis catus) ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ ຢູ່ໃນຕະກູນ Felidae ເຊິ່ງເປັນຕະກູນດຽວກັບສິງແລະເສືອດາວ.
agentive-physical-object;['ງົວ', 'bos primigenius taurus', 'cow', 'ລູກງົວ'];ງົວ ເປັນສັດມີກີບຕີນ ເປັນສັດພາຫະນະຈຳພວກປະສຸສັດແລະເປັນສັດຄ້ຽວເອື້ອງ ໃຊ້ສຳລັບແກ່ກຽນ.
agentive-physical-object;['ໝູງວງ'];ໝູງວງ (ອັງກິດ: Tapir) ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມກິນພືດຂະໜາດໃຫຍ່.
agentive-physical-object;['ກວາງອູດ', 'alces alces'];ກວາງອູດ ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ ສ່ວນຫຼາຍຢູ່ໃນທະວີບອາເມລິກາເໜືອ.
agentive-physical-object;['ໝີ', 'ຫມີ'];ໝີ (ອັງກິດ: bear) ເປັນສັດທີ່ຈັດຢູ່ໃນຟີລຳສັດມີແກນສັນຫຼັງ ຊັ້ນສັດລ້ຽງລູກດ້ວຍນົມ ອັນດັບສັດກິນຊີ້ນ ຈັດຢູ່ໃນວົງ Ursidae ອອກລູກເປັນໂຕ ຕາແລະໃບຫູກົມເລັກ ຮິມສົບແຍກຫ່າງອອກຈາກເຫງືອກ ສາມາດຢືນແລະຍ່າງດ້ວຍຂາຫຼັງໄດ້.
agentive-physical-object;['ແຮດ'];ວັນນະຍຸດ ໝາຍເຖິງ ລະດັບສຽງ ຫຼື ເຄື່ອງໝາຍແທນລະດັບສຽງ ເຊິ່ງກຳກັບພະຍາງຂອງຄຳໃນພາສາ.
agentive-physical-object;['ມ້າແມ່ນ້ຳ', 'ຊ້າງນ້ຳ', 'hippopotamus amphibius'];ມ້າແມ່ນ້ຳ ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ.
agentive-physical-object;['ປະສຸສັດ'];ປະສຸສັດ ແມ່ນສັດລ້ຽງຫຼືສັດເສດຖະກິດທີ່ໃຊ້ວຽກ ແລະເປັນອາຫານ.
agentive-physical-object;['ສາລີ້', 'ໝາກຈອງ', 'ໝາກປົວ', 'ໝາກສາລີ້'];ສາລີ້ (ຈີນ: 梨) ແມ່ນໄມ້ທີ່ຢູ່ໃນສະກຸນສາລີ້ (Pyrus) ແລະ ວົງກຸຫຼາບ Rosaceae ມີໝາກທີ່ກິນໄດ້.
agentive-physical-object;['ແລກຄູນ', 'ໜູລ້າງນ້ຳ', 'procyon lotor', 'raccoon'];ໜູລ້າງນ້ຳ ຫຼື ໝີລ້າງນ້ຳ ຫຼື ແລກຄູນ ແມ່ນສັດລ້ຽງລູກດ້ວຍນົມຊະນິດໜຶ່ງ ໃນອັນດັບສັດກິນຊີ້ນ.
agentive-physical-object;['ລູກຄິດ'];ລູກຄິດ ແມ່ນ ເຄື່ອງມືຄິດໄລ່ ທີ່ ໂດຍທົ່ວໄປ ມັກຖືກສ້າງໂດຍ ຂອບໄມ້ ແລະ ໜ່ວຍ ເລື່ອນໄປມາ.
agentive-physical-object;['ດອກກ້ວຍໄມ້ຝະລັ່ງ', 'brassica oleracea var. italica'];ດອກກ້ວຍໄມ້ຝະລັ່ງ (ຈີນ: 西蘭花) ຫຼື ດອກກະຫຼຳ່ຂຽວ (ຈີນ: 青花菜) ຫຼື ບະໂລໂກລີ (ຝະລັ່ງ: brocoli) ຈັດຢູ່ໃນຜັກກະກູນກະຫຼ່ຳ ມີຊື່ທາງວິດທະຍາສາດວ່າ Brassica oleracea var.
agentive-physical-object;['ເໝ້ນ', 'ເໝັ້ນ'];ເໝ້ນ (ອັງກິດ: Porcupine, ອັນດັບຍ່ອຍ: Hystricomorpha) ແມ່ນອັນດັບຍ່ອຍຂອງສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ ໃນອັນດັບສັດແຂ້ວແທະ (Rodentia).
agentive-physical-object;['ຫ່ານຢິ່ງຢີ້'];ຫ່ານຢິ່ງຢີ້ ຫຼື ນົກມັງໂຊ ຫຼື ນົກເພນກວິນ ເປັນນົກທີ່ຢູ່ໃນວົງ Spheniscidae ອັນດັບ Sphenisciformes.
agentive-physical-object;['ໝີໄຮ້ຫາງ', 'phascolarctos cinereus'];ໝີໄຮ້ຫາງ ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມ ມີຖິ່ນກຳເໜີດຈາກທະວີບອົດສະຕາລີ.
agentive-physical-object;['ວົງເຫງັນ'];ວົງເຫງັນ (ອັງກິດ: Civet, Genet) ແມ່ນວົງສັດຈັດຢູ່ໃນຟີລຳສັດມີແກນສັນຫຼັງ ຊັ້ນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມອັນດັບສັດກິນຊີ້ນຈຳພວກນຶ່ງ.
agentive-physical-object;['ກະເພາະໜາມ'];ກະເພາະໜາມ (ຈີນ: 刺蝟) ຫຼື ເຮດຮອກ (ອັງກິດ: hedgehog) ຫຼື ເຮຣີຊົງ (ຝະລັ່ງ: hérisson) ເປັນສັດລ້ຽງລູກດ້ວຍນ້ຳນົມຂະໜາດນ້ອຍທີ່ຢູ່ໃນວົງຍ່ອຍ Erinaceinae ໃນວົງສ໌ໃຫຍ່ Erinaceidae.
agentive-physical-object;['piranha'];Piranha, ສະມາຊິກຂອງຄອບຄົວ Serrasalmidae, ຫຼືສະມາຊິກຂອງ Serrasalminae subfamily ພາຍໃນຄອບຄົວ tetra, Characidae ໃນ Characiformes, ແມ່ນປານ້ ຳ ຈືດທີ່ອາໄສຢູ່ແມ່ນ້ ຳ ຂອງອາເມລິກາໃຕ້, ເຂດນ້ ຳ ຖ້ວມ, ທະເລສາບແລະອ່າງເກັບນ້ ຳ.
agentive-physical-object;['ເປັດ'];ເປັດ ເປັນສັດປີກໃນວົງນົກເປັດນ້ຳ (Anatidae) ສົບແບນ ຕີນແບນ ລະຫວ່າງນິ້ວມີພັງຜືດຍຶດຕິດກັນເພື່ອໃຫ້ສະດວກສະບາຍໃນການລອຍນ້ຳ ໂຕມີຫຼາກຫຼາຍສີ ແມ່ນ ນ້ຳຕານ ຂາວ ຂຽວ ບົວ ມ່ວງ ຂະໜາດນ້ອຍກວ່າຫ່ານ ລອຍນ້ຳເກັ່ງ ກິນປາ ພວກພືດນ້ຳແລະສັດນ້ອຍ ໆ ມີກົກກະກູນມາຈາກເປັດແມລາດ (Anas platyrhynchos).
agentive-physical-object;['ທະນີ'];ທະນີ (ວົງ: Hylobatidae. ອັງກິດ: Gibbon) ຈັດຢູ່ໃນຟີລຳສັດມີແກນສັນຫຼັງ ຊັ້ນສັດລ້ຽງລູກດ້ວຍນົມ ອັນດັບວານອນ (Primates) ເປັນລິງບໍ່ມີຫາງ ເຊິ່ງຈັດໃຫ້ຢູ່ໃນວົງ Hylobatidae ແລະຈັດໃຫ້ເປັນ 1 ໃນ 4 ລີງທີ່ມີຄວາມໃກ້ຄຽງກັບມະນຸດຫຼາຍທີ່ສຸດ ເຊິ່ງປະກອບໄປດ້ວຍ ທະນີ, ຈິມແປນຊີ, ອຸລັງອຸຕັງ, ກໍລິລາ ໂດຍທະນີຈະມີຄວາມໃກ້ຄຽງມະນຸດໜ້ອຍທີ່ສຸດໃນບັນດາລີງໄຮ້ຫາງທັງ 4 ນີ້ ເນື່ອງຈາກມີແຂນຂາເລັກແລະຍາວ ມີແຂ້ວແງທີ່ແຫຼມຄົມ ແລະໃຊ້ຊີວິດຫາກິນຢູ່ເທິງກົກໄມ້ຫຼາຍກວ່າພື້ນດິນ.
