abstract-region;['taran'];Taran Xisaab ahaan waa natiijada Iskudhufasho laba walxoox.
agentive-physical-object;['deero'];Deero waa xayawaan duurjoog gaar ahaan asalka naasleyda ah, oo ku nool qaaraha oo dhan gaar ahaan meelaha kulul, Deerada ayaa lagu tiriyaa noolayaasha aduunka ugu dheereeya tiyada oo ordi karta 100 km saacadii, afrika iyo koonfur aasiya ayay aad ugu badantahay, Noocyada deerada ayaan lasoo koobi karin, waxaan lagu qiyaasa ilaa 15 nooc.
agentive-physical-object;['biciid', 'oryx'];Biciid waa xayawaan ku dhaqan duurka kaasi oo ka mid ah bahda naasleyda ee qaraabada yihiin Goodirka iyo deeroda.
agentive-physical-object;['shabeel', 'panthera tigris'];Shabeel waa xayawaan ka mid ah Bahda Bisada kaas oo cuna hilibka, isla markaana ku nool duurka.
agentive-physical-object;['libaax', 'panthera leo', 'aar'];Libaax, Aar waa xayawaan aad u weyn oo duurjoog ah oo hilibka cuna.
agentive-physical-object;['boolo'];Boolo ama Boolo Boolo waa shimbir dalqo weyn leh oo afka biyo ama malaay ku qaadato.
agentive-physical-object;['geed hindi'];Geed Hindi magaciisa caalamiga ah waa geed aad u weyn oo ka baxo dalal badan oo ka mid ah Caalamka, waxoona asal ahaan ka soo jeedaa dalka Hindiya.
agentive-physical-object;['geed walaayo'];Geed Walaayo waa geed ka baxo koonfurta dalka Soomaaliya iyo wadamada caalamka.
agentive-physical-object;['goriila'];Goriila waa nooc ka mid daayeerka kaas oo aad u weyn,
agentive-physical-object;['mas'];Mas waa xayawaan dhuuban, dheer oo duurjoog ah.
agentive-physical-object;['jirjiroole'];Jirjiroole ama Geel dhugeeye waa bahal yar oo qalajista shabaha, oo hadba midab isku yeela.
agentive-physical-object;['haramcad', 'harimacad', 'acinonyx jubatus'];Haramcad sidoo kale loo yaqaano Harimacad waa xayawaan ku nool duurka, ama baadiyaha, waxeena ku kala noolyihiin qaaradaha Afrika iyo Aasiya.
agentive-physical-object;['raqay', 'tamarindus indica'];Raqay ama xamar waa geed miro dhanaan ah waxuu ka baxaa dalka Soomaaliya iyo meelo badan oo caalamka kamid ah gaar ahaan wadamada Afrika qaarkood iyo wadamada Aasiya.
agentive-physical-object;['buti', 'oorso'];Buti waa xayawaan aad u wany oo duurjoog ah, taas oo ka mid ah xayawaanka naasleyda ah.
agentive-physical-object;['wiyil'];Wiyil waxay ka mid tahay duur joogta naasleyda ah ee waaweyn ee ku nool labada qaaradood ee Afrika iyo Aasiya.
agentive-physical-object;['jeer', 'hippopotamus amphibius'];Jeer waa xayawaan ku nool Biyaha iyo Berigaba oo Naasley ah, waxoo u badanyahay wabiyada.waa xayawaan ku nool dhulka saxaraha ka hooseeya ee Afrika.Waa xayawaanka sadexaad ee Berri kunoosha ugu miisaanka culus isagoo weliba aad uga gaaban Geriga.
agentive-physical-object;['dhaga yare', 'syzygium aromaticum'];Dhaga yare waa miraha geedk dhireedka dhaga yaraha, waxaa laga helay jasiiraha maluku ee indoniisiya waa hore, waxaano loo adeegsada carfinta cuntada iyo cabitaanada, soo saarida iyo ka ganacsiga dhaga yaraha ayaa lambar kow ugu jira wadamada Madagaskar, zanzibar, tansaaniya, Bangaaladeesh, Indonisiya bakistaan, hindiya, iyo siri laanka, dhaga yaraha ayaa sidoo kale daawo ahaan loo adeegsadaa, waxaana laga miiraa saliid u fiican caloosha iyo ilkaha.
agentive-physical-object;['guumees'];Guumees waa shimbir indho waaween leh, sida shambayga oo kale, shimbirtaan waxee cuntaa dooliga ama masaska, waxeena ku nooshahay geedaha korkooda.
agentive-physical-object;['fiidmeer', 'chiroptera'];Fiidmeer (Af-Ingiriis: bat. Af-Carabi: خفاشيات) (magaca Sayniska: Chiroptera. loogu dhawaaqo (/rɒptərə/. laga soo xigtar ereyga Latinka: χείρ - cheir, macnaheedu yahay "gacan" and πτερόν - pteron, "wing") waa nooc ka mid ah xayawaanka naasleyda ah ee duuli kara.
agentive-physical-object;['xoolo'];Kani waa maqaal ku saabsan Xoolaha gurijooga ah.
agentive-physical-object;['kamsar', 'coriandrum sativum'];Kamsar, Kabsar waa geed cawseed sanadle ah caleentiisa raashinka ama suugada lagu carfiyo.
agentive-physical-object;['qooleey'];Qooleey waa waa nooc ka mid ah shimbiraha dadku dhaqdaan.
agentive-physical-object;['caarcaaro', 'caaro'];Caarcaaro, sidoo kale loo yaqaano Caaro
agentive-physical-object;['bakteeri', 'bakteriya', 'bacteria', 'bakteeriya', 'waahiin'];Bakteriya waa noole aad u yar kaasi oo ka samaysan hal ama dhowr unug.
agentive-physical-object;['garanuug'];Garanuug waa jaad ka mid ah deerada oo qoor dheer sida magaceedaba ka muuqata, waxaa laga helaa dhulka saxara ah ee geeska afrika, iyo goboka harooyinka waaweyn ee afrika sida harta turkana iyo harta fiktooriya.
agentive-physical-object;['xasharaad', 'insecta', 'cayayaan'];Xasharaad ama Cayayaan waa qeeyb ka mid xayawaanka bilaa laf-dhabarta ah kuwaas oo jidhkoodu u sameeysan yahay sadex qeeybood: Madax, Ubuc iyo dabo, kuwaas oo leh lix logood, tiro badan oo indho ah iyo labo gees oo dareemayaal ah.
agentive-physical-object;['xidig-dhul', 'kuuleey', 'kuuleey cali banjar'];Xidig-dhul ama Kuuleey cali banjar
agentive-physical-object;['xidig-dhul', 'kuuleey', 'kuuleey cali banjar'];Kuuleey waa noole yar oo ka mida naasaleyda qodaxaha leh ee bahda Erinaceinae.
agentive-physical-object;['golcas'];Deero waa nooc kamid ah ugaadha, leh dib gaaban dhinacyadana laba diillimood oo madow ku leh
agentive-physical-object;['quraansho', 'formicidae'];Quraansho waa xayawaan yar oo caqli badan oo aduunkooda ku nool.
agentive-physical-object;['galey', 'galley', 'zea mays'];Galleyda waa dhir iniin weyn ah, oo ay beeristeeda ay ugu horreeyeen dadyowga ku noolaan jirey Ameerikada Dhexe waayihii taariikh-ka-horaadka.
agentive-physical-object;['geed timir', 'timir'];Maqaalkani wuxuu ku saabsan yahay miraha timirta iyo geedka ay ka baxdo.
agentive-physical-object;['qassab', 'qasab'];Qasab, ama aale sokor waa dhir dhaadheer oo ka tirsan qoyska cowska, kaasi oo ka baxa deegaanada cimilada diiran leh sida Koonfurta Aasiya, Afrika iyo Bartamaha Ameerika.
agentive-physical-object;['digir guud'];Kani waa maqaal ku saabsan guud ahaan digirta.
agentive-physical-object;['dheddin'];Dheddin waa geed ka baxo dalka Soomaaliya oo dhan ama Geeska Afrika oo dhan iyo Bariga Dhexe, geedkaan waxaa laga sameeyaa luubaanta.
agentive-physical-object;['babaay', 'cambe babaay'];Kani waa maqaal ku saabsan cambe babaayga.
agentive-physical-object;['halqooq'];Halqooq ama Duulaaye waa bah ka mida kalluunnka oo baalal uu ku duulo leh,
agentive-physical-object;['kaneeco'];Kaneeco ama Dhilmaanyo waxay ka mid tahay cayayaanka yar yar ee duula, ee baalasha leh, dhadigeeduna uu dhiiga jaqo, waana cayayaanka dhiig cabida caanka ku ah, taasoo keenta dhibsi soo laalaabashadeeda badan iyo qayladeeda oo dadka qaar ay ka sasaan, waxay keenta xanuuno ay ka mid yihiin malaariyada, sidoo kale waxay cuntaa noolaha iyo shimbiraha, kaneecada ayaa ka dhalata biyahay iyo cawaska,, mida dhadig oo kaliya ayaa jaqda dhiiga si ay ukumo u samayso halka labku uu ku noolyahay dhacaanka geedaha iyo ubaxa.
agentive-physical-object;['masago'];Masego waa geed leh midho yaryar oo firiley ah, kaasi oo ka tirsan qoyska cowska isla markaana dadka, xoolaha iyo xayawaanku cunaan midhaha iyo laamaha geedka.
agentive-physical-object;['shimbir', 'shinbir', 'aves'];Shimbir waa bahalla awooda inay duulaan ayagoo adeegsanaya baallahooda.
agentive-physical-object;['loos'];Kani waa maqaal ku saabsan Looska.
agentive-physical-object;['huruud'];Huruud waa geed dhireed iyo xididkiis oo oo ka mida bahda sanjabiisah meesha laga helay ayaa ahayd koonfur galbeed Hindiya, wuxuuna u baahanyahay heer kul 20 ilaa 30 °C ah iyo roob badan si uu u ubaxeeyo, taasoo keenta hoosta inuu ku yeesho xidid sidii quwaax oo kale ah, markii aan caadi loo cunayn waa la kariyaa xididka ka dibna waa la qallajiyaa iyadoo la adeegsanyo foorno kulul ka dibna waa tumaa ama la shiidaa si ay budo midab huruud ah leh u noqoto.
agentive-physical-object;['injir'];Injir waa nooc ka mida cayayaanka ku dul nool noole kale, oon kaligeed taagnaan karin, waxay ku badantahay dadka maxaabiista ah ardada kuleejyada iyo qof walba oo nadaafada jirkiisu yartahay,
agentive-physical-object;['ido', 'ovis aries'];== Naxwe Gramatiko: Qodob ==
amount-of-matter;['isku dhis', 'iskudhis'];= Isku Dhis = Isku dhis waa falgalka labo ama in badan oo atomka curiye ah, kuwaas oo soo saara walax cusub.
amount-of-matter;['bun', 'qahwe', 'koffee', 'koofi', 'qaxwe'];Kani waa maqaal ku saabsan Bunka.
amount-of-matter;['sinki', 'zn', 'zinc'];= Sinki =
amount-of-matter;['jermaaniyaam', 'г', 'ge', 'germanium'];Jermaaniyaam
amount-of-matter;['teluriyaam', 'te', 'tellurium'];Teluriyaam
amount-of-matter;['dhuxul'];Dhuxul
amount-of-matter;['bir ma ahe', 'nonmetal'];Bir Ma Ahe
amount-of-matter;['biyo', 'h₂o', 'badweyn', 'water', 'water vapor'];Biyaha waa isku dhis dareere kiimikaad oo ka samaysan Haydarojiin iyo Ogsajiin.
amount-of-matter;['aargon', 'ar', 'argon'];Aargon
amount-of-matter;['kiribtoon', 'kr', 'krypton'];Kiribtoon astaanta waa curiye kimiko oo leh tiro atom sodan-iyo-lix ah.
amount-of-matter;['niyoon', 'ne', 'neon'];Niyoon
amount-of-matter;['koloriin', 'cl', 'chlorine'];= Koloriin =
amount-of-matter;['nitrojiin', 'n', 'n2', 'nitrogen'];Nitrojiin
amount-of-matter;['teknetiyaam', 'tc', 'technetium'];Teknetiyaam
amount-of-matter;['shidaal'];Shidaal
amount-of-matter;['kober', 'cu', 'copper'];Kober
amount-of-matter;['haafniyaam', 'hf', 'hafnium'];Haafniyaam
amount-of-matter;['osmiyaam', 'os', 'osmium'];Osmiyaam
amount-of-matter;['koroomiyaam', 'cr', 'chromium'];Koroomiyaam
amount-of-matter;['manganiis', 'mn', 'manganese'];Manganiis Manganiis astaanta waa curiye kimiko oo leh lambar atom labaatan iyo shan ah.
amount-of-matter;['kobalti', 'co', 'cobalt'];Kobalti
amount-of-matter;['tantalum', 'ta'];Tantalum
amount-of-matter;['nikel', 'ni', 'nickel'];= Nikel =
amount-of-matter;['bismuth', 'bi'];Bismuth
amount-of-matter;['iridiyaam', 'ir', 'iridium'];Iridiyaam
amount-of-matter;['tungsten', 'w'];Tungsten
amount-of-matter;['kaarboon laba ogsaydh', 'co2'];Kaarboon laba ogsaydh waa Isku dhis kiimikeed ka mid ah Ogsajiin iyo Kaarboon lehna Jid kiimikeed CO2.
amount-of-matter;['balatiniyaam', 'balatiiniyaam', 'platinum', 'pt'];Balatiniyaam
amount-of-matter;['meerkuri', 'hg', 'mercury'];= Meerkuri =
amount-of-matter;['magniisiyaam', 'mg', 'magnesium'];Magniisiyaam
amount-of-matter;['botashiyaam', 'k', 'potassium'];= Botashiyaam =
amount-of-matter;['beriiliyaam', 'be', 'beryllium'];Beriiliyaam
amount-of-matter;['titaaniyaam', 'ti', 'titanium'];= Titaaniyaam =
amount-of-matter;['khamro', 'khamri'];Khamri waa wax ee gaalada cabaan.
amount-of-matter;['sirkooniyaam', 'zr', 'zirconium'];Sirkooniyaam
amount-of-matter;['antimony', 'sb'];Antimony
amount-of-matter;['jaandi'];Jaandi
amount-of-matter;['fosforos', 'p', 'phosphorus'];Fosforos calaamad P waa curiye kimiko ah oo tiroda atomkiisu tahay toban-iyo-shan.
amount-of-matter;['oxygen', 'ogsajiin', 'o', 'o2'];Ogsajiin waa curiye kimikeed uu astaankiisuna yahay 8 tirada atam kiisuna tahay 8, taasina waxay u dhigantaa inay bu'diisu haysato 8 borotoon.
amount-of-matter;['aaydhiin', 'i', 'iodine'];= Aaydhiin.
amount-of-matter;['boromiin', 'br', 'bromine'];Boromiin
amount-of-matter;['haaydarojiin', 'hydrogen', 'h', 'haydarojiin'];Hydrogen Waa qayb ka mid ah curiye yaasha Kimikada Waxaana loo soo gaabiyaa "H" Atam kiisuna waa 1 madab iyo dhadhan toona maleh
amount-of-matter;['haaydarojiin', 'hydrogen', 'h', 'haydarojiin'];Hydrogen Waa qayb ka mid ah curiye yaasha Kimikada Waxaana loo soo gaabiyaa "H" Atam kiisuna waa 1 madab iyo dhadhan toona maleh = Haaydarojiin = Haaydarojiin calaamad H waa curiye kimiko ah oo tiroda atomkiisu tahay kow.
amount-of-matter;['foloriin', 'flüor', 'f', 'fluorine'];Foloriin
amount-of-matter;['dna'];Deoxyribonucleic acid waxey ka kooban tahy Sokor 5 jibaaran ee laga yareeyey oksojiin Fosfat Kaydka guud: Labo Adenine waxaa loo soo gaabiyaa Guanine Waxaa loo soo gaabiyaa Labo: Thymine waxaa loo soo gaabiyaa Cytosine waxaa loo soo gaabiyaa Qaab dhismeedka qayb ka mid ah helida laba xabbo DNA ah DNA waa molecule oo ka kooban laba silsiladood oo isku xira si ay u sameeyaan helida laba xabbadood oo hirgeliya tilmaamaha hidaha ee loo isticmaalo koritaanka, kobcinta, shaqada iyo taranka dhammaan noolaha nool ee loo yaqaan iyo fayrasyo ​​fara badan.
amount-of-matter;['rna'];RNA
amount-of-matter;['molybdenum', 'mo'];Molybdenum
amount-of-matter;['aktiiniyaam', 'ac'];Aktiiniyaam
amount-of-matter;['faransiyaam', 'fr', 'francium'];Faransiyaam
amount-of-matter;['raadhoon', 'radon', 'rn'];Raadhoon
amount-of-matter;['kaasiyaam', 'cs', 'caesium'];Kaasiyaam
amount-of-matter;['istoroontiyaam', 'sr', 'strontium'];Istoroontiyaam
amount-of-matter;['boloniyaam', 'po', 'polonium'];Boloniyaam
amount-of-matter;['rutherfordium', 'rf'];Rutherfordium
amount-of-matter;['reheniyaam', 're', 'rhenium'];Reheniyaam
amount-of-matter;['rutheniyaam', 'ru', 'ruthenium'];Rutheniyaam
amount-of-matter;['gaaliyaam', 'ga', 'gallium'];Gaaliyaam
amount-of-matter;['alumiiniyaam', 'al', 'aluminium'];= Alumiiniyaam = Alumiiniyaam calaamad Al waa curiye kimiko ah oo tiroda atomkiisu tahay toban-iyo-sadex.
amount-of-matter;['tin', 'sn'];Tin
amount-of-matter;['itriyaam', 'y', 'yttrium'];Itriyaam
amount-of-matter;['saadiyom', 'sodhiyaam', 'na', 'sodium'];Sodhiyaam Sodhiyaam calaamad Na waa curiye kimiko bir ah oo tiroda atomkiisu tahay toban-iyo-kow.
amount-of-matter;['saliid'];Saliid waa isku dhisyo dareere ah oo laga helo dhirta, xayawaanka iyo dhulka hoostiisa.
amount-of-matter;['baladiyaam', 'pd', 'palladium'];Baladiyaam
amount-of-matter;['kaadmiyaam', 'cd', 'cadmium'];Kaadmiyaam astaanta waa curiye kimiko oo tirada atomkiisu tahay afartan-iyo-sideed.
amount-of-matter;['niyobiyaam', 'nb', 'cb', 'niobium'];Niyobiyaam
amount-of-matter;['lead', 'pb'];Lead
amount-of-matter;['kaasiyaam', 'cs', 'caesium'];Kaasiyaam
amount-of-matter;['istoroontiyaam', 'sr', 'strontium'];Istoroontiyaam
amount-of-matter;['liithiyaam', 'li', 'lithium'];Liithiyaam
amount-of-matter;['baariyaam', 'ba', 'barium'];Baariyaam
amount-of-matter;['rubiidhiyaam', 'rb', 'rd', 'rubidium'];Rubiidhiyaam astaanta waa curiye kimiko oo tirada atomkiisu tahay sodon-iyo-todoba.
amount-of-matter;['fanadhiyaam', 'v', 'fandhiyaam', 'vanadium'];Fanadhiyaam
amount-of-matter;['naxaas', 'ag', 'silver'];Naxaas
amount-of-matter;['dahab', 'au', 'gold'];Dahab
amount-of-matter;['sodium hydroxide'];waa ay fududahay in ay ku dhalaasho biyaha Na2CO3 + Ca2 → 2NaOH + CaCO3
amount-of-matter;['luubaan'];Luubaan ama Foox ama Geed luubaan ama Qaacis waxaa loo adeegsadaa carfinta oo mararka qaar ka soo baxda udgoon sidoo kale waxaa loo adeegsadaa waxyaabo badan.
amount-of-matter;['silikoon', 'si', 'silicon', 'silikon'];= Silikoon =
amount-of-matter;['seleniyaam', 'se', 'selenium'];Seleniyaam
amount-of-matter;['siiborgiyaam', 'seaborgium', 'sg'];Siiborgiyaam
amount-of-matter;['dubniyaam', 'db', 'dubnium'];Dubniyaam
amount-of-matter;['luteetiyaam', 'lu', 'lutetium'];Luteetiyaam
amount-of-matter;['booron', 'b', 'boron'];Booron
amount-of-matter;['hiliyaam', 'he', 'helium'];= Hiliyaam =
amount-of-matter;['aarsenik', 'as', 'arsenic'];Aarsenik
amount-of-matter;['roodhiyaam', 'rh', 'rhodium'];Roodhiyaam
amount-of-matter;['kaalshiyaam', 'ca', 'calcium'];Kaalshiyaam Haku khaldin curiyeha Kaasiyaam ee Birta Alkali.
amount-of-matter;['caano'];= Caano =
amount-of-matter;['lanthanum', 'la'];Lanthanum
amount-of-matter;['saadiyom bicarbonate', 'natron'];Saadiyom bicarbonate waa wax fuuraayo, markii la kululeeyo neh wuxuu sii daynaa gaas.Saadiyom bicarbonat waa cusbo, magaciisa saxda ah waa Saadiyomhydrogencarbonate, foomkiisa waa NaHCO3.Markii la kululeeynaayo waxaa ka dhalanaayo CO2 gaas, markii oo kuleelka ka dhamaado neh waxaa soo haraayo wax cadaan ah, waxaas cadanka ah ayaa ah iskudhiska saadiyom.
amount-of-matter;['iskaandhiyaam', 'sc', 'scandium'];Iskaandhiyaam
amount-of-matter;['kaarboon', 'c', 'carbon', 'carbon dioxide', 'kaarbon'];Kaarboon waa curiye kimikeed oo astaankiisu yahay C tiro atameedkiisuna yahay 6.
amount-of-matter;['salfar', 's', 's8', 'sulfur'];= Salfar =
amount-of-matter;['niikotiin'];Niikotiin waa shay Kimikal ah oo sun ah waxaa laga helaa dhamaan waxyabaha Tobakada ha
amount-of-matter;['raadhiyaam', 'ra', 'radium'];Raadhiyaam astaanta waa curiye kimiko oo tirada atomkiisu tahay sideetan-iyo-sideed.
amount-of-matter;['cabitaan'];Cabitaan waa dareere dhadhan macaan, dhanaan, qadhaadh ama dhexdhexaad ah leh oo qabow ama kulul oo dadku cabaan.
amount-of-matter;['borotiin', 'protein'];Kani waa maqaal ku saabsan borotiinka.
amount-of-matter;['bir', 'metal'];Bir
amount-of-matter;['guruubka 17', 'halogen'];G 16aad < Guruubka 17aad > G 18aad
amount-of-matter;['guruubka 17', 'halogen'];Halogen
amount-of-matter;['neefta gobta', 'neefta gobka', 'nobel gas'];Neefta Gobta
amount-of-matter;['curiye kimiko'];Kani waa maqaal ku saabsan Curiyaha kimiko.
amount-of-matter;['gaamur'];Gaamur
amount-of-matter;['baruur'];Baruur waa koox iskudhisyo dabiici ah kuwaasi oo u samaysan malakuyuulo ay ka mid yihiin duxd, xaydha, fiitamiinada milma iyo walxo kale oo badan oo si dabiici ah looga helo jidhka dadka, xayawaanka iyo in badan oo dhirta ka mid ah.
amount-of-matter;['malmal'];Malmal, Mal mal.
amount-of-matter;['malmal'];Malmal, Mal mal.
amount-of-matter;['caano'];= Caano =
amount-of-matter;['saliid macsaro', 'saliid macsar'];Saliid Macsaro Waa jaad ka mida saliidaha badan ee la isticmaalo, cuntada lagu darsado la marsado xoolahana la siiyo, waxaa laga sameeyaaa geedka SiSinta.
amount-of-matter;['maatar', 'maado', 'walax'];= Walax = Walax waa waxii mug leh meel marrana buuxin kara.
biological-object;['seed'];Seed
biological-object;['laan'];Laan
biological-object;['kintirka'];Kintir Xubin yar oo jilicsan oo u eg dhoorka digaagga oo ku taal xubinta taranka dheddigga dadka iyo xayawaanka.
biological-object;['far'];Far, waa xubno ka tirsan gacanta dadka iyo in badan oo xayawaanka ka mid ah.
biological-object;['ilmogaleen'];ilmogaleen waa qaybta jirka ee dumarka oo uurka ku dhex koraan.
biological-object;['ganac'];Ganac: Ganacu waa qanjir weyn oo bogga hoostiisa ku yaala.
biological-object;['cerebellum'];Cerebellum wa maskaxda qeybteeda danbe.
biological-object;['carrab', 'carab'];Carrab
biological-object;['maqaar'];Maqaar
biological-object;['iniin'];Iniin wa qaybo ku yaala dhirta iyo beerid.
biological-object;['fool'];Fool wadar ahaan loo yaqaano Foolal waa afarta ilkood ee sare iyo afarta hoose ee afka dadka xaga hore kaga taala.
biological-object;['calool'];Calool waa xubno ku dhex jira ubucda dadka, xoolaha iyo gebi ahaan xayawaanka.
biological-object;['saxaax'];Saxaaxda waa xubnaha jidhka oo loo isticmaalo kaadi iyo galmo.
biological-object;['mindhicirka weyn'];Mindhicirka weyn
biological-object;['sabiib'];Kani waa bog ku saabsan sabiibka.
biological-object;['sambab', 'sanbab'];Kani waa maqaal ku saabsan sanbabada.
biological-object;['naas'];Naas
biological-object;['dhaban'];Dhaban sidoo kale loo yaqaano daan waa xubno ka mid ah wejiga dadka kaas oo u dhexeeya dhegaha, indhaha hoostooda, sanka iyo afka ilaa laga gaadho meesha u hooseysa wejiga.
biological-object;['gows'];Gows wadar ahaan loo yaqaano Gowso waa laf cad, adag oo afka dadka xaga dambe kaga dhex taala.
biological-object;['ilig', 'ilik', 'ilko'];Ilig wadar ahaan loo yaqaano Ilko waa laf cad, adag oo afka dadka, xoolaha iyo in badan oo xayawaanka ku dhex taala.
biological-object;['ilig', 'ilik', 'ilko'];Ilik ama ilko ayaga oo badan, waxee ku yaalaan afka.
biological-object;['jilib'];Jilib
biological-object;['cinjo', 'ciddi', 'cidi'];Cinjo waa wax u eg geeso, waxeena ku yaalaan faraha foodooda xayawaanka iyo bini'aadanka ba.
biological-object;['cinjo', 'ciddi', 'cidi'];Ciddi Ciji, Cinji, ama Cijo waa cad gees la moodo xalleefsan oo ka baxda faraha foodooda sare, wadardeedu waa Ciddiyo, waa carjow adag oo faraha dadka, xoolaha iyo in badan oo xayawaanka leeyihiin.
biological-object;['beer', 'beer noole'];Beerka waa xobin muhiim ah ku dhinac taal caloosha qaybteeta midig sare, ama saableeyda feeraha dhanka midig ee hoose midabkiisu waa maariin gaduud ama casaan xigeen ah, miisaankiisuma waa 1.5 kg waxa uu ukala qaybsamaa 4 qaybood
biological-object;['hunguriga neefta'];Hunguriga Neefta waa tuunbada neefta ee dhex marta qoorta ayadoo ka bilaabanta dhuunta dadka, xoolaha iyo xayawaanka.
