abstract-quality;['individuallik'];Individuallik
activity;['tan jazosi', 'jismoniy jazo'];Tan jazosi, jismoniy jazo — ibtidoiy jamoa davrida, shuningdek, musulmon huquqiyal jinoyat sodir etgani uchun jinoyatchini jismoniy qiynash, azoblash, unga tan jarohati yetkazish.
activity;['suv bilan davolash', 'gidroterapiya'];Suv bilan davolash, gidroterapiya — davolash, gigiyena va profilaktika maqsadida suvdan foydalanish.
activity;['nikohni bekor qilish', 'qoʻydi-chiqdi', 'ajralish'];Nikohni bekor qilish, ajralish — er-xotinning tiriklik chogʻida nikohning buzilishi.
activity;['bas'];Bas
activity;['multiplikatsiya', 'animatsiya', 'animatsion', 'animatsion film', 'multfilm'];Animatsiya, alohida tasvirlarning yuqori tezlikda ketma-ket koʻrsatilishidir.
activity;['xaritagrafiya'];Xaritagrafiya
activity;['yarimfabrikat'];Yarimfabrikat — bir korxonada ishlab chiqarilgan va aksariyat boshqa korxonada ishlab chiqariladigan murakkab mahsulotlarning tarkibiy qismi tarzida foydalaniladigan tayyor mahsulot.
activity;['gravimetriya'];Gravimetriya
activity;['ob-havo', 'havo', 'ob havo'];Ob-havo — biror joy yoki hudud at-mosferasidagi meteorologik elementlarning uzuluksiz oʻzgarishlari maj-mui, atmosferaning muayyan tabiiy jarayonlarga bogʻliqholati.
activity;['buxgalteriya hisobi'];Buxgalteriya hisobi — xo‘jalik hisobi turlaridan biri. xo‘jalik faoliyati jarayonida korxona mablaglarining aylanishi va mulk harakatini ifodalovchi ma’lumotlar majmuasi.
activity;['aqsh prezidenti', 'abş prezidentlərinin siyahısı', 'ameerika ühendriikide president', 'amerika birleşik devletleri başkanı', 'amerika qoʻshma shtatlari prezidentlari', 'amerikanske præsidenter', 'arlywydd yr unol daleithiau', 'asv prezidents', 'az amerikai egyesült államok elnöke', 'daftar presiden amerika serikat', 'eaghtyrane ny steatyn unnaneysit', 'foresittend þāra ȝeānlǣhtra rīca', 'forseti sambandsríki amerika', 'jungtinių amerikos valstijų prezidentas', 'kryetari i shteteve të bashkuara', 'mangulo han estados unidos', 'pangulo ng estados unidos', 'predsednik združenih držav amerike', 'predsjednici sjedinjenih američkih država', 'predsjednik sjedinjenih američkih država', 'presiden amerika syarikat', "president d'estatos unitos", 'president dels estats units', 'president i usa', 'president of the united states', 'president van de verenigde staten', 'president van die verenigde state van amerika', 'presidente de los estados unidos', "presidente degli stati uniti d'america", 'presidente dos estados unidos', 'presidente kan estados unidos', 'presidentes dos estados unidos de américa', "presidenti di i stati uniti d'america", 'presidint fan de feriene steaten', 'prezidant stadoù-unanet amerika', 'prezidanto de usono', 'prezident spojených států amerických', 'prezident spojených štátov', 'prezydent stanów zjednoczonych', 'președinte al statelor unite ale americii', 'prisidenti dî stati uniti', 'präsident der vereinigten staaten', "président d's êtats unnis", 'président des états-unis', 'rais wa marekani', 'tổng thống hoa kỳ', 'uachtarán na stát aontaithe', 'usa:s president', 'usas president', 'yhdysvaltain presidentti', 'ààrẹ ilẹ̀ orílẹ̀-èdè amẹ́ríkà', 'акш президенты', 'председник сједињених америчких држава', 'президент на съединените американски щати', 'президент сша', 'прэзідэнт зша', 'נשיא ארצות הברית', 'פרעזידענט פון די פאראייניגטע שטאטן', 'رئيس الولايات المتحدة', 'رئیس\u200cجمهور ایالات متحده آمریکا', 'صدر ریاستہائے متحدہ امریکہ', 'মার্কিন যুক্তরাষ্ট্রের রাষ্ট্রপতি', 'ಅಮೇರಿಕ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ರಾಷ್ಟ್ರಪತಿ', 'അമേരിക്കൻ ഐക്യനാടുകളുടെ പ്രസിഡണ്ടുമാരുടെ പട്ടിക', 'ประธานาธิบดีสหรัฐอเมริกา', 'ააშ-იშ პრეზიდენტი', 'აშშ-ის პრეზიდენტი', 'የአሜሪካ ፕሬዚዳንት', 'アメリカ合衆国大統領', '美国总统', '美國總統', '미국의 대통령'];Amerika Qoʻshma Shtatlari Prezidenti — AQSh Konstitutsiyasiga muvofiq, AQSh davlat va ijroiy hukumat boshligʻi, hamda AQSh armiyasi va floti bosh qoʻmondonidir.
activity;['inqilob', 'revolyutsiya', 'revolyusiya'];Inqilob, revolyutsiya — tabiatning biron-bir hodisasi, jamiyat yoki ongning rivojlanishida roʻy beradigan chuqur sifat oʻzgarishi
activity;['birlashgan qirollik bosh vazirlari', 'birlashgan qirollik bosh vaziri'];Buyuk Britaniya va Shimoliy Irlandiya birlashgan Qirolligi Bosh vaziri - Hokimiyatdagi eng yuqori oʻrinda koʻriladigan va Mustaqil ravishda koʻp tomonlama vazifalarni hal qilaoladigan shaxs boʻlib Mamlakatning raisidir.
activity;['tabiblik'];Tabiblik — xalq tabobati asosida bemorlarni davolash.
activity;['jinoiy uyushma', 'banditizm'];Jinoiy uyushma - 2 yoki undan ortiq uyushgan guruhning jinoiy faoliyat bilan shugʻullanish uchun oldindan birlashishi.
activity;['choy'];Choy — choy butasi barglarini, haslarini bir necha daqiqaga issiq suvda ivitilishidan tayyorlanadigan ichimlik.
activity;['taʼlim'];Taʼlim — bilim berish, malaka va koʻnikmalar hosil qilish jarayoni, kishini hayotga va mehnatga tayyorlashning asosiy vositasi.
activity;['jurnalistika'];Jurnalistika - ijtimoiy faoliyat turi.
activity;['auksion', 'dražba', 'asta', 'auction', 'aukcija', 'aukcionas', 'aukcja', 'auksjon', 'auktion', 'aŭkcio', 'enchère', 'huutokauppa', 'håsse', 'kimoshdi', 'kimoshdi savdo', 'kimoshdi savdosi', 'leilão', 'lelang', 'lelong', 'müzayede', 'oksjon', 'rup', 'stee', 'subasta', 'subhasta', 'veiling', 'vendu', 'árverés', 'đấu giá', 'аукцион', 'аукција', 'аукціон', 'аўкцыён', 'үнэ хаялцах', 'מכירה פומבית', 'مزاد', 'مزایده', 'নিলাম', 'వేలంపాట', 'აუქციონი', '拍卖', '競売', '경매'];Auksion – alohida xususiyatlarga ega boʻlgan tovarlarni sotish uchun muayyan joylarda tashkil qilingan maxsus kim oshdi savdosi.
activity;['fevral inqilobi'];Fevral inqilobi -Rossiyada samoderjaviyega barham bergan inqilob.
activity;['buyuk fransuz inqilobi'];Buyuk fransuz inqilobi — Fransiya tarixida mustabid tuzumga barham bergan va yangi ijtimoiy tara qqiyotga yoʻl ochgan inqilob.
activity;['chakana savdo'];Chakana savdo — tovarlarni soʻnggi isteʼmolchilarga sotuvchi savdo.
activity;['ulgurji savdo'];Ulgurji savdo — katta partiyalarda tovar va mahsulotlarni oʻz mulkiga sotib olib, isteʼmolchilarga sotuvchi savdo turi.
activity;['burch', 'vazifa'];Burch — kishining biror shaxs, oila, jamoa, el-yurt, Vatan oldidagi majburiyatini anglatuvchi axloqiy tushuncha.
activity;['posta', 'почта'];Posta Italiyaning Lazio mintaqasida joylashgan kommunadir.
activity;['pleven'];Pleven, Plevna — Bolgariyaning shim.
activity;['lend-liz'];Lend-liz (ing .
activity;['psixoterapiya'];Psixoterapiya
activity;['spektroskopiya', 'спектроскопия'];Spektroskopiya materiya va nurlanish orasidagi bogʻliqlikni oʻrganuvchi ilmiy sohadir.
activity;['allopatiya'];Allopatiya
activity;['urush'];Urush— ijtimoiy guruhlar, millat lar, davlatlar oʻrtasidagi nizolarning kuch, odatda, qurolli kuchlar yordamida qal qilinishi.
activity;['puni urushlari'];Puni urushlari - Oʻrta dengizga hukmronlik qilish uchun Rim va Karfagen oʻrtasidagi urushlar: 1 — Puni urushi, 2si, 3si.
activity;['autogen mashq', 'autotrening'];Autogen mashq
activity;['kommersiya', 'savdo', 'tijorat'];Kommersiya
activity;['multimedia'];Multimedia — kompyuterning matn, grafik, tovushli va videomaʼlumotlar bilan ishlashga imkon beruvchi qurilmasi.
activity;['defibrillyasiya'];Defibrillyasiya
activity;['diskriminatsiya', 'kamsitish'];Diskriminatsiya
activity;['aqshda fuqarolar urushi'];AQShda fuqarolar urushi, XIX asr oʻrtalarida burjuaziya hukmron boʻlgan Amerikaning shimolidagi shtatlar bilan quldorlik hukmron boʻlgan Janubdagi shtatlar oʻrtasidagi kurash.
activity;['alliteratsiya', 'аллитерация', 'aliterace', 'aliteracija', 'aliteracio', 'aliteracioni', 'aliteración', 'aliteracja', 'aliteraco', 'aliterasi', 'aliterasyon', 'aliterazio', 'aliteração', 'aliterație', 'aliterácia', 'alitteration', 'alkusointu', 'alliteraasje', 'alliteracion', 'alliterasie', 'alliteratie', 'alliteration', 'alliteratsioon', 'allitterasjon', 'allitteration', 'allitterazione', 'allittirazzioni', 'allitération', 'al·literaci', 'bokstavrim', 'cyflythreniad', 'purwakanthi', 'purwakanti', 'алитерация', 'алитерација', 'аллитераци', 'алітерація', 'алітэрацыя', 'բաղաձայնույթ', 'אליטרציה', 'سجع ابتدائي', 'ਅਨੁਪਰਾਸ ਅਲੰਕਾਰ', '頭韻法'];Alliteratsiya - sheʻrda, jumlada, bandda va qisman nasriy asarlarda ham bir xil undosh tovushlarning takrorlanishi.
activity;['ultratovush'];Ultratovush - chastotasi 1520103 Gs dan 10’ Gs gacha boʻlgan elastik tebranishlar va toʻlqinlar.
activity;['rus-yapon urushi'];Rus-yapon urushi — Uzoq Sharqda hukmronlikni qoʻlga olish uchun Rossiya bilan Yaponiya oʻrtasidagi urush.
activity;['filantrop', 'xayriya', 'saxovatpesha'];Filantrop (yunon.
activity;['filantrop', 'xayriya', 'saxovatpesha'];Xayriya, insoniy saxovatparvarlikni bildiradi.
activity;['bolqon urushlari'];Bolqon urushlari — Bolqon yarim orolda 1912—13 yillarda boʻlib oʻtgan ikki urush.
activity;['yomgʻir', "yomg'ir", 'yomg`ir', 'yomg‘ir'];Yomgʻir — bulutlardan diametri 0,5 mm dan 6—7 mm gacha boʻlgan suv tomchilari holida yogʻadigan yogʻin.
activity;['dezertirlik'];Dezertirlik — harbiy xizmatni oʻtash tartibiga qarshi jinoyat turlaridan biri. Oʻzbekiston Respublikasi JKga koʻra harbiy xizmatdan boʻyin tovlash maqsadida harbiy qism yoki xizmat joyini oʻzboshimchalik bilan tashlab ketish, shuningdek, shu maqsadda xizmat joyiga kelmaslik D. hisoblanadi.
activity;['ibodat'];Ibodat
activity;['ajdodlarga sigʻinish', "ajdodlarga sig'inish", 'ajdodlarga sig`inish', 'ajdodlarga sig‘inish'];Ajdodlarga sig‘inish - pa-triarxal ekzogam urug‘larida shakllan-gan oila-urug‘ e’tiqodlarining bir qismi.
agentive-figure;['argonavtlar'];Argonavtlar
agentive-figure;['agamemnon'];Agamemnon — yunon mifologi-yasida Miken yoki Argos podshohi.
agentive-figure;['medeya', 'medea'];Medeya — Kolxida malikasi.
agentive-figure;['edip'];Edip — yunon mifologiyasida Fiva shahrining shohi.
agentive-figure;['tantal'];Tantal
agentive-figure;['antigona', 'antigoné'];Antigona – yunon afsonasiga ko‘ra, xudolar irodasi bilan mudhish gunoh ish qilib qo‘ygan Fiva davlati shohi Edipning kizi.
agentive-figure;['hurlar'];Hurlar
agentive-figure;['troll'];Troll nordik mifologiya va skandinav folkloridagi gʻayritabiiy maxluqdir.
agentive-figure;['kolxoz', 'колхоз'];Kolxoz (rus.
agentive-figure;['germaniya imperiyasi', 'german imperiyasi'];German Imperiyasi — nemis davlatining 1871-1945 yillardagi rasmiy nomi.
agentive-figure;['korporatsiya'];Korporatsiya
agentive-figure;['aksiyadorlar jamiyati', 'aksiyadorlik jamiyati'];Aksiyadorlar jamiyati — daromad topish maqsadida hissadorlik tamoyiliga binoan uyushgan sherikchilik jamiyati.
agentive-figure;['bosmaxona'];Bosmaxona — matbaa mahsulotlari tayyorlaydigan sanoat korxonasi.
agentive-figure;['xolding', 'holding', 'xolding kompaniya'];Holding, holding kompaniya — asosiy faoliyati korxonalarning aksiyalarini oʻz tasarrufiga olish orqali ularning ishini nazorat qilish va boshqarishdan iborat boʻlgan kompaniya, bosh korxona.
agentive-figure;['kartel', 'trest', 'kartel bitimlari'];Kartel — bitta sanoat tarmogʻidagi bir necha korxonalarning uyushmasi boʻlib, uning ishtirokchilari ishlab chiqarish vositalari va mahsulotlariga oʻz mulkiy egaligini saqlab qoladi, yaratilgan mahsulotlarni sotish esa kvota, yaʼni mahsulot ishlab chiqarish umumiy hajmidagi har bir ishtirokchining ulushi, sotish narxlari, bozorlarning boʻlib olinishi va h.k.
agentive-figure;['ajdar', 'ajdaho', 'ajdarho'];Ajdar, ajdarho, ajdaho – afsonaviy maxluq.
agentive-figure;['benilyuks', 'bénélux'];Benilyuks — Belgiya, Niderlandiya va Lyuksemburshing iqtisodiy ittifoqi.
agentive-figure;['arergard', 'aryergard'];Arergard
agentive-figure;['sherlock holmes', 'sherlok xolms'];Sherlock Holmes — Arthur Conan Doyle hikoya va qissalarining bosh qahramoni, izquvar.
agentive-figure;['bank', 'banc', 'argentaria', 'banca', 'banco', 'bancă', 'bangko', 'banka', 'bankas', 'banki', 'banklar', 'banko', 'banks', 'banku', 'banque', 'benki', 'bong', 'gîn-hâng', 'ngiùn-hòng', 'ngân hàng', 'pangikē', 'pank', 'pankki', 'qullqi wasi', 'vancu', 'viruróga', 'τράπεζα', 'баан', 'банк', 'банка', 'бонк', 'באנק', 'בנק', 'بانک', 'بنك', 'مصرف', 'ܒܝܬ ܥܘܪܦܢܐ', 'बैंक', 'বেংক', 'ব্যাংক', 'બેંક', 'வங்கி', 'బ్యాంకు', 'ಬ್ಯಾಂಕ್', 'ബാങ്ക്', 'ธนาคาร', 'ဘဏ်', 'ბანკი', '銀行', '은행'];Bank — kredit-moliya muassasasi. asosan, vaqtincha boʻsh pul mablagʻlarini toʻplash, korxonalarga va umuman pulga muhtojlarga kredit, ssuda berish, naqd pulsiz hisob-kitoblarini amalga oshirish, pul va turli qimmatbaho qogʻozlar chiqarish, oltin va chet el valutalari bilan bogʻliq operatsiyalarni bajarish va boshqa faoliyatlar bilan shugʻullanadi.
agentive-figure;['oʻzga sayyoraliklar', "o'zga sayyoralik", "o'zga sayyoraliklar", 'o`zga sayyoralik tamaddunlar', 'oʻzga sayyoralik', 'oʻzga sayyoralik tamaddunlar'];Oʻzga sayyoraliklar deb Yerdan tashqari sayyoralarda paydo boʻlgan organizmlarga aytiladi.
agentive-figure;['markaziy bank'];Markaziy bank - mamlakatning pul belgilarini emissiya qilish va tijorat banklari faoliyatini nazorat qilish huquqi berilgan bosh davlat banki.
agentive-figure;['puflama sozlar musiqasi', 'harbiy musiqa', 'harbiy orkestr'];Puflama sozlar musiqasi - puflab chalinadigan sozlar ijrosidagi musiqa.
agentive-figure;['puflama sozlar musiqasi', 'harbiy musiqa', 'harbiy orkestr'];Harbiy musiqa — qoʻshinlarning harbiy mashq va tarbiya jarayonlari, tantanali va boshqa tadbirlarda qoʻllanadigan musiqa asarlari.
agentive-figure;['direktorlar kengashi', 'aksiyadorlik jamiyati direktorlar kengashi'];Direktorlar kengashi, aksiyadorlik jamiyati direktorlar kengashi — aksiyadorlik jamiyatining aksiyadorlar umumiy yigʻilishida saylanadigan rahbar ijroiya organi. aksiyadorlarning umumiy yigʻilishlari oraligʻida jamiyatni boshqarish, muhim muammolarni yechish bilan shugʻullanadi.
agentive-figure;['terminator: dark fate', 'terminator: ogʻir qismat', 'terminator 6'];Terminator: Ogʻir qismat, 2019-yilda Paramount Pictures va 20th Century Fox tomonidan tarqatilgan, hamda Tim Miller tomonidan ishlangan Amerika ilmiy fantastika filmi.
agentive-figure;['mahayana'];Mahayana — buddizmtt 2 asosiy oqim dan biri.
agentive-figure;['diplomatik vakillik'];Diplomatik vakillik - davlatlar oʻrtasidagi oʻzaro munosabatlarni boshqaradigan elchixona yoki missiya.
agentive-figure;['devon', 'divan'];Devon — davlat bosh idorasi.
agentive-figure;['odissey'];Odissey — Qadimgi Yunoniston polisi Itakaning afsonaviy podshohi hisobnalib, Gomerning Odisseya dostoni mazkur shaxsga, xususan uning Troya urushidan Yunonistonga qaytish chogʻidagi sarguzashtlariga bagʻishlanadi.
agentive-figure;['axill', 'axilles'];Axill, Axilles – yunon afsonalarida Troya urushi davrida Troyani qamal qilgan "Illiada" qahramonlari ichida eng botiri.
agentive-figure;['leyboristlar partiyasi'];Leyboristlar partiyasi -Buyuk Britaniyaning Ishchi partiyasi.
agentive-figure;['davlat', 'suveren davlat', 'millat', 'ulus', 'estat', 'negara', 'state', '國', 'civitas', 'devlet', 'dowlad', 'država', 'dövlət', 'estado', 'estato', 'estatu', 'firenena', 'gwladwriaeth', 'kaontri', 'kintra', 'kok-ka', 'land', 'letá', 'leydi', 'mama llaqta', 'moku‘āina', 'nagara', 'nhà nước', 'país', 'państwo', 'państwò', 'riik', 'réew', 'ríki', 'rārangi whenua', 'schdaad', 'shteti', 'staat', 'stad', 'stado', 'staot', 'stat', 'stato', 'statu', 'steat', 'stát', 'stât', 'stååd', 'tetã', 'tír', 'valsts', 'valstybė', 'valstībė', 'valtio', 'állam', 'état', 'ŝtato', 'štát', 'κράτος', 'государство', 'держава', 'дзяржава', 'држава', 'държава', 'дәүләт', 'ил', 'канму', 'кишвар', 'кугыжаныш', 'кърал', 'мамлекет', 'мемлекет', 'патшалăх', 'улс', 'штат', 'պետություն', 'מדינה', 'ازاد دیس', 'دولة', 'دولت', 'دوله', 'دەوڵەت', 'ملک', 'ܐܬܪܐ', 'सार्वभौमिक राष्ट्र', 'রাষ্ট্র', 'அரசு', 'ದೇಶ', 'രാഷ്ട്രം', 'ස්වෛරීය රාජ්\u200dයය', 'รัฐ', 'სახელმწიფო', 'სახენწჷფო', 'ប្រទេស', '国家', '국가'];Davlat jamiyatning oliy siyosiy instituti boʻlib, shu jamiyat yashayotgan mamlakat fuqarolari manfaatini himoya qilish uchun oʻrnatiladi.
agentive-figure;['maktabgacha taʼlim bolalar muassasalari', 'bolalar bogʻchasi', 'maktabgacha taʼlim muassasasi'];Maktabgacha taʼlim bolalar muassasalari - maktabgacha yoshdagi bolalarning ijtimoiy tarbiya muassasalari.
agentive-figure;['internat maktab', 'maktab-internat', 'internat'];Internat maktab - Oʻzbekistonda oila, maktab va maktabdan tashkari taʼlim-tarbiya vazifasini oʻtaydigan umumiy oʻrta taʼlim maktabi.
agentive-figure;['funikulyor'];Funikulyor
agentive-figure;['gimnaziya', 'litsey'];Gimnaziya — MDHda va baʼzi Yevropa mamlakatlarida mavjud boʻlgan chuqur bilim beradigan maktab turi.
agentive-figure;['gimnaziya', 'litsey'];Litsey
agentive-figure;['ku-kluks-klan', 'ku klux klan', 'kkk'];Ku-kluks-klan (ingl.
agentive-figure;['mafiya'];Mafiya
agentive-figure;['boʻlinma', 'bo‘linma', "bo'linma", 'bo`linma'];BOʻLINMA — 6—12 kishidan iborat harbiy qism.
agentive-figure;['federatsiya', 'federasiya', 'ittifoq'];Federatsiya
