abstract-region;['quadratische funktion'];A quadratische Funktion is in da Mathematik a gonzrationale Funktion zwoatn Grades.
agentive-physical-object;['buntschroutzen', 'cichlidae', 'buntbarsch', 'buntbarsche', 'buntschrotzen', 'cichliden'];Dia Buntschroutzen oder aa Buntbarsch oder Cichliden sand a Famij vo da Ordnung vo dia Schroutzner.
agentive-physical-object;['rottweila', 'rottweiler'];Da Rottweila is oane vo da Fédération Cynologique Internationale aneakannte deitsche Hunderass
agentive-physical-object;['droad', 'droat', 'getreide', 'troad'];Unta Droad vastehd ma vaschiadne Oartn vo Siassgrasa.
agentive-physical-object;['koan', 'secale cereale', 'korn', 'roggen'];As Koan, aa Korn oda Roggn is a Siaßgros, wo ois Droad gnuzzt wead.
agentive-physical-object;['gams', 'gamswild', 'gamswuid', 'gemse', 'gàms', 'gämse', 'rupicapra rupicapra'];De Gams oda s Gamswuid san wuide Goaß, wo in de Oipn lebm.
agentive-physical-object;['kaltblüter'];Kaltblüter nennt ma Ross, de wos guat zan Oarachtn hand.
agentive-physical-object;['zirm'];De Zirm is a Baam aus da Famij vo d Farchngwäx.
agentive-physical-object;['ohrhenn', 'auerhahn', 'auerhuhn', 'ohrhuhn', 'orhenn'];De Ohrhenn oda as Ohrhuhn (dt.
agentive-physical-object;['keasch', 'vogl-kirsch', 'kersch', 'kirsche', "''prunus avium''", 'prunus avium', 'siasskirsch'];A Keasch, aa Vogl-Kirsch oda Siasskirsch is a roude Kernfrucht.
agentive-physical-object;['buacha', 'buche', 'rotbuche'];De Buacha oda Fagus sylvatica, genau gsogt de Roud-Buacha
agentive-physical-object;['kaudara', 'bieha', 'pipkaudara'];Da Kaudara, Pipkaudara oda Bieha a groußa Fougl, der wos mid di Hiana fawondt is.
agentive-physical-object;['amerikanischa bison', 'amerikanischer bison', 'bison', 'bison bison'];Da Amerikanische Bison, aa Indiana-Biffe oda nua Biffe, is a wuids Rinviech, des wo in Noadamerika amoi weit vabroadt woa.
agentive-physical-object;['brèim', 'breema', 'brejm', 'breim', 'breima', 'tabanidae', 'brehma', 'bräima'];Brejma san a Familie aus da Untaordnung vo de Fliang in da Ordnung vo de Zwoafliagla mit umgfaahr 400 Artn und kean zu de bluadsaungande Insekten.
agentive-physical-object;['andnkondor'];Da Andnkondor is a Vogloat, de zu de Neiwejdgeier ghead.
agentive-physical-object;['grant', 'glanen'];Grantn sein alpine Staudn mit essbåre roate Frichte, dé ébmfålls Grantn hoaßn.
agentive-physical-object;['stoanbuach', 'hopfenbuche', 'ostrya carpinifolia', 'schwarzbuche'];Stoanpuach óder Stoanpuêch isch in Sidtiról die Pezeichnung fir „Hopfenbuche“.
agentive-physical-object;['aina', 'ein', 'eule', 'eulen'];D'Aina sant a Ordnung fo di Fegl, zu dera wos meara wia 130 Ortn dazuazöid wernt.
agentive-physical-object;['erdfàggi', 'erdfaggi', 'erdferkel', 'orycteropus afer'];As Erdfaggi is d'oanzige lewade Oart fo seina Ordnung Tubulidentata, und is a sunsta a recht ausgfoins Viech.
agentive-physical-object;['elan', 'erlen', 'schwarz-erle'];Elan oda Eal beidnd a Gattung vo Pflanzn vo da Birkngwachsfamilie.
agentive-physical-object;['eschpn'];De Eschpn oda Ziddapappe (Populus tremula. dt.
agentive-physical-object;['eabam', 'hedera'];Der Eapam isch a Pflånz, wås af die Pam, af die Mauern unt af die Knotn aufi kråbblt, zun Toal iber 10 Meter hoach, aa in Wålt afn Pódn manånt.
agentive-physical-object;['wuidsau', 'sus scrofa', 'wildfacken'];A Wuidsau oda Wüdsau, aa Wuidfack, is a Viech, wo zua Famij vo de echdn Facken ghead.
agentive-physical-object;['bedecktsama', 'magnoliopsida', 'bedecktsamer'];De Bedecktsamigen Pflanzna, kuaz Bedecktsama, manchmoi aa im engan Sinn „Bliahpflanzna“ gnennd, buidn de grässde Klass vo de Samapflanzna.
agentive-physical-object;['fliangschwammal', 'flegenpilz', 'fliegenpilz', 'amanita muscaria'];Da Fliangschwammal, dt.: Fliegenpilz, is oana vo de giftign Schwammal aus da Gattung Amanita.
agentive-physical-object;['faungschreckn', 'fãngschreckn', 'fangschrecken', 'mantodea'];De Faungschreckn san a Uadnung vo de Insektna, und zwoa vo de Fluginsektna.
agentive-physical-object;['weixl', 'weichsel', 'prunus cerasus', 'sauakeasch', 'sauakersch'];De Weixl, Weichsel oda Sauakersch is a bsundare Oart vo da Kersch.
agentive-physical-object;['nogeviecha', 'någedia', 'fieslviecha', 'nagetiere', 'rodentia'];De Nogeviecha san a Ordnung fo de Spoviecha.
agentive-physical-object;['gaugau', 'kakao'];Da Gaugau oda Kakao is da Saumen vom Gaugaubaam, de sognenndn Gaugaubaunln und des draus gwunnane Puiva.
agentive-physical-object;['pinguin'];Pinguin san a Gruppn vo Wossavegl, de wo ned fliagn ko.
agentive-physical-object;['kosmanstaud', 'mäusedorn'];De Kosmanstaud håt man friaher zu der Familie va die Liliengewächse zéhlt. hait rechnt ma sie zu die Mäusedorngewächse.
agentive-physical-object;['schwårzplattl', 'sylvia atricapilla', 'mönchsgrasmücke'];Schwårzplattl isch in Tirol a Pezeichnung fir an Insektn fréssetn Singvógl.
agentive-physical-object;['spotz', 'haussperling', 'passer domesticus', 'spatz'];Da Spotz, aa Hausspotz
agentive-physical-object;['moasal', 'meisen'];De Moasal oda Moasl (lat.
agentive-physical-object;['msasa', 'brachystegia spiciformis'];Msasa is a Oat in Simbabwe.
agentive-physical-object;['imp', 'apis mellifera', 'bei', 'fleißiga imp', 'honigbiene', 'biene', 'bienen'];Da Imp oda Fleißige Imp is as oanzige Insekt, des wos in Middleiropa wirtschafdlich gnutzt wird. er is desweng aa de am ollaweidan, nemli wöidweid, fabroadte Oart fo di Beifegl.
agentive-physical-object;['roß', 'pferdl', 'equus caballus', 'equus ferus caballus', 'hauspfead', 'hauspferd', 'pferd', 'pferde', 'ressa', 'roos', 'ross'];Roß oda Hauspfead san weit vabroadde Hausviecha.
agentive-physical-object;['echter spinat'];Der Spinat isch a Staud, va der man die Laber kócht unt wirzt. als Spinat pezeichnt man aa as fertige Gericht.
agentive-physical-object;['nyala'];Nyala is a Oat in Simbabwe.
agentive-physical-object;['muli', 'maultier'];Da Muli isch a Kraizung zwischn an Róss unt an Èsl.
agentive-physical-object;['budanbleame', 'caltha palustris', 'sumpfdotterblume'];De Budanbleamen oda Schmoizbleamen (Caltha palustris, dt.
agentive-physical-object;['echte håsn', 'echte hosn', 'hås', 'echte hasen'];Echte Hosn sand Spofiecha, de zua Gattung Lepus innahoib vo da Familie vo de Hosn ghäan.
agentive-physical-object;['gugaruz', 'zea mays', 'gugarutz', 'kukuruz', 'mais'];Da Gugaruz, aa Kukuruz oda Mais, is a oide Kuituapflonzn, wo zan Droad zejd wead.
agentive-physical-object;['eschl', 'gemeine esche'];De Eschl oda Eschling, aa Esch oda Eschn is a Laabbaam, dea wo voa oim in Eiropa dahoam is.
agentive-physical-object;['marün', 'aprikose', 'marille', 'marillnbam', 'aprikosn', 'prunus armeniaca'];De Marün, aa Aprikosn is a Staaobst und mid da Zwetschgn vawandt.
agentive-physical-object;['fisoin', 'buanschoan', 'gartenbohne', 'grüne bohne'];De Fisoin, is a wichtige Nutzpflaunzn.
agentive-physical-object;['schtoach', 'stoach', 'storch'];Da Stoach (dt.
agentive-physical-object;['laabmoos', 'laubmoose', 'mies'];De Laabmoos san a Obteilung vo de Pflanzna und oane vo de drei Gruppn, de wos ois Moos zammgfosst wead.
agentive-physical-object;['gösn', 'schnaken', 'stechmücken'];Gösn, aa Staunzn, Schnouggn oda Mugg, san a Famülie vo de Insektna aus da Uadnung vo de Zwafliagla.
agentive-physical-object;['guinea fowl'];Guinea Fowl is a Oat in Simbabwe.
agentive-physical-object;['vegl', 'fegl', 'aves', 'fegi', 'fogl', 'fäigl', 'fögi', 'vegal', 'vegi', 'vogel', 'vogi', 'vögi', 'vögl', 'vögel', 'vogl'];De Vegl san a Klass vo de Landwiabeviecha, nema de Wechslviecha, Griachfiecha und di Spoviecha.
agentive-physical-object;['stoaboog', 'oipmstoabock', 'alpensteinbock', 'capra ibex', 'gmoana stoabock'];Da Stoaboog, aa Oipmstoaboog oda Gmoana Stoaboog, is a Oart vo de Goass, wo in de Oipm vorkimmt.
agentive-physical-object;['guanako', 'lama guanicoe'];As Guanako, a Huanako, is a wuide Oat a da Familie vo de Kamele.
agentive-physical-object;['kesten', 'edelkastanie', 'kastanien', 'maroni'];De Edlkastanie is a Kastanienbaam mit essboan Frichtn, de wos ma Maroni nennt.
agentive-physical-object;['schof', 'ovis aries'];As Schof (Ovis orientalis aries, dt.
amount-of-matter;['geddabluat ichór', 'ichór'];Ichór is s Bluad vo de griachischn Gedda.
amount-of-matter;['kafää', 'kaffee'];Da Kafää is a stimuliarads, schwoazzes Drangl aus grässte und gmohlane Kafääbaunan.
amount-of-matter;['wossa', 'wåssa', 'h₂o', 'wassa', 'wasser'];Wossa is a chemische Vabindung aus den chemischn Elementn Wossastoff und Sauastoff mit dea Summenformel H2O. De Bezeichnung „Wossa“ wead primär fia'n flüssign Aggregatzuastand hergnomma, im gfrornen Zuastand nennt mans Eis, im gasförmign Dampf.
amount-of-matter;['platin', 'pt'];Platin is a chemischs Element mid am Elementsymbol Pt und da Oadnungszoi 78.
amount-of-matter;['guinness'];Guinness is a dunkle, fast schworze Biasortn aus Irland.
amount-of-matter;['legierung'];A Legierung macht ma indem ma zwoa oda mehra Metalle midanada vomischd.
amount-of-matter;['sauastoff', 'o', 'sauerstoff'];Da Sauastoff is a chemischs Element mid da Ordnungszoi 8.
amount-of-matter;['wassastoff', 'h'];Da Wassastoff is es Element mid na Ordnungszoi 1.
amount-of-matter;['palladium'];Palladium is a chemischs Element im Periodensystem da Elemantn mid am Symbol Pd und da Oadnungszoi 46.
amount-of-matter;['süwa', 'ag', 'silber', 'suiba'];Süwa oda Suiba is a chemischs Element mim Simboi: Ag und da Urdnungszoih 47.
amount-of-matter;['goid', 'goed', 'gold', 'golt'];Goid is's chemische Element mid da Oadnungszoih 79 und a so gnennds Edlmetoi.
amount-of-matter;['oahnschmoiz', 'ohrenschmalz'];Oahnschmoiz is a fettige Obsondarung vom innan Oahwaschl im sogn.
amount-of-matter;['koich', 'baukalk', 'baukoich', 'baukoik', 'kalk', 'koik'];Koich oda Baukoich is a natialicha Bauschtoff.
amount-of-matter;['calcium', 'ca', 'kalzium'];Calcium oda Kalzium is a chemischs Element mid dem Symbol Ca und da Ordnungsnumma zwanzg.
amount-of-matter;['muich', 'mille', 'mil', 'milch', 'mili', 'milli', 'müch', 'mülli'];Muich nennd ma des weiße Zeig, wos aus'm Eita vo de Kia aussakimmd.
amount-of-matter;['punsch'];Punsch is a uaschpringle a Mischdrangl aus Indien, wo aus finf Zuadodn bschtäht.
amount-of-matter;['kuinwossastoffe', 'kohlenwasserstoffe'];Kuinwossastoffe
amount-of-matter;['drangl', 'getränk', 'gsiif'];A Drangl oda Gsiif is Saumebegriff fia Flissigkeitn, de wos speziö fian menschlichn Konsum geeignet san.
amount-of-matter;['baambeech'];Baambeech oda kuaz Beech
amount-of-matter;['metoi', 'metall', 'metalle'];A Metoi is a Materioi, des wo tippischaweis hoart, unduachsichti sowia glenzad is und a guade elektrische und theamische Loatfehigkeit hod.
amount-of-matter;['lagerbier', 'lager'];Lagerbier is mehr oder wenga a Werbenam.
amount-of-matter;['weinbrand', 'brandy', 'branntwein'];A Weinbrand oda Brandy is a Schnops, dea wo nua aus Wein brennt wead.
amount-of-matter;['schnops', 'schnaps', 'spirituosen'];Schnops oda Schnaps is a Sammebegriff fia olle Drangln mit an houchn Oikohoighoit.
amount-of-matter;['wein'];Da Wein is a Traubnsoft, dea duach Gärung an Oikohoiontei griagd hod.
amount-of-matter;['napoim', 'napalm'];Napoim, Napalm isa Brandwaffn wos haubdsechle aus Benzin gmochd is.
amount-of-matter;['schlehalikea', 'schlehenlikör'];Da Schlehalikea is a Likea, wo aus da Frucht vo da Schleha gmocht wead.
amount-of-matter;['zwetschgnwossa', 'schligowitz', 'schliwowitz', 'zwetschgnschnops', 'slibowitz', 'slivovic', 'sliwowitz', 'zwetschgenschnaps', 'zwetschgenwasser', 'zwetschgenwossa'];Zwetschgnwossa oda Zwetschgnschnops, aa Schliwowitz oda Schligowitz, is a stoaks, foabloses äukoholisches Drangl, a Obstla, dea wos aus Zwetschgn gmocht wiad.
amount-of-matter;['moos', 'sumpfn'];Moos isch an ålthoachtaitsches Wórt, dés „Sumpf“ pedaitet.
amount-of-matter;['tschoglàd'];Metal oda a Heavy Metal is a Richtung in da Rockmusi.
amount-of-matter;['met'];A Met is a oikoholisches Drangl, wo aus Heng und Wossa gmocht wead.
amount-of-matter;['muich', 'mille', 'mil', 'milch', 'mili', 'milli', 'müch', 'mülli'];Muich nennd ma des weiße Zeig, wos aus'm Eita vo de Kia aussakimmd.
amount-of-matter;['maibowle'];A Maibowle
amount-of-matter;['püls', 'pils'];A Püls is a harbs Bia, des wos meahra Hopfm und weniga Staummwiazn wiar a sunstigs Bia hod.
amount-of-matter;['aquavit', 'akvavit'];Aquavit oda Akvavit, is a kloara bis goidgejba Kimmeschops.
amount-of-matter;['schmoiz', 'schmalz'];Schmoiz is im engan Sinn a weidavaorwadte Schlochtfeddn vo Facken.
amount-of-matter;['boog', 'bock', 'boogbia'];A Boog oda Boogbia is a oba- oda untagearigs Bia, wo da Stommwiazghoit iwa 16 % und da Oik uma 6,5 % Vol., ko owa aa weid driwa lieng.
amount-of-matter;['likea', 'likäa', 'likör'];A Likea oda Likäa
amount-of-matter;['kracherl', 'brause', 'krachal', 'kràchal', 'limo', 'limonad', 'limonade'];A Kracherl, aa Brause oda Limonad, is a sias Drangl, des wo aus Wossa, Zucka, Gschmo und Koinsaire gmacht werd.
amount-of-matter;['ethanoi', 'ethanol'];Ethanoi oda Ethanol, aa reina Oikohoi
amount-of-matter;['heliosphean', 'heliosphäre'];De Heliosphean is a riesiga Bereich um de Sun, wo da Sunwind mit seine mitgfiahtn Magnetfejdan wiaksam ist.
amount-of-matter;['weimischdrangl', 'weinmischdranggl', 'gespritzter', 'gschpritzda', 'gspritzda', 'gspritzter', 'spritza', 'spritzer', 'weinmischgetränk', 'weinmischgetränke'];Untar an Weimischdrangl vastehd ma a Gmisch auf da Grundlog vo an Wei.
biological-object;['vene'];A Vene is a Oda im Körpa drinad, wo s'Bluad duachi rind.
biological-object;['neiron', 'neuron'];A Neiron
biological-object;['poimkatzal', 'palmkatzal', 'palmkatzl', 'palmkätzchen', 'pòimkatzal', 'weidenkätzchen', 'weidnkatzl', 'poimkatzl', 'weidnkatzal'];Poimkatzal oda Poimkatzl nennt ma de Bliatnständ an am Poimgart, de wo im Fruajoar fia de Vawendung in Poimbuschn gschnittn wern.
biological-object;['knoin', 'knolle'];A Knoin is a vadickte Schtruktua vo Pflanzna, de wo ausn Schtengl oda da Wuazn entschtandn is.
biological-object;['zwiefe', 'zwiebel', 'zwiewe'];A Zwiefe oda Zwiewe is in da Botanik a gschtauchda Schtengl mit fleischigen Bladdln.
biological-object;['haud'];Meicha, oda a Zeiln is des, wos ma duad, wann ma de Muich ausm Eita vo de Kia aussa hoid.
biological-object;['maisl'];In poarischn Språchraum isch as Maisl a Poan, dés sich am Ellpógn pefindet.
biological-object;['soot', 'saat', 'sama', 'samen', 'som'];Soot, Som oda Sama, nennd ma de Embryos vo Pflanzna.
biological-object;['bechazej', 'becherzelle'];De Bechazej aa Goblet-Zej gnennd, is a oazejige, bechafeamige, Schleim produziande Druise, de innahoib vo om Epithelvabond liegd.
biological-object;['aponeirose', 'aponeurose'];Ois Aponeirose bezeichnd ma in da Medizin flächige oda plotte Struktuan aus Bindegwebe.
biological-object;['finga', 'finger', 'daama', 'dama'];Finga san a Tei vo da Hond.
biological-object;['tschurtsch', 'zapfen vom nadelbaum'];Unter Tschurtschn versteaht mån in Nordtiról, Sidtiról unt Kärntn die Zåpfn va die Nådlpam.
biological-object;['weinberl', 'rosine', 'rosinen', 'weibal', 'weimberl', 'weinbal', 'zibeben', 'ziwebm', 'ziwem'];Weinberl, Weinbal oda Weinbial,
biological-object;['duttln', 'brust', 'brüste', 'duddln', 'duddn', 'dutten', 'duttn', 'mamma', 'mammae', 'titten', 'weibliche brüste'];De Duttln oda Duttn zejn zu dena sekundärn, weiblichn Geschlechtsmeakmoi.
biological-object;['vulva', 'schamlippen', 'schamlippn', 'schliitz', 'schlitz'];De Vulva, is des aißali Sichtboare vom Foatpflanzungsorgan vo da Frau.
biological-object;['kletze'];Die Kletze isch a Schnittl van a Pir, dé in pewégger unt wårmer Luft tricknt wert.
biological-object;['epfe', 'abfe', 'apfel', 'opfi'];Epfe sand Fricht, de wo essbar sand.
biological-object;['zand', 'zahn', 'zahndl', 'zond', 'zähne', 'zänd'];A Zand
biological-object;['gnia'];S Gnia oda Knia
biological-object;['blendn'];De Blendn is a Bauteil vo Objektive.
biological-object;['zechn', 'zêcha', 'zächa', 'zechna'];De Zechna sant de Endobschnid vom Fuaß.
biological-object;['bliah', 'bleame', 'blüte'];Bliah san Reproduktionsoagane vo de Pflanzna.
biological-object;['boan', 'knochen'];As Poan isch a Toal van Stitzsistém in Kérper van Méntsch unt va viele Viecher.
biological-object;['iaxn'];Iaxn is da Bereich zwischn da Schuita und da Brustwaund.
biological-object;['kriachal', 'griachal'];De Kriachal (Prunus domestica subsp.
biological-object;['ringlo', 'prunus domestica'];De Ringlo, aa Ringlodn oda Reneklodn (dt.
biological-object;['haund', 'pratzn'];De Haund is as vurdane End vo de Orm, de wos ma zam Greiffa vo Sochan nehma kau.
biological-object;['feaschn', 'ferse'];De Feaschn is da hintaste Tei vom Fuaß.
biological-object;['orbita', 'augenhöhle'];De Orbita
biological-object;['narrische schwammal', 'narrnschwammal', 'psilocybinhaltige pilze', 'zaubaschwammal'];Narrische Schwammal, aa Zaubaschwammal oda Magic Muschrooms san Schwammal mit halluzinogena Wirkung.
biological-object;['oarsch', 'arsch', 'gesäß', 'oasch', 'popsch'];Da Oarsch oda Hintan is a Keapatei am End vom Rumpf.
biological-object;['fuaß', 'fiass'];Da Fuaß, Pl.: Fiass, is da untasde Tei vo da Haxn.
biological-object;['bladdl', 'blatt'];As Bladdl is nem ana Schtengl und da Wuazn a wichtigs Oagan vo de Pflanzna.
biological-object;['zipfe', 'penis', 'phallus', 'schwanz', 'zipfel', 'zumpf', 'zumpfal'];Da Zipfe, Zumpf oda Schwanz is a externs Besamungsorgan vo männlichn Viechan bei Ortn, de wo a innare Befruchtung praktizian.
biological-object;['fruchtknopf'];A Fruchtknopf
biological-object;['greids', 'buckl', 'rücken'];Des Greids, Buckl oda Buugl is de hintar Seitn vom Rumpf dea Menschn oda Vicha, de se vom untan Rand des Nackns bis zua Gegend dea Lend bzw.
biological-object;['frucht', 'fructus', 'fruit'];A Frucht
biological-object;['ohrwaschl', 'oar', 'lousa', 'luusa', 'oahwasche', 'oawaschl', 'ohr'];S' Ohrwaschl is des Sinnesorgan, mit dem ma heern ko.
biological-object;['daam', 'daumen'];Da Daam, Mz.
biological-object;['wuazn', 'wuaz', 'wuazl', 'wurzel'];De Wuazn oda Wuaz is nem de Bladdln und en Schtengl bzw.
biological-object;['gruspl', 'knorpel'];Wénn man a Fleisch isst, gspirt man óftramål zache Toale, dé sich lei mit Miah derkuidn låssn. normalerweis tuat man sie zun Åbfåll wie die Boaner.
