activity;['raga', 'kiwiki', 'rugby', 'raga soka', 'rugger'];Raga (ing.
activity;['tamthilia', 'thiata', 'ukumbi', 'tamthiliya', 'theatre', 'dramaturgy', 'sinema', 'ukumbi wa michezo', 'dramatics', 'maigizo', 'makubwa sanaa', 'sanaa theater', 'sanaa za maonyesho', 'theatre arts', 'theatrical kampuni', 'ukumbi burudani', 'ukumbi kampuni', 'ukumbi wa michezo ya watoto'];Tamthilia ni moja kati ya sehemu za utunzi wa hadithi au fasihi simulizi ambayo mara nyingi tunaona katika kumbi za maonyesho au kupitia televisheni, au tunasikia kupitia redio.
activity;['châlons-en-champagne'];Châlons-en-Champagne ndiyo mji mkuu katika mkoa la Champagne-Ardenne.
activity;['amri kumi', 'amri za mungu', 'amri 10', 'dekalogu', 'dekalojia'];Amri Kumi ni orodha ya amri kuu za Mungu katika Biblia.
activity;['utalii', 'watalii', 'sekta ya utalii', 'sekta ya usafiri', 'sightseeing', 'touristry', 'usafiri wa kimataifa', 'utalii molekuli', 'vivutio'];Utalii ni kusafiri kwa ajili ya burudani, burudani makusudi au biashara.pia utalii huweza kukuza uchumi wa nchi fulani endapo nchi hiyo itapokea fedha za kigeni kutoka kwa watalii ambao wanatoka nchi tofauti na nchi hiyo ambayo imepokea fedha za kigeni.
activity;['misa', 'ibada komunio', 'ushirika ibada'];Misa ni adhimisho la ekaristi hasa likifuata mapokeo ya Kiroma.
activity;['uhifadhi wa maji', 'hifadhi ya maji'];Uhifadhi wa maji unahusu kupunguza matumizi ya maji na kuchakata maji taka kwa malengo tofauti kama kusafisha, viwanda, kilimo nk == Maskani == Teknolojia ya kuokoa maji ya nyumbani ni pamoja na: Vichwa vya mifereji ya kuoga vyenye viwango vya chini vya mtiririko.
activity;['mapinduzi ya urusi ya 1917', 'mapinduzi ya kibolsheviki', 'mapinduzi ya oktoba', 'oktoba mapinduzi'];Mapinduzi ya Urusi ya 1917 ni namna ya kutaja mfuatano wa mapinduzi mawili katika mwendo wa mwaka 1917 yaliyomaliza ufalme wa miaka 1,000 nchini Urusi na kuanzisha utawala wa ukomunisti kwa miaka 70 iliyofuata.
activity;['usanii', 'sanaa', 'kisanaa uzalishaji', 'kisanii', 'kisanii uumbaji', 'sanaa kubuni', 'sanaa kujieleza'];Usanii ni neno lenye maana pana sana.
activity;['usimbishaji', 'hydrometeor', 'precipitation'];Usimbishaji ni maji yanayonyesha kutoka hewa hadi ardhini.
activity;['hotuba ya mlimani'];Hotuba ya mlimani ni hotuba maarufu ya Yesu kwa umati mkubwa uliomkusanyikia katika mlima fulani wa Galilaya.
activity;['talaka', 'aliyeachika', 'majarida talaka'];Talaka ni hatua ya ndoa kuvunjika moja kwa moja kabla ya mume au mke kufa.
activity;['hali ya hewa', 'halihewa', 'anga hali', 'hali ya hewa hali'];Hali ya hewa ni namna ya kutaja yale yanayotokea katika sehemu ya chini ya angahewa juu ya uso wa dunia katika eneo fulani na wakati fulani.
activity;['uhasibu'];Uhasibu ni upimaji wa hali ya kifedha ya shirika au biashara.
activity;['rais wa marekani', 'urais wa marekani', 'marekani rais', 'mtendaji mkuu', 'potus', 'rais', 'rais u.s', 'u s rais'];Rais wa Marekani ni mkuu wa nchi na kiongozi wa serikali ya Marekani.
activity;['mapinduzi', 'mageuzi', 'mwanamapinduzi', 'dethronement'];Mapinduzi ni mabadiliko ya haraka upande wa siasa na miundo yanayotokana na shinikizo la wananchi, linalotumia mara nyingi nguvu.
activity;['maigizo', 'kaimu', 'maonyesho', 'playacting'];Maigizo ni mpangilio wa maneno unaombatana na utendaji wa wahusika.
activity;['chai'];Chai ni kinywaji kinachotengenezwa kwa kulowesha majani ya mchai katika maji ya moto.
activity;['elimu', 'malezi', 'agizo', 'didactics', 'kuelimisha', 'mfumo wa elimu', 'educationalist', 'elimu shughuli', 'maelekezo', 'mafundisho', 'muelimishaji', 'waelimishaji'];Elimu kwa maana pana ni tendo au uzoefu wenye athari ya kujenga akili, tabia ama uwezo wa kimaumbile wa mtu binafsi.
activity;['elimu', 'malezi', 'agizo', 'didactics', 'kuelimisha', 'mfumo wa elimu', 'educationalist', 'elimu shughuli', 'maelekezo', 'mafundisho', 'muelimishaji', 'waelimishaji'];Malezi ni kazi maalumu ya muda mrefu ambayo binadamu anamsaidia mwingine kukabili maisha kwa jumla au sehemu yake mojawapo.
activity;['uandishi wa habari', 'journalism', 'uandishi wa habari magazeti', 'ya uandishi wa habari'];Uandishi wa habari ni kazi ya kukusanya, kupanga na kusambaza habari kwa wasomaji, wasikilizaji na watazamaji katika jamii.
activity;['uwindaji', 'wawindaji', 'overhunting', 'tombo uwindaji'];Uwindaji ni desturi ya kuua au kukamata wanyama, hasa kwa ajili ya kujipatia chakula au kitoweo, lakini pengine kwa biashara, burudani tu, kama si kwa kukomesha wanyama waharibifu.
activity;['mapinduzi ya ufaransa', 'mapinduzi ya kifaransa', 'kifaransa mapinduzi'];Mapinduzi ya Ufaransa ni jina linalojumlisha matukio muhimu ya siasa kwa kipindi cha miaka 10, tangu 1789 hadi 1799, yaliyobadilisha uso wa Ufaransa na utamaduni wa Ulaya kwa jumla, kiasi cha kuhesabiwa kati ya matukio makuu ya historia yote.Kupitia vita mbalimbali vilivyofuata katika sehemu mbalimbali za dunia, athira zake zilieneza kote duniani fikra za haki za binadamu, uhuru na maendeleo zilizotetewa na Falsafa ya Mwangaza.Dhana ya kuwa mamlaka juu ya dola ni haki ya raia wote, si ya wafalme wala watawala wengine, imeenea polepole pande zote za dunia.Pamoja na hayo, mapinduzi na matukio yaliyofuatwa yalisambaza mtazamo hasi kuhusu dini, huhusan Ukristo na Kanisa Katoliki, kwa kudai akili ishike nafasi ya imani pia.
activity;['vita ya uhuru wa marekani', 'mapinduzi ya marekani', 'american mapinduzi', 'american mapinduzi vita', 'vita ya marekani ya uhuru'];Vita ya Uhuru wa Marekani ilipigwa kati ya Uingereza na walowezi wa makoloni yake 13 kwenye pwani ya Amerika ya Kaskazini katika miaka 1775 hadi 1783.
activity;['duka', 'dukani', 'biashara ya rejareja', 'maduka maalum', 'maduka ya rejareja', 'rejareja', 'duka toy', 'mauzo ya rejareja', 'plagi rejareja', 'sekta rejareja', 'sekta ya rejareja', 'toy duka', 'wauzaji'];Duka ni mahali ambapo watu wanaweza kwenda kununua vitu wanavyovihitaji au wanavyotaka.
activity;['baiskeli', 'mashindano ya baiskeli', 'mashindano ya baisikeli', 'bicyclists', 'biking', 'wapanda baiskeli'];Mashindano ya baiskeli ni mchezo maarufu katika nchi nyingi duniani unaofanyika kwa namna mbalimbali: kwa siku moja tu au kwa siku kadhaa mfululizo, kwa mtu mmojammoja au kwa vikundi, katika barabara za kawaida, katika njia za mashambani au katika uwanja maalumu, n.k.
activity;['vita', 'mapambano', 'migogoro ya kivita'];Vita ni mapambano baina nchi, mataifa au angalu vikundi vikubwa vya watu yanayoendeshwa kwa nguvu ya silaha.
activity;['mapigano ya lepanto', 'lepanto'];Mapigano ya Lepanto yalifanyika baharini tarehe 7 Oktoba 1571 kati ya Wakristo na Waislamu, meli zao zilipokutana katika Ghuba ya Patras.
activity;['vita vya wenyewe kwa wenyewe vya marekani', 'vita ya wenyewe kwa wenyewe ya marekani', 'american civil war', 'marekani vita', 'vita kati ya marekani'];Vita vya wenyewe kwa wenyewe nchini Marekani vilipiganiwa kuanzia 1861 hadi 1865 kati ya majimbo ya kusini na majimbo ya kaskazini nchini Marekani.
activity;['vita ya japani na urusi ya 1905', 'vita ya japani dhidi ya urusi ya 1904-1905', 'russo-kijapani vita'];Vita kati ya Japani na Urusi ya 1905 ilipiganiwa katika Asia ya Mashariki.
activity;['mvua', 'hujan', 'manyunyu', 'dhoruba na mvua', 'mvua kubwa'];Mvua ni matone ya maji yanayoanguka chini kutoka mawingu angani.
activity;['jalidi', 'theluji'];Jalidi ni hali ya baridi ambapo halijoto inafikia chini ya kiwango cha sentigredi 0.
activity;['tambiko', 'ibada babu', 'babu ibada', 'heshima babu', 'heshima ya wafu', 'ibada ya mababu'];Tambiko ni utekelezaji wa ada maalumu ili kutuliza mizimu, koma au pepo.
agentive-figure;['shujaa', 'heroines', 'kitaifa mashujaa', 'shujaa wa vita', 'vita shujaa'];Shujaa ni mtu ambaye ameshinda juu ya jambo fulani, kwa mfano vita, au anaweza kukabili jambo lolote kwa ujasiri, bila kuzuiwa na woga.
agentive-figure;['kentauro', 'centaur', 'centaurs'];Kentauro ni kiumbe cha hadithi za mitholojia ya Ugiriki ya Kale ambacho ni nusu farasi na nusu binadamu.
agentive-figure;['siklopsi', 'cyclops'];Katika mitholojia ya Kigiriki na mitholojia ya Kirumi, Siklopsi alikuwa mwanachama wa mbegu ya asili ya majitu yenye chongo kati ya paji.
agentive-figure;['kibutsi', 'kibbutz', 'kibbutzim', 'kibutz'];Kibutsi ni jumuia ya wakulima wayahudi.
agentive-figure;['peace corps', 'kikosi cha amani', 'marekani peace corps'];Peace Corps ni taasisi ya serikali ya Marekani inayotuma kutuma wananchi wa kujitolea katika nchi za nje kusaidia mambo mbalimbali.
agentive-figure;['shirika la ndege', 'kampuni ya ndege', 'hewa carrier', 'ndege ya biashara'];Shirika la ndege ni kampuni inayotoa huduma ya usafiri wa anga wa kiraia kwa abiria na mizigo.
agentive-figure;['familia nyuklia', 'ndoa familia', 'nyuklia familia'];Familia nyuklia ni familia iliyoundwa na wazazi wawili na watoto wao.
agentive-figure;['benki', 'mabenki', 'benki kampuni', 'benki wasiwasi', 'benki ya kimataifa', 'benki za kigeni', 'depository taasisi ya kifedha ya', 'mfumo wa benki', 'sekta ya benki'];Benki ni taasisi inayoshughulika biashara ya fedha.
agentive-figure;['kanisa', 'church'];Kanisa maana yake ya kwanza kabisa ni "mkusanyiko wa waamini" kama ule wa Waisraeli chini ya Musa kwenye mlima Sinai walipopewa Amri za Mungu.
agentive-figure;['shirika', 'asasi', 'mashirika', 'uanzishwaji'];Asasi ni chombo kikubwa kama vile shirika linalohusika na utoaji wa huduma kwa watu katika jamii.
agentive-figure;['ecosoc', 'uchumi na jamii baraza'];ECOSOC ni kifupisho cha Economic and Social Council yaani Baraza la Kijamii na la Kiuchumi.
agentive-figure;['chekechea', 'kindergartens', 'shule ya chekechea'];Chekechea, maana yake ni kitu kidogo, hivyo pia watoto wadogo.
agentive-figure;['ofisi ya madeni', 'bureaus mikopo', 'matumizi ya mikopo taarifa shirika la', 'mikopo bureau'];Ofisi ya madeni ni shirika linalokusanya taarifa toka kwenye akaunti za wadeni mbalimbali na hutoa taarifa hiyo kwa mashirika yenye wajibu wa kuhifadhi taarifa hizo.
agentive-figure;['jamii ya marafiki', 'kanisa la marafiki', 'makweka', 'maquaker', 'quaker', 'religious society of friends', 'chama cha marafiki', 'quakers', 'kidini chama cha marafiki', 'society kidini ya marafiki'];Jamii ya Marafiki, wakati mwingine pia Kanisa la Marafiki ni jumuiya ya kidini yenye mizizi katika Ukristo.
agentive-figure;['shule ya msingi', 'shule za msingi', 'darasa la shule'];Shule ya msingi ni hatua ya kwanza katika mfululizo wa masomo katika nchi nyingi.
agentive-figure;['kaya', 'familia', 'menage'];Kaya ni kundi la watu wanaoishi mahali pamoja kama familia.
agentive-figure;['kamati', 'ispolkom', 'kamati amesimama', 'kamati ya kudumu', 'kamati ya uendeshaji', 'tume'];Kamati ni kundi la watu walioteuliwa au kuchaguliwa kwa ajili ya kazi maalum.
agentive-figure;['dola-mji', 'dola-miji', 'miji-dola', 'madola-miji', 'mji-hali', 'miji bure', 'mji hali', 'mji jimbo'];Dola-mji ni dola ambalo eneo lake ni mji mmoja pekee.
agentive-figure;['seminari', 'seminari kuu', 'mseminari', 'chuo kiteolojia', 'seminari kiteolojia', 'seminarians', 'shule uungu'];Seminari ni muundo wa malezi unaotoa mafunzo ya dini, hususan Ukristo, yakiwa pengine pamoja na elimu dunia.
agentive-figure;['shirikisho', 'serikali ya shirikisho', 'confederal', 'confederations', 'muungano wa shirikisho'];Shirikisho ni muundo wa serikali ambako madaraka na mamlaka hugawanywa kati ya ngazi ya kitaifa na ngazi ya maeneo yanayojitawala katika mambo mbalimbali.
agentive-figure;['benki ya dunia', 'ibrd', 'benki ya kimataifa ujenzi na maendeleo', 'kimataifa ya benki kwa ujenzi na maendeleo'];Benki ya Dunia ni taasisi ya kimataifa yenye shabaha ya kusaidia maendeleo ya nchi za dunia.
agentive-figure;['shirika la afya duniani', 'who', 'world health organization'];Shirika la Afya Duniani
agentive-figure;['imf', 'international monetary fund', 'shirika la fedha la kimataifa', 'shirika la fedha duniani'];IMF ni Shirika la Fedha la Kimataifa.
agentive-figure;['unicef', "united nations international children's emergency fund", "united nations children's fund", 'dharura wa umoja wa mataifa ya kimataifa la kuhudumia watoto', 'mfuko wa umoja mataifa la kuhudumia watoto', 'umoja wa mataifa la kuhudumia watoto'];UNICEF au Mfuko wa Kimataifa wa Watoto ni shirika la Umoja wa Mataifa kwa shabaha ya kuwasaidia watoto duniani.
agentive-figure;['unesco', 'shirika la umoja wa mataifa la elimu, sayansi, na utamaduni', 'umoja wa mataifa la elimu sayansi na utamaduni'];UNESCO ni kifupisho cha United Nations Educational, Scientific and Cultural Organization yaani Shirika la Elimu, Sayansi na Utamaduni la Umoja wa Mataifa.
agentive-figure;['jumuiya ya nchi huru', 'commonwealth of independent states', 'cis'];Jumuiya ya Nchi Huru ni jina la umoja wa nchi zilizokuwa sehemu za Umoja wa Kisovyeti hadi mwaka 1991.
agentive-figure;['jumuiya ya madola', 'commonwealth of nations', 'jumuia ya madola', 'british jumuiya ya madola', 'jumuiya ya madola uingereza', 'jumuiya ya madola uingereza wa mataifa', 'mataifa ya jumuiya madola'];Jumuiya ya Madola inaunganisha nchi mbalimbali hasa Uingereza na nchi zilizokuwa koloni zake.
agentive-figure;['taasisi', 'chuo kikuu taasisi', 'taasisi ya'];Taasisi ni muundo au shirika la kudumu lililoanzishwa kwa madhumuni fulani.
agentive-figure;['halmashauri ya kiekumeni ya makanisa', 'baraza la makanisa duniani', 'wcc'];Halmashauri ya Kiekumeni ya Makanisa ni muundo wa kimataifa unaokusudiwa kuunganisha madhehebu ya Ukristo.
agentive-figure;['cea', 'baraza la washauri wa kiuchumi'];CEA ni kifupisho cha Council of Economic Advisers yaani Baraza la Washauri wa Kiuchumi huko Marekani.
agentive-figure;['wahusika', 'mhusika', 'tabia', 'tabia animated', 'tabia cartoon', 'tabia tamthiliya', 'tabia ya sekondari', 'tamthiliya tabia', 'uwongo tabia', 'wahusika cartoon', 'wahusika tamthiliya'];Wahusika katika fasihi simulizi ni viumbe hai au wasiokuwa na uhai, wanaochorwa na msanii wa kazi ya fasihi kwa ajili ya kufikisha ujumbe kwa hadhira.
agentive-figure;['nasa', 'flygteknik taifa na space administration', 'taifa flygteknik na space administration'];NASA ni kifupi cha Kiingereza cha "National Aeronautics and Space Administration".
agentive-figure;['akademia', 'chuo kikuu', 'akademiki', 'academy', 'heshima jamii', 'idara'];Akademia ni shule au chuo kinachotoa elimu au taaluma maalumu, k.v.
agentive-figure;['chuo', 'vyuo'];Chuo ni taasisi ya elimu ya pekee.
agentive-figure;['nato', 'jumuiya ya mkataba wa atlantiki ya kaskazini', 'north atlantic treaty organisation', 'nato organization', 'nato shirika'];NATO ni ushirikiano wa kujihami ya kambi ya magharibi.
agentive-figure;['umoja wa ulaya', 'jumuiya ya kiuchumi ya ulaya', '🇪🇺', 'european union', 'jumuiya ya ulaya', 'eeg', 'soko la pamoja', 'ulaya jumuiya ya kiuchumi', 'e.u', 'ec', 'eu', 'soko la ulaya common'];Umoja wa Ulaya ni muungano wa kisiasa na wa kiuchumi wa nchi 27 za Ulaya, baada ya Ufalme wa Muungano kujitoa tarehe 31 Januari 2020, tukio la kwanza la namna hiyo.
agentive-figure;['umoja wa ulaya', 'jumuiya ya kiuchumi ya ulaya', '🇪🇺', 'european union', 'jumuiya ya ulaya', 'eeg', 'soko la pamoja', 'ulaya jumuiya ya kiuchumi', 'e.u', 'ec', 'eu', 'soko la ulaya common'];Jumuiya ya Kiuchumi ya Ulaya ilikuwa ushirikiano wa nchi za Ulaya katika mambo ya uchumi tangu 1958.
agentive-figure;['jumuiya ya nchi za kiarabu', 'arab league', 'umoja wa kiarabu', 'ligi ya mataifa kiarabu', 'mataifa ya kiarabu'];Jumuiya ya Nchi za Kiarabu ni ushirikiano wa nchi za Afrika ya Kaskazini na Asia ya Magharibi.
agentive-figure;['shirika za msalaba mwekundu na hilali nyekundu', 'msalaba mwekundu'];Shirika za msalaba mwekundu na hilali nyekundu ni harakati ya kimataifa ya kulinda maisha ya kibinadamu hasa wakati wa vita.
agentive-figure;['jumuiya ya nchi zinazozalisha mafuta duniani', 'opec', 'organization of the petroleum exporting countries', 'shirika la nchi petroli-nje'];Jumuiya ya nchi zinazozalisha mafuta duniani
agentive-figure;['umoja wa mataifa', 'um', 'un', 'united nations', 'u.n'];Umoja wa Mataifa ni umoja wa nchi zote duniani isipokuwa zile zisizotambuliwa kuwa dola huru.
agentive-figure;['jeshi la anga', 'airforce', 'vikosi vya hewa'];Jeshi la anga ni jeshi linalotumia ndege n.k.
agentive-figure;['jeshi', 'jeshi la ardhi', 'ardhi vikosi', 'majeshi', 'majeshi ya ardhini', 'mara kwa mara jeshi'];Jeshi la ardhi ni mkono wa jeshi la nchi unaojumlisha vikosi vyote vilivyo tayari kupigania maadui kwenye nchi kavu, tofauti na mikono mingine inayoshughulika kazi ya ulinzi wa taifa baharini au hewani.
agentive-figure;['jeshi la wanamaji', 'navy', 'flottorna', 'majini', 'majini vikosi', 'nguvu majini', 'vikosi vya majini'];Jeshi la wanamaji ni kitengo cha pekee cha jeshi la mataifa mengi kilicho tayari kushindana na maadui kwenye maji hasa baharini.
agentive-figure;['chama cha kisiasa', 'chama', 'chama cha siasa', 'kisiasa', 'makundi ya kisiasa', 'siasa za chama', 'vyama vya siasa'];Chama cha kisiasa ni maungano ya watu wanaotafuta mamlaka katika dola na hasa serikali kwa kusudi la kutekeleza shabaha za kisiasa au za kifalsafa pamoja na faida kwa ajili ya vikundi fulani faida zao za binafsi.
agentive-figure;['kanisa katoliki', 'wakatoliki', 'catholic church', 'kanisa katholiki', 'kanisa la kikatoliki', 'mkatoliki', 'roman catholic', 'ukatoliki', 'kirumi-katoliki', 'kanisa katoliki la kirumi', 'kanisa la roma-katoliki', 'roman-katoliki'];Kanisa Katoliki ni jina linalotumika kwa maana mbalimbali, lakini hasa kumaanisha Kanisa la Kikristo linalokubali mamlaka ya kiroho ya Papa wa Roma kama mkuu wa urika wa maaskofu juu yake lote.
agentive-figure;['baptisti', 'wabaptisti', 'baptist', 'kibaptist', 'kibaptisti', 'wabatisti', 'baptist church', 'kanisa mbatizaji', 'baptists', 'mbatizaji', 'waziri mbatizaji'];Baptisti ni neno linalotumika pengine kuelezea kinachohusika na mapokeo maalumu ndani ya Ukristo wa Kiprotestanti na hasa kutajia mali au makanisa ya Wabaptisti au madhehebu ya Kibaptisti, ambayo ni kati ya yale yenye waumini wengi zaidi duniani.
agentive-figure;['wamormoni', 'kanisa la yesu kristo wa watakatifu siku', 'mormons', 'kanisa la yesu kristo wa watakatifu wa siku', 'mormoni', 'mormoni kanisa', 'wa siku saint'];Wamormoni ni kundi la watu wanaohusiana na dini ya Mormoni, iliyoanzishwa na Joseph Smith huko New York, Marekani, katika miaka ya 1820 akidai alipata njozi na kuonyeshwa kitabu kitakatifu.
agentive-figure;['lions club international', 'lions club', 'kimataifa wa chama cha lions vilabu'];Lions Club International ni klabu iliyoanzishwa mwaka 1917 katika mji wa Chicago nchini Marekani kama taasisi isiyojiendesha kifaida.
agentive-figure;['wamasoni', 'freemasons', 'masunia', 'bure mwashi', 'freemasonry', 'mason bure', 'masonic', 'order masonic', 'wapagani bure', 'wapagani bure na zilizokubaliwa'];Wamasoni ni chama cha siri kinachodai kufuata maadili na kustawisha udugu kati ya watu huru.
agentive-figure;['taa ya alladin', 'aladdin'];Taa ya Aladin ni kisa kimoja kati ya hadithi ya mkusanyiko wa fasihi wa Alfu Lela U Lela.
agentive-figure;['dini', 'imani', 'muumini', 'imani ya dini', 'imani za kidini', 'mapokeo ya kidini'];Imani kwa Kiswahili ni neno lenye maana mbalimbali
agentive-figure;['dini', 'imani', 'muumini', 'imani ya dini', 'imani za kidini', 'mapokeo ya kidini'];Dini inamaanisha jumla ya imani ya binadamu kadhaa pamoja na mafundisho wanayotoa kuhusu yale ambayo wanayazingatia ama kuyasadiki, yaani mambo ya roho, kama vile kuhusiana na Mungu, maisha na uumbaji.
agentive-figure;['uislamu', 'kiislamu', 'dini ya kiislamu', 'islam', 'waislamu', 'imani ya kiislamu', 'islami', 'mohammedanism', 'muhammadanism', 'uislam', 'uislamu wapiganaji', 'waislam'];Uislamu ni dini inayotokana na mafunzo ya Mtume Muhammad.
