abstract-region;['limiet', 'limieten'];In de wiskunde is e limiet e weirde die deur e functie in 't oneindige kan wordn benoaderd.
region;['7', 'zeevn', 'zeevne', 'zeven'];Zeevne of zeven is 't cyfer 7, e natuurlik getal achter zesse en voorn achte.
region;['17', 'zeevntiene'];Zeevntiene is 't getal 17, e natuurlik getal achter zestiene en voorn achttiene.
region;['11', 'elve'];Elve is 't getal 11, e natuurlik getal achter tiene en voorn twolve.
region;['14', 'veertiene'];Veertiene is 't getal 14, e natuurlik getal achter dertiene en voorn viftiene.
region;['4', 'viere'];Viere is 't cyfer 4, e natuurlik getal achter drie en voorn vuve.
region;['13', 'dertiene'];Dertiene is 't getal 13, e natuurlik getal achter twolve en voorn vêertiene.
region;['21'];Eenentwientig, of êentwientig, is 't getal 21, e natuurlijk getal achter twientig en voorn tweeëntwientig.
region;['29'];Neegnetwientig is 't getal 29, e natuurlijk getal achter achtetwientig en voorn dertig.
region;['26'];Zessntwientig is 't getal 26, e natuurlik getal achter vuvetwientig en voorn zeevnetwientig.
region;['25'];Vuuvtwientig is 't getal 25, e natuurlik getal achter vieretwientig en voorn zessetwientig.
region;['22'];Tweejentwientig is 't getal 22, e natuurlijk getal achter enentwientig en voorn driejentwientig.
region;['28'];Achtntwientig is 't getal 28, e natuurlijk getal achter zeevnetwientig en voorn neegnetwientig.
region;['27'];27 is 't nateurlik getal achter 26 en voorn 28.
region;['24'];Vierentwientig is 't getal 24, e natuurlijk getal achter driejentwientig en voorn vuvetwientig.
region;['23'];Driejentwientig is 't getal 23, e natuurlijk getal achter tweejentwientig en voorn vieretwientig.
region;['atoomnummer', 'atoomgetal', 'atôomnummer'];'t Atoomnummer of atoomgetal wordt gebruukt in de chemie en de fysica en toogt hoevele protoonn dat den atoomkern van e chemisch element bezit.
region;['1'];1 is e nateurlik getal dat achter nul en vôorn twêe komt.
region;['massagetal'];'t Massagetal van een atoom is de somme van 't antal protoonn en neutroonn in de atoomkern.
relation;['oogte'];Oogte, ôogte of ogte, kut op verschillige maniern ginterpreteerd worn, die in essentie wel al ip mekoar nerekomn.
relevant-part;['pluim', 'veder'];Den alpaca wok wel nen berglama ghenoemd, is een soorte lama die voornkomt in de bergn van den Andes in Zuud-Amerika.
set;['groep'];Ne groep is in wiskunde 'n verzoamelienge met doaby 'n bewerkinge die an 'n antal eigenschappn vuldoet.
set;['dêelverzoamelienge'];E dêelverzoamelienge van e bepoalde verzoamelienge is e verzoamelienge die e dêel is van die verzoamelienge.
simple-collection;['romeinsche mythologie'];De Romeinsche mythologie is de verzoamelienge van legendes en mythes van ’t antieke Rome.
simple-planned-collective;['vierschare', 'vierschaar', 'vierschoare'];De vierschare was in 't Ancien Regime een rechtbank woa da zowel strafrechtelikke zaken als burgerlikke zaken gevonnist wiern.
simple-planned-collective;['vlamsche gêestelikkn', 'gêestelyke', 'vlamsche gêestelikken'];Dit artikel es geschreevn in 't Kortryks, en da zou best ozô bluuvn.
situation;['corner'];Ne corner of hoekschop in voetbol is e maniere van et spel te herstartn at den bol achter de achterlyne èit gewist.
situation;['klucht', 'grap'];E klucht is etwadde da je vertelt vor etwien te doen lachn.
situation;['vergelykinge'];'n Vergelykinge in de wiskunde is 'n gelykeid woarin da twêe uutdrukkingn, met êen of mêer ounbekenden, met mekoar vergeleekn zyn.
situation;['vollienge', 'vallienge', 'valling'];Een vollienge, vallienge of valling es een besmettelikke ziekte woarby dat de slymvliezn ountstookn roakn.
situation;['pest', 'peste'];De pest is een ziekte die van de 14e toet an de 19e êeuwe in Europa mêerdere kêern hè toegesleegn, vantydn epidemisch en soms zels pandemisch, en die an miljoenn mensn 't leevn gekost hèt.
situation;['piltdown-mens'];De Piltdown-mens is meugeliks de mêest fameuze paleontologische vervolsienge van olle tydn.
situation;['koolstofmonoxidevergiftigienge'];Koolstofmonoxidevergiftigienge gebeurt achter inoasemn van Koolstofmonoxide.
situation;['myxomatose'];Myxomatose es e dôdelikke ziekte die allêne mo by kenyns vôornkomt.
situation;['bulleting'];E bulleting is 't papiertje da j' mee krygt op 't ende van 't joar van 't schole me je puntn op.
situation;['griep'];Echte griep is e ziekte die deur 't influenzavirus wor verôorzaakt en die de luchtweegn enfecteert.
situation;['euthanasie'];Euthanasie, genadedôod of genadedôdienge is d' olgemêne benamienge vô handeliengn die 't stervn van een ander mens verrappert met de bedoelienge van 't zêer te vermindern.
situation;['bevolkienge', 'inweuners', 'populoasje'];De bevolkienge betekent olle mensn die in e bepoald land, stoat of gebied weunn.
situation;['weirklôoseid', 'werkloosheid'];Men sprikt van Weirklôoseid o iemand, die ofgestudeerd es moa nog nie oud genoeg es voor in pensioen te zin, gin werk eit.
situation;['vandalisme'];Vandalisme es't espres beschoadign of kapot moakn van dingn die an iemand anders of en gemêenschap toebeôorn.
socially-constructed-person;['hendrik i van iengeland'];Hendrik I, bynoame Beauclerc,
socially-constructed-person;['hendrik ii van iengeland'];Hendrik II van Iengeland, van 't Huus Anjou of de Angevins, loater ‘t Huus Plantagenet genoemd, was de zeune van Godfried Plantagenet en keizerinne Mathilde, weeuwe van keizer Hendrik V van ‘t Hillig Rôoms Ryk en dochter van Hendrik I van Iengeland.
socially-constructed-person;['edward iii van iengeland'];Edward III van Iengeland, bygenoamd Edward van Windsor,, van 't Huus Plantagenet was 50 joar keunienk van Iengeland, wa da styf lange was vor in dien tyd.
socially-constructed-person;['titiaan'];Tiziano di Gregorio Vecellio (Nederlandsche noame Titiaan) (Pieve di Cadore, ca.
socially-constructed-person;['hendrik viii van iengeland', 'henry viii van iengeland'];Hendrik VIII, van ’t Huus Tudor, was hertog van York, prins van Wales en Keunienk van Iengeland en Ierland.
socially-constructed-person;['lodewyk xiv', 'louis xiv'];Lodewyk XIV, van ’t huus Bourbon, bygenoamd de Zunnekeunienk,, was van 14 meie 1643 keunienk van Frankryk.
socially-constructed-person;['johann sebastian bach'];Johann Sebastian Bach was ‘n Duutschn componist.
socially-constructed-person;['victor hugo'];Victor Marie Hugo wos e Fransche schryver en dichter die anzien es lyk êen van de belangrykste Fransche romantische schryvers van de 19de êeuwe.
socially-constructed-person;['adolf hitler', 'hitler'];Adolf Hitler wos e polletieker en uutendelik de dictator van Nazi-Duutsland in 'n Twiddn Weireldôorlog.
socially-constructed-person;['karel den grôotn', 'karel de grote', 'karel de grôotn', 'karel den grootn', 'koarel den grôotn'];Koarel de Grôotn, van ‘t Huus van de Karoliengers, Jupille-sur-Meuse, 2 april 742 - Aakn, 28 januoari 814
socially-constructed-person;['seneca', 'lucius annaeus seneca'];Lucius Annaeus Seneca
socially-constructed-person;['eros'];Eros is de god van de sensuele liefde in de Grieksche mythologie.
socially-constructed-person;['ares'];Ares wos de god van den oorloge by de Griekn.
socially-constructed-person;['hermes'];Hermes is êen van de twoalf Olympische goodn in de Grieksche mythologie en de zeune van ippergod Zeus en de pleiade Maia.
socially-constructed-person;['leonardo da vinci', 'leonardo de vinci'];Leonardo da Vinci wier geboorn ols de bastoardzeune van een notoaris en een boerinnetje.
socially-constructed-person;['carolus linnaeus', 'carl linnaeus', 'l.', 'linnaeus'];Carolus Linnaeus was ne Zweedsen wetenschapper, meest bekend als bioloog, die de binomiale nomenclateure voor levende wezens invoerde.
socially-constructed-person;['joseph haydn'];Joseph Haydn was en Owst'nryksche compositeur uyt de klassieke periode.
socially-constructed-person;['napoleong', 'napoleon', 'napoleon bonaparte', 'napoleong bonaparte'];Napoleong Bonaparte, geboorn Napoleone Buonaparte, verfranst noa Napoléon Bonaparte was den Êeste Consul van Vrankryk en derachter keizer van de Fransche as Napoleong I van Vrankryk.
socially-constructed-person;['henry longfellow', 'henry wadsworth longfellow'];Henry Wadsworth Longfellow was een Amerikoanschn dichter en schryver van werk lik "The Song of Hiawatha" en "Evangeline".
socially-constructed-person;['rudyard kipling'];Joseph Rudyard Kipling wos een Iengelschen schryver en dichter.
socially-constructed-person;['pablo picasso', 'picasso'];Pablo Ruiz Picasso wos ne Spoanschn kunstschilder en beeldouwer.
socially-constructed-person;['ronald reagan'];Ronald Wilson Reagan wos en Amerikoanschn polletieker, avocoat en acteur.
socially-constructed-person;['augustus', 'gaius julius caesar octavianus', 'gaius octavianus'];Augustus, Latyn: Imperator Caesar Divi Filius Augustus (Rome, 23 september 63 v.Chr.
socially-constructed-person;['hugenootn'];Hugenootn was sedert 1560 de noame van de Fransche calvinistn.
socially-constructed-person;['markgroaf', 'markies'];Markgroaf of markies was ’n titel in ‘t Frankisch Ryk ounder de Karoliengers en loater ook ounder et Ottoons Huus of de Liudolfiengers van et Hillig Rooms Ryk.
socially-constructed-person;['keltn', "kelt'n", 'kelten'];De Keltn zyn e groep Indogermoansche volkern, ofkomstig uut Centroal-Europa, die achter 900 v.C. binnvieln in Gallië, Spanje, Itoalje, Grieknland en Iengeland.
socially-constructed-person;['indioann'];Indioann zyn d' ôorsprounkelikke beweuners van 't Amerikoans continent.
socially-constructed-person;['angelsaksers'];Den term Angelsaksers wordt gebruukt vo de Germoansche stammn die under van de vuufde êeuwe in Iengeland vestigdn achter dan de Romeinn doa vertrokkn woarn.
socially-constructed-person;['angelsaksers'];Den term Angelsaksers wordt gebruukt vo de Germoansche stammn die under van de vuufde êeuwe in Iengeland vestigdn achter dan de Romeinn doa vertrokkn woarn.
socially-constructed-person;['kluchtigoard'];Nen kluchtigoard es nen persôon die kluchtn bringt en zo de minsn an 't lachen probeert te bringen.
socially-constructed-person;['jezus van nazareth', 'christus', 'jesus', 'jezus', 'jezus christus'];Jezus van Nazareth wos e mens die leefde in Palestina van 't joar êen toet 't joar 33.
socially-constructed-person;['marcus tullius cicero', 'cicero'];Marcus Tullius Cicero of in 't korte Cicero
socially-constructed-person;['loreley', 'lorelei'];De Loreley of Lorelei is e rotse van 132 meter hoge langst de rechteroever van de Reyn by de stad Sankt Goarshausen in de dêelstoat Reynland-Palts in Duutsland.
socially-constructed-person;['piltdown-mens'];De Piltdown-mens is meugeliks de mêest fameuze paleontologische vervolsienge van olle tydn.
socially-constructed-person;['vrouwe', 'wuf', 'wuuf'];E vrouwe of een wuuf es en mens met twêe of mêer X-chromosoomn en gin Y-chromosoomn.
socially-constructed-person;['vint'];Een vint is e mens van 't mannelik geslacht.
socially-constructed-person;['dante alighieri', 'dante'];Durante degli Alighieri [duˈraːnte ˈdɛʎʎi aliˈɡjeːri], verkort Dante Alighieri of simpleweg Dante, was e belangryke Italioanse dichtre uut de Middelêeuwen.
socially-constructed-person;['francesco petrarca', 'petrarca'];Francesco Petrarca of in 't korte Petrarca, was 'n Italjoansche gelêerde, schryvre en dichtre uut de Renaissance, en êen van d' êeste humaniestn.
socially-constructed-person;['viking', 'vikiengs', 'vikings'];Viking is de benaminge voe de Scandinaavn, zowel Noorn, Deenn als Zweedn, die in de Middeleeuwn vulle bak de zeeën ipgingn, zowel voe commerce als voe te goan plundern.
socially-constructed-person;['julius caesar'];Gaius Julius Caesar of Jules Cesar
socially-constructed-person;['isaac newton'];Sir Isaac Newton was een Iengelsn nateurkundign, wiskundign, astronôom, nateurfilosoof, alchemist en theoloog.
socially-constructed-person;['charles darwin', 'darwin'];Charles Robert Darwin was een Iengelse nateurfilosoof, die voarol bekend is voa zyn theorie van "Nateurlike Selectie", moa die ook veel bydroagn geleverd hèt in andere branchen gelik geologie, dierenkunde, plantenkunde en klassifikoatie.
socially-constructed-person;['johan calving', 'calving', 'johan calvyng'];Johan Calving wos ne Franschn-Zwitserschn theoloog binst de Reformoasje.
socially-constructed-person;['immanuel kant'];Immanuel Kant was e Duutsche filosoof van de Verlichtynge.
socially-constructed-person;['baldr'];Baldr is de twidde zeune van Odin en Frigg.
socially-constructed-person;['frigg'];Frigg is de vrouwe van Odin, den ippergod van de Germoann.
socially-constructed-person;['eratosthenes'];Eratosthenes van Kurènè was e Grieksche wiskundige, eirdrykskundige, dichtre, sterrekundige, en muziektheoreticus.
socially-constructed-person;['clovis i', 'chlodovech i'];Clovis I of Chlodovech I was keunienk van de Salische Frankn van 481 tout 509 en van 509 tout 511 ôok van de Ripuarische Frankn.
socially-constructed-person;['metsenoare', 'metser'];E metsenoare, metser of metseleire is e werkmens die uuzn zet.
socially-constructed-person;["lyste van rôoms-duutsche keuniengn en keizers van 't hillig rôoms ryk", 'lyste van rooms-duutsche keuniengn en keizers van et hillig rooms ryk'];Hier volgt de lyste van Rôoms-Duutsche keuniengn en keizers van 't Hillig Rôoms Ryk en under stamboom.
socially-constructed-person;['burgemêester', 'burgemeêster'];Nen burgemêester es et oofd van het gemêentebestuur van een Belgische gemêente.
socially-constructed-person;['gouverneur'];De gouverneur is 't hoofd van e regerienge van e stoat of kolonie.
socially-constructed-person;['paus'];De Paus is 't oofd van de Katholieke kerke en 't stoatsoofd van Vaticoanstad.
socially-constructed-person;['keeper'];De keeper is de speler in een voetbalteam die moe zorgn da de teegnstander gin golle kan scoorn.
socially-constructed-person;['maria'];Maria is de moeder van Jezus van Nazareth.
socially-constructed-person;['god'];God is in 't Christndom de noame van 't oofdpersonage ut de Bybel.
socially-constructed-person;['schryver', 'schriever', 'schrijver', 'schriver'];Ne schryver of nen auteur is den ôorsprounkelikke eigenoare en moaker van e creatief stik.
space-region;['riot.im', 'element', 'riot'];Riot.im is e chatprogramma gebaseerd ip ’t Matrix-protocol en wordt uutgegeevn ounder d’Apache-licensje 2.0, e vryesoftwarelicensje.
space-region;['eevnoare'];Den eevnoare is 'n ingebeelde lyne ip 't eirdippervlak in de vorm van e grôote sirkle roendom d' eirde oafweege de pooln.
space-region;['nôordpole', 'nôordpool'];De nowrdpole, ook wel de geografische nowrdpole genoemd, is 't punt ip 't nowrdelyk halfroend woar dat de rotoasje-asse van d' eirde 't ippervlak rakt.
spatial-feature;['berg'];Een berg is e grôte verhogienge in 't eirdippervlak ip e beperkt gebied die uutstikt boovn 't land derroend, geweunlyk in de vorm van e piek.
spatial-feature;['cotswolds'];De Cotswolds zyn e reke heuvels in west-centroal Iengeland.
spatial-feature;['dune', 'duunn'];Een dune is een euvel van fyn zand, ountstoan deur de wind.
spatial-feature;['zandbank'];Ne zandbank es e redelyk lang gerekte verôginge tot 30 meiter ôog ip de bodem van de zêe.
spatial-feature;['gebergte', "bergkeet'n", 'bergkeetn'];E gebergte is e verzoamelienge van bergn die mè mekoar e gehêel vormn.
spatial-feature;['geiser'];Een geiser is een hêetwoaterbronne wôrda woater en stôom up regelmoatige tydstippn nôr omhoge wordt geschootn deur den druk dat êm in d'êrde et upgebouwd.
spatial-feature;['rif'];E rif is e lankgerekte verhogynge van rotsn, zandbank'n, koroal of ander sowrtgelyk materioal die min of meir oender 't woaterippervlak ligt.
spatial-feature;['strange', 'strand'];Een strange of strand is e vlakke stroke land langs de zêe, oceoan of meer, die bestoat uut zand, stêens of schelpn.
spatial-feature;['mont blanc'];De Mont Blanc is den oogste berg va Vrankryk en de twidde grotstn van Europa.
spatial-feature;['continentoal plat'];Een continentoal plat is 't dêel van een continent dat ounder woater stoat.
spatial-feature;['kapitêel', 'kapiteel'];Een kapitêel is 't boovnstik en de bekrônienge van e piloare en dient vo de de last die moe gedreegn wordn ip e smaller droagvlak over te briengn.
subject;['weetnschap'];Weetnschap is in feite olle geordende menschelyke kennisse die me bezittn ip e bepoald gebied en de systemoatische maniere woarip da me mêer kennisse kunn verkrygn.
subject;['wiskunde'];Wiskunde is e formele weetnschap die oender mêer getalln, patrôonn en structeurn bestudeert.
subject;['eirdrykskunde', 'geografie'];Eirdrykskunde of geografie is e tak van de weetnschap die gewyd is an de stuudje van de landn, undre kenmerkn, bevolkienge en an de verschynsls van d' eirde.
subject;['archeologie'];Archeologie is de weetnschap die overbluufsels van oude cultuurn bestudeert vo 't verleedn te kunn reconstrueern.
subject;['ploatntektoniek'];Ploatntektoniek beschryft de grôotschoalse bewegiengn van d'eirde zyn lithosfeer.
subject;['geomorfologie'];Geomorfologie of landvormkunde is de weet'nschap die de vormn van 't eirdippervlak en de processn die derby e rolle speeln bestudeert.
subject;['astronomie', 'sterrekunde'];Astronomie of sterrekunde is de weetnschap die hem bezighoudt met observoasje en studie van al de fenomeenn buutn d'atmosfeer van d'eirde.
subject;['verzoameliengeleer'];De verzoameliengeleer is e leer binnen de wiskunde die em bezighoudt met verzoameliengn.
subject;['filologie', 'filoloog'];Filologie, letterlik liefde vo ‘t woord is een weetnschappelike benoaderinge die oudere tekstn analyseert en interpreteert.
subject;['algebra', 'algeebra'];Algebra es een hêel belangryk ounderdêel van de wiskunde.
subject;['psychologie'];Psychologie is de weetnschap die em bezigoudt met et gedrag en et peizen en voeln van mensen.
subject;['biologie'];Biologie is de weetnschap die de levende wezens, levensvormn en levensverschynsels bestudeert.
subject;['antropologie'];Antropologie of menskunde is e tak van de weetnschap die de mens in al zyn aspectn, zowel fysiek of cultureel, bestudeert.
system-as-description;['ekostelsl', 'ecostelsel', 'ecosysteim', 'ecosystème', 'ekosystêem'];'n Ekostelsl of ekosystêem is e gemêenschap van leevnde organism tegoare mê de nieleevende komponentn van undre omgeevienge, die ip mekoar inwerkn in e systêem.
taxonomic-collective;['familie', 'ounderfamilie', 'superfamilie'];De familie is één van de belangrykste rangn in de hiërarchie van de biologische taxonomie.
taxonomic-collective;['klasse', 'infraklasse', 'ounderklasse', 'superklasse'];De klasse is e niveau in de hiërarchie van de biologische taxonomie.
taxonomic-collective;['orde', 'infraorde', 'ounderorde', 'superorde'];De orde is e niveau in de hiërarchie van de biologische taxonomie.
taxonomic-collective;['geslacht'];‘t Geslacht of genus is een niveau in de hiërarchie van de biologische taxonomie en bestoat uut één of mêer sôortn.
taxonomic-collective;['sôorte', 'oundersôorte', 'soort', 'soorte', 'sorte', 'sôort'];De sôorte is de basis in de biologische taxonomie en een ounderofdêlinge van 't geslacht.
taxonomic-collective;['stamme', 'substamme', 'superstamme'];De stamme is e rank in de hiërarchie van de biologische taxonomie.
taxonomic-collective;['valkachtign', 'falconidae'];De valkachtign zyn e familie van roofveugels in d' orde Falconiformes.
taxonomic-collective;['ruutefamilie', 'rutaceae'];De Ruutefamilie is e familie van bloeinde plantn in d' orde Sapindales.
taxonomic-collective;['karpers', 'cyprinidae'];De karpers of echte karpers zyn e familie van zoetwoatervissn uut d' orde van de karperachtign.
taxonomic-collective;['laurierachtign', 'lauraceae'];De laurierachtign zyn e familie van bedektzoadign in de orde Laurales.
taxonomic-collective;['pynboomachtign', 'pinaceae'];De pynboomachtign zyn e famielje van boomn of struukn, woaroendre veele van de bestbekende koniefeern van kommersjêel belang lik ceedrs, denn, Tsuga, lorkn, pynboomn, en sparrn.
taxonomic-collective;['ranunculaceae', 'ranoenkelfamilie'];De ranoenkelfamilie is e plantefamilie in d' orde Ranunculales mè meer of 2.000 bekende blommeplantn in 43 geslachtn, verdeeld over heel de weireld.
taxonomic-collective;['perdix'];Perdix is e geslacht van veugels van de familie fazantachtign.
taxonomic-collective;['prunus'];Prunus is e geslacht van boomn en struukn, woaroender pruumn, kersn, pêchn, nectarienn, abrikoozn en amandels.
taxonomic-collective;['populus'];Populus is e geslacht uut de familie van de wulgachtign.
taxonomic-collective;['rôozefamilie', 'rosaceae', 'roozefamilie', 'rôzefamilie'];De rôozefamilie is e familie van twêezoadlobbige blommeplantn in de orde Rosales mè 4.828 bekende sôortn, verdêeld over 91 geslachtn.
taxonomic-collective;['vlinderblommign', 'fabaceae', 'leguminosae', 'vlienderblommign'];De vlinderblommign zyn e grôte familie van blommeplantn in de orde Fabales mè 630 geslachtn en mêer of 18.860 sôortn.
taxonomic-collective;['syzygium'];Syzygium is e geslacht van bloeinde plantn in de myrtefamilie.
taxonomic-collective;['vlasachtign', 'linaceae'];De vlasachtign zyn e familie van bedektzoadign in de orde Malpighiales.
taxonomic-collective;['hoazelworms', 'anguidae'];Hoazelworms vormn e familie van akketesn, de meiste zoender powt'n, moa by sommigte zyn ze wel oentwikkeld.
taxonomic-collective;['schatserydrs', 'gerris lacustris', 'gerridae', 'schatserydre', 'schatseryers'];Schatserydrs zyn e famielje van d' insektn en ze beôorn toe an d' orde van d' oafvleuglign.
taxonomic-collective;['sapindales'];Sapindales is de botanische noame, vor een orde van de Magnoliophyta of blommeplantn.
taxonomic-collective;['karperachtign', 'cypriniformes'];De Karperachtign zyn een orde van de stroalvinnige visn.
taxonomic-collective;['fagales'];De Fagales zyn 'n orde van bedektzoadign, woaroendre sommigte van de bestbekende boomn.
taxonomic-collective;['vliesvleuglign', 'hymenoptera', 'vliesvleugeligen', 'vliesvleugelign'];De vliesvleuglign, of Hymenoptera zyn êen van de grotste ordn van insektn die de zoagwespn, de wespn, de bien en de miern bevat.
taxonomic-collective;['esdôorn', 'acer'];Acer is e geslacht van boomn of struukn, in de geweune toale gekend lik esdôorn.
taxonomic-collective;['cinnamomum'];Cinnamomum is e geslacht van groenbluuvnde boomn en aromatische struuk'n uut de familie van de laurierachtign.
taxonomic-collective;['beta'];Beta is e geslacht van blommeplantn in de familie van de Amarantachtign.
taxonomic-collective;['kroakbêenvisn', 'chondrichthyes', 'kroakbêenvisschn', 'kroakbêenvissn'];De kroakbêenvisn vormn e groep visn die morfologisch redelyk van mekoar verschiln.
taxonomic-collective;['roofbêestn', 'carnivora', 'roofbêeste', 'roofdiern', 'vlêeseters'];Roofbêestn zyn een orde van zoogbêestn die surtout vlêes eetn.
taxonomic-collective;['katachtign', 'felidae', 'katachtige', 'katachtigen'];De katachtign zyn e familie van roofbêestn.
taxonomic-collective;['falconiformes'];Falconiformes is 'n orde van de stekveugels.
taxonomic-collective;['beukachtign', 'fagaceae'];De famielje van de beukachtign, die oendre mêer de beukn en de êekn bevat, bestoat uut oengevêer 600 sôortn zowêl van altydgroene of van wientrekoale boomn en struukn, die gekenmerkt zyn deur ofwisslnde inklevoedige bloarn mê pluumvormig geschikte nervn, êenslachtige blommn in de vorm van katjes en vruchtn lik beekrachtige neutn.
taxonomic-collective;['echte mottn', 'tineidae'];D' echte mottn zyn e famielje van schubvleuglign uut de superfamielje Tineoidea.
taxonomic-collective;['kakkerlakkn', 'blattodea', 'kakkerlakachtign'];Kakkerlakkn zyn fernient van de orde Blattodea of Blattaria.
taxonomic-collective;['rebbekwalln', 'ctenophora', 'kamkwalln'];Rebbekwalln of kamkwalln, van 't Grieks κτείς kteis
taxonomic-collective;['stellaria'];Stellaria is e geslacht van kruudachtige blommeplantn uut de familie van de anjerachtign.
taxonomic-collective;['amarantachtign', 'amaranthaceae'];De amarantachtign zyn e familie van tweizoadlobbige blommeplantn en struukn.
taxonomic-collective;['sophora'];Sophora is e geslacht uut de familie van de vlinderblommign, ofkomstig van Zuudôost-Europa, zudelyk Azië, Australazië, verschillige eylandn van de Stilln Oceoan en 't westn van Zuud-Amerika.
taxonomic-collective;['krokkedielachtign', 'crocodilia'];Krokkedielachtign zyn een orde van reptieln die nu nog in 3 families up d'eirde vôornkommn, ollemoale maximum 4200 kilomeiters van 'n evenoare.
taxonomic-collective;['corvidae', 'kroaiachtign'];Kroaiachtign zyn e familie van veugels in d' orde van de zangveugels met o.a.
taxonomic-collective;['cydippida'];Cydippida is 'n orde van rebbekwalln uut de klasse van de Tentaculata.
taxonomic-collective;['cypresachtign', 'cupressaceae'];De cypresachtign is e konifeere-famielje mêt e weirldwyde verspreidienge.
taxonomic-collective;['schubreptieln', 'squamata'];Schubreptieln vormn de grotste orde van de reptieln.
taxonomic-collective;['doeglas', 'pseudotsuga'];Doeglas is e geslacht van altydgroene konifeereboomn uut de famielje van de pynboomachtign.
taxonomic-collective;['columbidae', 'duuvn'];Duuvn vormn e familie van veugels die bestoat uut oengeveer 45 geslachtn en 320 soortn.
taxonomic-collective;['libelln', 'odonata', 'libelle', 'ordonata'];De libelln zyn 'n orde van vlêeseetnde insektn, die de oenglykvleuglign en de woatrejuufrs of glykvleuglign omvat.
taxonomic-collective;['vliere', 'sambucus'];De vliere is e geslacht van bedektzoadign in de famielje van de muskuskruudachtign, orde Dipsacales.
taxonomic-collective;['olyfboom', 'olea'];Den olyfboom is e geslacht van oengevêer 40 sôortn uut de famielje van de olyfboomachtign, inêems in warmgemoatigde en troopiesche streekn van Zuud-Europa, Afrika, Zuud-Oazje en Australazië.
taxonomic-collective;['sequoiadendron'];Sequoiadendron is e geslacht van de Cypresachtign.
taxonomic-collective;['echte gêetn', 'capra', 'echte geetn', 'geetn', 'gêetn'];Echte gêetn of geweune gêetn zyn e geslacht van eevnhoevigen uut de familie van de holhôornigen, woarin dan oek de antiloopn, runders en schoapn zittn.
taxonomic-collective;['rechtvleuglign', 'orthoptera', 'rechtvleugelign', 'sprienkoanders en krekels'];De rechtvleuglign is 'n orde van insektn mêt oenvulleedige gedoanteverwisslienge, woaby da d' echte sprienkoann, kreekls, grottnspriekoann, Jerusalem-kreekls, soabelsprienkoann, reegnboogesprienkoann, veldsprienkoann, en treksprienkoann ôorn.
taxonomic-collective;['hoavikachtign', 'accipitridae', 'oavikachtign'];Hoavikachtign zyn één van de vier families van roofveugels uut d' orde Accipitriformes.
taxonomic-collective;['ranunculales'];De Ranunculales zyn een orde van bedektzoadign of bloeinde plantn.
taxonomic-collective;['echte bien', 'apidae', 'bie-achtign'];D' echte bien zyn e grôote famielje van bien en hommels en andre mindre bekende groepn uut de orde van de vliesvleuglign.
taxonomic-collective;['rosales'];De Rosales zyn een orde van bedektzoadign of bloeinde plantn.
taxonomic-collective;['gruiformes', 'kroanveugelachtign'];Kroanveugelachtign zyn een orde met een heterogene verzoamelienge van veugels.
taxonomic-collective;['kangoeroes', 'kangeroe', 'kangoeroe', 'macropodidae'];Kangoeroes zyn e familie van buudelbeestn.
taxonomic-collective;['solanaceae', 'nachtschoafamilie'];De nachtschoafamilie is e familie van de bedektzoadign of blommeplantn, orde Solanales.
taxonomic-collective;['anjerachtign', 'caryophyllaceae'];De anjerachtign zyn e familie van kruudachtige blommeplantn in de orde Caryophyllales.
taxonomic-collective;['rubus'];Rubus is e geslacht van bloeinde plantn in de roozefamilie mè 250-700 soortn.
taxonomic-collective;['allium'];'t Lookgeslacht Allium is e geslacht van êenzoadlobbige plantn van de familie Amaryllidaceae.
taxonomic-collective;['mytilidae'];De Mytilidae zyn e familie van twêekleppige molluuskn in d' orde Mytilida.
taxonomic-collective;['berkachtign', 'betulaceae'];De famielje van de berkachtign, bevat zes geslachtn van wientrekoale neutn-draagnde boomn en struukn, woaroendre de berkn, d' elzn, d' oazeloars, d' aagbeukn, d' oazlbeukn, en de hopbeukn mêt e totoal van 130 sôortn.
taxonomic-collective;['meezjs', 'nematocera', 'meezje', 'meuzje', 'meuzjn', 'mugge', 'muggn'];De meezjs, meuzjn of muggn zyn 'n oendrorde van de twêevleuglign mê dinne gesigmenteerde voelsprietn en mêest larvn die in 't woatre leevn.
taxonomic-collective;['schubvleuglign', 'lepidoptera'];De schubvleuglign, schubvlerkign of Lepidoptera zyn e grôote orde van insektn die de mottn en de vliendrs bevat.
taxonomic-collective;['brassica'];Brassica is e geslacht van blommeplantn in de familie van de kruusblommign.
taxonomic-collective;['myrtales'];De Myrtales zyn 'n orde van bedektzoadign of bloeinde plantn.
taxonomic-collective;['smalbekpuutn', 'microhylidae', "smalbekpuut'n"];De smalbekpuut'n zyn e familie van de puutachtign.
taxonomic-collective;['blommebêestn', 'anthozoa', 'blommepoliepn'];Blommebeist'n zyn e klasse van netelbeist'n die zeianemoonn en koroaln bevat'n.
taxonomic-collective;['lookachtign', 'alliaceae', 'allioideae'];De lookachtign zyn een ounderfamilie van êenzoadlobbige bloeinde plantn in de familie Amaryllidaceae, orde Asparagales.
taxonomic-collective;['boarsachtign', 'perciformes'];De boarsachtign zyn een orde van de stroalvinnign.
taxonomic-collective;['pelikoanachtign', 'pelecaniformes', 'roeipôtign'];Pelikoanachtign of roeipôtign zyn een orde van veugels mè 5 families en 111 sôortn.
