abstract-region;['스칼라', '스칼라 물리량', '스칼라량', '스칼라물리량'];크기만 있고 방향은 없는 1차원적인 물리량
agentive-figure;['미국 상무부', '상무부', '미국상무부'];미국의 상업에 관한 사무를 담당하는 연방 정부 기관
agentive-figure;['미국 국무부', '국무부', '국무성', '미국 국무성', 'u s 국무부의', '국가의 미국 부', '국가의 부서의', '주 부'];미국의 국제 교섭 업무를 담당하는 연방 정부 기관
agentive-figure;['노동자', '인적 자원', '인적자원', '노동', '근로자', '근로', '근무', '근사', '로동', '로동자', '마이클패러데이', '사무노동자', '일고노동자', '일군', '일꾼', '잡일', '파라데이', '패러데이', '페러데이', '피고용인', '피용자', '인류', '남성', '인력', '힘을 일'];재화와 용역의 생산 과정에서 노동을 제공하는 사람
agentive-figure;['소련', '소비에트 사회주의 공화국 연방', '소비에트 연방', 'cccp', 'sssr', 'ussr', 'ссср', '소련 연방', '소련 점령하 만주', '소비에트 련방', '소비에트 사회주의 공화국 동맹', '소비에트 사회주의 연방 공화국', '소비에트 사회주의 연방공화국', '소비에트 사회주의 연방국', '소비에트 연방 사회주의 공화국', '소비에트 연방국', '소비에트사회주의공화국연방', '소비에트사회주의연방공화국', '소비에트연방', '소연방', '쏘련', '쏘베트 사회주의 공화국 련맹', '쏘베트사회주의공화국련맹', '쏘비에트 련방', '쏘비에트련방', '자치 소비에트 사회주의 공화국', '구소련', '소련 사회주의 공화국의 연합'];유라시아에 존재했던 국가
agentive-figure;['군대', '군사', '군', '국방군', '군사 제도', '군사력', '군사적', '군사제도', '군문', '병마', '군사 기계', '무장 서비스', '전쟁기구'];국가에 의해 운영되는 국토 방어와 외적 격퇴를 목적으로 하는 단체
agentive-figure;['국가사회주의 독일 노동자당', '나찌당', '나치당', 'nadsp', 'nsdap', '국가 사회주의 독일 노동자당', '국가사회독일노동당', '국가사회주의 독일노동자당', '국가사회주의노동자당', '국가사회주의독일노동당', '국가사회주의독일노동자당', '국민 사회주의 독일 노동자당', '국민사회주의 독일 노동자당', '나찌', '나찌스', '나치', '나치 당', '나치스', '나치스당', '도이췰란드 민족사회주의 로동자당', '도이췰란드민족사회주의로동자당', '독일 나치당', '민족 사회주의 노동자당', '민족 사회주의 독일 노동당', '민족 사회주의 독일 노동자당', '민족사회독일노동당', '민족사회주의 독일 노동당', '민족사회주의 독일 노동자당', '민족사회주의 독일노동자당', '민족사회주의독일노동당', '민족사회주의독일노동자당', '엔에스데아페', '국가 사회주의 독일 노동당', '나치 파티'];1920년부터 1945년까지 존재한 독일의 정당
agentive-figure;['나치 독일', '제3제국', 'drittes reich', 'großdeutsches reich', 'ns-staat', '나찌 도이칠란트', '나찌 독일', '나치 도이칠란드', '나치 도이칠란트', '나치 정권', '나치 제국', '나치독일', '나치스 도이췰란드', '나치스 독일', '나치스 정권', '나치스도이췰란드', '대나치 제국', '대도이치국', '대독일 제국', '대독일국', '대독일제국', '제3독일국', '파쑈도이췰란드', '히틀러 정부', '나치 독일어', '나치 독일의', '제 3 제국'];나치당 집권기의 독일
agentive-figure;['국제 민간 항공 기구', 'icao', '국제 민간 항공기구', '국제민간항공기구'];유엔의 전문 기구 중 하나
agentive-figure;['국제해사기구', 'imo', '국제 해사기구', '국제 해양 기구', '국제 해양기구'];유엔의 산하 기관
agentive-figure;['국제노동기구', '국제 노동 기구', 'ilo', '국제 노동기구'];노동 문제를 다루는 국제연합(UN)의 기구
agentive-figure;['유엔식량농업기구', '식량 농업 기구', 'fao', '국제 식량농업기구', '국제 연합 식량 농업 기구', '국제연합 식량농업기구', '국제연합식량농업기구', '식량농업기구', 'faostat', 'un 식량 농업 기구', '남인도양수산협정', '유엔 식량 농업 기구', '식량 농업기구', '유엔의 식량 농업기구', '식품 및 농업기구', '유엔 식량 농업기구'];유엔의 전문 기구 중 하나
agentive-figure;['공화당', '미국 공화당', '미국 공화당의 역사', 'gop'];미국의 보수주의 정당
agentive-figure;['연예', '연예업', '연예인', '엔터테인먼트 산업', '쇼 비즈니스', '쇼비즈', '쇼비즈니스', '연예 산업', '쇼 비지니스', '쇼비지니스', '엔터테이너', '예능인', '연예계', '연예오락', '사업을 표시', '업계를 표시'];연예 활동을 하는 사람
agentive-physical-object;['서버', '호스트', '봉사기', '서버 컴퓨터', 'pc 서버', '네트워크 서버', '넷 서버', '서버 소프트웨어', '서버 애플리케이션', '서버 하드웨어', '원격 서버', '인터넷 서버', '컴퓨터 서버'];중앙의 자원이나 네트워크의 서비스에 접근하기 위해 사용되는 컴퓨터
agentive-physical-object;['클라이언트', '노드', '클라', '의뢰기', '클라이언트 소프트웨어', '클라이언트 프로그램', '소프트웨어 클라이언트가'];서버의 서비스에 접근하는 컴퓨터 하드웨어 또는 소프트웨어의 일부분
agentive-physical-object;['경비견', '번견', '방범견', '맹도견'];어떠한 지역의 경계를 담당하는 개
agentive-physical-object;['동물', '동물계', '동식물', '짐승', '후생동물', '미물', '생물', '조수', 'epifauna', 'epifaunal', '되는 애니메이션'];생물 중 유기물을 섭취, 소화, 배설하는 기관이 발달한 것
agentive-physical-object;['식물', '식물상', '식물계', 'floras', '식물의'];세포벽과 엽록소를 가지고 광합성을 하는 생물
agentive-physical-object;['컴퓨터', '전자계산기', '계산기', '전산기', '전자 컴퓨터', '콤퓨타', '디지털 컴퓨터', '뗀노', '셈틀', '전자컴퓨터', '컴퓨터 시스템', '콤퓨터', '전산', '데이터 프로세서', '범용 컴퓨터', '정보 처리 시스템', '컴퓨터 기술', '컴퓨팅 머신', '컴퓨팅 장치'];산수나 논리 연산을 수행하는 장치, 보급에 성공한 이후 수학 뿐만 아니라 다양한 용도로 쓰이고 있음
agentive-physical-object;['개', 'canis lupus familiaris', '멍멍이', '대형견', '소형견', '수캐', '숫캐', '암캐', '카니스 루푸스 파밀리아리스', '🐶', '사견', 'familiaris)와', '개속 familiaris', '국내 개'];네 발로 걷고 인간의 반려동물로 키워지기도 하는, 포유류에 속한 아종(동물)
agentive-physical-object;['옥수수흑수병', '위틀라코체', '퀴틀라코체', 'cornsmut', 'huitlacoche', '옥수수 검댕은', '옥수수 스멋'];옥수수가 감염되는, 알맹이가 까맣게 변하는 질병
agentive-physical-object;['티르솝테리스 엘레간스', '티르솝테리스과', '티르솝테리스속', '티르솝테리스엘레간스', 'thyrsopteris', 'thyrsopteris elegans'];칠레의 식물
agentive-physical-object;['점박이땅벌', 'vespula의 vulgaris', '일반적인 말벌'];말벌과의 곤충
agentive-physical-object;['덩굴식물', '넝쿨식물', '넝쿨', '덩굴', '덩굴 식물', '덩굴풀', '포도 나무'];땅바닥으로 벋거나 다른 것에 감겨 오르는 식물의 줄기를 지닌 식물을 가리킨다. 좁은의미로는 포도속의 식물을 뜻한다.
agentive-physical-object;['수탉', '장닭'];수컷 닭
agentive-physical-object;['배', '배아', '배자', '씨눈', '수정 된 난자가', 'conceptus', 'embryon의'];발생의 초기단계를 일컫는 생물학 용어이다.
agentive-physical-object;['방가지똥', 'sonchus oleraceus'];위키미디어 동음이의어 문서
agentive-physical-object;['사람', '사람속', '호모 사피엔스 사피엔스', 'homo sapiens', '인간', '인류', '인물', '호모속', '실존인물', '옛 호모 사피엔스', '호모사피엔스', '사람의', '호모'];호모 사피엔스의 일반적인 명칭, 사람속의 한 종
agentive-physical-object;['튤립', '산자고속', '튜리프', '튤립속'];백합과 산자고속의 여러해살이 식물
agentive-physical-object;['어룡', '이크티오사우루스목', 'ichthyosaur'];파충류의 목
agentive-physical-object;['토끼', '래빗'];토끼목에 속하는 동물 중 하나
agentive-physical-object;['고광나무속', 'philadelphus'];수국과로 약 60종으로 이루어져 있다.
agentive-physical-object;['효모', '뜸팡이', '효모균', '맥주효모균', '이스트', '하단 발효'];발효
agentive-physical-object;['미생물', '단세포 동물', '단세포생물'];맨눈으로는 관찰 할 수 없는 작은 생물이다.
agentive-physical-object;['무궁화속', '무궁화', '히비스커스'];식물의 속들 중 하나
agentive-physical-object;['전기가오리목', '나르키네과', 'numbfish', 'crampfish', '전기 선'];가오리류중 연골어류 목의 하나.
agentive-physical-object;['구균', 'cocci', 'coccoid'];둥근 형태를 띠는 세균 또는 고세균
agentive-physical-object;['박류', '박', '박의 덩굴'];박과 식물의 열매
agentive-physical-object;['담배', 'nicotiana', '타바코', '연초', '담배 공장', '담배 공장에서'];담뱃잎을 주 재료로 하여 만들어진 흡연 제품
agentive-physical-object;['살구', '살구나무', '살구 나무'];과일
agentive-physical-object;['샤론의 장미', '무궁화', '무궁화나무', '히비스쿠스', '목근화', '히비스커스 syriacus'];木槿식물의 종들 중 하나
agentive-physical-object;['담쟁이덩굴', '담쟁이', '담쟁이넝쿨', 'parthenocissus tricuspidata', '보스턴 아이비', '일본어 담쟁이 덩굴'];포도과에 속하는 덩굴성 갈잎나무이다.
agentive-physical-object;['아나킨 스카이워커', 'anakin skywalker', '아나킨'];스타워즈의 등장인물
agentive-physical-object;['숭어과', 'mugilidae', '숭어목', '숭엇과', '숭어'];물고기의 한 과이다. 17속에 80종이 있다.
agentive-physical-object;['말티즈', '마르티즈', '말티스', '마르티스', '몰티즈', '몰티스', '몰타어 개', '몰타어 테리어'];몰타의 개 품종으로, 토이 그룹을 가진 견종이며 이탈리아를 통해 기원하게 된 강아지 종류
agentive-physical-object;['브뤼셀 그리펀', '브뤼셀그리펀', '브뤼셀그리퐁', '브뤼셀 그리폰', '벨기에 그리폰'];독일 원산으로 17세기 아펜핀셔와 벨기에 토착견의 교배로 탄생하였다.
agentive-physical-object;['양파', '다마네기', '둥글파', '옥파', '둥근파', '옥총', '주먹파', '호총', '홉파', 'allium cepa', '양파 공장'];수선화과의 부추아과 부추속에 속한 식물이다.
agentive-physical-object;['우엉', '우엉차', 'arctium lappa', 'cocklebur', '더 우엉', '좋은 우엉'];국화과에 속하는 두해살이풀이다.
agentive-physical-object;['거세마', '거세', '그의 입장으로 원했던', '내시'];거세된 숫말이나 수탕나귀
agentive-physical-object;['섐록', '세잎 클로버', '세잎클로버', '솀록', '샴록', 'trifolium dubium', '작은 노란색 개미 자리'];콩과 토끼풀속 등 잎이 3장으로 되어 있는 풀의 총칭으로, 주로 아일랜드의 상징 장식으로 쓰임
agentive-physical-object;['양서류', 'amphibia', '양서강'];개구리, 도룡뇽 등이 속한 동물의 한 갈래
agentive-physical-object;['내연기관', 'ic 엔진', '내부 연소 엔진', '내연 기관 차량'];연료와 공기 따위의 산화제를 연소실에서 연소시켜 에너지를 얻는 기관이다.
agentive-physical-object;['멋쟁이', '멋쟁이새', 'pyrrhula pyrrhula', '멋쟁이 새의 일종'];참새목 되새과의 한 종으로, 겨울철새이다.
agentive-physical-object;['청서', '청설모', '청솔모', 'sciurus의 vulgaris'];다람쥐과의 동물
agentive-physical-object;['고세균', '고균', '고균역', '고세균역', '시원균', '원시균', 'archaebacteria', 'archaeal', 'archaebacterium', 'archaeobacteria', 'archaeon', 'archeobacteria'];생물 분류군의 하나이다.
agentive-physical-object;['낙타', '락타', '낙타속', '낙타 색'];서아시아와 북아프리카의 사막 지대에 사는 포유동물이다. 단봉낙타와 쌍봉낙타가 있다.
