abstract-region;['bội số', 'bội', 'nhiều'];Tích của một số bất kì với một số nguyên
agentive-figure;['nàng tiên cá', 'mỹ nhân ngư', 'người cá', 'cá trong biểu tượng văn hóa', 'mermaid', 'nhân ngư', 'siren', 'my nhân ngư'];(Người cá)
agentive-figure;['tôn giáo', 'tín ngưỡng', 'giáo dân', 'giáo đồ', 'tín đồ', 'đạo', 'tông giáo', 'niềm tin tôn giáo', 'đức tin', 'truyền thống tôn giáo', 'tín ngưỡng tôn giáo'];Niềm tin tôn giáo
agentive-figure;['hồi giáo', 'chủ nghĩa hồi giáo', 'islam giáo', 'đạo hồi', 'chủ nghĩa hồi giáo cực đoan', 'hồi', 'islam', 'đạo islam', 'chiến binh hồi giáo', 'hồi giáo', 'islami', 'muhammadanism', 'đức tin hồi giáo'];Độc thần giáo khởi nguồn từ Abraham
agentive-figure;['chính thống giáo hy lạp', 'griechisch-orthodoxe kirche', 'giáo hội chính thống giáo hy lạp', 'chính thống hy lạp', 'giáo hội chính thống hy lạp', 'hy lạp giáo hội', 'hy lạp nhà thờ chính thống'];Trang định hướng Wikimedia
agentive-figure;['sở an sinh xã hội', 'sở an sinh xã hội hoa kì', 'sở an sinh xã hội hoa kỳ', 'an sinh xã hội', 'ban an sinh xã hội', 'ssa'];Cơ quan của chính phủ Liên bang Hoa Kỳ
agentive-figure;['ấn độ giáo', 'ấn-độ giáo', 'đạo bà la môn', 'bà-la-môn giáo', 'bà la môn giáo', 'bàlamôn giáo', 'hindu', 'hindu giáo', 'hinduism', 'đạo bà-la-môn', 'đạo bàlamôn', 'đạo hin-đu', 'đạo hin đu', 'đạo hindu', 'đạo ấn', 'ấn giáo', 'ấn ðộ giáo', 'sanatana pháp', 'tôn giáo hindu', 'văn hóa hindu'];Một tôn giáo có nguồn gốc Nam Á
agentive-figure;['cục quản lý hành chính và ngân sách hoa kỳ', 'cục quản lý hành chính và ngân sách', 'văn phòng quản lý và ngân sách', 'omb', 'văn phòng quản lý và ngân sách hoa kỳ', 'cục quản lí hành chính và ngân sách', 'cục quản lí hành chính và ngân sách hoa kì', 'văn phòng quản lí và ngân sách', 'văn phòng quản lí và ngân sách hoa kì', 'hoa kỳ văn phòng quản lý và ngân sách'];cơ quan trong Nội các Hoa Kỳ
agentive-figure;['bộ quốc phòng', 'bộ quốc phòng hoa kỳ', 'bộ quốc phòng mỹ', 'bộ quốc phòng mĩ', 'quyền tự vệ', 'của thứ trưởng', 'hoa kỳ bộ quốc phòng', 'quốc phòng mỹ', 'theo bộ trưởng quốc phòng', 'tự vệ'];Tên chung của một bộ phận của chính phủ chịu trách nhiệm về các vấn đề quốc phòng
agentive-figure;['bộ y tế và dịch vụ nhân sinh hoa kỳ', 'bộ y tế và dịch vụ nhân sinh hoa kì', 'bộ dịch vụ sức khỏe và nhân sự', 'bộ y tế, giáo dục và phúc lợi hoa kỳ', 'bộ y tế giáo dục và phúc lợi hoa kỳ', 'bộ y tế và chăm sóc con người hoa kỳ', 'bộ y tế và dịch vụ con người hoa kỳ', 'y tế và dịch vụ nhân sinh', 'hhs', 'sở y tế và dịch vụ nhân sinh'];bộ cấp nội các của chính phủ liên bang Hoa Kỳ đặc trách về việc bảo vệ sức khỏe cho tất cả người Mỹ và cung ứng các dịch vụ thiết yếu cho con người
agentive-figure;['liên bang cộng hòa xã hội chủ nghĩa xô viết', 'liên xô', 'liên bang cộng hoà xã hội chủ nghĩa xô viết', 'liên bang cộng hoà xã hội chủ nghĩa xô-viết', 'liên bang cộng hòa xã hội chủ nghĩa xô-viết', 'liên bang sô-viết', 'liên bang sô viết', 'liên bang xô-viết', 'liên bang xô viết', 'chxhcn xô viết', 'lbchxhcn xô viết', 'chxhcn xô-viết', 'lbchxhcn xô-viết', 'liên bang cộng hòa xã hội chủ nghĩa soviet', 'liên sô', 'liên xô cũ', 'cccp', 'chxhcn liên bang xô viết', 'lbxv', 'liên-xô', 'liên bang chxhcn xô viết', 'liên bang các nước cộng hoà xã hội chủ nghĩa xô viết', 'liên bang soviet', 'soviet union', 'sssr', 'sô viết', 'ussr', 'ссср', 'liên minh của các nước cộng hòa liên xô xã hội chủ nghĩa', 'nga'];Quốc gia Liên bang đa sắc tộc tồn tại từ 1922-1991 có lãnh thổ trải dài châu Âu và châu Á
agentive-figure;['lực lượng vũ trang', 'quân đội', 'chi nhánh quân sự', 'cỗ máy chiến tranh', 'dịch vụ vũ trang', 'kháng chiến vũ trang', 'lực lượng quân sự', 'quân', 'quân lực', 'quân nhân', 'quân sự', 'đội quân'];Quan doi
agentive-figure;['đức quốc xã', 'đế chế thứ ba', 'phát xít đức', 'đệ tam đế chế', 'đệ tam đế chế đức', 'đệ tam đế quốc đức', 'phát-xít đức', 'ðức quốc xã', 'đại đức đế quốc', 'đế chế iii', 'đế chế thứ 3', 'đế quốc đại đức', 'đệ tam quốc xã', 'đệ tam reich', 'đệ tam đế quốc', 'đức phát xít', 'chế độ quốc xã', 'của 3', 'thời kỳ đức quốc xã', 'đế 3'];Nước Đức trong giai đoạn 1933-1945
agentive-figure;['nhân vật chính', 'chính diện', 'diễn viên chính', 'nhân vật chính diện', 'vai chính diện', 'vật chính'];LocBuzz
agentive-figure;['tổ chức lương thực và nông nghiệp liên hiệp quốc', 'fao', 'tổ chức nông lương liên hiệp quốc', 'tổ chức lương thực và nông nghiệp liên hợp quốc', 'un food & agriculture organisation', 'tổ chức lương nông thế giới', 'tổ chức lương thực và nông nghiệp', 'thực phẩm và nông nghiệp tổ chức', 'tổ chức lương thực và nông nghiệp của liên hiệp quốc', 'tổ chức lương thực và nông nghiệp của liên hợp quốc', 'tổ chức nông lương'];Fao
agentive-figure;['đảng cộng hòa', 'republican party', 'đảng cộng hoà', 'đảng cộng hoà hoa kỳ', 'đảng cộng hòa hoa kỳ', 'gop', 'the gop', 'united states republican party'];Chính đảng Hợp chúng quốc Hoa Kì
agentive-figure;['công nghiệp điện ảnh', 'công nghiệp làm phim', 'công nghiệp phim', 'công nghiệp phim chiếu bóng', 'công nghiệp phim chiếu rạp', 'công nghiệp phim cine', 'công nghiệp phim lẻ', 'công nghiệp phim rạp', 'công nghiệp phim xi-nê', 'công nghiệp phim xi nê', 'công nghiệp phim xinê', 'công nghiệp phim điện ảnh', 'ngành công nghiệp điện ảnh', 'ngành công nghiệp phim', 'phim ngành công nghiệp'];Các cơ sở công nghệ và thương mại dùng để sản xuất phim
agentive-figure;['giới giải trí', 'nhân vật giải trí nhật bản', 'show biz', 'công nghiệp giải trí', 'giới show biz', 'showbiz', 'làng giải trí', 'geinōjin', 'mục giải trí', 'ngành giải trí', 'nền giải trí', 'show business', 'tiết mục giải trí', 'hiển thị biz', 'hiển thị kinh doanh', 'ngành công nghiệp giải trí', 'showbusiness'];Nghề nghiệp
agentive-physical-object;['bí ngô', 'cucurbita pepo', 'bí đỏ', 'bí', 'bí ngô cây nho', 'mùa thu bí ngô'];Thực vật có hoa
agentive-physical-object;['thông', 'chi thông', 'cây thông', 'pinus', 'cây thông cây', 'gỗ thông', 'kim thông', 'đúng thông'];chi thực vật trong họ Thông
agentive-physical-object;['bảo vệ con chó', 'con chó bảo vệ'];Trang định hướng Wikimedia
agentive-physical-object;['vịt donald', 'donald duck'];Nhân vật hoạt hình hư cấu nổi tiếng của Mỹ
agentive-physical-object;['kairi'];Bài viết danh sách Wikimedia
agentive-physical-object;['động vật', 'hệ động vật', 'animalia', 'giới động vật', 'con vật', 'các ngành động vật', 'metazoa', 'quần thể động vật', 'vật', 'epifauna', 'epifaunal', 'infauna', 'macrofauna', 'động là', 'động vật đa bào'];Giới sinh vật nhân thực đa bào sống dị dưỡng, hầu hết có khả năng di chuyển tự nhiên
agentive-physical-object;['dưa chuột', 'dưa leo', 'cucumis sativus', 'dưa leo cây nho', 'sativus'];Thực vật có hoa
agentive-physical-object;['chó', 'chó nhà', 'canis lupus familiaris', 'chú chó', 'con chó', 'canis familiaris', 'familiaris', 'lupus familiaris', 'trong nước con chó'];Là loài động vật đầu tiên được con người thuần hóa và đã được chọn giống qua hàng thiên niên kỷ với nhiều hành vi, khả năng cảm nhận và đặc tính vật lý
agentive-physical-object;['hoa', 'bông', '花', 'bông hoa'];Loài thực vật
agentive-physical-object;['máy tính cá nhân', 'máy vi tính', 'máy tính nhỏ', 'desktop computer', 'microcomputer', 'máy tính để bàn', 'máy điện toán', 'pc'];máy tính nhỏ, tương đối rẻ tiền với bộ vi xử lý làm đơn vị xử lý trung tâm
agentive-physical-object;['máy tính cá nhân', 'máy vi tính', 'máy tính nhỏ', 'desktop computer', 'microcomputer', 'máy tính để bàn', 'máy điện toán', 'pc'];tiếng anh là personal computer (PC), là một công cụ tính toán phục vụ nhu cầu của người dùng cá nhân
agentive-physical-object;['ficus aurea', 'aurea', 'florida bóp vả', 'vàng vả', 'vả bóp'];Thuộc loài Moraceae,nguồn gốc từ Florida, miền Bắc và Tây Caribbean, Nam Mexico, Nam Trung Mỹ đến Panama.
agentive-physical-object;['st. bernard', 'saint bernard', 'st bernard'];giống chó
agentive-physical-object;['bèo tây', 'eichhornia crassipes', 'lục bình', 'bèo lộc bình', 'bèo lục bình', 'bèo nhật bản', 'lộc bình', 'eichhornia spesiosa', 'nước hoa phong lan'];Cây lục bình
agentive-physical-object;['động cơ tuốc bin phản lực cánh quạt', 'động cơ tuốc bin phản lực', 'động cơ tuốc bin phản lực luồng', 'turbin phản lực', 'turbofan', 'động cơ turbin phản lực', 'fanjet động cơ', 'phản lực cánh quạt đẩy', 'tuabin', 'turbine quạt động cơ', 'turbojet', 'turbojet động cơ', 'turbojets', 'động cơ phản lực', 'động cơ phản lực cánh quạt đẩy'];Loại động cơ phản lực phun gió được sử dụng rộng rãi trong động cơ đẩy máy bay
agentive-physical-object;['kim ngân', 'kim ngân nhật', 'lonicera japonica', 'nhẫn đông', 'cây kim ngân hoa nhật bản', 'nhật bản cây kim ngân hoa'];Kim ngân hoa
agentive-physical-object;['động cơ piston hướng kính', 'động cơ bố trí hình tròn', 'xuyên tâm động cơ'];cấu hình động cơ đốt trong kiểu pittông
agentive-physical-object;['lai', 'nhân giống tạp giao', 'lai ghép', 'sinh vật lai ghép', 'lai tạo', 'công nghệ sinh học thực vật', 'giống lai', 'interfertility', 'lai intergeneric', 'lai nhân tạo', 'lai tự nhiên', 'nhà máy lai tạo', 'nhân giống cây trồng'];sự kết hợp các phẩm chất của hai sinh vật thuộc hai giống
agentive-physical-object;['máy phát điện xoay chiều', 'alternator', 'máy giao điện', 'phát điện'];Máy phát điện biến đổi cơ năng thành năng lượng điện dưới dạng dòng điện xoay chiều
agentive-physical-object;['động vật có xương sống', 'động vật có hộp sọ', 'craniata', 'craniota', 'vertebrata', 'vertebrate', 'craniate', 'có xương sống'];Phân ngành của động vật có dây sống
agentive-physical-object;['sonchus oleraceus', 'tục đoạn rau', 'serralha'];Trang định hướng Wikimedia
agentive-physical-object;['hướng dương', 'helianthus annuus', 'hoa mặt trời', 'hoa quỳ', 'cây hướng dương', 'hoa hướng dương', 'mirasol', 'phổ biến hướng dương'];Loài hoa thuộc họ Cúc (Asteraceae)
agentive-physical-object;['động vật không xương sống', 'không xương sống', 'động vật không có xương sống', 'macroinvertebrate', 'macroinvertebrates', 'nhu nhược'];Phân ngành của động vật có dây sống
agentive-physical-object;['động vật có dây sống', 'ngành dây sống', 'ngành động vật có dây sống', 'chordata', 'ngành có dây sống', 'chordate', 'chordates'];Nhóm động vật bao gồm động vật có xương sống (Vertebrata)
agentive-physical-object;['động vật bò sát', 'loài bò sát', 'lớp bò sát', 'bò sát', 'reptilia', 'reptile', 'người đê tiện', 'thuộc về giống bò sát'];các động vật bốn chân có màng ối
agentive-physical-object;['cá', 'cá ăn được', 'vai trò của cá', 'cá thực phẩm', 'thức ăn cho cá'];thức ăn
agentive-physical-object;['chi người', 'người', 'homo sapiens sapiens', 'homo sapiens', 'con người', 'homo', 'loài người', 'chi homo', 'human', 'nhân loại'];Loài duy nhất còn sống của tông Hominini, thuộc lớp động vật có vú
agentive-physical-object;['chi người', 'người', 'homo sapiens sapiens', 'homo sapiens', 'con người', 'homo', 'loài người', 'chi homo', 'human', 'nhân loại'];chi thuộc tông Người bao gồm con người và họ hàng gần nhất đã tuyệt chủng của chúng
agentive-physical-object;['khủng long', 'dinosauria', 'dinosaur'];Một nhóm động vật đa dạng thuộc nhánh Dinosauria.
agentive-physical-object;['chi trâm bầu', 'combretum'];Chi thực vật
agentive-physical-object;['lười', 'con lười', 'folivora', 'cây con lười'];Một phân bộ động vật gồm những loài thú cỡ trung bình thuộc về họ Megalonychidae (lười hai ngón) và họ Bradypodidae (lười ba ngón)
agentive-physical-object;['thỏ', '🐇', 'bunny'];Thỏ hay còn được gọi là Thọooo. Loài này có đặt tính sinh hoạt rất đặc biệt. Mỗi khi tức giận hoặc nhọng nhẹo thì mặt của chúng sẽ tự động bự ra. Đây là loài sinh vật quý hiếm cần được bảo tồn
agentive-physical-object;['iva', 'đầm lầy người cao tuổi', 'annua', 'sumpweed'];chi thực vật
agentive-physical-object;['chi tú cầu', 'tú cầu', 'cẩm tú cầu', 'hydrangea', 'cây dương tử hoa'];Chi thực vật có hoa
agentive-physical-object;['cóc', 'ếch', 'bộ không đuôi', 'ngoé', 'nhái', 'bộ ếch nhái', 'con cóc', 'ecaudata', 'ếch nhái', 'anuran', 'anurans', 'batrachian', 'con cóc', 'cóc ếch', 'frogspawn', 'salientian'];các động vật có lớp da sần sùi
agentive-physical-object;['cần sa', 'cần sa để tiêu khiển', 'marihuana', 'stoner'];Chất kích thích thần kinh dùng cho mục đích y tế hoặc giải trí
