abstract-quality;['persoonallisuus', 'luonne', 'big five'];Kullekin ihmiselle luonteenomainen ajatusten, tunteiden ja käyttäytymisen muodostama kokonaisuus
activity;['rasismi', 'rotusyrjintä', 'rotuviha', 'rotusorto', 'rasisti', 'rotuennakkoluulo', 'rotuennakkoluulot', 'rotukiihko', 'rotukiihkoilu', 'rotunennakkoluulo', 'rotuongelma', 'rotuoppi', 'rotutietoisuus', 'etnisen syrjinnän', 'rasistisilla', 'rotuennakkoluuloja', 'rotuun puolueellisuudesta'];Aate tai toiminta, jossa ihmisten rodun, etnisen taustan tai biologisten eroavaisuuksien tai näihin liittyvien fyysisten tai henkisten ominaisuuksien erilaisuudella perustellaan ihmisten eriarvoista kohtelua eli syrjintää
activity;['seksismi', 'sukupuolierottelu', 'sukupuolisyrjintä', 'seksistinen', 'seksismiä', 'sukupuoleen perustuvaa syrjintää', 'sukupuolierojen', 'sukupuolistereotypioita'];sukupuoleen perustuva väheksyntä tai syrjintä
activity;['kurssi', 'opetusjakso', 'opintojakso', 'oppitunnit', 'oppiaine', 'luokka', 'opintokurssi', 'opetuksessa', 'valittavien'];Opintoperiodin tai lukukauden mittainen opintojakso
activity;['jom kippur -sota', 'arabi–israel-sota', 'jom kippurin sota', 'jom kippur-sota', 'yom kippurin sota', 'arabien ja israelin rauhanprosessin', 'arabien ja israelin sota', 'arabien ja israelin välisen konfliktin', 'israelin ja arabien konflikti', 'yom kippur-sota'];Syyrian ja Egyptin sota Israelia vastaan 1973
activity;['tietoliikenne', 'digitaalinen viestintä', 'tiedonsiirto', 'datasiirto', 'sähköinen viestintä', 'telekommunikaatio', 'digitaalisen viestinnän', 'digitaalisen lähetyksen'];tiedon siirtämistä laitteesta toiselle
activity;['ensiapu', 'ensihoito', 'lääkäriin'];Ensimmäiset perustason hoitotoimet sairaus- tai onnettomuustilanteessa
activity;['valuutan laillistaminen', 'monetisointi', 'ansioita', 'ansaita'];Wikimedia-täsmennyssivu
activity;['sähköšokki', 'sähkökuolema', 'sähköteloitus', 'tappava sähköisku', 'sähköshokit', 'sähköshokki', 'sähkösokki', 'sähköiskun'];sähköiskussa kuoleminen
activity;['roviolla polttaminen', 'polttaminen', 'noitarovio', 'teloittaminen polttamalla', 'poltettiin roviolla', 'kuolemaan polttamalla', 'paloi kuoliaaksi', 'polttava roviolla'];Teloitustapa
activity;['painonnosto', 'olympianosto', 'olympianostot', 'painonnostaja', 'olympic painonnosto', 'painon nostaja', 'weightlift'];kilpaurheilulaji
activity;['lämmittely', 'verryttely', 'valmistautuminen'];fyysisen toiminnan asteittainen lisääminen
activity;['synninpäästö', 'anteeksiantaminen', 'anteeksianto', 'synnin anteeksianto', 'absoluutio', 'synninvapautusta', 'vapauta'];syntien anteeksi antaminen
activity;['kuulustelu', 'poliisikuulustelu', 'ristikuulustelu', 'kuulusteli', 'kuulustelija', 'kuulustella', 'tiedustelun'];Täsmennyssivu
activity;['suoneniskentä', 'venesektio', 'veren kerroit', 'verenvuodatus', 'verilöylyyn'];historiallinen, tuhansia vuosia vanha hoitomuoto, jossa potilaan kehosta lasketaan verta sairauksien hoitamiseksi tai ehkäisemiseksi. nykyisin lääketiede on käytännössä luopunut toimenpiteestä
activity;['maglev', 'magneettinen levitaatio', 'magneettijuna', 'maglev juna', 'magneettinen levitaatio juna'];Magneettista levittaatiota hyödyntävä rautatie ja sillä kulkeva juna
activity;['maahockey', 'nurmipallo', 'jääkiekko', 'hockey', 'maahockeypelaaja', 'naisten maahockey'];Mailalla pelattava pallopeli
activity;['drogheda'];kaupunki Irlannissa
activity;['vapaakauppa', 'vapaakauppa-alue', 'vapaakauppasopimus', 'kaupan vapauttaminen'];rajoittamaton kauppa valtion rajan yli
activity;['karanteeni', 'karanteeniin', 'karanteeniasemalla'];pakkoeristys
activity;['perhesuunnittelu', 'ehkäisy', 'syntyvyyden säännöstely', 'raskauden ehkäisy', 'ehkäisin', 'ehkäisyväline', 'ehkäisyvälineet', 'syntyvyyden', 'syntymä ehkäisy'];Keinoja estää raskaus
activity;['auskultaatio', 'kuuntelu'];lääketieteellinen tutkimus
activity;['kouluratsastus', 'dresyyri'];ratsastuslaji
activity;['antropometria', 'anthropometry', 'antropometriset'];ihmisen mittaaminen
activity;['ketunmetsästys', 'kettujahti', 'ketunajo', 'perinteinen ketunmetsästys', 'ketun', 'fox hunt', 'foxhunt', 'foxhunting', 'ketunmetsästyksen'];Perinteinen ajanvietelaji
activity;['vokaalinen musiikki', 'laulumusiikki'];Yhden tai useamman laulajan esittämä musiikki
activity;['ragtime', 'rag'];afroamerikkalaisen musiikin tyylilaji
activity;['midwayn taistelu', 'midway', 'midway-saaren taistelu', 'midwaysaarten taistelu', 'midwayn meritaistelu', 'operaatio mi'];Toisen maailmansodan meritaistelu Tyynellä valtamerellä 4.–7.6.1942
activity;['röntgensäde', 'röntgensäteily', 'röntgen-säteily', 'röntgenalue', 'x-säteet', 'röntgen ray', 'röntgenkuvat', 'röntgensäteet', 'x-ray', 'x-ray sukupolvi', 'x ray'];Sähkömagneettisen säteilyn laji
activity;['katekeesi', 'catechesis', 'catechetical', 'catechetics', 'kristillisen kasvatuksen'];Wikimedia-luetteloartikkeli
activity;['itseorganisoituminen', 'itsejärjestyminen', 'itsejärjestäytyminen', 'itseorganisaatio', 'itseorganisoituva järjestelmä'];järjestyksen lisääntyminen ilman ulkopuolista vaikutusta
activity;['impasto', 'maalaus'];maalaustekniikka
activity;['työttömyyskorvaus', 'työttömyysturva', 'työttömyysetuus', 'ansiopäiväraha', 'peruspäiväraha', 'työttömyyskorvaukset', 'työttömyyspäiväraha', 'työttömyystuki', 'työttömyyskorvausta'];sosiaaliturvan muoto
activity;['resitaali', 'solistikonsertti', 'récital', 'resitalisti', 'kappale', 'resitalistina'];Yhden esiintyjen laulu- tai soittoesitys
activity;['flirtti', 'flirttailu', 'keimailu', 'hakkailu', 'leikittely', 'peli', 'teerenpeli', 'flirttaaminen', 'koketointi', 'koketteria', 'flirttailla', 'toying'];Sukupuolisen kiinnostuksen osoittamista
activity;['palsamointi', 'balsamointi', 'balsamoitiin', 'embalmment', 'palsamoida'];ihmisruumiin käsittely mädäntymistä vastaan
activity;['pyörillä työntäminen', 'pyöriminen', 'liikkuvan'];Liikkumismuoto
activity;['kriisityö', 'kriisi-interventio', 'kriisiapu'];Tapa käydä traumaattisen kriisin tapahtumat läpi
activity;['kuolemanrangaistus', 'kuolemantuomio', 'teloitus', 'toimeenpano', 'täytäntöön pano', 'kuolemanrangaistuksen', 'pääoman rikos', 'julkinen teloitus', 'oikeusviranomaisten toteuttamista', 'teloitettiin', 'teloituksia', 'toteuttaa', 'tuomittiin kuolemaan', 'täytäntöönpanovaltion'];Rikoksesta tuomitun henkilön surmaaminen rangaistukseksi
activity;['esteratsastus', 'esteratsastaja', 'kenttäistunta', 'esteratsastuksen', 'grand prix esteratsastuksen', 'show hyppääjä', 'showjumper', 'stadium hyppy'];Hevosurheilulaji
activity;['punkrock', 'punk', 'punk rock', 'punk-musiikkia', 'punk revival', 'punk rock-yhtye'];Rock-musiikin genre
activity;['orgiat', 'orgia', 'orgioita'];ryhmäseksijuhla
activity;['rullaluistelu', 'rullaluisteleminen', 'rullaluistelija', 'rullaluistimet', 'rullaluistin', 'rollerskating', 'rullaluistelua'];rullaluistimilla tapahtuvaa tasaisella alustalla liikkumista
activity;['vesihiihto', 'vesihiihtoa', 'vesi hiihtäjä', 'water ski'];urheilulaji
activity;['laitesukellus', 'sukeltaminen', 'laitesukeltaminen', 'scuba', 'sukelluslaite', 'laitesukellusta', 'sukellusta', 'sukeltamaan'];Sukeltamista hengityslaitetta käyttäen
activity;['ruusujen sota', 'ruusujen sodat', 'towtonin taistelu'];York- ja Lancanster-sukujen valtataistelu 1400-luvun Englannissa
activity;['kastelu', 'keinokastelu', 'sadetus', 'kastelujärjestelmä', 'kasteluviljely', 'kastella', 'kastelujärjestelmän', 'kastelujärjestelmät', 'keinokastelua', 'maataloudessa keinokasteluun'];Maanviljelyä kastelujärjestelmän avulla
activity;['lobotomia', 'leukotomia', 'otsalohkoleikkaus', 'leucotomy', 'edestä lobotomia', 'leukotomy', 'lobotomies', 'otsalohkon leucotomy', 'otsalohkon leukotomy', 'otsalohkon lobotomia'];neurologinen hoitomenetelmä
activity;['kastraatio', 'kastroiminen', 'kastrointi', 'kuohilas', 'kuohinta', 'castrati', 'emaskulaatio', 'sandali', 'spadones', 'gonadectomy', 'kastroida'];Toimenpide, jossa uroksen kivekset poistetaan
activity;['tutkimus', 'tutkimuksen menetelmät', 'tutkimusmenetelmä', 'tutkimusmenetelmät', 'tutkimustyö', 'perus- ja soveltava tutkimus', 'perustutkimus', 'soveltava tutkimus', 'tavoitetutkimus', 'tutkimuksen metodit', 'tutkimusmetodi', 'tutkimusmetodit', 'akateemisen tutkimuksen', 'alkuperäisen tutkimuksen', 'tutkijat', 'tutkimusmenetelmiä'];järjestelmällinen tapa asian selvittämiseksi
activity;['harjoittelu', 'harjoitus', 'drilli', 'harjoite', 'harjoituksissa', 'käytännön', 'käytännössä'];opettelemisen menetelmä
activity;['rokotus', 'inokulaatio', 'istutus', 'rokottaminen', 'rokotettu', 'rokottaa', 'rokotukset'];Lääketieteellinen toimenpide
activity;['rokotus', 'inokulaatio', 'istutus', 'rokottaminen', 'rokotettu', 'rokottaa', 'rokotukset'];mikrobien tai bakteerien siirtäminen
activity;['yhteys', 'kytkös'];yhteys tai jäsenyys yhteisöön
activity;['internointi', 'vankeus', 'vankeusrangaistus', 'internoida', 'internoimisella camp', 'internoitiin', 'keskitysleiri', 'vangitsemisen ilman oikeudenkäyntiä'];vaarallisina pidettyjen henkilöiden turvasäilö
activity;['itsepuolustus', 'itsepuolustukseen', 'itsepuolustukseksi', 'puolustava ase'];Itsensä, omaisuutensa tai läheisensä puolustamista fyysisesti tai sanallisesti
activity;['oksentaminen', 'oksennus', 'käänteisvirtaus ruoansulatuskanavassa', 'ylenantaminen', 'yrjöäminen', 'oksentelu', 'vomitus', 'disgorgement', 'oksennuksesta', 'oksentaa', 'oksetus', 'puking', 'pulauttelu'];mahalaukun sisällön voimakas tyhjentyminen suun kautta
activity;['camping', 'retkeily', 'telttailu', 'leirintä', 'leiriytyminen', 'leiri', 'leirintäalue', 'bivouac suojaa', 'bivouacking', 'camping trip'];Leirintäallueisiin perustuva matkailu
activity;['kaivostoiminta', 'kaivosteollisuus', 'kaivannaistoiminta', 'louhinta', 'maankaivaminen', 'maarakennus', 'mineraalijäte', 'kaivannainen', 'kaivannaiset', 'kaivosteollisuuden'];Toimintaa, jossa kallioperästä louhitaan teollisuuden raaka-aineina tärkeitä malmeja ja muita kaivannaisia
activity;['havainto', 'havainnointi', 'havainnot', 'havaintokokemus', 'perseptio', 'havaintoja', 'tarkkailla'];kerättyä tietoa
activity;['pappisvihkimys', 'ordinaatio', 'rituaali', 'ordinaatiokoulutus', 'määräys', 'ordinand', 'vihittiin', 'vihitty ministeriö', 'vihkimykset', 'vihkiä'];henkilön vihkimen hengelliseen virkaan
activity;['pituushyppy', 'pituushyppääjä'];Yleisurheilulaji
activity;['uhkapeli', 'rahapeli', 'uhkapelaaminen', 'arpapelaaminen', 'arpapeli', 'rahapelaaminen', 'veikkaaminen', 'veikkaus', 'rahapelaaja', 'rahapelit', 'uhkapelaaja', 'uhkapelit', 'pelaajille', 'pelanneet', 'vedonlyönti'];sattumaan perustuva rahapeli
activity;['injektio', 'ruiske', 'piikki', 'pistos', 'rokote', 'rokotus', 'injektioneula', 'lääkeruisku', 'hypoderminen neula', 'injektioruisku', 'ruiskeena'];lääkeaineen antotapa
activity;['laulaminen', 'laulu', 'laulaja', 'laulanta', 'laulelma', 'laulumusiikki', 'laulutaide', 'oopperalaulaja', 'vokaalimusiikki', 'vokalisti', 'laulajia', 'harmoniaa laulu', 'naislaulua', 'puhdasta laulua', 'vocalizing'];ihmisen tuottama musikaalinen ääni
activity;['salaus', 'koodaus', 'kryptaus', 'kryptogrammi', 'salaaminen', 'salakirjoitus', 'salakoodaus', 'salausmenetelmä', 'tiedonsalaus', 'purkaa', 'salaamalla', 'salata', 'salattu', 'salausalgoritmin'];Prosessi, jossa selkokielinen teksti muutetaan salakirjoitukseksi
activity;['suojeleminen', 'suojelu'];täsmennyssivu
activity;['liiketoiminta', 'liikeyritys', 'kaupankäynti', 'ala', 'kauppa', 'yritystoiminta', 'bisnes', 'business', 'elinkeinoelämä', 'liiketoiminta ja teollisuus', 'voittoa', 'liikelaitos', 'liiketaloustiede', 'liiketoiminnan järjestelmän', 'liikeyrityksen'];Voittoa tavoitteleva liiketoimintajärjestö
activity;['leikkaus', 'elokuvan editointi', 'leikkaaminen', 'elokuvaleikkaaja', 'leikkaaja', 'filmieditointi', 'elokuva toimittaja'];elokuvan jälkituotannon vaihe, jossa kuvatut materiaalit leikataan ja yhdistetään yhdeksi elokuvaksi
activity;['tieliikenne', 'kuljettaminen', 'kuljetus', 'maantieliikenne', 'haalaus', 'kuorma-autoliikenne', 'rekkaliikennettä', 'tieliikenteen'];henkilöiden ja tavaran kuljettaminen maanteitä pitkin
activity;['palvonta', 'palvelus', 'jumalanpalvelus', 'kunnioitus', 'jumalanpalvelusmuotojaan'];Uskonnollisen yhteisön hartaudellinen hetki
activity;['sähköhoito', 'sähkösokkihoito', 'sähköshokkihoito', 'sähkösokki', 'ect', 'elektrokonvulsiivinen hoito', 'sähköšokkihoito', 'sähköhoidon', 'sähköiskun hoito', 'sähköshokki', 'sähköshokki hoito', 'sähköshokkeja hoito'];Psykiatrinen hoitomuoto
activity;['olympian kisat', 'antiikin olympialaiset', 'antiikin olympiakisat', 'olympiadi', 'olympian pelit'];antiikin ajan olympialaiset
activity;['keramiikka', 'keramiikan valmistus', 'keramiikkataiteen', 'keramiikkataiteilija', 'maljakko maalaus', 'taiteen keramiikka'];erilaisia esimerkiksi savesta valmistettuja esineitä
activity;['teatteri', 'dramaturgia', 'näyttämötaide', 'dramatiikka', 'näytelmätiede', 'dramatisointi', 'teatteritaide', 'ammattiteatteri', 'katsola', 'näkymö', 'teatteri yritys', 'teatteritaiteen', 'lasten teatteri', 'teatteria', 'teatterin taiteen', 'theatre studies', 'viihdekeskus'];oppi näyttämötaiteesta
activity;["poitiers'n taistelu", 'poitiers', 'poitiers’n taistelu', 'poitiersin taistelu', "poitiers'in taistelu"];Merkittävä taistelu satavuotisen sodan aikana
activity;['zaman taistelu', 'taistelu zama', 'zama'];Toisen puunilaissodan ratkaisutaistelu
activity;['hastingsin taistelu', 'hastings'];taistelu anglosaksien ja normannien välillä 1066
activity;['kymmenen käskyä', 'dekalogi', '10 käskyä'];Juutalais-kristillisessä perinteessä Jumalan tahto
activity;['taistelu britanniasta', 'taistelu englannista', 'britannian ilmasota', 'battle of britain'];Toisen maailmansodan taistelu
activity;['matkailu', 'turismi', 'ulkomaanmatkailu', 'massaturismi', 'matkailija', 'matkustus', 'turisti', 'turistikohde', 'turistit', 'matkailualan', 'massaturismin', 'nähtävyyksiä', 'sightseeing', 'touristry'];Kulkeminen lomailu- ja virkistäymistarkoituksessa
activity;['messu', 'ehtoollisjumalanpalvelus', 'kirkkomessu', 'ehtoollinen riitti', 'mass'];Kristillinen jumalanpalvelus, jonka yhteydessä on ehtoollinen
activity;['numismatiikka', 'rahojen keräily', 'numismaatikko', 'numismatia', 'rahatiede', 'kolikon kerätä', 'numismatists', 'numismatology'];rahojen tutkimus
activity;['filatelia', 'postimerkkeily', 'postimerkkien keräily', 'filatelismi', 'filatelisti', 'postimerkkeilijä', 'filateelinen', 'filatelistit', 'leima kerääjät', 'postimerkkeilyyn', 'postimerkkikokoelma'];Postimerkkeily
activity;['laivanrakennus', 'shipwrights'];Laivojen ja kelluvien alusten rakentaminen
activity;['lokakuun vallankumous', 'venäjän vallankumous', 'lokakuun vallankaappaus', 'bolsevikkivallankappaus', 'bolsevikkivallankaappaus', 'bolševikkivallankaappaus'];yhteisnimistys kahdelle vallankumoukselle Venäjällä 1917
activity;['kirjansidonta', 'kirjansitoja', '12kk', 'kirjansitomisessa', 'liimasidonta', 'perfect bound'];kirja
activity;['taide', 'taideteos', 'taiteellinen luomus', 'design', 'taidetta', 'taiteellinen luominen', 'taiteellinen tuotanto', 'taiteellisen ilmaisun', 'taiteen'];Esteettisesti miellyttävien tai tunteita herättävien asioiden luomisen prosessi
activity;['tuomio', 'juridinen päätös', 'oikeusistuimen päätös', 'päätös', 'ratkaisusta', 'tuomion'];Riita- tai rikosoikeuden ratkaisu
activity;['teollistuminen', 'teollistaminen', 'teollisuuslaitos', 'industrialismi', 'teollistumisen', 'teollisen aikakauden', 'teollistaakseen', 'teollisuusmaissa', 'teollisuusyritys'];Yhteiskunnallinen ja taloudellinen muutos maanviljelystä teollisuuteen
activity;['ralli', 'elpyminen', 'järjestäytyminen', 'ralliautoilija', 'ralliauto', 'ralliautoilu', 'rallikuljettaja', 'rallikuski', 'rallia', 'ralliauton', 'rallye'];Moottoriurheilulaji
activity;['bunker hillin taistelu', 'bunker hill', 'taistelu bunker hill'];Yhdysvaltain vapaussodan taistelu
activity;['ensi-ilta', 'kantaesitys', 'ensiesitys', 'ensi-illaksi', 'ensinäytös', 'premiääri', 'elokuvan ensi-ilta', 'ilta'];Teoksen ensimmäinen julkinen esitys
activity;['valmyn taistelu', 'taistelu valmy', 'valmy'];Ranskan vallankumoussotien taistelu 1792
activity;['navigointi', 'luotsaus', 'ohjaus', 'luotsimaksu', 'merenkulku', 'merenkulkutaito', 'navigaatio', 'meren valikkoon', 'navigoida'];kulkuneuvon sijainnen ja kulkusuunnan selvittäminen
activity;['ruumiinrangaistus', 'ruumiillinen rangaistus', 'ruumiillinen kuritus', 'ruumiillista kuritusta'];Kivun tahallinen aiheuttaminen rangaistuksena
activity;['normannivalloitus', 'norman conquest', 'norman hyökkäystä englannissa', 'norman valloitus', 'norman valloitus englannissa'];normannit valloittivat Englannin keskiajalla
activity;['animaatio', 'animointi', 'animaatioelokuva', 'animaatiosarja', 'elotus', 'piirretyt', 'piirroselokuva', 'piirrosfilmi', 'animaatioita', '2d animaatio', 'animaatio elokuva', 'animaatioelokuvan', 'animoitu', 'disneyn animaatioelokuvat'];Tekniikka, jolla luodaan videokuvaa kuva kuvalta
activity;['sää', 'sääolosuhteet', 'ilma', 'ilmakehän olosuhteet', 'säätila', 'ilmakehän tila', 'sääolosuhde'];maan ilmakehän tila tietyssä paikassa
activity;['orgasmi', 'kliimaksi', 'hekumanhetki', 'laukeaminen', 'huippu', 'orgasmin', 'seksuaalinen kliimaksi', 'seksuaalisen tyydytyksen', 'seksuaalista tyydytystä'];fyysinen ja psyykkinen kliimaksi
activity;['kirjanpito', 'laskentatoimi', 'tilintarkastustoiminta', 'kirjanpitovelvollisuus', 'kirjapito'];toimijan talteenkirjoitettu taloudenpito
activity;['pääministeri', 'yhdistyneen kuningaskunnan pääministeri', 'pm', 'britannian pääministeri', 'ison-britannian pääministeri'];Britannian hallituksen päämies.
activity;['vaihtoehtoinen lääketiede', 'vaihtoehtolääketiede', 'uskomuslääkintä', 'vaihtoehtolääkintä', 'täydentävät hoitomuodot', 'uskomushoidot', 'uskomushoito', 'uskomuslääketiede', 'vaihtoehtoinen hoitomuoto', 'vaihtoehtoiset hoitomenetelmät', 'vaihtoehtoiset hoitomuodot', 'parantajia', 'täydentävä ja vaihtoehtoinen lääketiede', 'vaihtoehtoisen terveydenhuollon', 'vaihtoehtoisia parantavaa'];lääketieteelliseen tutkimukseen perustuvan lääkinnän ulkopuolelle jäävät hoitomenetelmät
activity;['mardi gras', 'laskiaistiistai', 'rasvatiistai', 'fat tiistaina'];paastoa edeltävä juhla
activity;['työ', 'ammatti', 'ala', 'elinkeino', 'liiketoiminta', 'kiinnostuksen kohde', 'toimiala', 'ajanviete', 'linjan työtä', 'miehityksen', 'päivä työtä', 'vapautuneen'];henkilön tomintaa kuvaava nimike
activity;['roisto', 'pahis', 'konna', 'homo scelestus', 'scelus'];Tarinan sankarin vastustaja
activity;['tee'];Kasvi ja juoma
activity;['koulutus', 'opetus', 'koulutusjärjestelmä', 'opetusoppi', 'kasvatustiede', 'ohjaaminen', 'opastus', 'opettaminen', 'pedagogiikka', 'pedagogi', 'didaktiikan', 'didaktiikka', 'kouluttaa', 'koulutuksen', 'koulutustoimintaan', 'opetusta'];Yksilön tietojen, taitojen ja tietojenkäsittelyn kehittämistä opetusinstituutiossa
activity;['metsästys', 'urheilumetsästys', 'metsästäjä', 'metsästäminen', 'linnustus', 'overhunting', 'viiriäisen metsästys'];villieläinten pyydystäminen ja tappaminen
activity;['ranskan vallankumous', 'ranskan suuri vallankumous'];Vallankumous Ranskassa 1789
activity;['yhdysvaltain itsenäisyyssota', 'yhdysvaltain vapaussota', 'amerikan vallankumous', 'yhdysvaltain vallankumous', 'yhdysvaltain vallankumoussota', 'amerikan vapaussota', 'yhdysvaltain itsenäistymissota', 'yhdysvaltojen vapaussota', 'pohjois-amerikan vapaussota', 'american revolution', 'american vapaussodan', 'war of american independence'];Brittien siirtokuntien itsenäisyyssota Pohjois-Amerikassa 1775–1783
