abstract-quality;['વ્યક્તિત્વ'];વ્યક્તિત્વ એટલે જે-તે વ્યક્તિની વર્તનશૈલી, તેની બૌદ્ધિક શક્તિઓ, અભિયોગ્યતાઓ, વિચારો, ટેવો, આવેગો, મનોવલણો અને બીજાં એવાં વિશિષ્ટ પાસાંઓના ગત્યાત્મક સંગઠનથી ઊપજેલું સુગ્રથિત સ્વરૂપ.
agentive-physical-object;['કેરડા'];કેરડા એક બહુવર્ષાયુ વનસ્પતિ છે જે મુખ્યત: શુષ્કપ્રદેશમાં ઉગે છે.
agentive-physical-object;['રાઈ', 'રાઇ'];રાઈ મસાલા પ્રકારની વનસ્પતિ છે જેનાં બીજ પણ "રાઈ" કહેવાય છે.
agentive-physical-object;['કાંગારુ'];કાંગારુ વિશ્વભરમાં ઓસ્ટ્રેલિયા દેશમાં જોવા મળતું એક સસ્તન પ્રાણી છે.
agentive-physical-object;['તકમરિયાં', 'ocimum basilicum', 'તખમરીયા'];તકમરિયાં એ તુલસીના કૂળની જ વનસ્પતિ Ocimum basilicum, ડમરો કે ડમરાની જ એક જાત એવી વનસ્પતિના બીજ છે.
agentive-physical-object;['ચકલી'];ચકલી એક નાનું, હલકા કત્થાઇ રંગનું, નાની પુંછ અને ટુંકી પણ મજબુત ચાંચ ધરાવતું પક્ષિ છે.
agentive-physical-object;['સીસમ'];સીસમ એ લાકડું મેળવવા માટે ઉપયોગિ એવું આર્થિક દ્રષ્ટિએ ખૂબ મહત્ત્વનું વૃક્ષ છે.
agentive-physical-object;['ગીધ', 'શ્વેતપીઠ ગીધ'];ગીધ એક જાતનું પક્ષી છે.
agentive-physical-object;['ગરુડ'];ગરુડ એ એક મોટા કદનું પક્ષી છે, જે એક્સિપિટ્રિડા વર્ગમાં આવે છે.
agentive-physical-object;['દરીયાઈ કાચબો', 'chelonioidea'];સમુદ્રના ખારા પાણીમાં જોવા મળતા કાચબાને દરીયાઈ કાચબો કહે છે.
agentive-physical-object;['ઉંદર'];ઉંદર એ કૃંતક વર્ગનું એક નાનકડું સસ્તન પ્રાણી છે.
agentive-physical-object;['વિંછી', 'વીંછી'];વિંછી દક્ષિણ ધ્રુવ સિવાયના સમગ્ર વિશ્વમાં જોવા મળતો એક જીવ છે.
agentive-physical-object;['ભેંસ', 'bubalus bubalis'];ભેંસ એ એક પ્રકારનું પાલતુ પ્રાણી છે, જેનો ઉપયોગ ખાસ કરીને દુધ મેળવવા માટે થાય છે, ખાસ કરીને એશીયામાં તેનો વ્યાપ વધારે છે.
agentive-physical-object;['રાયડો'];રાયડો અથવા રાઈ તેલીબીયાં આપતી એક બારમાસી વનસ્પતિ છે, જે પોતાના નાના કદથી માંડીને લગભગ ૧૨૦ સે.મી.ની ઊંચાઈ સુધી વધી જાય છે, પરંતુ એનું બંધારણ કમજોર હોય છે.
agentive-physical-object;['ઝરેર'];ઝરેર એ એક વનસ્પતિ છે.
agentive-physical-object;['અસાઈ તાડ'];અસાઈ પામ અથવા ઍકવાઈ એ વનસ્પતિવિજ્ઞાન યુટેર્પે માં તાડનાં વૃક્ષોની એક પ્રજાતિ છે જેને તેના ફળ અને તાડના ચઢિયાતાં ગર્ભ માટે ઉછેરવામાં આવે છે.
agentive-physical-object;['પટ્ટી પટ્ટાઇ', 'circus pygargus'];પટ્ટી પટ્ટાઇ, એ શિકારી યાયાવર પક્ષી છે.
agentive-physical-object;['લસણ', 'allium sativum'];લસણ એ એક પ્રકારની વનસ્પતિ છે, જે કંદમૂળ વર્ગમાં આવે છે અને કાંદા પ્રજાતિની વનસ્પતિ છે.
agentive-physical-object;['ડુંગળી'];ડુંગળી એક ઉગ્ર વાસવાળું અને ઉપરાઉપરી વીંટાયેલાં કોમળ પડની ગાંથ જેવું એક પ્રકારનું કંદમૂળ છે.
agentive-physical-object;['શિંગોડા'];શિંગોડા જેને હિંદી ભાષામાં સિંઘાડ઼ા અને સંસ્કૃત ભાષામાં શ્રૃંગાટક કહેવામાં આવે છે.
agentive-physical-object;['કાળા મરી', 'મરી'];કાળા મરી અથવા મરી એ પાઇપેરેસેઈ પ્રજાતિનો બારમાસી વેલો છે, જે તેના ફળ માટે ઉગાડવામાં આવે છે, સામાન્ય રીતે તેને સૂકવીને તેજાનો કે ભોજનને સ્વાદિષ્ટ બનાવવા માટે ઉપયોગમાં લેવામાં આવે છે.
agentive-physical-object;['વરાઇ'];વરાઇ એ એક પ્રકારનું ધાન્ય છે.
agentive-physical-object;['કાચબરંગી', 'arenaria interpres'];કાચબરંગી, એ યાયાવર પક્ષી છે, જે યુરેશિયા અને ઉત્તર અમેરિકાનાં ઉત્તરીય ભાગમાં પ્રજનન કરે છે અને શિયાળામાં દક્ષિણ તરફ, લગભગ સમગ્ર વિશ્વના સમુદ્ર કિનારાઓ પર ઉડી પહોંચે છે.
agentive-physical-object;['કસ્તુરી', 'turdus merula'];અંગ્રેજી નામ=ધ બ્લેકકેપ્ડ બ્લેકબર્ડ શાસ્ત્રીય નામ=ટરડસ મેરૂલા નાઇગ્રોપીલીયસ
agentive-physical-object;['કૂકડિયો કુંભાર', 'centropus sinensis'];કૂકડિયો કુંભાર એ આપણા ગુજરાત સહિત દેશના મોટા ભાગમાં જોવા મળતું વાડી-વગડાનું પક્ષી છે.
agentive-physical-object;['વિલાયતી પટ્ટાઇ', 'ઉત્તરી પટ્ટાઇ'];વિલાયતી પટ્ટાઇ કે ઉત્તરી પટ્ટાઇ, એ ઋતુપ્રવાસી શિકારી પક્ષી છે.
agentive-physical-object;['વીંજ', 'વણીયર'];વીંજ કે નાનું વણીયર, સમગ્ર દક્ષિણ અને દક્ષિણ-પૂર્વ એશિયા અને ઇન્ડોનેશીયામાં જોવા મળે છે.
agentive-physical-object;['વિદ્યુતજનીન'];વિદ્યુત જનીન એ એક એવું સાધન છે, જેના દ્વારા યાંત્રિક ઉર્જામાંથી વિદ્યુત ઊર્જા મેળવી શકાય છે.
