abstract-quality;['шәхси кемлек'];Мин төшенчәсе, Кемлек, Үзаң, Үзбәяләү һәм Үзбилгеләү төшенчәләре белән бутамагыз.
agentive-figure;['сөнничелек', 'әһл әс-сүннә', 'sönnilär', 'sönniçelek', 'сөнни', 'сөннилек', 'сөнниләр'];Сөнничелек, Ислам юнәлешләре арасында иң киң бер тармакның аталышы.
agentive-figure;['шигыйчылык', 'шигыйчелек', 'шигый', 'шигыйлык'];Шигыйчылык, шигыйлек — Мөхәммәд саләллаһу галәйхи үәссәләм нәселе генә мөселманнар өммәтенә башлык - имам булырга тиеш дип санаучы шигый-уникечеләр, алавитлар, друзлар, исмаилчылар һ.б.
agentive-figure;['һинд дине', 'hinduist', 'индуизм'];Һинд дине яки Һиндуизм Көньяк Азиядә, иң күбесе Һиндстанда доминант дин яки яшәү рәвеше.
agentive-figure;['акш дәүләт департаменты'];АКШ Дәүләт департаменты
agentive-figure;['ссҗб', 'совет социалистик республикалар берлеге', 'совет социалистик республикалар союзы', 'совет берлеге', 'советлар союзы', 'ссср', 'sovet berlege', 'sovet däwläte', 'sovet sotsialistik respublikalar berlege', 'sovetlar', 'ssrb', 'советлар', 'cccр', 'совет социалистик җөмһүриятләр берлеге', 'советлар берлеге', 'ссрб', 'сссб'];Бу мәкаләнең латин әлифбасындагы игезәге бар.Совет Социалистик Республикалар Берлеге
agentive-figure;['i̇zge rim imperiäse', 'изге рум империясе', 'i̇zge rim i̇mperiäse', 'изге рим империясе'];İzge Rim imperiäse - 962-1806 yıllarda bulğan Awrupa däwläte.
agentive-figure;['хәрби көчләр', 'кораллы көчләр', 'xärbi köçlär', 'кораллы көчләре'];Илнең, дәүләтнең яки милләтнең хәрби көчләре, армия белән генә чикләнми, шулай да полицияны, түләүле сугышчылар берлекләрен, ә оккупация астында яшәгән милләт очрагында партизаннар кебек коралланган оешмаларын берләштерә.
agentive-figure;['акш хәрби-диңгез көчләре'];}} АКШ хәрби-диңгез көчләре, АКШ ХДК
agentive-figure;['өченче рейх', 'öçençe reyx', 'natsi almaniä', 'natsist almaniäse', 'natsistlar almaniäse', 'наци алмания', 'нацист алманиясе', 'фашист алманиясе', 'фашистлар германиясе'];Өченче рейх (алман.
agentive-figure;['aqş demokratik firqäse', 'акш демократик фиркасе'];AQŞ Demokratik firqäse (инг.
agentive-figure;['бөтендөнья метеорология оешмасы', 'bötendönya meteorologiä oyışması'];Бөтендөнья метеорология оешмасы
agentive-figure;['азык-төлек һәм авыл хуҗалыгы оешмасы', 'фао', 'azıq-tölek häm awıl xucalığı oyışması'];Берләшкән Милләтләрнең Азык-төлек һәм авыл хуҗалыгы оешмасы - Берләшкән Милләтләр Оешмасының ачлыкны юк итүгә юнәлтелгән махсус максатчан агентлыгы.
agentive-figure;['öräk', 'өрәк'];Bu mäqäläneñ kirill älifbasındağı igezäge bar.Öräk, Tatar häm başqa xalıqlar mífologiäsendä üterelgän keşeneñ ruxı-canı.
agentive-figure;['акш республика фиркасе', 'aqş respublika firqäse', 'aqş respublikan firqäse', 'акш республикан фиркасе', 'республикан фирка', 'җөмһүрияти фирка'];AQŞ Respublika firqäse
agentive-figure;['грифоннар'];Грифоннар-җитен һәм баш бөркетләре булган мифологик канатлы җан ияләре яки кайчакта арысланнары.
agentive-physical-object;['җир умарта корты', 'andrena', 'андрена'];Андре́на, җир умарта корты - умарта кортлары гаиләлегеннән бөҗәкләр ыругы.
agentive-physical-object;['голштин токымы'];Голшти́н токымы́
agentive-physical-object;['гади имәнборын', 'имәнборын'];Гади имәнборы́н (лат.
agentive-physical-object;['ноутбук'];Ноутбук
agentive-physical-object;['нарат', 'кос', 'pinus'];Нара́т (лат.
agentive-physical-object;['имән', 'quercus'];Имә́н (лат.
agentive-physical-object;['кошчылык', 'кош-корт'];Кошчылык: йорт кошларын үрчетү һәм токымнарын яхшырту буенча фәнни өлкә, йорт кошларын үрчетү белән шөгелләнүче авыл хуҗалыгы тармагы, йорт кошларын үрчетүче хуҗалык яки оешма.
agentive-physical-object;['ак гөмбә', 'boletus edulis', 'aq gömbä'];Ак гөмбә́ (лат.
agentive-physical-object;['елга кондызы', 'awrupa qondızı', 'аурупа кондызы', 'кондыз', 'кондызлар'];Елга кондызы (лат.
agentive-physical-object;['ягуар', 'panthera onca'];Ягуа́р
agentive-physical-object;['хайваннар', 'animalia', 'metazoa', 'xaywan', 'xaywannar', 'хайван'];Хайваннар (лат.
agentive-physical-object;['үсемлекләр', 'үсемлек', 'plantae', 'vegetabilia', 'üsemlek', 'üsemleklär'];Үсемлекләр (лат.
agentive-physical-object;['ангора ак мәчесе', 'әнкара ак мәчесе'];Ангора ак мәчесе, Әнкара песие яки Төркия ангорасы — Аурупа һәм америка селекционерлары белән чыгарылган өй песие токымы, нигезенә XX гасырда Әнкарадан чыгарылган песи токымнары алынган.
agentive-physical-object;['колла', 'куак'];Колла
agentive-physical-object;['санак', 'компьютер', 'кампиутыр', 'sanaq'];Сана́к, яки Компью́тер
agentive-physical-object;['робот'];Робот — ул катлаулы гамәлләр сериясен автоматик рәвештә ясарга сәләтле, бигрәк тә санак тарафыннан программаланучы машина.
agentive-physical-object;['гади кыяр', 'кыяр'];Гади кыяр лат.
agentive-physical-object;['эт', 'canis lupus familiaris', 'et', 'этләр'];Эт
agentive-physical-object;['гөмбәләр', 'fungi', 'gömbälär', 'гөмбә'];Гөмбәләр (лат.
agentive-physical-object;['чәчәкләр', 'гөл', 'чәчәк'];== Роза чәчәге. ==
agentive-physical-object;['суҗыяр'];Суҗыяр, чүмеч гөл
agentive-physical-object;['инфузорияләр'];[[Категория:әлифба буенча Протистлар]]
