abstract-region;['iolraí', 'il'];Sa matamaitic
agentive-physical-object;['asal fiáin áiseach', 'onagair', 'asal asiatic fiáin', 'equus hemionus', 'onager'];speiceas mamach
agentive-physical-object;['asphodeline lutea', 'buí asphodel', 'spear rí'];Speiceas plandaí
agentive-physical-object;['opsaridium microlepis', 'bradán talamhiata', 'loch bradán'];speiceas iasc
agentive-physical-object;['ctenocephalides canis', 'flea madra'];Speiceas feithidí
agentive-physical-object;['helminthostachys zeylanica'];speiceas plandaí
agentive-physical-object;['liréan', 'lyrebird'];Géineas éan
agentive-physical-object;['centropus phasianinus', 'dromococcyx phasianellus', 'cuach pheasant', 'pheasant coucal'];Speiceas éan
agentive-physical-object;['centropus phasianinus', 'dromococcyx phasianellus', 'cuach pheasant', 'pheasant coucal'];Speiceas éan
agentive-physical-object;['marsilea drummondii', 'nardo', 'nardoo', 'nardoo coitianta'];speiceas plandaí
agentive-physical-object;['cúcabarra', 'dacelo novaeguineae', 'dacelo gigas', 'kookaburra', 'kookaburras'];Géineas éan
agentive-physical-object;['cearc mhailí', 'leipoa', 'leipoa ocellata', 'lowan', 'mallee éanlaithe', 'malleefowl'];Speiceas éan
agentive-physical-object;['niúmacocas', 'pneumococcus', 'diplococcus pneumoniae', 'galar niúmacocúil', 'niúmacocúil', 'pneumococci', 's pneumoniae', 'streptococcus pneumoniae'];Speiceas baictéar
agentive-physical-object;['bilbí', 'bilbí mór', 'bilby', 'coinín bandicoot', 'coinín chluasach bandicoot', 'macrotis lagotis'];Speiceas mamach
agentive-physical-object;['garbhán carraige coiteann', 'semibalanus balanoides', 'balanoides balanus', 'balanoides semibalanus', 'carraig barnacle', 'dearcán barnacle'];Speiceas crústach
agentive-physical-object;['ovis vignei', 'urial'];Speiceas mamach
agentive-physical-object;['onoclea sensibilis', 'bead raithneach', 'sensibilis onoclea', 'íogair raithneach'];Speiceas plandaí
agentive-physical-object;['muscfhrancach', 'muskrat', 'muskrats', 'musquash', 'ondatra zibethica'];Speiceas mamach
agentive-physical-object;['phegopteris connectilis', 'dryopteris phegopteris', 'feá caol raithneach', 'feá fada raithneach', 'thelypteris phegopteris', 'thuaidh feá raithneach'];speiceas plandaí
agentive-physical-object;['phegopteris hexagonoptera', 'dryopteris hexagonoptera', 'feá leathan raithneach', 'thelypteris hexagonoptera', 'ó dheas feá raithneach'];speiceas plandaí
agentive-physical-object;['coileach carraige', 'rupicola peruvianus', 'rupicola peruviana'];Géineas éan
agentive-physical-object;['coileach carraige', 'rupicola peruvianus', 'rupicola peruviana'];Speiceas éan
agentive-physical-object;['ixodes persulcatus'];Speiceas araicnidí
agentive-physical-object;['anisotremus virginicus', 'muiceoil-iasc', 'porkfish'];Speiceas iasc
agentive-physical-object;['béar dubh áiseach', 'asiatic black bear', 'asiatic dubh iompróidh', 'himalayan dubh béar', 'selenarctos thibetanus', 'ursus thibetanus'];Speiceas mamach
agentive-physical-object;['cearc uisce', 'gallinula', 'gallinula chloropus'];Speiceas éan
agentive-physical-object;['cearc uisce', 'gallinula', 'gallinula chloropus'];Géineas éan
agentive-physical-object;['alectura lathami', 'scuab turcaí'];Speiceas éan
agentive-physical-object;['cephalopterus ornatus', 'éan scáth'];speiceas éan
agentive-physical-object;['deilf choiteann', 'deilf coitianta', 'delphinus delphis'];Speiceas mamach
agentive-physical-object;['dendroica fusca', 'ceolaire crainn', 'blackburn', 'blackburnian ceolaire', 'blackburnian warbler'];speiceas éan
agentive-physical-object;['cnagaire ceanndhearg', 'melanerpes erythrocephalus', 'woodpecker redheaded'];Speiceas éan
agentive-physical-object;['gymnorhina tibicen', 'hastráile magpie', 'hastráile meaige'];Speiceas éan
agentive-physical-object;['roilleach', 'haematopodidae', 'haematopus', 'oisrí catcher', 'gearr breac', 'giolla bríde', 'gobadán', 'scaladóir'];Géineas éan
agentive-physical-object;['tayassu pecari', 'white-lipped peccary', 'tayassu'];Speiceas mamach
agentive-physical-object;['rás-nathair dhubh', 'coluber constrictor', 'constrictor', 'dubh racer'];Speiceas reiptílí
agentive-physical-object;['mionghé shneachta', 'mórghé shneachta', 'géanna sneachta', 'sneachta gé', 'snow goose'];speiceas éan
agentive-physical-object;['stegastes leucostictus', 'beaugregory', 'pomacentrus leucostictus'];Speiceas iasc
agentive-physical-object;['halichoeres radiatus', 'halicoeres radiatus', 'maróg-bhean chéile', 'puddingwife'];speiceas iasc
agentive-physical-object;['cracticidae', 'strepera', 'currawong', 'clog meaige'];Géineas éan
agentive-physical-object;['centropristis striata', 'centropistes striata', 'dubh doingean mara'];speiceas iasc
agentive-physical-object;['seabhac an chúipéara', 'accipiter cooperii', 'gorm darter', 'seabhac cooper ar'];Speiceas éan
agentive-physical-object;['cnóshnag bolgbhán', 'sitta carolinensis', 'white-breasted nuthatch', 'white-chíoch nuthatch'];Speiceas éan
agentive-physical-object;['cnóshnag uchtrua', 'dearg-breasted nuthatch', 'dearg-chíoch nuthatch', 'sitta canadensis'];Speiceas éan
agentive-physical-object;['menticirrhus undulatus', 'corbina'];Speiceas iasc
agentive-physical-object;['fáinleog chrainn', 'bán-bellied swallow', 'crann swallow', 'iridoprocne bicolor'];Speiceas éan
agentive-physical-object;['charina bottae', 'barrach-i gceannas ar nathair', 'rubair boa'];Speiceas reiptílí
agentive-physical-object;['moncaí probaisc', 'moncaí proboscis', 'nasalis larvatus', 'proboscis moncaí'];Speiceas mamach
agentive-physical-object;['ctenocephalides felis', 'flea cat', 'felis ctenocephalides'];Speiceas feithidí
agentive-physical-object;['falaróp mór', 'phalaropus tricolor', 'phalarope wilson', 'steganopus tricolor'];Speiceas éan
agentive-physical-object;['raithneach dharach', 'dair raithneach', 'gymnocarpium dryopteris', 'thelypteris dryopteris'];speiceas plandaí
agentive-physical-object;['óiréal órga', 'óiréal', 'oriole órga', 'oriolus oriolus', 'the oriole', 'órga oriole'];Speiceas éan
agentive-physical-object;['chrysolophus pictus', 'pheasant golden', 'pheasant órga'];Speiceas éan
agentive-physical-object;['ovalipes ocellatus', 'calico portán', 'portán bhean', 'portán bhean mheiriceánach'];speiceas crústach
agentive-physical-object;['tragopan'];Géineas éan
agentive-physical-object;['monál', 'lophophorus', 'monal', 'monaul'];Géineas éan
agentive-physical-object;['míoránach', 'fucus serratus', 'serrated seo dúlamán na'];Speiceas Phaeophyceae
agentive-physical-object;['sargassum', 'feamainn bhoilgíneach', 'gulfweed', 'sargasso', 'sargassum bacciferum'];Géineas algaí donna
agentive-physical-object;['breac raice', 'polyprionidae', 'wreckfish', 'breac giúrainn', 'cloch bass', 'polyprion americanus'];Speiceas iasc
agentive-physical-object;['mórulchabhán cluasach', 'owl horned mór', 'bubo virginianus', 'virginianus'];Speiceas éan
agentive-physical-object;['síodeiteach', 'sciathán céarach', 'waxwing'];géineas éan
agentive-physical-object;['caislín aitinn', 'saxicola rubetra', 'whinchat'];Speiceas éan
agentive-physical-object;['alauda arvensis', 'circín starraiceach', 'fuiseog', 'fuiseog an ghoirt', 'riabhóg', 'fhuiseog', 'skylark'];Speiceas éan
agentive-physical-object;['iolar odhar', 'aquila rapax', 'iolar tawny', 'tawny eagle'];Speiceas éan
agentive-physical-object;['gealóg gharraí', 'gealóg ortolúin', 'ortalan', 'emberiza hortulana', 'ortolan', 'ortolan bunting', 'ortolan stiallbhratacha'];Speiceas éan
agentive-physical-object;['ambystoma', 'ambystoma talpoideum', 'caochún salamander', 'salamander caochún', 'talpoideum ambystoma'];Speiceas amfaibiach
agentive-physical-object;['ambystoma', 'ambystoma talpoideum', 'caochún salamander', 'salamander caochún', 'talpoideum ambystoma'];géineas amfaibiach
agentive-physical-object;['iolar mara', 'iolar fíréan', 'aimseartha', 'haliatus albicilla', 'liath farraige iolar', 'na heorpa farraige iolar', 'na héirne', 'white-tailed farraige iolair'];Speiceas éan
agentive-physical-object;['pituophis melanoleucus'];Speiceas reiptílí
agentive-physical-object;['luaineachán', 'uca', 'portán fidléir', 'portáin fidléir'];Géineas crústach
agentive-physical-object;['gopherus polyphemus', 'turtar gopher', 'gopherus polypemus', 'poiliféamas', 'turtle gopher'];Speiceas reiptílí
agentive-physical-object;['peromyscus eremicus', 'cactus luch'];Speiceas mamach
agentive-physical-object;['gopherus agassizii', 'turtar desert'];Speiceas reiptílí
agentive-physical-object;['leptotyphlops humilis', 'rena dugesii', 'rena segrega', 'nathair dall an iarthair'];speiceas reiptílí
agentive-physical-object;['leptotyphlops humilis', 'rena dugesii', 'rena segrega', 'nathair dall an iarthair'];speiceas reiptílí
agentive-physical-object;['leptotyphlops humilis', 'rena dugesii', 'rena segrega', 'nathair dall an iarthair'];speiceas reiptílí
agentive-physical-object;['peprilus paru', 'harvestfish', 'paprilus alepidotus'];Speiceas iasc
agentive-physical-object;['cadhman spéaclach', 'caiman sclerops', 'caiman spectacled', 'spectacled caiman'];Speiceas reiptílí
agentive-physical-object;['oreortyx pictus', 'mountain quail', 'oreortyx picta palmeri', 'sliabh gearga', 'sliabh partridge'];Speiceas éan
agentive-physical-object;['dasyurus', 'cat dúchais', 'dasyurus viverrinus', 'quoll', 'quoll thoir', 'quolls', 'thoir quoll'];Géineas mamach
agentive-physical-object;['streptomyces scabies', 'baictéir galar scrathach prátaí', 'scabies streptomyces'];speiceas baictéar
agentive-physical-object;['borrelia'];Géineas baictéar
agentive-physical-object;['treponema'];Géineas baictéar
agentive-physical-object;['borrelia burgdorferi', 'burgdorferi borrelia', 'spirochete galar aoil'];speiceas baictéar
agentive-physical-object;['ralstonia solanacearum', 'baictéir lobhadh fáinneach', 'pseudomonas solanacearum'];speiceas baictéar
agentive-physical-object;['macrocephalon maleo', 'maleo'];Speiceas éan
agentive-physical-object;['nátalas páipéir', 'nátalas', 'argonauta argo', 'ceann cosach', 'argonaut', 'nautilidae', 'nautilus', 'páipéar nautilus', 'páipéar nautilus ainm'];Speiceas moileasc
agentive-physical-object;['nátalas páipéir', 'nátalas', 'argonauta argo', 'ceann cosach', 'argonaut', 'nautilidae', 'nautilus', 'páipéar nautilus', 'páipéar nautilus ainm'];Géineas moileasc
agentive-physical-object;['péist ghuaireach', 'polychaeta', 'polychaete', 'bristleworm', 'polychaete worm', 'polychaetes', 'polychete', 'worm bristle', 'worm polychaete', 'worm polychete'];Grúpa anailidí
agentive-physical-object;['céadchosach', 'chilopoda', 'céadchosaigh'];Aicme artrapód
agentive-physical-object;['turtar boscach', 'terrapene', 'turtle bosca', 'turtar bosca'];Géineas reiptílí
agentive-physical-object;['iora talún', 'tamias'];Géineas mamach
agentive-physical-object;['fossa', 'sibhéid mhalagásach', 'an fosadh fosadh', 'civet malagasy', 'fanaloka'];géineas mamach
agentive-physical-object;['pellaea mucronata', 'crobh chos raithneach', 'pellaea ornithopus'];speiceas plandaí
agentive-physical-object;['gadus macrocephalus', 'alasca trosc', 'an taigéan ciúin trosc', 'macrocephalus gadus'];Speiceas iasc
agentive-physical-object;['bior gabhann dearg', 'kniphofia uvaria', 'plandaí poker'];Speiceas plandaí
agentive-physical-object;['fukomys damarensis', 'francach caochún damaraland'];Speiceas mamach
agentive-physical-object;['praya'];géineas
agentive-physical-object;['sebastes miniatus', 'slisín', 'flanndearg rockfish', 'rasher', 'sebastodes miniatus'];speiceas iasc
agentive-physical-object;['snag meiriceánach', 'brown creeper', 'certhia americana', 'donn creeper', 'meiriceánach creeper'];Speiceas éan
agentive-physical-object;['sorex araneus', 'common fhraoigh', 'dallóg coitianta'];Speiceas mamach
agentive-physical-object;['troglodytes aedon', 'teach dreoilín'];Speiceas éan
agentive-physical-object;['rón graonlannach', 'cláirseach séala', 'pagophilus groenlandicus'];Speiceas mamach
agentive-physical-object;['arenaria interpres', 'piardálaí trá ruddy', 'ruddy piardálaí trá'];Speiceas éan
agentive-physical-object;['barrchonlach', 'fucus vesiculosus', 'ar chomh maith bladder', 'dubh na gclog'];Speiceas Phaeophyceae
agentive-physical-object;['cág', 'jackdaw', 'corvus monedula', 'daw'];speiceas éan
agentive-physical-object;['sarda chiliensis lineolata', 'sarda lineolata', 'an taigéan ciúin bonito', 'an tsile bonito', 'bonito sile', 'sarda chiliensis'];speiceas Actinopterygii
agentive-physical-object;['cnádán', 'bufo calamita', 'natterjack'];Speiceas amfaibiach
agentive-physical-object;['viverra zibetha', 'sibhéid mhór indiach', 'civet mór'];Speiceas mamach
agentive-physical-object;['nathair choparcheannach', 'agkistrodon contortrix'];Speiceas reiptílí
agentive-physical-object;['centropus sinensis', 'pheasant beanna'];Speiceas éan
agentive-physical-object;['caróg mheiriceánach', 'corvus brachyrhynchos', 'corvus brachyrhyncos', 'meiriceánach beanna', 'meiriceánach crow'];Speiceas éan
agentive-physical-object;['fia rua', 'cervus elaphus', 'elaphus'];Speiceas mamach
agentive-physical-object;['francach donn', 'rattus norvegicus', 'an iorua francach'];Speiceas mamach
agentive-physical-object;['cuasoisre meiriceánach', 'crassostrea virginica', 'achadh an iúir oisrí', 'virginica'];Speiceas moileasc
agentive-physical-object;['vespertilio murinus', 'frosted bat', 'parti-daite bat'];Speiceas mamach
agentive-physical-object;['numenius arquata', 'crotach gobchruthach', 'na heorpa curlew'];Speiceas éan
agentive-physical-object;['rollóir eorpach', 'iomlascóir', 'coracias garrulus', 'eorpach sorcóir', 'na heorpa sorcóir'];Speiceas éan
agentive-physical-object;['ialtóg mhóreiteach', 'eptesicus serotinus', 'na heorpa donn bat', 'serotine', 'serotine bat'];Speiceas mamach
agentive-physical-object;['certhia familiaris', 'snag coiteann', 'na heorpa creeper'];speiceas éan
agentive-physical-object;['caislín cloch', 'caislín cloch afracach', 'stonechat', 'bod ar dris', 'clochrán', 'donncha an chaipín', 'saxicola torquata'];Speiceas éan
agentive-physical-object;['cuculus canorus', 'cuach choiteann', 'cuach', 'cuach na heorpa'];Speiceas éan
agentive-physical-object;['corcrán coille', 'bullfinch', 'pyrrhula pyrrhula'];Speiceas éan
agentive-physical-object;['pica pica', 'magpie na heorpa', 'na heorpa meaige'];speiceas éan
agentive-physical-object;['patraisc choiteann', 'patraisc', 'patraisc coiteann', 'gray partridge', 'grey partridge', 'liath partridge', 'perdix perdix', 'ungáiris partridge'];Speiceas éan
agentive-physical-object;['cuilire liath', 'chonaic flycatcher', 'muscicapa grisola', 'muscicapa striata', 'spotted flycatcher'];Speiceas éan
agentive-physical-object;['hexagrammos decagrammus', 'greenling ceilpe'];speiceas iasc
agentive-physical-object;['gé ghlas', 'crannghé', 'greylag gé', 'anser anser', 'graylag', 'graylag gé', 'greylag'];Speiceas éan
agentive-physical-object;['rúcach', 'cnáimhfhiach', 'préachán dubh', 'corvus frugilegus', 'rook'];speiceas éan
agentive-physical-object;['cromán na gcearc', 'préachán na gcearc', 'circus cyaneus', 'cyaneus', 'réisc seabhac', 'thuaidh chromán', 'thuaisceart gcearc'];Speiceas éan
agentive-physical-object;['francach dubh', 'rattus rattus', 'francach díon', 'francaigh dubh', 'rattus'];Speiceas mamach
agentive-physical-object;['esox niger', 'slabhra pickerel', 'slabhra liús'];Speiceas iasc
agentive-physical-object;['dúbhoc', 'dúbhoc indiach', 'antilope cervicapra', 'blackbuck', 'dubh buck'];speiceas mamach
agentive-physical-object;['ploceus philippinus', 'baya'];speiceas éan
agentive-physical-object;['scréachóg ghorm', 'blue jay', 'bluejay', 'cyanocitta cristata', 'gorm jay', 'jaybird'];Speiceas éan
agentive-physical-object;['buailteoir donn', 'toxostoma rufum', 'brown thrasher', 'donn thrasher', 'rufums toxostoma', 'smólach donn'];Speiceas éan
agentive-physical-object;['síolta mhór', 'goosander', 'síolta', 'mergus merganser'];Speiceas éan
agentive-physical-object;['fia earrbhán guatamalach', 'odocoileus virginianus curassavicus', 'fia earrbhán', 'odocoileus virginianus', 'dama virginiana', 'odocoileus spelaeus', 'achadh an iúir fianna', 'bán-tailed fianna', 'bán eireaball', 'fianna eireaball bán', 'fianna tailed bán', 'fianna whitetail', 'virginianus', 'white-tailed fianna', 'whitetail', 'whitetail fianna'];Speiceas mamach
agentive-physical-object;['asplenium platyneuron', 'asplenium ebenoides', 'fionncha ebony', 'fionncha scott'];speiceas plandaí
agentive-physical-object;['asplenium platyneuron', 'asplenium ebenoides', 'fionncha ebony', 'fionncha scott'];speiceas plandaí
agentive-physical-object;['gealóg easpartan', 'choiteann gealbhan', 'pooecetes gramineus', 'vesper sparrow'];Speiceas éan
