abstract-region;['極限', 'limit'];極限係話一隻函數嗰自變量靠近嘚某隻特定值嗰時間，函數嗰變化趨勢，好似函數
subject;['線性代數', 'linear algebra'];線性代數係數學嗰一隻分支，佢研究對象係向量，向量空間（或稱線性空間），線性變換同得有限維嗰線性方程組。
subject;['形而上學', 'metaphysics'];形而上學係哲學嗰一隻分支。
subject;['倫理學', 'ethics'];倫理學係哲學嗰一隻分支，佢研究嗰目的係為到瞭解道德嗰本質，到理論嗰層面去勾踐一隻知道人類行為嗰法則體系，即「我個俚啷得處理箇類處境」，「我個俚做什哩/憑得什哩ð µ¹處
subject;['知識論', 'epistemology', '認識論'];知識論係哲學嗰一隻分支，也有人叫佢認識論。
subject;['幾何學', 'geometry', '幾何'];幾何學（希臘語：γεωμετρία）係數學嗰一隻分支，專途咧處理空間關係，用經驗或係直覺得來嗰一滴子基本性質做程式來表示空間。
subject;['哲學', 'philosophy'];哲學傳統上包括了形上學、知識論、倫理學嗰研究。
subject;['冶金學', 'metallurgy'];冶金學係研究到礦石度抽出金屬或者金屬化合物，用方法提煉出有用嗰金屬材料嗰學問。
subject;['物理學', '物理'];物理學簡稱叫物理。
subject;['社會學'];社會學係拿人類社會做整體研究嗰社會科學。
subject;['基因工程', 'genetic engineering'];基因工程係話憑得DNA重組技術，搦目的基因同得載體DNA嘚體外進行重組，接得搦箇種重組DNA分子引入受體細胞，舞得佢增殖同得表達嗰技術。
system-as-description;['資本主義'];資本主義 係一套經濟理論兼政治理論。
task;['減法', 'subtraction', '減'];減法係基本嗰算術運算。
task;['乘法', 'multiplication', '乘'];乘法係基本嗰算術運算。
task;['除法', 'division', '除'];除法係基本嗰算術運算。
task;['加法', 'addition', '加'];加法係基本嗰算術運算。
task;['冪', 'exponentiation'];冪（mi̍t）係乘法運算嗰結果。
taxonomic-collective;['甴巴子', '蟑螂'];甴巴子（甴念cat），係隻屋裡頭常見嗰昆蟲。
taxonomic-collective;['鱷魚'];鱷魚，屬於爬蟲科鱷目嗰一隻動物。
taxonomic-collective;['腳魚', 'trionychidae', '鱉'];腳魚係隻活嘚水裡頭嗰爬蟲類動物。
taxonomic-collective;['牛', 'bos'];牛，科學上佢屬於哺乳類-偶蹄目-牛科-牛亞科-牛屬。
technique;['心智', 'mind'];心智係話一隻人嗰思維、知覺、感情、意志、記性同得想像合成嗰理智、意識層面嗰一隻狀態。
temporal-region;['石器時代', 'stone age', '中石器時代', '中石器時期', '新石器時代', '新石器時期', '舊石器時代', '舊石器時期'];石器時代係人類使用石器嗰時代，佢主要可分做舊石器時代同得新石器時代。
temporal-region;['鐵器時代', 'iron age', '鐵器時期'];鐵器時代係話人類開始曉得發明同到啷使用鐵嗰一隻時代。
temporal-region;['7月1號', '7月1日', '七月一日', '七月一號'];7月1號係公曆年嗰第182 日（閏年第183日），離年尾還有183日。
temporal-region;['1月1號', '1月1日', '一月一日', '一月一號', '元月一日', '元月一號'];1月1號係公曆年嗰第1 日，離年尾還有364日（閏年365日）。
temporal-region;['2月2號', '2月2日', '二月二日', '二月二號'];2月2號係公曆年嗰第33 日，離年尾還有332日（閏年333日）。
temporal-region;['11月1號', '11月1日', '十一月一日', '十一月一號'];11月1號係公曆年嗰第305 日（閏年第306日），離年尾還有60日。
temporal-region;['12月25號', '12月25日', '十二月二十五日', '十二月二十五號'];12月25號係公曆年嗰第359 日（閏年第360日），離年尾還有6日。
temporal-region;['3月19號', '3月19日', '三月十九日', '三月十九號'];3月19號係公曆年嗰第78 日（閏年第79日），離年尾還有287日。
temporal-region;['4月14號', '4月14日', '四月十四日', '四月十四號'];4月14號係公曆年嗰第104 日（閏年第105日），離年尾還有261日。
temporal-region;['10月24號', '10月24日', '十月二十四日', '十月二十四號'];10月24號係公曆年嗰第297 日（閏年第298日），離年尾還有68日。
temporal-region;['10月12號', '10月12日', '十月十二日', '十月十二號'];10月12號係公曆年嗰第285 日（閏年第286日），離年尾還有80日。
temporal-region;['7月4號', '7月4日', '七月四日', '七月四號'];7月4號係公曆年嗰第185 日（閏年第186日），離年尾還有180日。
temporal-region;['3月25號', '3月25日', '三月二十五日', '三月二十五號'];3月25號係公曆年嗰第84 日（閏年第85日），離年尾還有281日。
temporal-region;['平年'];平年係指冇閏日嗰年份，相對於話有補到日數嗰閏年。
temporal-region;['禮拜'];禮拜，也話作“星期”或“周”。
temporal-region;['5月24號', '5月24日', '五月二十四日', '五月二十四號'];5月24號係公曆年嗰第144 日（閏年第145日），離年尾還有221日。
temporal-region;['9月17號', '9月17日', '九月十七日', '九月十七號'];9月17號係公曆年嗰第260 日（閏年第261日），離年尾還有105日。
temporal-region;['8月1號', '8月1日', '八月一日', '八月一號'];8月1號係公曆年嗰第213 日（閏年第214日），離年尾還有152日。
temporal-region;['6月14號', '6月14日', '六月十四日', '六月十四號'];6月14號係公曆年嗰第165 日（閏年第166日），離年尾還有200日。
temporal-region;['6月29號', '6月29日', '六月二十九日', '六月二十九號'];6月29號係公曆年嗰第180 日（閏年第181日），離年尾還有185日。
temporal-region;['禮拜天'];禮拜天，亦都叫做星期日，係指禮拜六之後、下隻禮拜一之前嘅嗰許日。
temporal-region;['世界標準時間', '協調世界時'];協調世界時，簡稱UTC，佢英文係Coordinated Universal Time，法文係Temps Universel Cordonné。
temporal-region;['9月29號', '9月29日', '九月二十九日', '九月二十九號'];9月29號係公曆年嗰第272 日（閏年第273日），離年尾還有93日。
temporal-region;['閏年'];閏年係為到補回天文或者季節嗰時間，而補回日數嗰年。
temporal-region;['6月21號', '6月21日', '六月二十一日', '六月二十一號'];6月21號係公曆年嗰第172 日（閏年第173日），離年尾還有193日。
temporal-region;['5月1號', '5月1日', '五月一日', '五月一號'];5月1號係公曆年嗰第121 日（閏年第122日），離年尾還有244日。
temporal-region;['3月2號', '3月2日', '三月二日', '三月二號'];3月2號係公曆年嗰第61 日（閏年第62日），離年尾還有304日。
temporal-region;['一月', '1月'];1月係陽曆年裡頭嗰頭一個月，係大月，攏共有31日。
temporal-region;['1890年代'];1890年代係指1890年到1899年之間嗰十年。
temporal-region;['1920年代'];1920年代係指1920年到1929年之間嗰十年。
temporal-region;['1930年代'];1930年代係指1930年到1939年之間嗰十年。
temporal-region;['1940年代'];1940年代係指1940年到1949年之間嗰十年。
temporal-region;['1950年代'];1950年代係指1950年到1959年之間嗰十年。
temporal-region;['1960年代'];1960年代係指1960年到1969年之間嗰十年。
temporal-region;['1970年代'];1970年代係指1970年到1979年之間嗰十年。
temporal-region;['1990年代'];1990年代係指1990年到1999年之間嗰十年。
temporal-region;['禮拜四'];禮拜四，又叫星期四，位到禮拜三同禮拜五之間，係禮拜三之後嗰許日，係一隻禮拜嗰第四或者第五日。
temporal-region;['一月', '1月'];1月係陽曆年裡頭嗰頭一個月，係大月，攏共有31日。
temporal-region;['穆哈拉姆月', 'muharram'];穆哈拉姆月（阿拉伯語：محرم，英語：Muharram）係伊斯蘭歷一名月。
temporal-region;['一月', '1月'];1月係陽曆年裡頭嗰頭一個月，係大月，攏共有31日。
temporal-region;['禮拜三'];禮拜三，又叫星期三，位到禮拜二同禮拜四之間，係星期二之後嗰許日，係一隻禮拜嗰第三或者第四日。
temporal-region;['十二月', '12月'];12月係陽曆年裡頭嗰第十二隻月，係大月，攏共有31日。
temporal-region;['十二月', '12月'];12月係陽曆年裡頭嗰第十二隻月，係大月，攏共有31日。
temporal-region;['5月', '五月'];5月係陽曆年裡頭嗰第五隻月，係大月，攏共有31日。
temporal-region;['九月', '9月'];9月係陽曆年裡頭嗰第九隻月，係小月，攏共有30日。
temporal-region;['三月', '3月'];3月係陽曆年裡頭嗰第三隻月，係大月，攏共有31日。
temporal-region;['二月', '2月'];2月係陽曆年裡頭嗰第二隻月，係小月，攏共有28日（閏年會多一日，即係有29日）。
temporal-region;['八月', '8月'];8月係陽曆年裡頭嗰第八隻月，係大月，攏共有31日。
temporal-region;['七月', '7月'];7月係陽曆年裡頭嗰第七隻月，係大月，攏共有31日。
temporal-region;['4月', '四月'];4月係陽曆年裡頭嗰第四隻月，係小月，攏共有30日。
temporal-region;['六月', '6月'];6月係陽曆年裡頭嗰第六隻月，係小月，攏共有30日。
temporal-region;['十一月', '11月'];11月係陽曆年裡頭嗰第十一隻月，係小月，攏共有30日。
temporal-region;['十月', '10月'];10月係陽曆年裡頭嗰第十隻月，係大月，攏共有31日。
temporal-region;['2月29號', '2月29日', '二月二十九日', '二月二十九號'];2月29號係公曆年嗰第60 日，離年尾還有305日。
temporal-region;['6月23號', '6月23日', '六月二十三日', '六月二十三號'];6月23號係公曆年嗰第174 日（閏年第175日），離年尾還有191日。
temporal-region;['中世紀', 'middle ages'];中世紀係歐洲歷史上嗰一隻要紧時代，佢作作似到公元5世紀起始，到公元15世紀歇火，撻攏唉吥嘚上千年嗰時間。
temporal-region;['年'];年通常係指地球繞住日頭嗰公轉一整圈嗰時間單位。
temporal-region;['禮拜一'];禮拜一，又叫星期一，係指頭隻禮拜嗰禮拜天之後、箇隻禮拜二之前嗰許日，係一隻禮拜嗰第一或者第二日。
temporal-region;['沙發爾月', 'safar'];'沙發爾月（阿拉伯語：صفر）（英語：Safar）係伊斯蘭歷第二月，僅次於穆哈拉姆月。
temporal-region;['禮拜六'];禮拜六，又叫星期六，位到禮拜五同禮拜日之間，係禮拜五之後嗰許日，係一隻禮拜嗰第六或者第七日。
temporal-region;['禮拜五'];禮拜五，又叫星期五，位到禮拜四同禮拜六之間，係禮拜四之後嗰許日，係一隻禮拜嗰第五或者第六日。
temporal-region;['禮拜二'];禮拜二，又叫星期二，位到禮拜一同禮拜三之間，係星期一之後嗰許日，係一隻禮拜嗰第二或者第三日。
temporal-region;['史前時代', 'prehistory', '先史時代'];史前時代係話有書寫記錄前嗰許段歷史。
temporal-region;['半衰期'];放射性元素嗰原子核有一半發生衰變所需要嗰時間，叫半衰期（英文Half-life）。
temporal-region;['1月6號', '1月6日', '一月六日', '一月六號', '元月六日', '元月六號'];1月6號係公曆年嗰第6 日，離年尾還有359日（閏年360日）。
theory;['博弈論', 'game theory'];博弈論（Game Theory）係應用數學嗰一隻分支，箇下拕廣泛應用嘚生物學、經濟學、國際關係、計算機科學、政治學、軍事戰略同得別嗰學科。
