abstract-region;['uoperand', 'operand'];We matymatyce, uoperand to argůmynt uoperatora.
political-geographic-object;['wilno', 'vilnius'];Vilnius – stolica Litwy, mjasto rozlygowane nad rzykům Wiljům.
political-geographic-object;['kuala lumpur'];Kuala Lumpur – nojsrogsze mjasto a stolica Malezyji.
political-geographic-object;['meksyk', 'mexico city'];Meksyk (hišp.
political-geographic-object;['maputo'];Maputo – mjasto we Mozambiku a uůnygo stolica.
political-geographic-object;['rangun', 'yangón'];Rangun
political-geographic-object;['katmandu'];Katmandu (nep.
political-geographic-object;['oslo'];Oslo – nojwjynksze mjasto a stolica Norwygije.
political-geographic-object;['warszawa', 'waršawa'];Warszawa – nojwjynksze mjasto Polski, głowne mjasto uůnyj a mazowjeckigo wojewůdztwa, rozlygowane we postrzodkowo-wschodńij Polsce, nad Wisłům.
political-geographic-object;['kigali'];Kigali – mjasto we Rwandźeu a uůnyj stolica.
political-geographic-object;['dakar'];Dakar - nojsrogsze mjasto a stolica Synegalu.
political-geographic-object;['mogadiszu'];Mogadiszu
political-geographic-object;['seul'];Seul (kor.
political-geographic-object;['madryt', 'madrid'];Madryt (szp.
political-geographic-object;['sztokholm', 'štokholm'];Sztokholm – stolica a nojsrogsze mjasto we Szwecyje.
political-geographic-object;['bangkok'];Bangkok to je stolica a nojsrogše mjasto we Tajlandyji, pouožůne we pouedńowej tajli kraju nad řykům Menam, ůng.
political-geographic-object;['bangui'];Bangui – stolica Strzodkowoafrikańskij Republiki, rozlygowano na zachodńim brzegu rzyki Oubangui.
political-geographic-object;['santo domingo'];Santo Domingo,Santo Domingo de Guzmán – stolica Důmińikany, pjyrsze mjasto założůne we Nowym Śwjeće uod Ojropejczykůw.
political-geographic-object;['abidżan', 'abidján'];Abidżan - nojsrogsze mjasto Wybrzeżo Elefantowych Gnatůw, do 1983 stolica kreju.
political-geographic-object;['manila'];Manila – stolica Filipinůw a regijůnu Metro Manila, rozlygowano na wyspje Luzon, wele Mańilskij Zatoki Połedńowochińskigo Morzo.
political-geographic-object;['port of spain'];Port of Spain – stolica Tryńidadu a Tobago, trzeće podug wjelośći ludźůw mjasto uůnygo kreju.
political-geographic-object;['kampala'];Kampala - stolica Ugandy a dystryktu Kampala.
political-geographic-object;['montevideo'];Montevideo – stolica a nojsrogsza mjasto we Urugwaju.
political-geographic-object;['salt lake city'];Salt Lake City – stolica a nojsrogše mjasto we amerikańskim stańe Utah.
political-geographic-object;['caracas'];Caracas – stolica Wynezueli, rozlygowano na půłnocy kraju, 11 km na połedńe uod brzygu Karajibskigo Morzo.
political-geographic-object;['cardiff'];Cardiff (wal.
political-geographic-object;['lusaka'];Lusaka – stolica Zambiji a ji nojsrogsze mjasto.
political-geographic-object;['san marino'];San Marino – mjasto, kere je stolicům republiki San Marino.
political-geographic-object;['dar es salaam'];Dar es Salaam - nojsrogsze mjasto Tanzańiji, morsko hawyna nade Indyjskim Uoceanym.
political-geographic-object;['hanoi'];Hanoi - stŏlicã Wjetnamu a drugje nŏjwjelgsze mjastŏ.
political-geographic-object;['canberra'];Canberra - stolica Australiji a Australijskigo Stołecznygo Terytoryjům.
political-geographic-object;['baku'];Baku – mjasto we Azerbejdżůńe a uůnygo stolica.
political-geographic-object;['mińsk'];Mińsk (bjoł.
political-geographic-object;['brasília'];Brasília - stolica Brazyliji, stanowi uosobno admińistracyjńy jednostka: Dystrykt Federalny.
political-geographic-object;['jaunde', 'yaoundè'];Jaunde (fr.
political-geographic-object;['ottawa'];Ottawa – stolica Kanady, rozlygowano we prowincyji Ontario.
political-geographic-object;['zagrzeb', 'zagřeb'];Zagrzeb (chor.
political-geographic-object;['quito'];Quito, połne mjano: San Francisco de Quito - stolica a druge podug wjelośći ludźi mjasto we Ekwadůrze.
political-geographic-object;['kajir'];Kajir (arab.
political-geographic-object;['addis abeba'];Addis Abeba (amh.
political-geographic-object;['libreville'];Libreville – mjasto we Gabůńe, stolica Gabůnu a prowincyji Estuaire.
political-geographic-object;['bandżul', 'banjul'];Bandżul, dowńij Bathurst - stolica Gambije.
political-geographic-object;['biszkek'];Biszkek - nojsrogsze mjasto a stolica Kirgistůnu.
political-geographic-object;['milano'];Milano - mjasto we Italiji, stolica regijůnu Lůmbardyjo a prowincyji Milano.
political-geographic-object;['bamako'];Bamako - nojsrogsze mjasto a stolica Mali, stanowi uosobny dystrykt pode mjanym Stołeczny Dystrykt.
political-geographic-object;['valletta'];Valetta - stolica Malty, rozlygowano na wyspje Malta.
political-geographic-object;['chișinău', 'kiszyńůw'];Chișinău - nojsrogsze mjasto a stolica Mołdawije.
political-geographic-object;['rabat'];Rabat (arab.
political-geographic-object;['tajpej', 'taïpei'];Tajpej – stolica Tajwanu.
political-geographic-object;['islamabad'];Islamabad - stolica Pakistanu uod 1966 roku.
political-geographic-object;['lublana'];Lublana (słowyń.
political-geographic-object;['ankara'];Ankara – mjasto we Turcyji, stolica Turcyji a prowincyji Ankara.
political-geographic-object;['melbourne'];Melbourne – druge podug wjelośći ludźůw mjasto we Australiji, stolica sztatu Wiktoryjo.
political-geographic-object;['apia'];Apia - stolica Samoa a dystryktu Tuamasaga, rozlygowano na wyspje Upolu.
political-geographic-object;['kinszasa'];Kinszasa, dowńij Léopoldville - stolica a nojsrogsze mjasto we Dymokratycznyj Republice Kůnga.
political-geographic-object;['valparaíso'];Valparaíso – mjasto we Czile, we regijůńe Valparaíso, rozlygowane nad Pokojnym Uoceanym wele Andůw.
political-geographic-object;['rio de janeiro'];Rio de Janeiro (port.
political-geographic-object;['meszhed'];Meszhed - mjasto we Irańe, stolica uostanu Chorasan-e Razawi.
political-geographic-object;['sydney'];Sydney – nojsrogše mjasto we Australiji, stolica stanu Nowo Pouedńowo Walijo.
political-geographic-object;['tel awiw-jafa'];Tel Awiw-Jafa (hebr.
political-geographic-object;['stambuł', 'istanbuł', 'stambůu'];Stambůu (Istambůu, tur.
political-geographic-object;['detroit'];Detroit – mjasto we USA, we stůńy Michigan, na půłnocnym brzygu rzyki Detroit, przi grańicy ze Kanadům.
political-geographic-object;['saint louis', 'st. louis'];Saint Louis – mjasto na prowach hrabstwa we USA, we sztaće Missouri, na zachodńim brzegu rzyki Missouri.
political-geographic-object;['nowy jork', 'new york'];Nowy Jork abo Mjasto Nowy Jork (ang.
political-geographic-object;['karaczi', 'karāchi', 'karači'];Karači, Karaći - nojsrogše mjasto we Pakistańe, we pouedńowyj tajli kraju, nad Mořym Arabskim, na půunocnym kraju delty Indusu.
political-geographic-object;['filadelfijo', 'philadelphia'];Filadelfijo, ang.
political-geographic-object;['guayaquil', 'santiago de guayaquil'];Guayaquil, połne mjano: Santiago de Guayaquil - nojsrogsze mjasto we Ekwadůrze, stolica prowincyji Guayas.
political-geographic-object;['trypolis', 'tripoli'];Trypolis (arab.
political-geographic-object;['brazylijo', 'brazylijŏ'];Brazylijo – nojwjynksze podug wjyrchu a wjelośći ludźi państwo we Połedńowyj Americe.
political-geographic-object;['toronto'];Toronto – nojsrogsze mjasto we Kanadźe, stolica prowincyji Ontario.
political-geographic-object;['regina'];Regina – mjasto we Kanadźe, stolica prowincyji Saskatchewan.
political-geographic-object;['wynecyjo', 'wenecyjo'];Wynecyjo – mjasto we Italiji, stolica regijůnu uo tym samym mjańe, rozlygowano nad Adrijatyckim Morzym.
political-geographic-object;['pretoria'];Pretoria – mjasto we Republice Połedńowyj Afriki, admińistracyjńy stolica RPA. 7 marca 2005 Mjejsko Rada půmjyńiła mjano mjasta na Tshwane, nale coby to wlozło do użyćo muśołby to tyż uznoć rzůnd RPA, kery tego do dźiśoj ńy zrobjůł.
political-geographic-object;['kapsztad'];Kapsztad (afr.
political-geographic-object;['teksas', 'téxas'];Teksas – stůn we pouedńowyj tajli USA, nad Zatokům Meksykańskům.
political-geographic-object;['den haag'];Den Haag – mjasto we Ńiderlandach, stolica prowincyji Połedńowo Holandyjo.
political-geographic-object;['phoenix'];Phoenix – mjasto we USA, stolica sztatu Arizůna a hrabstwa Maricopa.
political-geographic-object;['denver'];Denver - mjasto na prowach hrabstwa we USA, stolica sztatu Kolorado.
political-geographic-object;['adelaide'];Adelaide - mjasto we Australiji, stolica sztatu Połedńowo Australijo.
political-geographic-object;['perth'];Perth – mjasto we Australiji, stolica sztatu Zachodńo Australijo.
political-geographic-object;['prowincyjo'];Prowincyjo (ze łać.
quality;['religijo', 'religja'];Religijo – systym wjerzyń i praktyk, uokreślajůncy relacyjo jydnostki do roztomajće pojmowanyj sfery sacrum, jyli śwjyntośći i sfery boskij.
quality;['můnotejizm'];Můnoteizm (s greckigo μόνος) monos – "jedźiny" + θεός theos – "bůg". jydynobůstwo) – wjara we istńyńy jedźinygo Bůga, we přećiwjyństwje do hynoteizmu wyklučajůnco istńyńy jakychkolwjek inkšych istot boskych.
quality;['ćmok', 'ćima'];Ćmok, inakszy: ćima – we uobycznym pokopjyńu je to stůn we kerym ńy ma śwjotła.
quality;['gynstość'];Gynstoś – masa mjarki uobjyntośće.
quality;['prōmiyń', 'průmjyń'];Prōmiyń
quality;['islam'];Islam – můnotejistyczno religijo, kero zołożůł Mahůmet.
quality;['judajizm'];Judajizm – religijo můnotejistyčno, kero ukštoutowoua śe we II tyśůncleću p.n.e.
quality;['wyżka trzieka'];Wyżka trzieka - nojmajsy uodćinek we trzieku, kery idźe uod danyj eki do przećiwnygo boku, mjanowanygo podstawům.
quality;['masa'];Masa – wjelgość fizyczno określajůnco bezwuodność a uoddźauwańa grawitacyjne.
quality;['bjoło farba'];Bjoło farba je nojjaśńyjszo ze wszyjskich farbůw.
quality;['krześćijaństwo', 'chřeśćijaństwo'];Chřeśćijaństwo (gr.
quality;['protestantyzm'];Protestantyzm – jydyn s guůwnych kerůnkůw chřeśćijaństwa, skuadajůncy śe s wyznań religijnych powstouych guůwńy na skutek ruchůw reformatorskych wnůntř Kośćoua řimskokatolickigo rozpočyntych we XVI wjeku bez wystůmpjyńy Martina Lutra.
region;['sekůnda', 'sekunda'];Sekůnda to je jydnostka čosu we ůkuodach: SI, MKS a CGS. Mjano je uod uaćińskiego secunda - nastympna.
region;['0', 'nul', 'zero'];Nul, zero – nůmera, kero je neutralnym elemyntym dodowańo.
region;['kilomyjter'];Kilōmyjter - jednostka miary w ukłŏdzie SI. Ôznaczŏ ôn 1000 myjtrōw.
region;['dżul'];Dżul – jednotka roboty, ynergije i ciepła we układzie SI, ôznaczanŏ J. Jedyn dżul to robota wykōnanŏ ôd siyły ô wercie 1 N przi cŏfniyńciu pōnktu prziłożyniŏ siyły ô 1 m w rychtōnku rōwnoległym do rychtōnku fungowaniŏ siyły.
region;['paskal', 'pa'];Pascal – jednostka druku w układzie SI, ôznaczanŏ Pa.
region;['minuta'];Minuta (łać.
region;['pjyrszo nůmera', 'nůmer pjyrsy', 'pjyrsze nůmery'];Pjyrszo nůmera to je kożdo naturalno nůmera
region;['cołkowito nůmera'];Cołkowito nůmera to nůmera ze myngi, kero zawjero naturalne nůmery dodatńe, nazod przećiwne nůmery, a nula.
region;['kilogram', 'hg', 'kg', 'mg', 'tg'];Kilogram – jydnostka masy we Ůkuodźe SI. Je to masa wzorca kery je přechowywany kole Paryža.
region;['100'];Sto – naturalno nůmera rozlygowano půmjyndzy 99 a 101.
region;['myjter', 'm', 'meter'];Myjter to podstawowo jednostka dugośći we układach: SI, MKS, MKSA, MTS, uoznoczyńy m.
region;['farad'];farad – jednostka pojymności elektrycznyj w układzie SI Je to pojymność elektrycznŏ przewodnika elektrycznego, co jego potyncjoł zwiynkszŏ sie ô 1 wolt po dolifrowaniu ladōnku 1 kulomba.
region;['9', '0'];Dźewjyńć – naturalno nůmera rozlygowano půmjyndzy 8 a 10, je złożonům nůmerům.
region;['16'];Szesnośće – naturalno nůmera rozlygowano půmjyndzy 15 a 17, je złożonům nůmerům.
region;['6'];Szejś – naturalno nůmera rozlygowano půmjyndzy 5 a 7, je złożonům nůmerům.
region;['5'];Pjyńć – naturalno nůmera rozlygowano půmjyndzy 4 a 6, je pjyrszům nůmerům.
region;['10', 'dźeśyńć'];Dźeśyńć – naturalno nůmera rozlygowano půmjyndzy 9 a 11, je złożonům nůmerům.
region;['3'];Trzi – naturalno nůmera rozlygowano půmjyndzy 2 a 4, je pjyrszům nůmerům.
region;['2'];Dwa – naturalno nůmera rozlygowano půmjyndzy 1 a 3, je nojmajsům pjyrszům nůmerům.
region;['8'];Uośym – naturalno nůmera rozlygowano půmjyndzy 7 a 9, je złożonům nůmerům.
region;['7'];Śedym – naturalno nůmera rozlygowano půmjyndzy 6 a 8, je pjyrszům nůmerům.
region;['11'];Jedynośće – naturalno nůmera rozlygowano půmjyndzy 10 a 12, je pjyrszům nůmerům.
region;['4'];Sztyry – naturalno nůmera rozlygowano půmjyndzy 3 a 5, je nojmajsům złożonům nůmerům.
region;['tajlowalność', 'tajlowalnojś'];Padůmy aże integralno nůmera
region;['1'];Jedyn – naturalno nůmera rozlygowano půmjyndzy 0 a 2.
relation;['funkcyjo'];Funkcyjo - we matymatyce relacyjo půmjyndzy dwoma myngůma, kaj lo kożdygo elemyntu jednyj myngi prziwjůnazany je gynau jedyn elemynt drugij myngi.
relation;['funkcyjo'];Funkcyjo - we matymatyce relacyjo půmjyndzy dwoma myngůma, kaj lo kożdygo elemyntu jednyj myngi prziwjůnazany je gynau jedyn elemynt drugij myngi.
relation;['bezwzglyndno wyżka', 'n.p.m.', 'wysokość bezwzglyndno'];Bezwzglyndno wyżka – pjůnowo mjara uodlegośći punktu na Źymji wzglyndem poźůmu morza, kery je punktym 0.
relevant-part;['tepich'];Tepich to je zorta tkaniny dekoracyjnyj, kerōm pokrywŏ sie nojczyńścij zŏl we izbie, rzŏdzij ściany.
relevant-part;['eka', 'kůnt'];Eka - we geometryji je to punkt styku dwůch lińi abo randůw roztomajtnych placůw.
simple-collection;['wszechświat'];Wszechświat – w astrofizyce i kosmologije miano ôznaczajōncŏ wszyjsko co fizycznie je, no tōż cołkõ czasoprzestrzyństwo i materyjõ i ynergijõ w nij.
simple-planned-collective;['star chamber'];The Star Chamber bůł angelski gerycht, kery śedźoł we pałacu Westminster aże do 1641.
situation;['cryphonectria parasitica'];Cryphonectria parasitica je grzib, co go nojprzōd ôpisoł William Alphonso Murrill, a terŏźnõ nazwã doł mu M.E. Barr 1978.
situation;['guignardia bidwellii'];Guignardia bidwellii je grzib, co go nojprzōd ôpisoł Job Bicknell Ellis, a terŏźnõ nazwã doł mu Viala & Ravaz 1892.
situation;['szrama'];Szrama (łać.
situation;['apiosporina morbosa'];Apiosporina morbosa je grzib, co go nojprzōd ôpisoł Ludwig David von Schweinitz, a terŏźnõ nazwã doł mu Arx 1954.
situation;['tubera'];Tubera to je powszechno ńymoc, kero poradźi doprowadźić do śmjyrći.
situation;['ryma alergiczno', 'ryma alergično'];Ryma alergično – ńymoc, alergične zapalyńy buůnůw maźglatych šnupy.
situation;['ryptura'];Ryptura (uać.
situation;['easter egg'];Easter egg to je ekstra dodano schrůńůno wjadomość abo wic we kśůnżce, na malůnku, CD, we kůmputrowym programje a t.p.
situation;['uobroz wrůga'];Uobroz wrůga – wspůlny wizerůnek wrůga postřůd danyj grupy spouečnyj, ńyřodko pozbawjajůncy go charakteru hůmańitarnygo a typ profilowańo uopartygo na upředzyńach, kere poune sům strůńńičośći a kerujům na wrůga agresyjo a přymoc.
social-role;['loncetla'];Loncetla to je kůnsek papjůra, na kerym je wydrukowane wjela pracowńik dostou geltagu.
socially-constructed-person;['niccolò machiavelli'];Niccolò Machiavelli, połne mjano Niccolò di Bernardo dei Machiavelli (rodz.
socially-constructed-person;['johann wolfgang von goethe', 'goethe'];Johann Wolfgang von Goethe [ˈjo:han ˈvɔlfɡaŋ fɔn ˈɡø:tə] (rodz.
socially-constructed-person;['ludwig van beethoven'];Ludwig van Beethoven
socially-constructed-person;['victor hugo'];Victor Hugo, połne mjano Victor-Marie Hugo (rodz.
socially-constructed-person;['fryderyk chopin'];Fryderyk Franciszek Chopin
socially-constructed-person;['louis pasteur'];Louis Pasteur
socially-constructed-person;['winston churchill'];Winston Churchill (rodz.
socially-constructed-person;['adolf hitler'];Adolf Hitler (ur.
socially-constructed-person;['macedůński aleksander'];Aleksander III Wjelgi, znůmy tyż jako Macedůński Aleksander (gr.: Ἀλέξανδρος ὁ Τρίτος ὁ Μακεδών Aleksandros ho Tritos ho Makedon) (rodz.
socially-constructed-person;['mahůmet'];Mahůmet Muhammad ibn Abd Allah ibn Abd al-Muttalib (ar.
socially-constructed-person;['szatan', 'šatan'];Szatan
socially-constructed-person;['grziby', 'fungi', 'gřiby'];Grziby (uać.: Mycota, Mycetes, Fungi (we l.
socially-constructed-person;['krzisztof kolůmb', 'křištof kolůmb'];Krzisztof Kolůmb kat.
socially-constructed-person;['leonardo da vinci'];Leonardo da Vinci po prowdźe Leonardo di ser Piero da Vinci (ur.
socially-constructed-person;['william shakespeare', 'szekspir'];William Shakespeare (rodz.
socially-constructed-person;['rembrandt'];Rembrandt Harmenszoon van Rijn (rodz.
socially-constructed-person;['carl von linné'];Carl von Linné (uać.
socially-constructed-person;['wolfgang amadeus mozart'];Wolfgang Amadeus Mozart, poune mjano: Johannes Chrysostomus Wolfgangus Theophilus Mozart (rodz.
socially-constructed-person;['napoleůn bůnaparte'];Napoleůn Bůnaparte, fr.: Napoléon Bonaparte, it.: Napoleone Buonaparte, Napoleůn I, rodz.
socially-constructed-person;['sigmund freud', 'zikmůnt freud'];Sigmund Freud (rodz.
socially-constructed-person;['pablo picasso'];Pablo Picasso, couke mjano: Pablo Diego Jose Francisco de Paula Juan Nepomuceno Maria de los Remedios Cipriano de la Santisma Trinidad Ruiz Picasso – (ur.
socially-constructed-person;['benito mussolini'];Benito Mussolini (rodz.
socially-constructed-person;['elizabeth ii'];Elizabeth II, po prowdźe: Elizabeth Alexandra Mary
socially-constructed-person;['ronald reagan'];Ronald Wilson Reagan (rodz.
socially-constructed-person;['arcybiskup'];Arcybiskup (gr.
socially-constructed-person;['dachdeker'];Dachdeker – fach, kery spolygo na dekowańu dachůw terům, dachůwkůma abo blechdachůwkůma.
socially-constructed-person;['hans christian andersen'];Hans Christian Andersen (rodz.
socially-constructed-person;['jaborygyny'];Jaborygyny – mjano rdzynnygo noroda Australije, kery přibůu na tyn kůntynynt s Azyje kole 40 000 rokůw nazod.
socially-constructed-person;['briftryjger'];Briftryjger to je pracowńik pocztowygo amtu, kery dostarczo brify, pakety, telegramy a inksze przesyłki.
socially-constructed-person;['fojerwera'];Fojerwera – přišykowano formacyjo porajůnco śe prewyncyjům i bojym s uogńym a reštům zagrožyńůw lo zdrowjo i žyćo ludzkigo, dobytka a natury.
socially-constructed-person;['indjanery'];Indjanery to je mjano nojsrogšyj grupy rdzynnyj ludnośći Ameriki, kero uobejmuje mynga roztůmajtych plymjůn a grup uo roztůmajtym poźůmje rozwoju, charaktyře a kultuře.
socially-constructed-person;['sierra leone'];Sierra Leone, Republika Sierra Leone – państwo we zachodńij Africe, nad Uoceanym Atlantyckim.
socially-constructed-person;['politiker', 'polityk', 'polityker'];Politiker – perzůna, kero dźoło we polityce, kero we zwykłym myślyńu rozumjymy jako kůnszt chytańo włodze a rzůndzyńo państwym, ku tymu celym je tukej dobro wszyjskich a prziporzůndkowańy dźołańo tymu celowi na zicher.
socially-constructed-person;['farorz', 'faroř'];Farorz (uać.
socially-constructed-person;['żydy', 'żydźi'];Żydy (dosłowńy "przajůncy Jahwe" ze hebr.
socially-constructed-person;['dysydent'];Dysydent to je uopozycjůńista, kery dowńij bůu zwjůnzany s panujůncym režimym.
socially-constructed-person;['kopidůł'];Kopidůł je fach, kery polygo na chowańu umrzikůw na smyntorzach.
socially-constructed-person;['hajcer'];Hajcer je roboćorz, kery uobsuguje palyńisko kotła lebo pjeca.
socially-constructed-person;['jezus kristus', 'jezus krystus', 'jezus chrystus'];Jezus Chrystus
socially-constructed-person;['szauszpiler', 'aktor'];Szauszpiler je to perzōna, kerŏ grŏ we filmach abo tyjatrze.
socially-constructed-person;['flegera'];Flegera to je fach, kery wykonujům zauobycz baby, a kery polego na uodebrańu porodu.
socially-constructed-person;['godiva', 'lady godiva'];Godiva, Lady Godiva – baba uod Saksůńskigo hrabigo Mercyji a lorda Coventry, Leofrica III. Podug powjarki, prośiła swojigo chopa za ludźami ze Coventry, kere mjoły fest sroge dowki, coby im uůne doł bulić mjyńsze lebo cołkim przestoł je brać.
socially-constructed-person;['fusbalok', 'fusbalista', 'fusbalszpiler', 'fusbalšpiler'];Fusbalok – szportowjec, kery gro we fusbal.
socially-constructed-person;['sokrates'];Sokrates (gr.
socially-constructed-person;['słowjany'];Słowjany – to je cołko ludność kero używo słowjańskich godek.
socially-constructed-person;['ferdynand magellan'];Ferdynand Magellan (port.
socially-constructed-person;['pyjter apostoł', 'śwjynty pyjter'];Pyjter Apostoł, tyż: Szymůn Pyjter (rodz.
socially-constructed-person;['isaac newton'];Sir Isaac Newton (ur.
socially-constructed-person;['charles darwin'];Charles Darwin (rodz.
socially-constructed-person;['amerigo vespucci'];Amerigo Vespucci (hiszp.
socially-constructed-person;['joseph smith'];Joseph Smith Junior (rodz.
socially-constructed-person;['karl marx'];Karl Heinrich Marx (rodz.
socially-constructed-person;['martin luter'];Martin Luter bůu mjymjeckim tyjolůgym a reformatorym kośćoua katolickigo, jedyn s uojcůw protestantyzma.
socially-constructed-person;['bůg uojćec', 'půnbůček'];Bůg Uojćec (tyž Půnbůček, uać.
socially-constructed-person;['hůmer'];Hůmer (grc.
socially-constructed-person;['grubjorz', 'bergmůn', 'grubjoř', 'hajer', 'hawjyrz'];Grubjorz to je mjano fachu.
socially-constructed-person;['dymůn'];Dymůn (gr.: δαίμων, daimon - dosłowńy: tyn, kery co roztajlowuje abo tyn, kery coś przitajlowuje, tyż: nadprzirodzůno potynga, dola. łać.
socially-constructed-person;['arystoteles'];Arystoteles (gr.: Ἀριστοτέλης, Aristotelēs. ur.
socially-constructed-person;['albert einstein'];Albert Einstein (nar.
socially-constructed-person;['mikołaj koperńik', 'nicolaus copernicus', 'mikouaj koperńik', 'mikołaj kopernik'];Nicolaus Copernicus Torinenis (ur.
socially-constructed-person;['dmitrij mendelejew'];Dmitrij Mendelejew (rus.: Дмитрий Иванович Менделеев, rodz.
socially-constructed-person;['władimir leńin', 'wuodźimjeř lyńin'];Władimir Leńin (ros.
socially-constructed-person;['josif stalin'];Josif Stalin (rus.: Иосиф Сталин), po prowdźe Ioseb Besarionis dze Dżughaszwili, gruź.: ბესარიონის ძე ჯუღაშვილი, dekmjano Stalin (rus.
socially-constructed-person;['herodot'];Herodot s Halikarnasu – historyk grecki rodzůny ůng.
socially-constructed-person;['unkel'];Unkel je mjano familijnyj relacyji ze braćikem mamy abo fatra abo chopym szwestki mamy abo fatra.
socially-constructed-person;['neil armstrong'];Neil Armrstrong (rodz.
socially-constructed-person;['burmistrz'];Burmistrz - nŏjsrogszŏ funkcyjŏ miastowŏ.
socially-constructed-person;['papjyż', 'papjyž'];Papjyż, we Rzimskokatolickim Kośćele mjanowany tyż "Uojćec Śwjynty" to je biskup a patrijarcha Rzimu, gowa Rzimskokatolickigo Kośćoła, Katolickich wschodńich Kośćołůw, Apostolskij Stolicy a państwa Watykůn.
socially-constructed-person;['tormůn', 'torman'];Tormůn inakšy tyš Torszpiler to je szpiler, kery durch stoji na budźe a dowo pozůr, coby bal do ńij ńy wpod, skiż tygo, coby drugi manszaft ńy mjoł punkta.
socially-constructed-person;['maryja ze nazarytu'];Maryja ze Nazarytu (aram.
socially-constructed-person;['krůl'];Krůl – titel perzůny kero sprawuje nojwyższo władza we państwje uo ustroju můnarchicznym. władca zauobycz korůnowany we szpecjalnym uobrzyńdźe. nojpowszychńi wystympujůncy titel můnarszy.
socially-constructed-person;['bůg'];Bůg abo bůstwo – pojyńće leżůnce u podstaw wjynkszośći wjerzyń religijnych.
socially-constructed-person;['marco polo'];Marco Polo (rodz.
socially-constructed-person;['pisorz', 'pisoř'];Pisorz – perzůna, kera szkryflo roztomajte dźeła lityracke.
space-region;['uobkołek'];Uobkołek u źeliny je to rozwidołkowańy pynda, liśće, kwjoty lebo jejich skłodowe tajle: dźołki kelicha, pryńćik, kere wyrostajům ze jednygo knůtla, eli placu na pyńdźe.
space-region;['ćyńćiwa'];Ćyńćiwa – pojyńće geůmytryczne, kere uoznoczo uodćinek śecznyj zawarty we kole, kery połůnčo dwa půnkta na křiwyj, uokryngu lebo powjyrzchńi.
space-region;['ńydbowno cesta'];Ńydbowno Cesta to mjano pouůnčyń karawanowych, kere rozćůngouy śe uod Mořa Střůdźymnygo až po Daleki Wschůd.
space-region;['růwńik'];Růwńik – pojyńće, kere dotyčy takej kuli, kero uobraco śe wkole uośi přeuažuncyj bez mitua tyj kuli.
spatial-feature;['gibraltar'];Gibraltar – brytyjske zamorske terytoryjům, rozlygowane na půłnocnyj zajće Gibraltarskij Ćeśńiny.
spatial-feature;['mount everest'];Mount Everest, inksze mjana: Czůmolůngma, Sagarmatha – nojwyższo gůra na Źymje, keryj wjyrch je wysoki na 8848 myjtrůw n.p.m.
spatial-feature;['himalaje'];Himalaje to je gůrsko keta rozlygowano we połedńowyj Azyji, we keryj sům nojwyższe wjyrchy na Źymje.
spatial-feature;['borsztajn'];Borsztajn to je zewnyntrzno tajla lojfera abo pobocza jakij cesty, rant kery uůnygo uoddźelo uod jezdźne.
spatial-feature;['kilimandżaro'];Kilimandżaro to je gůra we Tanzańiji, przi grańicy ze Kyńijům.
subject;['matymatyka'];Matymatyka to je nauka skupjůno na rozumowańu dedukcyjnym, dowojůnco werkcojg ku badańu wńoskůw ze přijyntych zauožyń.
subject;['geografijo', 'geôgrafijo', 'geůgrafijo'];Geografijo (gr.
subject;['astrōnōmijŏ', 'astrůnůmijo', 'astrůnůmja'];Astrōnōmijŏ – nauka ô ciałach niybieskch, jejich budowie, ruchach, pochodzyniu a ewolucyji, a tyż ô materyji rozproszōnej we przestrzyństwie kosmicznym.
subject;['chymijo', 'chymja'];Chymijo to je nauka, kero bado natura i wuasnośći substancyji, a zwuašča přymjany tych substancyji, kej śe je cuzamyn zmješo.
subject;['geůmetryjo', 'geometryjo'];Geometryjo (gr.
subject;['fizyka'];Fizyka (ze gr.
subject;['systymatyka ôrganizmōw'];Systymatyka ôrganizmōw, systymatyka biologicznŏ – nojstarszŏ dōmyna nauk biologicznych, nauka, co sie pŏrŏ klasyfikowaniym, katalogowaniym jak tyż ôpisowaniym ôrganizmōw we ôparciu ô podszukowanie jejich roztōmajtości, pochodzyniŏ i przŏcielstwa.
substance-role;['zumjynta'];Zumjynta – to gůry śńyga, powstołe bez nawjoći go bez wjater.
substance-role;['mesing'];Mesing to je stop mjedźi s cynkym kery mo we skuodźe do 40% cynku.
system-as-description;['separatyzm'];Separatyzm (s łać.
task;['dodowańy', '+'];Dodowańy – jedno ze przodńich arytmetycznych uoperacyji, polego na kludzyńu uobjektůw cuzamyn, a wyńik tyj uoperacyji mjanůje śe suma.
taxonomic-collective;['skůrzica', 'cinnamomum'];Skůrzica (łać.
taxonomic-collective;['sordariomycetes'];Sordariomycetes je klasa grzibōw.
taxonomic-collective;['gyńśipympek', 'bellis', 'gynsipympek', 'gynśipympek'];Gyńśipympek – zorta źelinůw ze familije astrowatych.
taxonomic-collective;['flider'];Flider – zorta źelinůw ze familiji Adoxaceae, dowńij rachowano ku familiji Caprifoliaceae lebo do bzowatych.
taxonomic-collective;['żabiłoczko', 'myosotis'];Żabiłoczko (łać.
taxonomic-collective;['hazokowate', 'hazok', 'leporidae'];Hazokowate, hazoki – familijo hazokowcůw kero objimo kole 60 zortůw.
taxonomic-collective;['szmaterloki', 'lepidoptera', 'šmaterlok', 'šmaterloki'];Šmaterloki (Lepidoptera - s gr.
