abstract-quality;['شخصیت'];شخصیت یا شخسیت مفهومی کلی هسه که معانی مختلفی داینه.
biological-object;['مقعد', 'خید', 'مقد', 'نشین', 'هره'];خید، نشین، هره یا مَقعِد بخش پایونی دستگاه گوارش زنده موجودات هسته.
biological-object;['کاس', 'کس', 'زنان تناسلی دستگاه', 'کِس'];کِس اتا بیرونی بخش زنان ِچک میون هسته.
biological-object;['ارسکنی'];ارسکنی، السکنی یا اسکنی اتا بخش از دست هسته که ساعد ره به بازو چسبوندنه.
biological-object;['زوندی'];زوندی یا زندی ئه‌تا از تن اعضا هسته که رون ره به لنگ پیوند دنه.
biological-object;['بلی', 'خا\u200e'];بَلی مَردهای ِتیم ره گانّه.
biological-object;['خرمندی', 'خرمادی'];شابلون:جعبه آرایه زیستی خَرمندی یا خُرمادی اتا دار نومه که ونه میوه بخاردنی‌ئه.
biological-object;['استکا', 'استقون', 'هستکا', 'هسکا'];اِستِکا، هِستِکا یا هسکا یا اِسّخون اتا جامد جسم هسته گه جوندارونِ اسکلت ره تشکیل دنه.
biological-object;['یافا'];یافا أتا دار نوم هسه که پرتخال ئو ئونشو واری هسه.
biological-object;['هلی', 'prunus domestica', 'هلي'];هلی اتا دار حاصل هسه ستی یا آلبالو یا آلو ره مونه.
biological-object;['بال'];بال یا دس اتا عضو هسته جانورون تن دله.
biological-object;['موس', 'کینگ'];موس، کینگ یا کنگ اتا گرد تیکه از آناتومی قسمت پشتی آدم و بقیه حیوونا ره تشکیل دنه که بالای رون قرار دارنه.
biological-object;['کتار', 'چنه', 'کِتار'];کِتار بدن دله اتا اندام نوم هسته که غذای بجوسِّن ره به عهده دارنه.
biological-object;['اسپرم'];اِسپِرم یا اسپرماتوزئید به سلول‌ئون جنسی حیوون نر گانّه که غدد جنسی دله بساته وانه.
biological-object;['چش'];چش اتا عضو هسته آدم دیم دله که بدین وسه استفاده بونه.
biological-object;['رون'];گارم یا رون اتا از لنگ اعضا هسته که زوندی و لگن میون قرار دارنه.
classification-system;['هجری قمری تقویم', 'قمری', 'هجری قمری', 'قمری تقویم'];هجری قمری تقویم ات‌تی اسلامی تقویم هسته ونه مبدأ هجری بوئه که دِوازّه ما دارنه که وشون همه ۲۹ - ۳۰ روزونه.
cognitive-event;['عقده ادیپ', 'عقدۀ اديپ'];در دیدگاه فروید، بيتر هسه به دو مسئله اشاره هکنیم د کمپلس که در اونا اتا عقدهٔ ادیپ و دیگری عقدهٔ الکترا هسه.
cognitive-event;['اختلال پانیک', 'اختلال پانيك'];وَحشَت‌زَدِگی یا اختلال هراس نوعی بیماری روانی از گروه اختلالات اضطرابی هسه که با هجوم يك دفعه وحشت به بیمار و ترس شخص از وقوع دباره اونا مشخص بونه.
cognitive-event;['کم رویی', 'کمروئی'];کم رویی مؤذب يا معذب بین و احساس دسپاچه بین در حضور دیگرون هسه.
cognitive-event;['حافظه'];حافظه فرایندی هسته شامل رمزگردانی، اندوزشو بازیابی اطلاعات.
cognitive-modal-description;['نگرش'];نگرش ره تومی بر حسب نظریه‌ئونی یادگیری و رویكردونی شناختی تعریف هكردن.در هر اتا از اینتا نظریه‌ئون مفهوم نگرش به گونه‌ای متفاوت تعریف بونه و هر اتا از جنبه‌ئونی متفاوت نگرش ره مورد تأكید قرار دنه.
cognitive-modal-description;['کانسرواتیسم', 'محافظه\u200cکاری'];محافظه‌کاری یا کانسرواتیسم اتجور سیاسی، اجتماعی و مذهبی ایدئولوژی یا رفتار هسته که ونه اصلی هدف این هسته که جامعه و ونه ارزش‌ها ره همونتی که فعلاً هسته، نگه بداره.
cognitive-modal-description;['سوسیالیسم', 'سوسیالیست'];سوسیالیسم اتا سیاسی، اقتصادی و اجتماعی اندیشه هسته که تلاش کانده ات‌جور جامعه بسازه که ونه دله مردمون همه چی سَر هِدی جه کایری دارن و آخرسر سودی که بدست یارنه سَره هم هم‌باز بائن.
cognitive-modal-description;['کمونیسم', 'کمونیست', 'کومونیست', 'کومونیستی'];کمونیسم اتا ایدئولوژی هسته که تلاش کانده اتا جامعه بسازه که ونه دله خصوصی مالکیت وجود نداره و همه چی سَره مردمون هم‌باز بائن ولی حکومتی هم وجود نداره که مردمون سَر حکومِت هاکنه.
cognitive-modal-description;['لیبرترینیسم', 'لیبرتاریانیسم', 'لیبرترین'];لیبرترینیسم یا لیبرتاریانیسم اتجور فلسفه هسته که فردی آزادی‌ئون ره خله طلب کانده و گانه تا جایی که ممکن هسته ونه دولِت ره پچوک هاکردن و دولتی اختیارات ونه خله کم بَواشه.
cognitive-modal-description;['ایدئولوژی'];مفهوم ایدئولوژی علوم اجتماعی دله خله فرّار هسته.
cognitive-modal-description;['سوسیال دموکراسی'];شابلون:سوسیال دموکراسی
cognitive-modal-description;['فدرالیسم', 'فدراسیون', 'فدرال'];فدرالیسم اتا جور سیاسی نظام هسته که ونه دله اتا مرکزی ِحکومت ِپَلی، چنتا شه‌مختار و محلی ِحکومت دیگه هم وجود دارنه.
course;['ماه دکتی'];ماه دکتی یا فارسی زبون دله ماه گرفتی یا خسوف وقتی پیش اینه که زمین میونِ ماه و خورشید قرار گیرنه.با اینکه هر ماه اتا بار زمینِ دور خورشید گردنه ولی ماه دکتی هر ماه اتفاق نکفنه.
course;['کسوف', 'خورشید بَییتی', 'خورشید بییتی'];خورشید بَییتی یا کسوف اون گدر وونه که ماه سایه زمین سر دکفه و خورشید ِبعضی جائون بنه جا معلوم نووئه.
dependent-place;['ننی'];ننی اتا سولاخ هسته که چش عنبیه وسط دره.
event;['نوح'];شِمه منظور شاید اینتا بی‌بائه: نوح.
event;['المپیک'];المپیک بازیون اتا ورزشی جشنواره نوم هسته که به عقیده باستان‌شناسون و تاریخ‌نویسون یونان دله انجام گیته و اواخر قرن ۱۹ میلادی دِباره احیا بیّه.
functional-matter;['جغول بغول', 'haggis'];جغور بغور، جغول بغول یا واویشکا اتا غذائه که ونه دله گاسفن ِدل و جیگر و قلوه ره ئو و راغون جه قاطی کانّه.
functional-matter;['نفت'];نَفت مایع غلیظ و آتش گير به‌رنگ قهوه‌ای سبز یا سبز تیره‌ بوده که در لایه‌های بالایی بخش‌هایی از پوستهٔ کره زمین پيدا می‌شود.
functional-matter;['نوری فیبر'];نوری فیبر اتا نازک رشته شفاف هسه که شیشه ره مونِّه و مواد پلیمری جا بسات بونه.
functional-matter;['هروئین'];هروئین سه برابر قوی تر از مورفین هسه و با تغئیر جزئی ساختار شیمیائی از مورفین بدست انه.قابلیت حل فزاینده هروئین در چربی مونجر به نفوذ سریعتر از سد خونی-مغزی بونه و در حالت اشتیاق شدید در زمونی که اینتا دارو به صورت دودی یا تزریق رگی مصرف بونه ایجاد بونه.هروئین به مونواستیل مورفین و مورفین تبدیل بونه و مورفین سرانجام سوخت و ساز بیه و دفع بونه
functional-matter;['مسیه ۴۵', 'شیشک ترازی'];شیشک ترازی، ششاک، شیشک، پروینِ خوشه یا ثریا اتا باز اساره خوشه‌ی نوم هسته که گو فلکی صورت دله دَره.
functional-matter;['نیمه رسانا'];نیمه رسانائون یا نیمه هادی‌ئون اتی عناصر هَستنه که عادی شرایط گادِر عایق و نارسانا هستنه ولی وقتی ات‌که ناخالصی وشون ره ایضافه کامبی، وشون رسانا وانّه.
functional-matter;['متادون'];متادوناتا ماده افیونی صنعتی و آگونیست هسه.فعالیت داروشناختی وه خله شبیه مورفین هسه.متادون اول بار برای مخفی هکردن و مسدود هکردن اثرات محرومیت هروئینی در سال 1948 میلادی معرفی بیه.در سال 1965 به عونوان اتا درمون جانشین برای وابستگی افیونی توصیه بیه و سپس از اون زمون تا کنون عامل داروشناختی اساسی پیشگیری از علایمو نشونه های ترک هسه.
functional-matter;['آسپرین', 'استیل\u200cسالیسیلیک اسید'];استیل‌سالیسیلیک اسید معروف به آسپیرین، اتا ضدالتهاب و غیراستروئیدی دوا هسته که معمولاً به عنوان ضددرد و ضدتو استفاده وونه.
functional-matter;['دارونما'];دارونما یا ماده یا درمانی هسه که هیچ گونه ارزش درمانی یا داروئی ناینه.گاهی وقتا چنین ماده یا درمانی پاسخی مثبت در پی داینه که این پاسخ مثبت اثر دارونما هسه.
functional-matter;['مرکبات', 'citrus'];مرکبات پتقال، لمو، ترش لمو، نارنج، نارنگی و ‌‌‌...
functional-matter;['نارنگی', 'اونشو', 'اوشو'];اونشو، اوشو، یا نارنگی اتا میوه‌ هسته که مرکبات جه هسته.
functional-matter;['شاهین', 'lepidium sativum', 'ترتیزِک', 'ترتیزک'];شاهین یا ترتیزِک اتا خردنی سبزی هسِّه که نپت بخرده بونه.
functional-matter;['ممیج', 'کشمیش', 'کیشمیش'];مَـمیج یا کشمیش همون انگور هسته که وه ره خاشک هاکرد بائِن.
functional-matter;['سالات'];سالات یه نه خوراک هسه که اصلی غذای همرا، یا شه یه ته سوا خراک بخردو بونه.
functional-matter;['خرمندی', 'خرمادی'];شابلون:جعبه آرایه زیستی خَرمندی یا خُرمادی اتا دار نومه که ونه میوه بخاردنی‌ئه.
