abstract-region;['ෆූරියර් ශ්\u200dරේණිය', 'ෆෝරියර් ශ්\u200dරේණිය'];ගණිතයේදී, ෆූරියර් ශ්‍රේණිය මගින් ආවර්තිත ශ්‍රිතයක් සරල දෝලන ශ්‍රිත කිහිපයක ඓක්‍යයක් බවට වියෝජනය කරයි.
activity;['වාරි කර්මාන්තය', 'ජල සම්පාදනය'];"වාරි කර්මාන්තය" යනු වගා බිම්වලට කෘත්‍රිම ජලය සපයා දෙන ක්රමයයි.
activity;['ප්ලාස්ටික් සැත්කම්', 'reconstructive plastic surgery', 'plastic surgery', 'ප්ලාස්ටික් සැත්කම'];ප්ලාස්ටික් සැත්කම් යනු පුද්ගලයෙකුගේ පෙනුම හෝ දේහයේ ක්‍රියාකාරීත්වය වෙනස් කර ගැනීම සදහා විවිධ ශල්‍ය වෛද්‍ය හා ශල්‍ය වෛද්‍ය නොවන උපක්‍රම භාවිතා කරමින් සිදුකරන වෛද්‍ය විද්‍යාවේ විශෙ‍්ෂ වූ අංගයකි.
activity;['පර්යේෂණ'];පර්යේෂණය දැනුමේ ප්‍රමාණය වැඩි දියුණු ගැනීමට ක්‍රමානුකූලව සිදු කරනු ලබන නිර්මාණාත්මක කාර්යයකි, මෙයට මිනිසාගේ දැනුම, සංස්කෘතිය සහ සමාජය, සහ නව භාවිතයන් සොයා ගැනීමට මෙම දැනුම යොදා ගන්නා අයුරු අඩංගු වේ.
activity;['පර්යේෂණ නිර්මාණය වීම'];අදාල ප්‍රතිඵලය නොලැබුණු විට කල්පිතය අසත්‍ය වන තීරණාත්මක කල්පිතයක් පරීක්ෂා කරනු ලැබේ.
activity;['පාලන විධි', 'රජය'];පාලන විධි යනු පාලනය කිරීමේ සියලු ක්‍රියාදාමයන් වේ.
activity;['කළමනාකරණය', 'කලමණාකරණය ශ්\u200dරාස්ත්\u200dරීය පදනම', 'කලමනාකරණය', 'කළමණාකරනය', 'කළමණාකරනය 21 වෙනි සියවසට', 'කළමණාකාරණය - 20 වනි ශත වර්ෂය', 'කළමනාකරණය/temp', 'කළමනාකරණය - 20 වැනි ශත වර්ෂය', 'කළමනාකරණය - 20 වෙනි ශතවර්ෂය', 'කළමනාකරණය - ශ්\u200dරාස්ත්\u200dරීය පදනම', 'කළමනාකරණය 21 වෙනි සියවසට'];විවිධ විද්වත් මත වලට අනුව කළමනාකරණය පිලිබඳ විවිධාකාරයේ නිර්වචනයන් ඉදිරිපත් කොට ඇත.
activity;['සමාජානුයෝජනය', 'socialization'];සමාජානුයෝජනය යනු සමාජයට එක්වන නවක සාමාජිකයන් එම සංස්කෘතියට අනුව හැඩගැස්වීමයි.සමාජ අනුයෝජනය යන වචන ඒකාබද්ධ වීමෙන් සමාජානුයෝජනය යන වචනය බිහිවී ඇත.මේ අනුව සමාජයට අනුගතවීම සමාජයට අනුව සකස්වීම සමාජයට අනුව හැඩගැසීම අනුකූල වීම සමාජානුයෝජනය ලෙස අර්ථ දැක්විය හැක.ඕනෑම සමාජයක සාමාජිකත්වය ලබාගැනීමට එම සමාජයට අනුව හැඩගැසීමට එනම් සමාජානුයෝජනය වීමට සෑම නවක සමාජිකයෙකුටම සිදුවේ.
activity;['දුර පැනීම'];දුර පැනීම ජවන හා පිටිය ක්‍රීඩාවක් වන අතර එහිදී ක්‍රීඩකයන්ගේ වේගය, ශක්තිය හා සීඝ්‍රතාවය උදව්වට ගෙන සීමාවක සිට හැකිතරම් ඉදිරියට පැනීම සිදුකරයි.
activity;['ඔරු පැදීමේ ක්\u200dරීඩාව'];එකිනෙකාට එරෙහිව ගංඟාවක, වැවක හෝ මුහුදක කෙරෙන තරඟයක් ලෙස ඔරු පැදීමේ ක්‍රීඩාව හැඳින්විය හැකිය.
activity;['ගායකයා'];ගායකයෙකු යනු සංගීතය නිපද වීම සඳහා සිය කටහඩ භාවිතා කරන පුද්ගලයෙකි.
activity;['මිණුම', 'මිම්ම', 'measurement', 'මැනීම'];මිණූම යනු, වස්තුවක දිග, බර වැනි කිසියම් ගුණාංගයක විශාලත්වය මිණුම් ඒකකයකට සාපේක්ෂව නිමානය කිරීමයි.
activity;['සන්නිවේදනය'];සන්නිවේදනය යනු පුද්ගලයන් අතර අදහස්, ආකල්ප, මතිමතාන්තර හා විශ්වාස හුවමාරු කර ගැනීමයි.
activity;['ශාරීරික ව්\u200dයායාම', 'exercise benefits', 'ශාරීරික ව්\u200dයායාම්'];ශාරීරික ව්‍යායාම -ශාරීර ශක්තිය පවත්වා ගනීමට මෙන්ම සම්පුර්ණ ශරීර සුවතාවයටත් අවශ්‍ය වේ.
activity;['නායකත්වය'];නායකත්වය යනු යම් අවස්ථාවක පරමාර්ථයක් ළඟා කර ගැනීම සඳහා පුද්ගලයන් හෝ කණ්ඩායම් කටයුතු මෙහෙයවීමෙ හා බලපෑම් කිරීමේ ක්‍රියාවලියයි.
activity;['ව්\u200dයාපාර', 'bussines', 'ව්\u200dයාපාර/ඉතිහාසය', 'ව්\u200dයාපාරය'];ව්‍යාපාරය, සමාගම හෝ වෙළදාම යනු භාණ්ඩ,සේවා හෝ භාණ්ඩ සහ සේවා දෙවර්ගයම පාරිභොගිකයාට වෙළදාම් කිරිමේ යෙදි සිටින සංවිධානයක් ලෙස නිර්වචනය කල හැක.
activity;['පිඟන් භාණ්ඩ කලාව'];1906 දී අප්‍රකට කලාකරුවෙකු විසින් Madonna Moderna නිර්මාණය කර ඇත.
activity;['නාට්\u200dය කලාව', 'නාට්ය කලාව', 'theatre'];නාට්‍ය කලාව යනු ප්‍රාසාංගික කලාවේ ප්‍රධාන අංගය වන අතර එය එසේ වන්නේ එක් අයෙකු හෝ කිහිපදෙනෙකු කාලය හා ස්ථානයන් වෙන් කරගෙන තවකෙකුට හෝ අනෙක් අයට ඔවුන්ම කරන ඉදිරිපත් කරීමයි.
activity;['සාමා සටන'];ඔක්තෝම්බර් 19, 202 ක්‍රිපූ සමීප වකවානුවෙහි සටන් වැදුනු සාමා සටන විසින්, දෙවන පියුනික් යුද්ධයෙහි අවසානය සනිටුහන් කරන ලදි.
activity;['අපද්\u200dරව්\u200dය කළමනාකරණය', 'කසල කළමනාකරණය'];කසල යනු.,කසල යනු යමෙකු ප්‍රයෝජනයට ගැනීමට නොදන්නා “සම්පතකි”.එය නැතහොත් අනවශ්‍ය වේලාවක,වැරදි ස්ථානයක ඇති අමුද්‍රව්‍යකි.නිසි වේලාවට නිසි තැනට ස්ථානගත කිරීමෙන් නිසි ප්‍රතිපල ලබාගත හැකිය.
activity;['මුද්දර එකතුකිරිම', 'තැපැල් මුද්දර එකතුකිරිම', 'මුද්දර එකතුකිරිමේ විනෝදාංශය'];මුද්දර එකතුකිරිම යනු තැපැල් මුද්දර එකතුකිරිම හා බැදුනු විනෝදාංශයකි.
