abstract-quality;['ವ್ಯಕ್ತಿತ್ವ'];ವ್ಯಕ್ತಿತ್ವವು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಭಾವನಾತ್ಮಕ, ಮನೋಭಾವದ, ಮತ್ತು ವರ್ತನಾತ್ಮಕ ಪ್ರತಿಕ್ರಿಯೆ ಮಾದರಿಗಳ ನಿರ್ದಿಷ್ಟ ಸಂಯೋಜನೆ.
activity;['ಹೈಡ್ರೋಪೋನಿಕ್ಸ್'];ಹೈಡ್ರೋಪೋನಿಕ್ಸ್ ಎಂಬುದು ಮಣ್ಣನ್ನು ಬಳಸದೆ, ನೀರಿನಲ್ಲಿ ಖನಿಜ ಪುಷ್ಟಿಕಾರಿ ದ್ರಾವಣವನ್ನು ಬಳಸಿಕೊಂಡು ಸಸ್ಯಗಳನ್ನು ಬೆಳೆಸುವ ವಿಧಾನ.
activity;['ಆಲಿಂಗನ', 'ಅಪ್ಪು', 'ಅಪ್ಪುಗೆ'];ಆಲಿಂಗನ ಎಂದರೆ ತಬ್ಬುವಿಕೆ.
activity;['ಚುನಾವಣೆ'];ಚುನಾವಣೆ ಯೆನ್ನುವುದು ಒಂದು ಔಪಚಾರಿಕ ವ್ಯವಸ್ಥೆ, ನಿರ್ಧಾರ ಮಾಡುವ ಪ್ರಕ್ರಿಯೆ.ಇದರಲ್ಲಿ,ಜನಸಮೂಹ ಒಬ್ಬನನ್ನು ಸಾರ್ವಜನಿಕ ಕ್ಷೇತ್ರದ ಅಧಿಕಾರವನ್ನು ಹಿಡಿಯಲು ಮಾಡುವ ಆಯ್ಕೆ.
activity;['ಅಂತಃಕಲಹ'];ಅಂತಃಕಲಹಗಳು ಒಂದೇ ದೇಶದ ಭಿನ್ನ ಗುಂಪುಗಳ ಮಧ್ಯೆ ರಾಜಕೀಯ ಶಕ್ತಿಗಾಗಿ ನಡೆಯುವ ಯುದ್ಧಗಳು.
activity;['ಕೊರಿಯನ್ ಯುದ್ಧ'];ಟೆಂಪ್ಲೇಟು:Korean War Infobox ಕೊರಿಯನ್ ಯುದ್ಧ ವು, ಸಂಯುಕ್ತ ರಾಷ್ಟ್ರಗಳ ಬೆಂಬಲ ಹೊಂದಿದ ಕೊರಿಯಾದ ರಿಪಬ್ಲಿಕ್ ಹಾಗೂ ಚೈನಾದ ಪೀಪಲ್ಸ್ ರಿಪಬ್ಲಿಕ್ ಮತ್ತು ಸೋವಿಯತ್ ಯೂನಿಯನ್‌ನ ಬೆಂಬಲ ಹೊಂದಿದ ಕೊರಿಯಾದ ಡೆಮೋಕ್ರಾಟಿಕ್ ಪೀಪಲ್ಸ್ ನಡುವಿನ ಮಿಲಿಟರಿ ಸಂಘರ್ಷಣೆಯಾಗಿದೆ.
activity;['ಎರಡನೇ ಮಹಾಯುದ್ಧ', 'ಎರಡನೆ ಮಹಾಯುದ್ಧ', 'ಎರಡನೆ ವಿಶ್ವ ಯುದ್ಧ', 'ಎರಡನೆ ವಿಶ್ವಯುದ್ಧ', 'ಎರಡನೆಯ ಮಹಾಯುದ್ಧ', 'ಎರಡನೇ ವಿಶ್ವ ಯುದ್ಧ', 'ಎರಡನೇ ವಿಶ್ವಯುದ್ಧ', 'ದ್ವಿತೀಯ ಜಾಗತಿಕ ಯುದ್ಧ', 'ದ್ವಿತೀಯ ವಿಶ್ವಯುದ್ಧ'];ಎರಡನೆಯ ಮಹಾಯುದ್ಧ ೧೯೩೯ರಿಂದ ೧೯೪೫ರವರೆಗೆ ನಡೆದ, ಜಗತ್ತಿನ ಅನೇಕ ದೇಶಗಳನ್ನೊಳಗೊಂಡ ಯುದ್ಧ.
activity;['ಕೊಲ್ಲಿ ಯುದ್ಧ'];ಕೊಲ್ಲಿ ಯುದ್ಧ ವು, ಅಮೆರಿಕಾ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನಗಳ ನೇತೃತ್ವವನ್ನು ಹೊಂದಿದ್ದ ಮೂವತ್ನಾಲ್ಕು ರಾಷ್ಟ್ರಗಳಿಗೆ ಸೇರಿದ್ದ, U.N.-ಅಧಿಕಾರ ಪಡೆದ ಒಕ್ಕೂಟ ಪಡೆಯೊಂದರಿಂದ ಇರಾಕ್‌ ವಿರುದ್ಧ ನಡೆಸಲ್ಪಟ್ಟ ಒಂದು ಯುದ್ಧವಾಗಿತ್ತು. 1990ರ ಆಗಸ್ಟ್‌ 2ರಂದು ನಡೆದ ಕುವೈಟ್‌ ಮೇಲಿನ ಇರಾಕಿನ ಪಡೆಗಳ ಆಕ್ರಮಣ ಮತ್ತು ವಶಪಡಿಸಿಕೊಳ್ಳುವಿಕೆಯ ನಂತರ, ಕುವೈಟ್‌ನಿಂದ ಇರಾಕಿನ ಪಡೆಗಳನ್ನು ಹೊರದೂಡುವುದರ ಒಂದು ಪ್ರಕಟಪಡಿಸಲ್ಪಟ್ಟ ಉದ್ದೇಶವು ಈ ಯುದ್ಧದ ಹಿಂದಿತ್ತು.
activity;['ಉಪವಾಸ', 'ಅನಶನ'];ಉಪವಾಸವು ಒಂದು ಅವಧಿಯವರೆಗೆ ಸ್ವಲ್ಪ ಅಥವಾ ಸಂಪೂರ್ಣ ಆಹಾರದ, ಪಾನೀಯದ, ಅಥವಾ ಎರಡರ ಇಚ್ಛೆಯುಳ್ಳ ಲಂಘನ ಅಥವಾ ಕಡಿತ.
activity;['ಸೇಡು'];ಸೇಡು ಎಂದರೆ ವಿಧ್ಯುಕ್ತ ಕಾನೂನು ಹಾಗೂ ನ್ಯಾಯಶಾಸ್ತ್ರದ ರೂಢಿಗಳ ಅನುಪಸ್ಥಿತಿಯಲ್ಲಿ ಅಥವಾ ಅವನ್ನು ಉಲ್ಲಂಘನೆ ಮಾಡಿ ನೀಡಲಾದ ನ್ಯಾಯದ ಒಂದು ರೂಪ.
activity;['ಶಿಕ್ಷಣ'];ಅದರ ಸಾಮಾನ್ಯ ಅರ್ಥದಲ್ಲಿ ಶಿಕ್ಷಣ ಜ್ಞಾನ, ಕೌಶಲ್ಯ ಮತ್ತು ಜನರು ಒಂದು ಗುಂಪಿನ ಪದ್ಧತಿ ಬೋಧನೆ, ತರಬೇತಿ ಅಥವಾ ಸಂಶೋಧನೆ ಮೂಲಕ ಮುಂದಿನ ಪೀಳಿಗೆಗೆ ವರ್ಗಾಯಿಸಲಾಯಿತು.
activity;['ಉಗ್ರರಾಷ್ಟ್ರಾಭಿಮಾನ'];ಉಗ್ರರಾಷ್ಟ್ರಾಭಿಮಾನ: ಅತಿಯೂ ವಿವೇಚನಾರಹಿತವೂ ಅನ್ಯಾಕ್ರಮಣ ಶೀಲವೂ ಆದ ಸ್ವದೇಶಪ್ರೇಮ, ಫ್ರೆಂಚ್ ಯೋಧ ನಿಕೊಲಸ್ ಷೋವಿನ್ ಎಂಬವನ ಹೆಸರಿನಿಂದ ಷೋವಿನಿಸಂ ಎಂಬ ಆಂಗ್ಲಪದ ಬಂತು.
activity;['ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಂಬಂಧಗಳು'];ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಂಬಂಧಗಳುಆಧುನಿಕ ಯುಗದ ವಿಶ್ವವ್ಯಾಪಾರಗಳಲ್ಲಿ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಸಂಬಂಧಗಳು ಬಹು ಪ್ರಮುಖವಾದ ಸ್ಥಾನವನ್ನು ಹೊಂದಿವೆ.
activity;['ಕಥನ', 'ಕಥೆ'];ಕಥನ ಎಂದರೆ ಪ್ರೇಕ್ಷಕರಿಗೆ ಒಂದು ಕಥೆಯನ್ನು ತಿಳಿಸಲು ಲಿಖಿತ ಅಥವಾ ಮಾತಾನಾಡಲಾದ ನಿರೂಪಣೆಯ ಬಳಕೆ.
activity;['ಹಿಂಸಾಚಾರ', 'ಹಿಂಸೆ'];ಹಿಂಸಾಚಾರವು ಸ್ವಂತದ ಅಥವಾ ಪರರ ಮೇಲೆ ಬಲಪ್ರಯೋಗದ ಅಭಿವ್ಯಕ್ತಿ, ಮತ್ತು ಅದರಿಂದಾಗುವ ವೇದನೆಯಿಂದಾಗಿ ಸ್ವಸಂಕಲ್ಪಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ ಕ್ರಮಕ್ಕೆ ಒತ್ತಾಯಪಡಿಸುವಂತಾಗುತ್ತದೆ.
activity;['ಕ್ರೀಡೆಗಳು'];ಕ್ರೀಡೆ ಎಂಬುದು ಸಂಘಟಿತ, ಸ್ಪರ್ಧಾತ್ಮಕ, ಮತ್ತು ಕುಶಲತೆಯಿಂದ ಕೂಡಿದ ದೈಹಿಕ ಚಟುವಟಿಕೆಯಾಗಿದೆ.
activity;['ಮನೋರಂಜನೆ'];ಮನೋರಂಜನೆಯು ಜನರ ಮನಸ್ಸನ್ನು ರಂಜನೆಗೊಳಿಸಲು ನಡೆಯುವ ಚಟುವಟಿಕೆಗಳು.
activity;['ವಾಯುಭಾರ ಕುಸಿತ'];ವಾಯುಭಾರ ಕುಸಿತವು ಭೂಮಿಯ ಒಂದು ಭಾಗದಲ್ಲಿ ವಾಯುಭಾರವು ಸುತ್ತಲಿನದಕ್ಕಿಂತ ಕಡಿಮೆ ಇರುವ ಪರಿಸ್ಥಿತಿ.
activity;['ವಿನಿಮಯ'];ವ್ಯಾಪಾರದಲ್ಲಿ, ವಿನಿಮಯ ಒಂದು ವ್ಯವಸ್ಥೆಯಾಗಿದೆ.
activity;['ಶವಪರೀಕ್ಷೆ'];ಮರಣೋತ್ತರ ಪರೀಕ್ಷೆ', ಮೃತದೇಹ ಪರೀಕ್ಷೆ', ಆಟೊಪ್ಸಿಯಾ ಕಾಡವೆರುಮ್, ಅಥವಾ ಒಬ್‍ಡಕ್ಷನ್ ಎಂದು ಕೂಡ ಕರೆಯಲ್ಪಡುವ ಒಂದು ಶವಪರೀಕ್ಷೆ- ಎಂದರೆ, ಸಾವಿಗೆ ಕಾರಣ ಮತ್ತು ಸಾವು ಸಂಭವಿಸಿದ ರೀತಿಯನ್ನು ನಿರ್ಧರಿಸಲು ಮತ್ತು ಇದ್ದಿರಬಹುದಾದ ಯಾವುದೇ ಕಾಯಿಲೆ ಅಥವಾ ಗಾಯವನ್ನು ಮೌಲ್ಯೀಕರಿಸಲು ಒಂದು ಹೆಣದ ಸಂಪೂರ್ಣ ಪರೀಕ್ಷೆಯನ್ನೊಳಗೊಂಡಿರುವ ಒಂದು ವೈದ್ಯಕೀಯ ವಿಧಾನ.
activity;['ಇಂದ್ರಜಾಲ'];ಇಂದ್ರಜಾಲ ಒಂದು ಪ್ರದರ್ಶನ ಕಲೆ.
activity;['ಮಹಜರು'];ಮಹಜರು ಎಂದರೆ ಸಾಮಾನ್ಯ ಕಾನೂನುವ್ಯಾಪ್ತಿಗಳಲ್ಲಿ ನಡೆಸಲಾಗುವ ನ್ಯಾಯಾಂಗ ವಿಚಾರಣೆ.
activity;['ಭಾಷಣ'];ಭಾಷಣವು ನೇರವಾಗಿ ಪ್ರೇಕ್ಷಕರೊಂದಿಗೆ ಮಾತನಾಡುವ ಪ್ರಕ್ರಿಯೆ.
activity;['ನಾಟಿ ಮಾಡುವುದು'];ಕೃಷಿ ಮತ್ತು ತೋಟಗಾರಿಕೆಯಲ್ಲಿ, ನಾಟಿ ಮಾಡುವುದು ಅಥವಾ ಮರುನೆಡುವಿಕೆ ಎಂದರೆ ಒಂದು ಸಸ್ಯವನ್ನು ಒಂದು ಸ್ಥಳದಿಂದ ಮತ್ತೊಂದು ಸ್ಥಳಕ್ಕೆ ಸಾಗಿಸುವ ತಂತ್ರ.
activity;['ಹಬ್ಬ', 'festival', 'ಉತ್ಸವ'];ಹಬ್ಬವು ಸಾಮಾನ್ಯವಾಗಿ ಒಂದು ಸ್ಥಳೀಯ ಸಮುದಾಯದಿಂದ ಏರ್ಪಡಿಸಲಾಗುವ, ಆ ಸಮುದಾಯದ ಯಾವುದೋ ಒಂದು ಅದ್ವಿತೀಯ ಅಂಶದ ಮೇಲೆ ಕೇಂದ್ರೀಕರಿಸುವ ಮತ್ತು ಅದನ್ನು ಆಚರಿಸುವ ಒಂದು ಸಂದರ್ಭ.
activity;['ಪೂಲ್'];ಪಾಕೆಟ್ ಬಿಲಿಯರ್ಡ್ಸ್ ಎಂದೂ ಕರೆಯಲಾಗುವ ಪೂಲ್ ಎನ್ನುವುದು ಕ್ಯೂ ಕ್ರೀಡೆಗಳು ಮತ್ತು ಆಟಗಳ ಕುಟುಂಬವಾಗಿದ್ದು ಇದನ್ನು ಪೂಲ್ ಮೇಜಿನ ಮೇಲೆ ಆಟವಾಡಲಾಗುತ್ತದೆ ಮತ್ತು ಇದು railsನಾದ್ಯಂತ ಪಾಕೆಟ್ಸ್ ಎಂದು ಕರೆಯಲಾಗುವ ಆರು ಬುಟ್ಟಿಯಂತಹ ಆಕಾರದ ವಸ್ತುವನ್ನು ಹೊಂದಿದ್ದು, ಇದರೊಳಗೆ ಆಟದ ಮುಖ್ಯ ಗೋಲು ಎಂದು ಚೆಂಡುಗಳನ್ನು ಹಾಕಲಾಗುತ್ತದೆ.
activity;['ನರಶಸ್ತ್ರಕ್ರಿಯೆ'];ನರಶಸ್ತ್ರಕ್ರಿಯೆ (ಅಥವಾ ನರವೈಜ್ಞಾನಿಕ ಶಸ್ತ್ರಕ್ರಿಯೆ ಯ ವೈದ್ಯಕೀಯ ವಿಶೇಷತೆಯಾಗಿದ್ದು, ನರಮಂಡಲದ ಯಾವುದೇ ಭಾಗಕ್ಕೆ ಉಂಟಾಗುವ ಅವ್ಯವಸ್ಥೆಗಳ ನಿವಾರಣೆ, ರೋಗಗುರುತಿಸುವಿಕೆ, ಚಿಕಿತ್ಸೆ ಮತ್ತು ಪುನಃಸ್ಥಾಪನೆಗೆ ಸಂಬಂಧಿಸಿದೆ.
activity;['ಹೃದಯ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ'];ಕಾರ್ಡಿಯೊ ವ್ಯಾಸ್ಕುಲರ್ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ, ಎಂಬುದು ಹೃದ್ರೋಗ ತಜ್ಞರು ಹೃದಯದ ಮೇಲೆ ಮತ್ತು/ಅಥವಾ ರಕ್ತನಾಳಗಳ ಮೇಲೆ ನೆರವೇರಿಸುವ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯಾಗಿದೆ.
activity;['ಪ್ರತಿನಿಯೋಜನೆ'];== ಪೀಠಿಕೆ ==
activity;['ಟೆಲಿಮಿಟ್ರಿ'];ಟೆಲಿಮಿಟ್ರಿ ಎಂದರೆ ದೂರದ ಒಂದು ಭೌತಿಕ ಘಟನೆಯನ್ನು ತಿಳಿಯುವ ವ್ಯವಸ್ಥೆ ಹಾಗೂ ದೂರದಿಂದ ಅಳೆಯುವ ವ್ಯವಸ್ಥೆ.
activity;['ಪಶುಪಾಲನೆ', 'ಪಶುಪಾಲನ'];ಪಶುಪಾಲನೆ ಎಂದರೆ ಹಸುಗಳು ಕುರಿ ಗಳನ್ನೂ ಇತರ ಸಾಕು ಪ್ರಾಣಿಗಳನ್ನು ಸಾಕುವುದು.ಇದು ಅನಾದಿ ಕಾಲದಿಂದಲೂ ಒಂದು ಪ್ರಮುಖ ವೃತ್ತಿಯಾಗಿದೆ.
activity;['ರಾಷ್ಟ್ರೀಕರಣ'];ರಾಷ್ಟ್ರೀಕರಣವು ಖಾಸಗಿ ಸ್ವತ್ತುಗಳನ್ನು ರಾಷ್ಟ್ರದ ಸರ್ಕಾರ ಅಥವಾ ರಾಜ್ಯದ ಸ್ವಾಮ್ಯದಡಿ ತರುವ ಮೂಲಕ ಸಾರ್ವಜನಿಕ ಸ್ವತ್ತುಗಳಾಗಿ ಪರಿವರ್ತಿಸುವ ಪ್ರಕ್ರಿಯೆ.
activity;['ಖಾಸಗೀಕರಣ'];ಖಾಸಗೀಕರಣ ಎಂದರೆ ವ್ಯಾಪಾರ, ಉದ್ದಿಮೆ, ಏಜನ್ಸಿ, ಸಾರ್ವಜನಿಕ ವಲಯಗಳಿಂದ ಸಾರ್ವಜನಿಕ ಸೇವೆಗಳನ್ನು ಖಾಸಗಿ ವಲಯ ಅಥವಾ ಖಾಸಗಿ ಲಾಭಾಪೇಕ್ಷೆ ರಹಿತ ಸಂಸ್ಥೆಗೆ ವಹಿಸಿಕೊಡುವ ಕಾರ್ಯ ಅಥವಾ ಪ್ರಕ್ರಿಯೆಯಾಗಿದೆ.
activity;['ಪಾಟಿ ಸವಾಲು'];ಪಾಟಿ ಸವಾಲು ಎಂದರೆ ನ್ಯಾಯಾಲಯದಲ್ಲಿ ಪಕ್ಷಕಾರನೊಬ್ಬ ಹಾಜರುಪಡಿಸಿದ ಸಾಕ್ಷಿಯ ವಿಚಾರಣೆಯಿಂದ ವ್ಯಕ್ತಪಟ್ಟ ವಿಷಯಗಳನ್ನು ತಾಳೆ ನೋಡುವ ಉದ್ದೇಶದಿಂದ ಅಥವಾ ಮುಚ್ಚಿಡಲಾದ ವಿಷಯಗಳನ್ನು ಹೊರಗೆಡಹುವ ಉದ್ದೇಶದಿಂದ ಪ್ರತಿಪಕ್ಷಕಾರ ಅಥವಾ ಅವನ ವಕೀಲ ಆ ಸಾಕ್ಷಿಗೆ ಪ್ರಶ್ನೆ ಹಾಕಿ ನಡೆಸುವ ಪರೀಕ್ಷೆ. ಪ್ರತಿ ಪರೀಕ್ಷೆ. ಅಡ್ಡ ವಿಚಾರಣೆ.
activity;['ಗೃಹ ಬಂಧನ'];ಯಾವುದೇ ವ್ಯಕ್ತಿಯನ್ನು ಅವರ ಮನೆಯಲ್ಲಿಯೇ ಬಂಧನದಲ್ಲಿರಿಸುವುದನ್ನು ಗೃಹ ಬಂಧನ ಎಂದು ಕರೆಯುತ್ತಾರೆ.
activity;['ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್', 'computer programming'];ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಗಣಕ ವಿಜ್ಞಾನದ ಅತಿ ಮುಖ್ಯ ಭಾಗ.
activity;['ನೆಯ್ಗೆ', 'weaving'];ನೆಯ್ಗೆಯು ಬಟ್ಟೆ ಉತ್ಪಾದನೆಯ ಒಂದು ವಿಧಾನವಾಗಿದೆ.
activity;['ಹೆಣಿಗೆ'];ಹೆಣಿಗೆ ಎಂದರೆ ವಿಶೇಷ ಬಗೆಯ ಕಡ್ಡಿಗಳ ಸಹಾಯದಿಂದ, ದಾರವನ್ನು ಬಳಸಿ, ಹಿಂಜಿದಂತೆ, ಸಡಿಲವಾಗಿದ್ದರೂ ಸ್ಥಿತಿಸ್ಥಾಪಕಗುಣವುಳ್ಳ ಒಂದು ಬಗೆಯ ವಸ್ತ್ರ ತಯಾರಿಕೆಯ ವಿಧಾನ.
activity;['ಭಾಷಣ'];ಭಾಷಣವು ನೇರವಾಗಿ ಪ್ರೇಕ್ಷಕರೊಂದಿಗೆ ಮಾತನಾಡುವ ಪ್ರಕ್ರಿಯೆ.
activity;['ವರ್ಣಭೇದ ನೀತಿ'];upright|thumb| 1928ರಲ್ಲಿ ಸ್ಟುಟ್‌ಗಾರ್ಟ್‌ನಲ್ಲಿನ ಜನರ ಶೋ.
activity;['ಯೊಮ್ ಕಿಪ್ಪೂರ್ ಯುದ್ಧ', 'ನಾಲ್ಕನೆಯ ಅರಬ್-ಇಸ್ರೇಲಿ ಯುದ್ಧ', '೧೯೭೩ ಅರಬ್-ಇಸ್ರೇಲಿ ಯುದ್ಧ'];ಟೆಂಪ್ಲೇಟು:Fix bunching
activity;['ಪ್ರಥಮ ಚಿಕಿತ್ಡೆ', 'ಪ್ರಥಮ ಚಿಕೆತ್ಸೆ'];ಪ್ರಥಮ ಚಿಕೆತ್ಸೆಗೆ ಮೂಲ ಸಲಹೆಗಳು
activity;['ಏರೋಬಿಕ್ ವ್ಯಾಯಾಮ'];ಏರೋಬಿಕ್ ವ್ಯಾಯಾಮ ಒಂದು ದೈಹಿಕ ವ್ಯಾಯಾಮ ಹಾಗೂ ಇದು ಆಮ್ಲಜನಕ ಪಧ್ಧತಿಯನ್ನು ಉತ್ತಮಗೊಳಿಸಲು ಉದ್ದೇಶಿಸುತ್ತದೆ.
activity;['ಬಾಕ್ಸಿಂಗ್'];ಬಾಕ್ಸಿಂಗ್‌‌ ಒಂದು ಕಾಳಗದ ಕ್ರೀಡೆ ಮತ್ತು ಕದನ ಕಲೆಯಾಗಿದೆ.
activity;['ಗಾಳಿ ಮಾತು'];ಗಾಳಿ ಮಾತು ಯಾವುದೇ ವ್ಯಕ್ತಿ, ಆಗುಹೋಗುವಿಕೆ, ವಸ್ತು ಇತ್ಯಾದಿ ವಿಷಯಗಳ ಬಗ್ಗೆ ಮನುಷ್ಯನಿಂದ ಮನುಷ್ಯನಿಗೆ ಹರಡುವ ಪರಿಶೀಲಿತವಾಗಬಲ್ಲದ ಮಾಹಿತಿ.
activity;['ಮ್ಯಾಗ್ಲೆವ್ ಟ್ರೈನ್'];ಮ್ಯಾಗ್ಲೆವ್, ಅಥವಾ ಮ್ಯಾಗ್ನೆಟಿಕ್ ಲೀವಿಟೇಷನ್, ವಾಹನಗಳನ್ನು, ಅದರಲ್ಲೂ ಹೆಚ್ಚಾಗಿ ಟ್ರೈನ್ ಗಳನ್ನು, ತೂಗುಹಾಕಿಕೊಂಡು, ಗತಿದೋರಿ, ಮುಂತಳ್ಳುವ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆಯಾಗಿದೆ.
activity;['ಮುಕ್ತ ವ್ಯಾಪಾರ'];ಮುಕ್ತ ವ್ಯಾಪಾರ ಎಂದರೆ ಒಂದು ದೇಶವು ಮತ್ತೊಂದು ದೇಶದೊಡನೆ ಅಂತೆಯೇ ಎಲ್ಲ ದೇಶಗಳು ಪರಸ್ಪರ ನಡೆಸಬಹುದಾದ ಅನಿರ್ಬಂಧಿತ ವ್ಯಾಪಾರ.ಮುಕ್ತ ವ್ಯಾಪಾರ ನೀತಿ ಎಂದರೆ ಸರಕಾರವು ಆಮದು ಅಥವಾ ರಫ್ತು ವಿನಲ್ಲಿ ಯಾವುದೇ ಹಸ್ತಕ್ಷೇಪ ಮಾಡದೆ ಇರುವುದನ್ನು ಮುಕ್ತ ವ್ಯಾಪಾರ ನೀತಿ ಎನ್ನುತ್ತಾರೆ.
activity;['ಪರಿವ್ಯಯ ಲೆಕ್ಕಶಾಸ್ತ್ರ'];ಪರಿವ್ಯಯ ಲೆಕ್ಕಶಾಸ್ತ್ರವು ವಿವಿಧ ಪರ್ಯಾಯ ಮಾರ್ಗವನ್ನು ಸಂಗ್ರಹಿಸುವ, ವಿಶ್ಲೇಸಿಸುವ, ಮಾಪಿಸುವ ಹಾಗೂ ವಿವರಿಸುವ ಒಂದು ಕ್ರಿಯೆ.
activity;['ಅಂಗಮರ್ದನ'];ಅಂಗಮರ್ದನವು ಕ್ರಿಯೆ ಹೆಚ್ಚಿಸಲು, ಚಿಕಿತ್ಸೆ ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿ ನೆರವಾಗಲು, ಸ್ನಾಯು ಪ್ರತಿವರ್ತನ ಚಟುವಟಿಕೆಯನ್ನು ಕಡಿಮೆಮಾಡಲು, ಒಟ್ಟಾರೆ ನರಕೋಶಗಳ ಉದ್ರೇಕಶೀಲತೆಯನ್ನು ಪ್ರತಿಬಂಧಿಸಲು, ವಿಶ್ರಾಂತಿ ಹಾಗೂ ಯೋಗಕ್ಷೇಮವನ್ನು ಉತ್ತೇಜಿಸಲು, ಮತ್ತು ಒಂದು ಮನೋರಂಜನಾ ಚಟುವಟಿಕೆಯಾಗಿ ವಿವಿಧ ತಂತ್ರಗಳನ್ನು ಬಳಸಿ ಸ್ನಾಯು ಹಾಗೂ ಸಂಯೋಜಕ ಅಂಗಾಂಶದ ಬಾಹ್ಯ ಹಾಗೂ ಆಳವಾದ ಪದರಗಳ ಕೆರಳಿಸುವಿಕೆ.
activity;['ದೈಹಿಕ ಶ್ರಮ', 'ಕೈದುಡಿಮೆ', 'ದೈಹಿಕ ಕೆಲಸ'];ದೈಹಿಕ ಶ್ರಮವೆಂದರೆ ಜನರು ಮಾಡುವ ದೈಹಿಕ ಕೆಲಸ, ವಿಶೇಷವಾಗಿ ಯಂತ್ರಗಳಿಂದ ಮತ್ತು ಕೆಲಸದ ಪ್ರಾಣಿಗಳಿಗೆ ವ್ಯತಿರಿಕ್ತವಾಗಿ ಮಾಡುವ ಕೆಲಸ.
activity;['ಉದರದರ್ಶಕ'];ಉದರದರ್ಶಕ ಉದರದೊಳಗೆ ನೋಡಲು ಮತ್ತು ಶಸ್ತ್ರಕ್ರಿಯೆ ನಡೆಸಲು ನೆರವಾಗುವ ಸಾಧನ.
activity;['ಎಚ್ಚುವಿಕೆ'];ಎಚ್ಚಣೆ ಅಥವಾ ಎಚ್ಚುವಿಕೆಯ ಇತರ ಬಳಕೆಗಾಗಿ, ಎಚ್ಚುವಿಕೆ ನೋಡಿ, ವಿಧಾನದ ಇತಿಹಾಸಕ್ಕಾಗಿ, ಹಳೆಯ ಮೂಲಪ್ರತಿಗಳನ್ನುನೋಡಿ.
activity;['ಕೆತ್ತನೆ', 'ಕಂಡರಣೆ', 'ಕೆತ್ತುವಿಕೆ'];ಕೆತ್ತನೆ ಎಂದರೆ ಮೂಲವಸ್ತುವಿನಿಂದ ಭಾಗಗಳನ್ನು ಹೆರೆದು/ಕೆತ್ತುವ ಮೂಲಕ ಆ ಮೂಲವಸ್ತುವಿನಿಂದ ಯಾವುದಕ್ಕಾದರೂ ಆಕಾರ ಕೊಡಲು ಉಪಕರಣಗಳನ್ನು ಬಳಸುವ ಕ್ರಿಯೆ.
activity;['ಕ್ಷ-ಕಿರಣ', 'ಕ್ಷ ಕಿರಣ'];ಕ್ಷ-ಕಿರಣ ಒಂದು ರೀತಿಯ ವಿದ್ಯುತ್ಕಾಂತೀಯ ವಿಕಿರಣ.
activity;['ದಂಗೆ'];ದಂಗೆ, ಬಂಡಾಯ, ಅಥವಾ ವಿದ್ರೋಹವು ವಿಧೇಯತೆ ಅಥವಾ ಸುವ್ಯವಸ್ಥೆಯ ನಿರಾಕರಣೆ.
activity;['ಚೆಲ್ಲಾಟವಾಡುವಿಕೆ'];ಚೆಲ್ಲಾಟವಾಡುವುದು ಅಥವಾ ಒಲಪು/ಒಯ್ಯಾರ/ಬಿನ್ನಾಣ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಿಂದ ಮತ್ತೊಬ್ಬ ವ್ಯಕ್ತಿಯತ್ತ ಮೌಖಿಕ ಅಥವಾ ಲಿಖಿತ ಸಂವಹನವನ್ನು, ಜೊತೆಗೆ ದೈಹಿಕ ಹಾವಭಾವವನ್ನು ಒಳಗೊಂಡ ಒಂದು ಸಾಮಾಜಿಕ ಮತ್ತು ಲೈಂಗಿಕ ವರ್ತನೆ.
activity;['ಹಿಮ', 'ಅಯ್ಕಿಲ್', 'ಮಂಜುಸುರಿತ', 'ಹಿಮವರ್ಷ'];ಹಿಮವು ವಾತಾವರಣದಲ್ಲಿ ತೇಲಾಡುತ್ತಿರುವಾಗ ಬೆಳೆಯುವ ಮತ್ತು ನಂತರ ಬೀಳುವ ಪ್ರತ್ಯೇಕ ಮಂಜುಗಡ್ಡೆ ಹರಳುಗಳನ್ನು ಹೊಂದಿರುತ್ತದೆ.
activity;['ಆಲಿಕಲ್ಲು'];ಆಲಿಕಲ್ಲು ಪದರುಗಟ್ಟಿದ ಮೋಡಗಳಿಂದ ಕೆಳಗೆ ಬೀಳುವ ಹಿಮಗಡ್ಡೆಯ ಸಣ್ಣ ಉಂಡೆಗಳು.
