abstract-quality;['personalidad', 'perfil', 'caracter', 'carácter', 'personalidades'];Concepto en psicología
activity;['esponsales', 'compromiso', 'novia', 'noviazgo', 'compromiso matrimonial', 'desposorios', 'promesa', 'prometida', 'palabra de matrimonio', 'promesa de matrimonio', 'esponsal', 'esposa', '⚬', 'esposo', 'esposos', 'desposada', 'novio'];Promesa de matrimonio mutuamente aceptada
activity;['batalla de trafalgar', 'trafalgar', 'combate naval de trafalgar'];Batalla naval que tuvo lugar el 21 de octubre de 1805
activity;['estado lu', 'lu', 'trono de lu'];Estado vasallo durante la dinastía Zhou en la Antigua China
activity;['trepanación', 'trepanacion', 'trepanacion craneana', 'trepanación craneana', 'trepanación craneal', 'orificio de trepanación', 'orificio trépano'];Práctica médica que consiste en agujerear el cráneo
activity;['concierto', 'audición', 'actuación', 'representación', 'concertación', 'conciertos', 'concertista', 'concierto de música', 'recital', 'concerto', 'concierto de musica', 'bolo', 'conciertos de música', 'gira', 'gira de conciertos', 'música en vivo'];Representación musical en vivo
activity;['pantomima', 'mímica', 'mimodrama', 'pantomimo', 'pantomimas'];Espectáculo dramático centrado en la acción mímica de un actor
activity;['censo', 'censo de población', 'nosecount', 'empadronamiento', 'padrón', 'censo de poblacion', 'censo general de poblacion', 'censo general de población', 'censo demografico', 'censo demográfico', 'censos de población', 'censo población', 'censos', 'nariz recuento'];Recuento de individuos que conforman una población estadística
activity;['teatro musical', 'musical', 'comedia musical', 'espectaculo musical', 'espectáculo musical', 'libro musical', 'comedias musicales', 'musicales', 'obra musical'];Género teatral, cinematográfico y a veces televisivo con secciones cantadas y bailadas
activity;['hula', 'hula-hula', 'danza hawaiana', 'baile hawaiano', 'baile hula'];Danza hawaiana.
activity;['ensayo', 'secar ejecutar'];Fase preparatoria de una representación teatral
activity;['broma pesada', 'broma', 'brega', 'chasco', 'chueca', 'jugarreta', 'pega', 'tiro', 'trastada', 'tártago', 'zumba', 'bromas', 'bromear', 'bromista'];Maniobra, trampa o truco que se le hace a alguien
activity;['duelo', 'combate singular', 'singular combate', "affaire d'honneur", 'duelos'];Combate en el que se enfrentan dos personas individualmente
activity;['programa de televisión', 'programa', 'programa de la televisión', 'temporada', 'programación televisiva', 'programas de televisión', 'programa de television', 'programa de tv', 'programa televisivo', 'programa tv', 'programacion de television', 'programacion televisiva', 'programación de televisión', 'genero televisivo', 'género televisivo', 'programa de radio', 'programas de radio', 'programas de television', 'show', 'de programas de televisión', 'demostración de la tv', 'producción de televisión', 'programas televisión', 'serie de televisión', 'series de televisión'];Conjunto de emisiones transmitidas por televisión o radio
activity;['programa de televisión', 'programa', 'programa de la televisión', 'temporada', 'programación televisiva', 'programas de televisión', 'programa de television', 'programa de tv', 'programa televisivo', 'programa tv', 'programacion de television', 'programacion televisiva', 'programación de televisión', 'genero televisivo', 'género televisivo', 'programa de radio', 'programas de radio', 'programas de television', 'show', 'de programas de televisión', 'demostración de la tv', 'producción de televisión', 'programas televisión', 'serie de televisión', 'series de televisión'];Secuencia de programas planeados para ser emitidos en una emisora de televisión
activity;['talk show', 'programa de entrevistas', 'debate televisivo', 'talk-show', 'talk shows', 'talkshow', 'chatear mostrar', 'chatshow', 'programas de entrevistas'];Tipo de programa de televisión o radio especializado en la conversación
activity;['blitzkrieg', 'guerra relámpago', 'ataque repentino', 'guerra célere', 'guerra relampago', 'schwerpunkt'];Táctica de ofensiva militar
activity;['eructo', 'regüeldo', 'eructar', 'eructación', 'erupto', 'regueldo', 'regoldar', 'rutio', 'eructos'];Liberación de gas del tracto digestivo
activity;['liturgia', 'liturgia cristiana', 'liturgica', 'liturgico', 'litúrgica', 'litúrgico', 'servicio liturgico', 'servicio litúrgico', 'liturgista', 'celebraciones litúrgicas', 'litúrgicos', 'liturgias'];Forma con que se llevan a cabo las ceremonias en una religión
activity;['safety', 'free safety', 'strong safety'];Posición de fútbol americano y fútbol canadiense
activity;['field goal', 'gol de campo'];Tipo de tanto del fútbol canadiense y el fútbol americano
activity;['touchdown', 'touchdowns'];Forma básica de anotación en el fútbol americano y canadiense
activity;['monzón', 'monzones', 'lluvia monzonica', 'lluvia monzónica', 'lluvias monzonicas', 'lluvias monzónicas', 'monsun', 'monsón', 'monsún', 'periodo de los monzones', 'tormenta monzónica', 'monson', 'monzon', 'tormenta monzonica', 'monzónica', 'monzón del suroeste', 'monzón noreste', 'monzónico'];Viento estacional
activity;['telenovela', 'culebrón', 'serial', 'serial televisivo', 'comedia', 'folletín', 'novelón', 'soap opera', 'serial de television', 'serial de televisión', 'serial televisiva', 'soap-opera', 'telenovela americana', 'sinetron', 'telenovelas'];Formato de serie de televisión
activity;['cabaret', 'cabaré', 'espectáculo en vivo', 'club nocturno', 'cabare', 'cabaretera', 'cabaretista', 'cabarets', 'floorshow', 'piso de la demostración'];Sala de espectáculos
activity;['tetralogía', 'tetralogia'];Obra artística compuesta por cuatro obras distintas
activity;['guerras napoleónicas', 'guerras napoleonicas', 'guerras napoléonicas'];Serie de campañas militares comandadas por Napoleón Bonaparte en Europa entre 1803 y 1815
activity;['examen', 'prueba', 'test', 'evaluacion', 'evaluación', 'examen oral', 'exámenes', 'prueba de aptitud', 'prueba de rendimiento'];Prueba en la que se mide el nivel de conocimientos, aptitudes, habilidades o de unas capacidades físicas determinadas
activity;['psicoanálisis', 'sicoanálisis', 'psicología profunda', 'psicoanalítica', 'psicoanalisis', 'psicoanalitico', 'psicoanalítico', 'psicología freudiana', 'sicoanalisis', 'psicoanalista', 'psicoanalistas', 'psicologia freudiana', 'psicologia profunda', 'psicoanalizar', 'analizando', 'escuela psicoanalítica'];Técnica y corriente psicoterapéutica
activity;['noticiero', 'noticiario', 'noticiario cinematográfico', 'newsreel', 'noticiarios'];Cortometraje documental, que contiene noticias y artículos de interés actual
activity;['espectáculo de variedades', 'variedades', 'variedad', 'teatro de variedades', 'programa de variedades', 'espectaculo de variedad', 'espectaculo de variedades', 'espectáculo de variedad', 'programa de televisión de variedades', 'artista de variedades', 'varieté'];Tipo de espectáculo escénico y televisivo
activity;['batracomiomaquia', 'batalla de las ranas y ratones', 'batrachomyomachia'];Libro de anoniem
activity;['comedia de situación', 'sitcom', 'serie', 'situation comedy', 'comedia de situacion', 'comedias de situación', 'comedia de situaciones', 'comedias de situacion', 'situacion de comedia', 'situación de comedia', 'un capitulo de una sitcom', 'un capítulo de una sitcom', 'comedias', 'serie de televisión', 'sit-com'];Género televisivo
activity;['consagración'];Ritual por el cual un objeto o persona se pone al servicio religioso
activity;['mendicidad', 'mendigo', 'mendiga', 'pordiosera', 'indigencia', 'indigente', 'mendigar', 'pordiosero', 'mendigos'];Práctica de pedir limosna
activity;['mendicidad', 'mendigo', 'mendiga', 'pordiosera', 'indigencia', 'indigente', 'mendigar', 'pordiosero', 'mendigos'];Persona que practica la mendicidad
activity;['broncoespasmo', 'espasmo bronquial', 'broncoespasmos'];Enfermedad del aparato respiratorio
activity;['acalasia', 'tubo', 'achalasia', 'cardioespasmo'];Enfermedad gástrica
activity;['cuento de hadas', 'cuentos de hadas', 'cuento de hada'];narración de hechos o aventuras imaginarias
activity;['ballet clásico', 'ballet clasico'];Estilo de ballet formal y tradicional
activity;['danza folclórica', 'baile regional', 'danza popular', 'danza folklórica', 'danza tradicional', 'baile popular', 'danza folclorica', 'danza folklorica', 'baile folklórico', 'danza étnica', 'danzas folclóricas'];Danzas que fueron bailadas en festivales folclóricos tradicionales, en sociedades tradicionales y que continúan siendo interpretadas por interpretadores. cara feliz
activity;['swing', 'swing music', 'swing jazz', 'música swing', 'banda de swing', 'jazz swing'];Género musical
activity;['gol', 'goles', 'puntuación en el fútbol'];En fútbol, lance del juego en que un equipo consigue introducir la pelota en la portería contraria, con lo que gana un tanto
activity;['golpe de estado', 'golpe', 'golpista', 'alzamiento', 'pronunciamiento', 'putsh', 'militarada', 'golpes de estado', 'golpe militar', 'derrocamiento', 'golpe institucional', 'golpismo', 'propósito golpista', 'putsch', 'autogolpe', 'golpismo militar', 'proposito golpista', 'golpe de estado militar'];Toma del poder político de un modo repentino y violento
activity;['tormenta geomagnética', 'tormenta magnética', 'tormenta geomagnetica', 'tormenta solar', 'tormenta magnetica', 'tormentas magneticas', 'tormentas magnéticas', 'tormentas solares', 'tormentas geomagnéticas'];Perturbación temporal de la magnetosfera rerra
activity;['amputación', 'ablación', 'amputar', 'amputacion', 'amputado', 'arrancamiento de una extremidad', 'extirpación de una extremidad', 'mutilacion', 'mutilaciones', 'mutilar', 'amputaciones', 'amputada', 'amputados'];Corte y separación de una extremidad del cuerpo mediante traumatismo o cirugía
activity;['canción infantil', 'cancion infantil', 'música infantil', 'rima de guarderia', 'rima de guardería', 'musica infantil', 'nursery rhyme'];Canción orientada a los niños pequeños y a los bebés
activity;['netball', 'baloncesto'];Deporte de equipo
activity;['hidroponía', 'hidroponia', 'cultivo hidropónico', 'hidropónico', 'cultivos hidropónicos', 'agricultura hidropónica', 'cultivo hidroponico', 'cultivos hidroponicos', 'hidroponico', 'acuicultura', 'tanque de cultivo'];Étodo utilizado para cultivar plantas
activity;['concurso de televisión', 'concurso', 'programa de concursos', 'programa de concurso', 'concurso de television', 'concurso televisivo', 'concurso de radio', 'game show', 'programa concurso', 'demostración de juego', 'gameshow', 'programa televisión'];Género televisivo o radiofónico en el que concursantes compiten por ganar dinero o premios
activity;['ballet', 'danza de concierto', 'baile', 'danza clásica', 'ballets', 'danza clasica', 'danza academica', 'danza académica', 'balé', 'danza teatro', 'concierto danza', 'espectáculo de danza', 'showdance'];Forma concreta de danza
activity;['examen médico', 'chequeo', 'reconocimiento médico', 'reconocimiento', 'revisión', 'exploración física', 'revisión médica', 'semiotecnia', 'examen físico', 'examen clínico', 'examen fisico', 'exploracion fisica', 'reconocimiento clínico', 'examen clinico', 'chequeos', 'examen medico', 'exploracion física', 'exploración fisica', 'ficha medica', 'ficha médica', 'reconocimiento clinico', 'reconocimiento medico', 'revisacion medica', 'revisación médica', 'semiotécnica', 'control médico', 'controles de salud', 'médico'];Conjunto de maniobras que realiza un médico para obtener información sobre el estado de salud de una persona
activity;['abrazo', 'abrazo apasionado', 'achuchón', 'apretón', 'abrazamiento', 'abrazar', 'abrazos'];Señal de afecto
activity;['vaselina', 'vasenol'];Marca de vaselina producida por Unilever
activity;['hurling', 'mi prima'];Deporte de equipo
activity;['rock', 'rock and roll', 'música rock', "rock'n'roll", 'rock-and-roll', 'rock & roll', 'musica rock', 'músico de rock', 'rocanrol', 'canciones de rock', 'grupo de rock', 'historia del rock', 'musico de rock', 'rock&roll', "rock 'n' roll", "rock 'n roll", 'rock ligero', 'rock music', "rock n' roll", 'rock tradicional', 'rock´n rol', 'róquenrol', 'rock n roll', 'el rock and roll', 'rock-n-roll', "rock 'n'", 'rock roll'];Género musical
activity;['rock', 'rock and roll', 'música rock', "rock'n'roll", 'rock-and-roll', 'rock & roll', 'musica rock', 'músico de rock', 'rocanrol', 'canciones de rock', 'grupo de rock', 'historia del rock', 'musico de rock', 'rock&roll', "rock 'n' roll", "rock 'n roll", 'rock ligero', 'rock music', "rock n' roll", 'rock tradicional', 'rock´n rol', 'róquenrol', 'rock n roll', 'el rock and roll', 'rock-n-roll', "rock 'n'", 'rock roll'];Género musical
activity;['bridge', 'contrato puente'];Juego de cartas
activity;['vodevil', 'music hall', 'vodevilesco', 'music-hall', 'vaudeville', 'musica de salon', 'música de salón', 'vaudville'];género teatral
activity;['empresa conjunta', 'joint venture', 'empresa mixta', 'contrato de empresa conjunta', 'sociedad conjunta', 'joint-venture', 'coventura', 'empresas conjuntas'];Acuerdo comercial de inversión conjunta a largo plazo entre dos o más personas
activity;['elección', 'elecciones', 'electoral', 'proceso electoral', 'elección popular', 'jornada electoral', 'sistema electivo', 'elecciones generales', 'comicios electorales', 'eleccion', 'eleccion popular', 'elecciones libres', 'democráticamente electo', 'elegidos', 'política electoral', 'reelección', 'voto popular'];Proceso por el cual la población elige a sus autoridades mediante el voto
activity;['guerra civil', 'guerras civiles', 'conflicto civil', 'conflictos civiles', 'guerra intestina'];Conflicto armado que se desarrolla en un mismo país y enfrenta entre sí a personas de un mismo lugar
