abstract-region;['tensor', 'cálculo tensorial', 'magnitud tensorial', 'análisis tensorial', 'tensores'];Objeto que amplía la noción del escalar, vector, y matriz.
activity;['esponsales', 'compromiso', 'novia', 'noviazgo', 'compromiso matrimonial', 'desposorios', 'promesa', 'prometida', 'palabra de matrimonio', 'promesa de matrimonio', 'esponsal', 'esposa', '⚬', 'esposo', 'esposos', 'desposada', 'novio'];Mujer que está comprometida para casarse.
activity;['batalla del mar de filipinas', 'mar de filipinas', 'batalla del mar de las filipinas'];Parte del Océano Pacifico oeste bordeado por Filipinas y Taiwán al oeste, Japón al norte, las Marianas al este y Palau al sur.
activity;['algarada', 'altercado', 'contienda', 'disturbio', 'liza', 'reyerta', 'refriega'];Pelea de dos o más personas en un lugar público.
activity;['hazaña', 'logro', 'proeza', 'consecución', 'exploit', 'gesta', 'explotar'];Acción que requiere gran habilidad para ser llevada a cabo con éxito.
activity;['avance', 'avanzada', 'perforación'];Penetración de una barrera.
activity;['concierto', 'audición', 'actuación', 'representación', 'concertación', 'conciertos', 'concertista', 'concierto de música', 'recital', 'concerto', 'concierto de musica', 'bolo', 'conciertos de música', 'gira', 'gira de conciertos', 'música en vivo'];Acto en el que alguien toca música o participa en una obra de teatro o algo similar en una presentación en vivo o en un concierto.
activity;['censo', 'censo de población', 'nosecount', 'empadronamiento', 'padrón', 'censo de poblacion', 'censo general de poblacion', 'censo general de población', 'censo demografico', 'censo demográfico', 'censos de población', 'censo población', 'censos', 'nariz recuento'];Cuenta de miembros de una población, no necesariamente de humanos, generalmente residentes de una región particular, hecha a menudo a intervalos regulares.
activity;['demanda', 'causa', 'pleito', 'acción', 'caso', 'juicio', 'litigio', 'proceso', 'proceso judicial', 'querella', 'demanda judicial', 'caso judicial', 'argumento', 'caso legal', 'demandado', 'parte demandada', 'caso civil', 'causal', 'causalidad', 'demanda civil', 'demandó', 'disputa legal', 'litigantes', 'previas al juicio', 'sistema causa', 'tribunal civil'];Término general para cualquier procedimiento ante un tribunal de ley mediante el cual un individuo busca una solución legal.
activity;['demanda', 'causa', 'pleito', 'acción', 'caso', 'juicio', 'litigio', 'proceso', 'proceso judicial', 'querella', 'demanda judicial', 'caso judicial', 'argumento', 'caso legal', 'demandado', 'parte demandada', 'caso civil', 'causal', 'causalidad', 'demanda civil', 'demandó', 'disputa legal', 'litigantes', 'previas al juicio', 'sistema causa', 'tribunal civil'];Examen judicial y determinación de aspectos críticos entre las partes de una acción.
activity;['distancia de tiro'];Distancia entre un tirador que apunta y su blanco móvil para alcanzarlo con el proyectil.
activity;['pronóstico', 'pronóstico médico', 'prognosis', 'prognóstico', 'prospecto', 'pronostico', 'pronostico en medicina', 'pronóstico en medicina'];Término médico que denota una predicción médica de cómo la enfermedad de un paciente progresará y si hay oportunidades de recuperación.
activity;['procedimiento', 'operación'];Serie de pasos o de tareas definidas.
activity;['programa de televisión', 'programa', 'programa de la televisión', 'temporada', 'programación televisiva', 'programas de televisión', 'programa de television', 'programa de tv', 'programa televisivo', 'programa tv', 'programacion de television', 'programacion televisiva', 'programación de televisión', 'genero televisivo', 'género televisivo', 'programa de radio', 'programas de radio', 'programas de television', 'show', 'de programas de televisión', 'demostración de la tv', 'producción de televisión', 'programas televisión', 'serie de televisión', 'series de televisión'];Grupo de episodios de un programa de televisión o de radio transmitidos a intervalos regulares, generalmente con un año entre el inicio de cada grupo.
activity;['noticiero', 'noticia', 'noticiario', 'noticias', 'programa de noticias', 'telediario', 'informativo', 'actualidad', 'transmisión de noticias'];Reporte de eventos actuales transmitidos por medios como periódicos, la radio o la televisión.
activity;['talk show', 'programa de entrevistas', 'debate televisivo', 'talk-show', 'talk shows', 'talkshow', 'chatear mostrar', 'chatshow', 'programas de entrevistas'];Programa de radio o de televisión en el que un presentador conversa con celebridades invitadas.
activity;['repetición', 'reposición', 'reposicion', 'repeticiones'];Programa de televisión mostrado después de su presentación inicial.
activity;['demostrar', 'establecer', 'comprobar', 'mostrar', 'probar', 'evidenciar', 'implantar', 'instaurar', 'instituir', 'presentar', 'revelar', 'validar'];Dar una prueba que algo es cierto.
activity;['apariencia'];Pretensión de que algo es lo importante con el fin de causar una buena impresión.
activity;['programa', 'emisión'];Espectáculo u otro tipo de transmisión por radio o televisión.
activity;['chisme', 'cotilleo', 'murmuración', 'habladuría', 'bochinche', 'brete', 'chambre', 'chimento', 'chirmol', 'chismorreo', 'cocoa', 'copucha', 'cuecho', 'mitote', 'vinazo', 'chismes', 'comadreo', 'comadreos', 'cotilleos', 'habladuria', 'habladurias', 'habladurías', 'murmuracion', 'rumor'];Habladuría acerca de asuntos privados o personales de alguien.
activity;['empresa arriesgada'];Empresa arriesgada con un resultado incierto.
activity;['liturgia', 'liturgia cristiana', 'liturgica', 'liturgico', 'litúrgica', 'litúrgico', 'servicio liturgico', 'servicio litúrgico', 'liturgista', 'celebraciones litúrgicas', 'litúrgicos', 'liturgias'];Conjunto de ritos determinados que generalmente realizan los miembros de una religión.
activity;['chequeo', 'confirmación', 'sustanciación', 'verificación', 'constatación'];Prueba adicional de que algo que se creía (algún hecho o hipótesis o teoría) es correcto.
activity;['deber', 'tarea', 'trabajo escolar', 'asignación de escuela', 'deberes'];Trabajo que se hace en casa, especialmente ejercicios de escuela que son asignados por un maestro.
activity;['deber', 'tarea', 'trabajo escolar', 'asignación de escuela', 'deberes'];El material estudiado en o para una institución educativa, incluyendo la tareas y el trabajo hecho en el salón de clases.
activity;['monzón', 'monzones', 'lluvia monzonica', 'lluvia monzónica', 'lluvias monzonicas', 'lluvias monzónicas', 'monsun', 'monsón', 'monsún', 'periodo de los monzones', 'tormenta monzónica', 'monson', 'monzon', 'tormenta monzonica', 'monzónica', 'monzón del suroeste', 'monzón noreste', 'monzónico'];Viento estacional y prevaleciente que dura varios meses.
activity;['telenovela', 'culebrón', 'serial', 'serial televisivo', 'comedia', 'folletín', 'novelón', 'soap opera', 'serial de television', 'serial de televisión', 'serial televisiva', 'soap-opera', 'telenovela americana', 'sinetron', 'telenovelas'];Serie de televisión sobre la vida de personajes melodramáticos, que a menudo están llenos de emociones fuertes, situaciones altamente dramáticas y suspenso.
activity;['causa', 'campaña', 'cometido', 'cruzada', 'empeño', 'misión', 'movimiento'];Serie de acciones realizadas para avanzar un principio o que tienden a un fin particular.
activity;['examen', 'prueba', 'test', 'evaluacion', 'evaluación', 'examen oral', 'exámenes', 'prueba de aptitud', 'prueba de rendimiento'];Una serie de preguntas (puestas por un maestro o profesor), para medir el nivel de aprendizaje de un tema o sobre un período de tiempo.
activity;['acción de gracias', 'bendición', 'gracia', 'gracias', 'benedícite'];Oración por la felicidad o el éxito.
activity;['epílogo'];Breve discurso, que habla directamente a la audiencia al final de una obra de teatro.
activity;['espectáculo de variedades', 'variedades', 'variedad', 'teatro de variedades', 'programa de variedades', 'espectaculo de variedad', 'espectaculo de variedades', 'espectáculo de variedad', 'programa de televisión de variedades', 'artista de variedades', 'varieté'];Espectáculo con una variedad de actos, frecuentemente incluye música y actos de comedia, especialmente en televisión.
activity;['comedia de situación', 'sitcom', 'serie', 'situation comedy', 'comedia de situacion', 'comedias de situación', 'comedia de situaciones', 'comedias de situacion', 'situacion de comedia', 'situación de comedia', 'un capitulo de una sitcom', 'un capítulo de una sitcom', 'comedias', 'serie de televisión', 'sit-com'];Género de comedia que muestra un grupo recurrente de personajes en un entorno común, tales como una casa o lugar de trabajo, acompañado de bromas, como parte del diálogo.
activity;['brisa', 'céfiro', 'viento suave'];Viento ligero.
activity;['mendicidad', 'mendigo', 'mendiga', 'pordiosera', 'indigencia', 'indigente', 'mendigar', 'pordiosero', 'mendigos'];Persona que pide.
activity;['tarea', 'quehacer', 'trabajo', 'faena', 'labor', 'mandado', 'cometido'];Parte de una actividad que debe realizarse o completarse.
activity;['tarea', 'quehacer', 'trabajo', 'faena', 'labor', 'mandado', 'cometido'];Actividad de trabajo que se realiza como parte de las obligaciones propias.
activity;['tarea', 'quehacer', 'trabajo', 'faena', 'labor', 'mandado', 'cometido'];Tarea o un parte del trabajo que debe ser hecho, especialmente cuando es rutinario, difícil, o desagradable.
activity;['conversión', 'renacimiento espiritual', 'renacimiento', 'conversión religiosa', 'conversos', 'convirtió', 'cristiano nacido de nuevo', 'nacido de nuevo', 'nuevo nacimiento', 'relación personal con jesucristo'];Acción de inducir a alguien a adoptar una determinada religión, fe, ideología o creencia.
activity;['judo', 'yudo', 'yudoca', 'judoka', 'judô', 'judō', 'jûdo', 'jûdô', 'jūdo', 'jūdō', 'kosoto gake', 'uchi makikomi', 'yuko'];Practicante del arte marcial japonés del judo.
activity;['judo', 'yudo', 'yudoca', 'judoka', 'judô', 'judō', 'jûdo', 'jûdô', 'jūdo', 'jūdō', 'kosoto gake', 'uchi makikomi', 'yuko'];Arte marcial y deporte japonés adaptado del jujitsu.
activity;['huelga de solidaridad', 'huelga solidaria', 'acción secundaria', 'boicot secundario', 'boicots secundarios', 'huelga simpático', 'simpatía huelga'];Huelga que realizan trabajadores no por reivindicaciones, sino como un apoyo a otros trabajadores que están en huelga.
activity;['pasatiempo', 'afición', 'interés', 'distracción', 'entretenimiento', 'hobby', 'preocupación'];Aquello que toca a su bienestar o felicidad.
activity;['pasatiempo', 'afición', 'interés', 'distracción', 'entretenimiento', 'hobby', 'preocupación'];Actividad que una persona disfruta mientras realiza en su tiempo libre (como coleccionar estampillas o tejer).
activity;['golpe de estado', 'golpe', 'golpista', 'alzamiento', 'pronunciamiento', 'putsh', 'militarada', 'golpes de estado', 'golpe militar', 'derrocamiento', 'golpe institucional', 'golpismo', 'propósito golpista', 'putsch', 'autogolpe', 'golpismo militar', 'proposito golpista', 'golpe de estado militar'];Repentino y decisivo ejercicio del poder mediante el cual el actual gobierno es subvertido sin el consentimiento del pueblo.
activity;['golpe de estado', 'golpe', 'golpista', 'alzamiento', 'pronunciamiento', 'putsh', 'militarada', 'golpes de estado', 'golpe militar', 'derrocamiento', 'golpe institucional', 'golpismo', 'propósito golpista', 'putsch', 'autogolpe', 'golpismo militar', 'proposito golpista', 'golpe de estado militar'];El derrocamiento repentino de un gobierno, a menudo por medios ilegales por una parte del establecimiento de estado - sobre todo remplazando solo las figuras de más alto nivel.
activity;['colostomía', 'colostomia'];Apertura en el colon desde fuera del órgano.
activity;['amputación', 'ablación', 'amputar', 'amputacion', 'amputado', 'arrancamiento de una extremidad', 'extirpación de una extremidad', 'mutilacion', 'mutilaciones', 'mutilar', 'amputaciones', 'amputada', 'amputados'];Operación quirúrgica que consiste a eliminar todo o parte de un miembro de un órgano.
activity;['investigación'];Investigación sistemática de un asunto de interés público.
activity;['hidroponía', 'hidroponia', 'cultivo hidropónico', 'hidropónico', 'cultivos hidropónicos', 'agricultura hidropónica', 'cultivo hidroponico', 'cultivos hidroponicos', 'hidroponico', 'acuicultura', 'tanque de cultivo'];Cultivo de plantas sin suelo. Las plantas se alimentan con una solución nutritiva aireada y las raíces se sustentan en una matriz inerte o se dejan flotar libremente en la solución.
activity;['ballet', 'danza de concierto', 'baile', 'danza clásica', 'ballets', 'danza clasica', 'danza academica', 'danza académica', 'balé', 'danza teatro', 'concierto danza', 'espectáculo de danza', 'showdance'];Forma clásica de danza.
