abstract-quality;['kapribadèn', 'kapribadhen', 'kepribadian'];Kapribadèn ya iku unsur tindak tandhuk.
agentive-figure;['sekolah dhasar', 'sekolah dasar'];Sekolah dhasar iku jenjang paling dhasar sajeroning pendhidhikan formal ing Indonésia.
agentive-figure;['sepur monoril'];Monoril iku sawijining sepur metro utawa kanthi jalur sing dumadi saka ril tunggal, béda karo ril sepur tradhisional sing nduwèni loro ril paralèl.
agentive-figure;['regu'];Regu iku unit utawa ékan militèr paling cilik ing sajeroning Batalyon Infanteri kang dumadi saka kurang luwih 10 personil.
agentive-figure;['seminari'];Seminari iku papan pendhidhikan kanggo calon rohaniwan Kristiani, kalebu Kristen sing ndhidhik pendeta utawa Katulik sing ndhidhik romo.
agentive-figure;['federal', 'federasi'];Federal iku tembung sipat saka tembung Federasi.
agentive-figure;['bank donya'];International Bank for Reconstruction and Development utawa Bank Internasional kanggo Pambangunan Manèh lan Perkembangan, kondhang minangka Bank Donya, iku siji organisasi internasional sing diyasa kanggo nglawan kamiskinan kanthi cara mbiyantu biyayani nagara-nagara.
agentive-figure;['who', 'organisasi kaséhatan donya', 'world health organization'];Organisasi Kaséhatan Donya iku agensi saka PBB, nyambutgawé minangka pengkoordinir kaséhatan umum internasional lan nduwèni markas ing Jenewa, Swiss.
agentive-figure;['imf'];Dana Monetèr Internasional utawa International Monetary Fund iku organisasi internasional kang duwé tanggel waler ngatur sistem finansial global lan nyawisaké silihan marang nagara anggotané kanggo mbiyantu masalah-masalah kaimbangan neraca kauangan saben nagara.
agentive-figure;['unicef', "united nations international children's emergency fund", "united nations children's fund"];UNICEF utawa Dana Bocah-bocah PBB diyasa déning Majelis Umum PBB tanggal 11 Dhésèmber 1946.
agentive-figure;['unesco'];UNESCO utawa Organisasi Budaya, Widya, lan Wiyata Pasarékatan Bangsa-Bangsa iku satunggaling badan mirunggan PBB sing diyasa taun 1945.
agentive-figure;['institut'];Institut iku perguruan tinggi sing nyelenggarakaké pendhidhikan akadhemik lan/utawa vokasi sajeroning saklompok disiplin èlmu, tèknologi, lan/utawa seni, lan yèn ngebaki sarat bisa nyelenggarakaké pendhidhikan profèsi.
agentive-figure;['académie française'];Académie française, kerep sinebut l'Académie, ya iku sawijining organisasi kang ngupakara basa Prancis.
agentive-figure;['nasa'];National Aeronautics and Space Administration iku agensi pamaréntah Amérikah Sarékat sing duwé tanggung jawab marang program akasa AS lan risèt aerospace umum jangka dawa.
agentive-figure;['cia', 'central intelligence agency'];CIA
agentive-figure;['akadhemi', 'akademi'];Akadhemi iku institusi pendhidhikan dhuwur, panelitèn, utawa kaanggotaan kurmatan.
agentive-figure;['nato', 'pakta pertahanan atlantik lor'];Pakta Pertahanan Atlantik Lor iku siji organisasi internasional kanggo kaamanan bebarengan kang diyasa ing taun 1949, minangka wangun panyengkuyung marang Persetujuan Atlantik Lor kang ditandha tangani ing Washington, DC tanggal 4 April 1949.
agentive-figure;['uni éropah', '🇪🇺', 'dhaptar negara anggota uni eropah', 'uni eropa', 'uni eropah'];Uni Éropah punika satunggiling organisasi antar-pamarêntahan lan supra-nasional, ingkang dumados saking nagari-nagari Éropah, ingkang wiwit tanggal 1 Januari 2007 sampun gadhah 27 nagari anggota.
agentive-figure;['liga arab'];Liga Arab utawa Liga Nagara-Nagara Arab,ya iku sawijining organisasi saka nagara-nagara Arab ..
agentive-figure;['opec'];Organisasi Nagara-nagara Pangèkspor Lenga Bumi (basa Inggris: Organization of the Petroleum Exporting Countries/OPEC. iku organisasi sing tujuané négosiasikaké masalah-masalah ngenani prodhuksi, rega lan hak konsèsi lenga bumi karo perusahaan-perusahaan lenga.
agentive-figure;['pasarékatan bangsa-bangsa', 'perserikatan bangsa-bangsa', 'liga bangsa-bangsa', 'pbb', 'perserikatan bangsa bangsa', 'united nations'];Artikel punika prakawis Perserikatan Bangsa-Bangsa.
agentive-figure;['wadya anggegana', 'angkatan udhara', 'ꦮꦢ꧀ꦪꦲꦁꦒꦼꦒꦤ'];Wadya anggegana ya iku péranganing Angkatan Bersenjata sawijining nagara kang dipigunakaké kanggo paprangan udara.
agentive-figure;['angkatan dharat'];Angkatan darat ya iku péranganing angkatan bersenjata siji nagara kang dipigunaaké kanggo ngayahi peperangan ing daratan.
agentive-figure;['partai pulitik'];Parté pulitik iku organisasi pulitik sing ngupaya kanggo nggayuh lan njaga kakuwatan pulitik sajeroning pamaréntahan, racaké liwat partisipasi sajeroning kampanye pamilihan.
agentive-figure;['gréja katulik', 'gréja katulik roma', 'katulik roma'];Gréja Katulik, ingkang ugi sinebat Gréja Katulik Roma, punika Gréja Kristen paling ageng ing donya, lan gadhah 1,1 milyar anggota, inggih punika kinten-kinten setengah saking sedanten umat Kristiani lan sepraenem saking populasi donya.
agentive-figure;['rèsimèn'];Rèsimèn iku wadyabala bala kang dumadi saka sawatara batalyon, kang racaké dibawahi perwira menengah.
agentive-figure;['komite pangrèh pulitik', 'pac', 'komite pangreh politik'];Ing Amérikah Sarékat, komite pangrèh pulitik ya iku jinising organisasi sing ngumpulaké sumbangan kampanye saka para anggotané saperlu didharmakaké kanggo urusan kampanye nyengkuyung utawa nentang para calon, prakarsa balot, utawa undhang-undhang.
agentive-figure;['gréja ortodoks', 'gréja ortodhok'];Gréja Ortodhok, iku dhénominasi gréja Kristen kang pandhèrèk mligi ana ing Éropah Wétan lan laladan pasisir wétan Laut Tengah.
agentive-figure;['dhuyung'];Dhuyung iku makluk banyu sing sirah lan awaké wujud manungsa wadon lan buntuté wujud iwak.
agentive-figure;['agama', 'iman'];Iman miturut etimologi tegesé percaya.
agentive-figure;['agama', 'iman'];Agama, uga diarani gama, iku tata utawa prinsip kapitayan kang manthep marang sang Gusti Pangéran, utawa uga diarani nganggo asma liyané kaya ta. Allah, Déwa, Sang Hyang Widi, lan sabanjuré.
agentive-figure;['islam', 'agama islam'];Islam iku agama kang paling akèh kang ngugemi ing Tanah Jawa.
agentive-figure;['sunni'];Ahlussunnah wal Jamaah utawa luwih kerep dcekak Ahlussunnah utawa Sunni.
agentive-figure;['singah', "syi'ah"];Singah iku ilèn utawa madahab sajeroning Islam.
agentive-figure;['kompi'];Kompi iku tataran ékan militèr kang dumadi saka 100 nganti 250 prajurit.
agentive-figure;['gréja ortodoks koptik alexandria', 'gréja koptik'];Gréja Ortodoks Koptik Alexandria iku jeneng resmi Gréja Kristen sing gedhé dhéwé ing Mesir.
agentive-figure;['hindu', 'hindhu', 'agama hindhu'];Agama Hindhu iku uga dikenal kanthi sesebutan Sanātana Dharma lan Vaidika-Dharma minangka salah sijining agama donya.
agentive-figure;['pulisi', 'polisi'];Pulisi iku siji pranata umum sipil sing ngatur tata tertib lan hukum.
agentive-figure;['uni sovyèt', 'sovyèt', 'uni soviet', 'uni sovyet'];Uni Républik-Républik Sosialis Sovyèt, uga sinebut Uni Sovyèt, wujud sawijining nagara kuminis ing Éropah Wétan lan Asia Lor sing tau ana saka taun 1917 tekan taun 1991.
agentive-figure;['yésuit', 'yesuit', 'serikat yésus', 'sarékat yésuit', 'sarékat yésus'];Sarékat Yésus, biyasa dikenal minangka Yésuit utawa Jésuit ya iku ordo Gréja Katulik Roma.
agentive-figure;['kekaisaran romawi suci', 'kakaisaran romawi suci'];Kakaisaran Romawi Suci inggih punika kumpulané organisasi pulitik wonten ing Éropah Tengah taun 962 nganti taun 1806.
agentive-figure;['militèr'];Militèr yakuwi angkatan bersenjata saka sawjining nagara lan sakabèhané kang magepokan karo angkatan bersenjata.
agentive-figure;['gréja anglikan', 'komuni anglikan', 'greja anglikan'];Gréja Anglikan iku afiliasi sadonya saka Gréja-gréja Anglikan.
agentive-figure;['nationalsozialistische deutsche arbeiterpartei'];Nationalsozialistische Deutsche Arbeiterpartei inggih punika satunggalipun parté pulitik ingkang naté wonten ing nagari Jerman.
agentive-figure;['jerman nazi', 'nazi', 'nazi jerman'];Jerman Nazi utawa Reich Katelu iku ngarujuk mligi mangsa wiwit taun 1933 nganti 1945, nalika Adolf Hitler mimpin nagara Jerman minangka diktator lan nyebaraké ideologi nasional-sosialisme.
agentive-figure;['democratic party', 'parté dhémokrat'];Parté Dhémokrat Amérikah Sarékat ya iku siji saka loro parté pulitik gedhé ing Amérikah Sarékat. sijiné manèh ya iku Parté Républik.
agentive-figure;['gestapo'];Gestapo dengar inggih punika pulisi rahsya resmi Nazi Jerman.
agentive-figure;['icao'];International Civil Aviation Organization utawa ICAO ya iku lembaga Perserikatan Bangsa-Bangsa.
agentive-figure;['ilo'];International Labour Organisation, iku wadah kang nampung isu buruh internasional ing ngisoré PBB. ILO didegaké ing taun 1919 minangka bagéan Persetujuan Versailles sawisé Perang Donya I. Organisasi iki dadi bagéan PBB sawisé pambubaran LBB lan ngadegé PBB ing pungkasan Perang Donya II.
agentive-figure;['wmo'];WMO World Meteorological Organization iku sawijining Organisasi antar pamaréntah kanthi anggota 188 nagara lan wewengkon.
agentive-figure;['fao', 'organisasi pangan lan pertanian', 'un food & agriculture organisation'];Organisasi Pangan lan Tetanèn ana ing naungan Perserikatan Bangsa-Bangsa.
agentive-figure;['dhemit'];Dhemit utawa memedi biasané nuduhaké menyang roh utawa roh sing ninggalaké agensi amarga tumekaning pati.
agentive-figure;['partai republik', 'parté républik', 'partai republikan', 'partai républik'];Parté Républik AS
agentive-figure;['sita', 'sinta', 'dewi sinta'];Sinta utawa Dèwi Sinta, iku garwané Sri Rama lan péranganing wiracarita Ramayana.
agentive-physical-object;['kejawan', 'echinochloa'];Suket Kejawan kuwé salah sijiné wit witan sing wis suwé ana ning tanah Jawa.
agentive-physical-object;['waluh'];Waluh ya iku arané woh sebangsa labu kang gedhé.
agentive-physical-object;['laptop'];Laptop uga dikenal notebook utawa netbook, ya iku komputer jinjing kang bisa digawa ing ngendi-endi kanthi gampang.
agentive-physical-object;['komputer analog'];Komputer Analog inggih punika wastanan ingkang dipun-ginakaken kanggé nggambaraken piranti penghitung ingkang makaryan ing level analog.
agentive-physical-object;['wit èk'];Ek ya iku istilah sing asalé saka basa Walanda Eiken, kanggo ngarani jeneng sawetara ratus spesies wit lan suket perdu ana ing genus Quercus lan sawetara genus, mligine Cyclobalanopsis lan Lithocarpus.
agentive-physical-object;['panggiling daging'];Penggiling daging minangka piranti pawon kanggo nyincang lan / utawa campuran daging mentah utawa masak, iwak, sayuran utawa panganan sing padha.
agentive-physical-object;['kéwan klangenan', 'kéwan pethétan'];Kéwan klangenan ya iku kéwan kang diingu manungsa mligi mung kanggo kanca padinan murih kasenengan.
agentive-physical-object;['unggas', 'unggas klangenan'];Unggas sing dimupangataké manuk katahan dening manungsa kanggo sing endhog, sing daging utawa sing wulu.
agentive-physical-object;['unggas', 'unggas klangenan'];{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/{{taxonomy/Cithakan:Taxonomy/Unggas klangenan|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}} |machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}} |machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}}|machine code=parent}} Unggas minangka salah sawijining manuk gadhahanipun kanggo salah siji loro pesenan biologi, yaiku gamefowl utawa landfowl lan waterfowl.
agentive-physical-object;['bonsai'];Bonsai punika salah satunggiling kagunan pamangkasan tuwuhan utawi wit ingkang asalipun saking Jepang.
agentive-physical-object;['donal bèbèk', 'donal bebek'];Donal Bèbèk ya iku salah sawijining karakter Disney kang wujud Bèbèk kang asring nganggo klambi pelaut biru / kelasi ora nganggo kathok.
agentive-physical-object;['tayum', 'kapang'];Tayum iku wujud anggota regnum Fungi sing racaké tuwuh ing salumahing panganan sing wis mambu utawa kesuwèn ora diolah.
agentive-physical-object;['orthomyxoviridae'];Orthomyxoviridae iku famili virus RNA sing nyakup limang genera: Influenzavirus A, Influenzavirus B, Influenzavirus C, Thogotovirus lan Isavirus.
agentive-physical-object;['cuwut'];Cuwut iku anggota saka famili Sciuridae, famili sing kalebu ing rodents ukuran cilik utawa sedheng.
agentive-physical-object;['jaguar', 'panthera onca'];Jaguar ya iku sajinis kucing kang awaké gedhé.
agentive-physical-object;['sato kéwan', 'animalia', 'sato kewan', 'animal', 'fauna', 'hewan', 'kewan', 'kéwan'];Kéwan, iku organisme kang digolongké ing karajan Animalia utawa Metazoa.
agentive-physical-object;['tetuwuhan', 'tetanduran', 'flora', 'plant', 'plantae', 'tandhuran', 'tanduran', 'tetandhuran', 'tuwuhan', 'têtanduran'];Tetuwuhan iku ing èlmu Biologi tegesé titah kang kagolong Regnum Plantae, ing antarané: kabèh tetuwuhan mawa pembuluh, kang semu lan kang sajati.
agentive-physical-object;['kucing persia', 'kucing pèrsia'];Kucing Persia inggih punika jinising kucing domèstik ingkang gadhahi wulu dawa kaliyan gadhahi karakter pasuryan bunder ugi moncong cendhak.
agentive-physical-object;['anggora turki'];Anggora turki ya iku salah siji saka turunan kucing lokal alami tuwa dhéwé.
agentive-physical-object;['perdu'];Perdu utawa Semak ya iku salah siji tuwuhan kayu kang dibéakake karo wit racaké amarga pange akèh lan dhuwure luwih endhep, racaké kurang saka 5-6 mèter.
agentive-physical-object;['atm'];kanggo istilah ATM sajeroning tèknologi jaringan, pirsani Asynchronous Transfer Mode ATM iku sawijining piranti elektronik sing ngidinaké nasabah bank njupuk utawa transfer dhuwit lan ngecèk rèkening tabungan tanpa perlu dilayani déning "teller" manungsa.
agentive-physical-object;['komputer'];Komputer iku piranti kanggo ngolah informasi miturut prosedur kang wis katemtokaké.
agentive-physical-object;['jeglog'];Jeglog yaiku salah sawijining piranti mekanik sing nggabung kaca kertas utawa materi sing padha dening nyopir logam tipis pokok liwat sheets lan lempitan ends.
agentive-physical-object;['robot'];Robot ya iku piranti mékanik lan dhuweni kecerdasan gawéan kang bisa nglakokaké tugas kanthi nggunakaké pangawasan kontrol manungsa utawa nggunakaké program kang wis digawé kanthi dirancang dhisik.
agentive-physical-object;['timun'];Timun ya iku tuwuhan kang ngrambat.
agentive-physical-object;['asu', 'canis lupus familiaris', 'segawon', 'gugug', 'kirik', 'sagawon', 'sona', 'ꦄꦱꦸ', 'ꦏꦶꦫꦶꦏ꧀', 'ꦒꦸꦒꦸꦒ꧀', 'ꦱꦒꦮꦺꦴꦤ꧀', 'ꦱꦺꦴꦤ', 'ꦱꦼꦒꦮꦺꦴꦤ꧀', 'ꦲꦱꦸ', 'anjing'];Asu utawa segawon kasebut minangka karnivora ing kulawarga Canidae.
agentive-physical-object;['tetanduran wiji tunggal', 'ꦠꦼꦠꦤ꧀ꦢꦸꦫꦤ꧀ꦮꦶꦗꦶꦠꦸꦁꦒꦭ꧀', 'liliopsida', 'monocots', 'monocotyledoneae', 'monokotil'];Tetuwuhan wiji tunggal iku salah siji saka rong golongan gedhé tetuwuhan ngembang kang kanthi klasik diajaraké. golongan kang liyané ya iku tetuwuhan wiji loro utawa dikotil.
agentive-physical-object;['jamur lendhir', 'myxomicota'];Jamur lendhir utawi Myxomicota inggih punika salah satunggaling protista ingkang wujudipun kados jamur, nanging tindak-tandukipun kados maoeba.
agentive-physical-object;['tuma kathok'];Tuma kathok isih nunggal spésies karo seduluré, tuma sirah.
agentive-physical-object;['fungi'];Istilah Fungi ora padha karo jamur.
agentive-physical-object;['maskot'];Maskot yaiku manungsa, kewan dudu manungsa, utawa obyek sing dianggep bakal menehi kabegjan, utawa apa wae sing digunakake kanggo makili klompok sing duwe identitas umum, kayata sekolah, tim olahraga profesional, masyarakat, unit militer, utawa jeneng merek.
agentive-physical-object;['sukulen'];Tetuwuhan sukulen, uga ditepungi minangka sukulen utawa tetuwuhan lemu, iku tetuwuhan sing nahan banyu minangka adhaptasi sajeroning iklim sing bera utawa kaanan lemah.
