abstract-region;['soma', 'montante', 'total', 'importe', 'importância', 'quantia', 'quantitativo', 'número', 'totalizar'];O resultado da adição de duas ou mais quantidades.
situation;['necrose', 'gangrena', 'gangrenas', 'guengrena', 'necroses', 'necrose gangrenosa', 'tipos de necrose', 'gangrenado', 'necrosante', 'necrose do tecido', 'tecido necrótico'];Morte patológica de tecido vivo numa planta ou animal.
situation;['hemorragia', 'sangramento', 'hemorragias', 'sangramento interno', 'hemorrágica', 'perda de sangue'];Uma forte descarga de sangue dentro ou desde o corpo.
situation;['anexação', 'atribuição', 'dotação', 'anexada'];A ampliação do território de um estado mediante a união com uma parte ou o todo de um território de um outro estado.
situation;['osteíte'];Inflamação do osso.
situation;['orquite', 'orqueíte'];Inflamação dos testículos.
situation;['encefalite', 'encefalites', 'delírio'];Inflamação do cérebro devido a infecção, processos autoimunes, toxinas e outras condições. as infecções virais são um causa relativamente frequente desta condição.
situation;['gastrite', 'gastrite atrófica'];Inflamação do estômago.
situation;['meningite', 'meningite meningocócica', 'meningite viral', 'meningite bacteriana'];Inflamação das membranas que envolvem o cérebro ou a espinal medula. Pode ser causada por uma bactéria, fungo ou vírus.
situation;['laringite'];Inflamação da laringe.
situation;['sialadenite', 'sialoadenite', 'sialodenite'];Inflamação de uma glândula salivar.
situation;['prostituição', 'meretriz', 'meretrício', 'mulher da vida', 'profissional do sexo', 'prostituta', 'prostituto', 'quenga', 'rameira', 'prostitutas', 'putaria', 'john', 'prostituta crack', 'serviços sexuais', 'sexuais comerciais'];A venda de serviços sexuais por dinheiro ou outra contrapartida.
situation;['queimadura', 'queimaduras', 'queimadura de terceiro grau', 'queimaduras de terceiro grau', 'queimadura de segundo grau', 'segundo grau gravar'];Uma ferida da pele causada pelo fogo, calor excessivo ou certos produtos químicos.
situation;['avareza', 'ganância', 'avidez', 'cobiça', 'avarícia', 'agarramento', 'ambição', 'cupidez', 'esganação', 'fonice', 'glutonaria', 'glutoneria', 'gula', 'gulodice', 'gulosice', 'mesquinhez', 'poupança', 'soberba', 'sofreguidão', 'sovinice', 'voracidade', 'ânsia', 'avaritia', 'sete pecados capitais'];Desejo excessivo de bens e riqueza.
situation;['anotação', 'nota', 'anotada', 'anotando', 'anotações'];Um comentário adicionado a um texto.
situation;['perda', 'prejuízo', 'tinta vermelha'];Resultado de uma operação de negócios quando os custos são superiores à receita.
situation;['modificação', 'alteração', 'ajuste'];O acto de tornar alguma coisa diferente.
situation;['alfabeto grego', 'letra grega', 'letras gregas'];Alfabeto que tem sido usado para escrever a língua grega desde por volta do século IX A.C..
situation;['tempo', 'clima', 'estado atmosférico', 'fenómeno climático', 'fenômeno climático', 'fenômenos climáticos', 'tempo atmosférico', 'tempo climático', 'tempo meteorológico', 'condições meteorológicas', 'fenómenos meteorológicos', 'vento', 'condição atmosférica', 'condição de tempo', 'condições climáticas'];As condições meteorológicas do dia, nomeadamente temperatura, nebulosidade e precipitação, que afectam um determinado local.
situation;['intoxicação', 'envenenamento', 'condição tóxica'];Condição mórbida produzida por um veneno que pode ser ingerido, inalado, injetado ou absorvido através da pele.
situation;['emprego', 'trabalho', 'ocupação', 'relação de emprego', 'empregador', 'ofício', 'serviço', 'entrevistas de emprego', 'empresabilidade', 'vínculo empregatício', 'empregue', 'servir-sede', 'tomaraserviço', 'empregadores', 'empregados', 'empregar', 'funcionários', 'pessoal'];Atividade produtiva, serviço, comércio ou artesanato para a qual se é geralmente pago.
situation;['desemprego', 'desempregado', 'desemprego natural', 'criação de emprego', 'programa criação de emprego', 'programa de alívio trabalho', 'programa de criação emprego'];Condição de estar sem emprego remunerado.
situation;['vandalismo', 'depredar', 'depredação', 'ações maliciosas', 'hooliganismo', 'vandalizado', 'vandalizar'];Destruição deliberada ou injustificada de propriedade pessoal ou pública por parte de um vândalo.
social-role;['cartão de crédito', 'cartões de crédito', 'placa de carga'];Um cartão de plástico com banda magnética ou um microchip integrado, associado a uma conta bancária e usado para comprar bens ou serviços, sem necessidade de haver fundos disponíveis na altura da compra.
social-role;['moeda', 'peça', 'prata', 'divisa', 'exergo', 'moedas'];Peça de divisa, geralmente metálica e com forma de disco, mas por vezes poligonal, ou com um furo no centro.
social-role;['montante', 'quantia', 'soma', 'quantidade', 'custo', 'quantidade de dinheiro', 'soma de dinheiro'];Uma quantidade de dinheiro.
social-role;['receita', 'renda', 'rendimento', 'receita bruta', 'de vendas', 'faturamento bruto', 'receitas', 'vendas'];Compensação obtida da venda de bens e serviços.
social-role;['perda', 'prejuízo', 'tinta vermelha'];Resultado de uma operação de negócios quando os custos são superiores à receita.
socially-constructed-person;['porco', 'imbecil', 'filho da puta', 'filha da puta', 'filho da mãe', 'bastardo', 'dickhead'];Expressão dirigida a alguém como um insulto: pessoa vil, estúpida ou digna de desprezo absoluto.
socially-constructed-person;['língua kikuyu', 'língua quicuio', 'gikuyu', 'kikuyu'];Língua da família das línguas nigero-congolesas falada no Quénia.
socially-constructed-person;['neto', 'neta', 'neto ou neta', 'bisneto', 'netos'];Filho varão de um filho de alguém.
socially-constructed-person;['amigo', 'camarada', 'companheiro', 'irmão', 'colega', 'sócio', 'afeiçoado', 'aliado', 'amancebado', 'amante', 'amigável', 'amistoso', 'amásio', 'apaniguado', 'apreciador', 'avilo', 'compadre', 'companheirão', 'companhia', 'compincha', 'condiscípulo', 'confrade', 'correligionário', 'cúmplice', 'dedicado', 'devotado', 'devoto', 'favorável', 'parceiro', 'parente', 'protetor', 'reconfortante', 'serviçal', 'o companheiro', 'sidekick', 'chapa', 'ajudante', 'amigo íntimo'];Amigo íntimo.
socially-constructed-person;['sobrinha', 'sobrinho'];Filha do irmão ou irmã de alguém.
socially-constructed-person;['piranha', 'puta', 'vadia', 'prostituta', 'piriguete', 'escória', 'mulher desleixada'];Uma mulher que vende serviços sexuais em troca de dinheiro.
socially-constructed-person;['patologista', 'diagnosticador', 'diagnóstico', 'diagnosticar', 'diagnósticos', 'ferramenta diagnóstico'];Médico especialista que trata as patologias.
socially-constructed-person;['deusa', 'deusas', 'deia', 'deus', 'sagrado feminino'];Uma deidade feminina.
socially-constructed-person;['rainha', 'rainha reinante', 'monarca', 'rainha regente', 'imperatriz reinante', 'monarca fêmea'];Uma mulher monarca
socially-constructed-person;['namorada', 'casal', 'dupla', 'garota', 'menina', 'amante', 'mulher', 'rapariga', 'amiga'];Pessoa de sexo feminino com a qual se tem uma relação amorosa.
socially-constructed-person;['sovinice', 'parcimónia', 'pão-duro', 'avarento', 'mão-de-vaca'];Pessoa que é sovina e miserável.
socially-constructed-person;['estudante', 'aluno', 'pupilo', 'discente', 'educando', 'acadêmico', 'pupila', 'afilhado', 'discípulo', 'escolástico', 'noviça', 'valido', 'académica', 'académico', 'acadêmica', 'aluna', 'estudantil', 'alunos', 'ano'];Pessoa que frequenta um curso.
socially-constructed-person;['estudante', 'aluno', 'pupilo', 'discente', 'educando', 'acadêmico', 'pupila', 'afilhado', 'discípulo', 'escolástico', 'noviça', 'valido', 'académica', 'académico', 'acadêmica', 'aluna', 'estudantil', 'alunos', 'ano'];Estudante sob a supervisão de um mestre ou professor.
socially-constructed-person;['pai', 'papai', 'papá', 'painho', 'padre', 'papa', 'paternidade', 'begetter', 'pai biológico', 'progenitor masculino'];Uma pessoa do sexo masculino, que tem filhos.
socially-constructed-person;['monge', 'monges', 'monges católicos', 'frade', 'frei', 'monástica', 'monástico'];Um homem que é membro de uma ordem religiosa e vive de acordo com as regras da comunidade, separado do mundo.
socially-constructed-person;['marido', 'esposo', 'cônjuge', 'homem', 'amante', 'mulher', 'varão', 'homem casado'];Parceiro masculino num matrimónio.
socially-constructed-person;['esposa', 'mulher', 'marido', 'esposas', 'mulher casada'];Uma mulher casada.
socially-constructed-person;['bombeiro', 'bombeiros', 'bombeiro militar', 'corpo de bombeiros', 'bombeira', 'bombeiro voluntário', 'empresa fogo', 'fogo e serviço de resgate'];Pessoa treinada para apagar incêndios.
socially-constructed-person;['lombardos', 'lombardo', 'longobardos', 'longobardus', 'invasão lombarda da itália', 'longobardo', 'langobard', 'langobardo', 'língua lombard'];Uma língua falada em Itália, nomeadamente no norte.
socially-constructed-person;['tagalo', 'idioma tagalo', 'tagalog', 'tagalog-linguagem'];Língua austronésia falada principalmente nas Filipinas.
socially-constructed-person;['basco', 'vasconço', 'euskara', 'euskera', 'língua basca'];Uma língua falada primariamente no País Basco.
socially-constructed-person;['sérvios', 'sérvio', 'tribo sérvia', 'língua sérvia'];Língua eslava meridional falada sobretudo na Sérvia, Montenegro, Bósnia-Herzegovina e por toda a parte pelos sérvios.
socially-constructed-person;['telugu', 'língua telugu'];Uma língua dravídica falada principalmente na Índia.
socially-constructed-person;['pão-duro', 'mão-de-vaca', 'cheapskate', 'pessoa avarenta'];Pessoa que é sovina e miserável.
socially-constructed-person;['italiano', 'italiana', 'italianos', 'itálico', 'ítalo', 'povo italiano'];Natural ou habitante de Itália.
socially-constructed-person;['japonês', 'língua japonesa', 'escrita japonesa', 'japonesa', 'japonesas', 'japoneses'];Uma língua falada sobretudo no Japão.
socially-constructed-person;['serra leoa', 'cultura da serra leoa', 'cultura de serra leoa', 'demografia da serra leoa', 'república de serra leoa', 'sierra leone', 'república da serra leoa'];Um país da África Ocidental.
socially-constructed-person;['ministro', 'ministra', 'ministros', 'ministro de governo', 'ministro do governo', 'ministro júnior', 'ministro político'];Pessoa nomeada para um posto elevado no governo.
socially-constructed-person;['judeu', 'judeus', 'israelita', 'judia', 'família judaica', 'origem judaica', 'povo judeu', 'hebraica', 'hebraico', 'hebreia', 'hebreu'];Seguidor do Judaísmo.
socially-constructed-person;['programador', 'engenheiro de software', 'programadora', 'desenvolvedor de software', 'programadores', 'desenvolvedor', 'desenvolvedores', 'equipe de programadores', 'codificador', 'programador de computador', 'programador de software', 'programadores de computador'];Uma pessoa que cria ou modifica softwares para computadores.
socially-constructed-person;['empreendedorismo', 'fundador', 'pai', 'empresário', 'padre', 'co-fundador', 'empreendedor serial', 'empresários', 'mentalidade empreendedora'];Uma pessoa que é o fundador, a origem, como em ''O Pai da Pátria''
socially-constructed-person;['herdeiro', 'herdeira', 'censionário'];Uma persona que adquire ou que tem o direito de adquirir bens, direitos e obrigações de uma pessoa depois do seu falecimento.
socially-constructed-person;['modelo', 'manequim'];Pessoa que serve de tema para uma obra de arte, usualmente sob a forma de fotografia mas também pintura ou desenho.
socially-constructed-person;['cônjuge', 'esposo', 'marido', 'esposa', 'colega', 'consorte', 'cónjuge', 'homem', 'cara-metade', 'parceiro', 'pessoa casada'];Parceiro masculino num matrimónio.
socially-constructed-person;['refém', 'crise de reféns', 'reféns', 'tomada de reféns', 'resgate de reféns'];Pessoa ou entidade que é capturada por alguém por forma a coagir outra pessoa ou entidade a agir de determinada forma.
socially-constructed-person;['prostituta', 'michê', 'garoto de programa', 'puta', 'rapariga', 'acompanhante masculino', 'floozie', 'garotos de', 'menina de rua', 'mulherinha', 'prostituição de rua', 'prostituição masculina', 'rentboy'];Uma mulher que vende serviços sexuais em troca de dinheiro.
socially-constructed-person;['georgiano', 'alfabeto georgiano', 'georgianos', 'língua georgiana'];Língua do Cáucaso sul, falada sobretudo na República da Geórgia.
socially-constructed-person;['ferreiro', 'ferreiros', 'ferraria'];Artesão experiente no trabalho com ferro e outros metais.
socially-constructed-person;['sobrinho'];Filho do irmão ou irmã de alguém.
socially-constructed-person;['linguista', 'lingüista', 'cientista linguística'];Um especialista em linguística.
socially-constructed-person;['bebé', 'criança', 'primeira infância', 'infante', 'bebê', 'recém-nascidos', 'criancinha', 'menino', 'nenê', 'recém-nascido', 'recém nascido', 'bebês', 'crianças', 'infantil', 'neonatal'];Um ser humano muito jovem, do nascimento a um ano de idade.
socially-constructed-person;['celebridade', 'estrela', 'celebridades', 'popstar', 'célebre', 'famoso', 'gossipress', 'gzaiden', 'subcelebridade', 'marcelo nascimento da rocha', 'renome', 'personalidade da mídia', 'personalidade da tv', 'pessoa famosa'];Uma pessoa notável ou popular, freqüentemente um artista ou atleta.
socially-constructed-person;['noiva', 'noivas'];Uma mulher que irá se casar ou que se casou recentemente.
socially-constructed-person;['freira', 'monja', 'mãe', 'madre', 'religiosa', 'freiras', 'madre / sóror', 'sóror'];Uma mulher que tem pelo menos uma criança.
socially-constructed-person;['prostituta', 'meretriz', 'messalina', 'puta', 'rameira', 'canhão', 'cantoneira', 'fêmea', 'galdério', 'marafona', 'zoina', 'égua', 'cortesã', 'devassa', 'menina', 'mulher da vida', 'mulher de vida fácil', 'mulher pública', 'peripatética', 'quenga', 'rapariga', 'vadia', 'cafetina', 'esportivo senhora', 'mulher da rua', 'senhora de prazer'];Uma mulher que vende serviços sexuais em troca de dinheiro.
socially-constructed-person;['poeta', 'poetisa', 'usuário:bageense/poetaa', 'poetas'];Uma mulher que escreve poemas.
socially-constructed-person;['poeta', 'poetisa', 'usuário:bageense/poetaa', 'poetas'];Uma pessoa que escreve poemas.
socially-constructed-person;['menor', 'criança', 'jovem', 'menino', 'crianço', 'criançola', 'criatura', 'descendente', 'espertalhão', 'filho', 'finório', 'gaiato', 'garoto', 'guri', 'herdeiro', 'infantil', 'miúdo', 'pequenino', 'pequenito', 'pequeno', 'pequerrucho', 'petiz', 'puto', 'rapaz', 'menor de idade', 'frite', 'juvenil', 'menores de idade', 'tiddler'];Uma pessoa abaixo da idade de puberdade
socially-constructed-person;['menina', 'moça', 'garota', 'jovem', 'rapariga', 'mocinha', 'mulher', 'bajuda', 'meninas', 'garotas', 'guria', 'senhorita', 'fille', 'mulher jovem'];Uma pessoa jovem do sexo feminino, usualmente uma criança ou adolescente.
socially-constructed-person;['mulher', 'fêmea adulta', 'mulheres'];Membro adulto da espécie humana do sexo que produz óvulos e dá à luz as crianças
socially-constructed-person;['anarquista', 'anarquistas', 'anarquismo', 'movimento anarquista', 'sindicalista'];Defensor das ideologias da anarquia.
socially-constructed-person;['aliado', 'amigo', 'aliada'];Um associado que providencia assistência.
socially-constructed-person;['diplomata', 'diplomático', 'diplomatas', 'embaixador', 'diplomata norueguês'];Pessoa, tal como um embaixador, que representa o governo nas suas relações com outros governos.
socially-constructed-person;['estupor', 'saco velho'];Mulher feia ou de mau carácter.
socially-constructed-person;['feiticeiro', 'mago', 'mágico', 'taumaturgo', 'sortílego', 'maga', 'bruxo', 'assistente em programas de computador', 'arquimago', 'assistente', 'necromancer'];Pessoa que pratica magia ou feitiçaria.
socially-constructed-person;['diretor', 'master', 'reitor', 'mestre', 'mistress', 'professor'];Pessoa que é responsável por uma escola e a dirige.
socially-constructed-person;['sósia', 'duplo', 'imagem', 'sósias', 'n-tuplo', 'sêxtuplo', 'tupla', 'tuplas'];Pessoa que se assemelha perfeitamente a outra pessoa.
socially-constructed-person;['violador', 'estuprador', 'estupradora', 'violadora', 'raper'];Pessoa que força outra a ter relações sexuais.
socially-constructed-person;['leigo', 'laico', 'os leigos', 'pessoa leiga', 'secular'];Pessoa sem conhecimento do assunto abordado.
socially-constructed-person;['vinicultor', 'comerciante de vinhos', 'enólogo', 'enólogos', 'negociant', 'négociant', 'vigneron'];Pessoa que faz vinhos.
socially-constructed-person;['papa', 'santo padre', 'pontífice', 'sumo pontífice', 'vigário de cristo', 'farinha', 'padre-santo', 'bispo de roma', 'papal', 'pontífice romano', 'arcebispo de roma', 'bispos de roma', 'divino monarca', 'divino pontífice', 'monarca universal', 'papado', 'papas', 'patriarca de roma', 'patriarcado de roma', 'plenitude do poder', 'pontificado', 'pontifícia', 'pontífice universal', 'romano pontífice', 'sacrossanto monarca', 'sacrossanto pontífice', 'supremo pontífice', 'papisa', 'patriarca do ocidente', 'trono de são pedro', 'vigário de deus', 'papa da igreja católica', 'papado católico', 'papa católico', 'papa católico romano'];O bispo de Roma. o chefe da igreja Católica Romana.
socially-constructed-person;['maria', 'virgem maria', 'nossa senhora', 'santa maria', 'maria, mãe de jesus', 'santíssima virgem', 'nossa senhora do cais', 'stella maris', 'maria, a mãe de jesus', 'maria de nazaré', 'maria mãe de jesus', 'maria santíssima', 'maria ss', 'mãe de jesus cristo', 'nossa senhora da bondade', 'nossa senhora da natividade', 'santíssima virgem maria', 'virgem santíssima', 'mãe de jesus', 'a virgem', 'virgem'];Mãe de Jesus de Nazaré.
socially-constructed-person;['avó', 'avozinha', 'avô', 'vovozinha', 'vovó', 'gran', 'grannie'];A mãe de um dos pais de alguém.
socially-constructed-person;['tia', 'tio', 'tiazinha'];Uma mulher com um ou mais irmãos que tem um ou mais filhos. a irmã do pai ou da mãe de alguém.
socially-constructed-person;['autor', 'escritor', 'autores', 'autora', 'escritora', 'escritores', 'autoras'];Pessoa responsável pelo conteúdo de um romance, livro ou texto publicado.
space-region;['cubo', '3-cubo', 'hexaedro', 'hexaedro regulares'];Um poliedro tridimensional, delimitado por seis faces quadradas de igual tamanho. um dos cinco sólidos platónicos.
space-region;['lugar', 'área', 'local', 'ponto', 'região', 'espaço', 'posição', 'posto', 'zona', 'localização', 'localização geográfica', 'ponto topográfico'];Posição ou área em um espaço.
space-region;['cone', 'superfície cônica', 'conóide', 'forma de cone'];Figura tridimensional com base circular e cujos lados convergem num ponto.
space-region;['esfera', 'bola', 'campo', 'esférica', '2-esfera', 'globosa', 'hemisférica'];Corpo tridimensional redondo cuja superfície tem, em cada ponto, a mesma distância ao centro.
space-region;['diâmetro', 'diamêtro'];Distância entre as intersecções de um círculo com a linha recta que passa pelo seu centro.
space-region;['esfera', 'bola', 'campo', 'esférica', '2-esfera', 'globosa', 'hemisférica'];Corpo tridimensional redondo cuja superfície tem, em cada ponto, a mesma distância ao centro.
space-region;['hexaedro', 'cubo'];Um poliedro tridimensional, delimitado por seis faces quadradas de igual tamanho. um dos cinco sólidos platónicos.
space-region;['horizonte', 'horizonte aparente', 'horizonte sensível', 'horizonte visível'];A linha horizontal que parece separar a Terra do céu.
spatial-feature;['gibraltar', 'rochedo de gibraltar', 'monte calpe', 'subdivisões de gibraltar', 'economia de gibraltar', 'gib', 'gibraltinos', 'história de gibraltar', 'calpe', 'rock of gibraltar'];Território britânico do ultramar situado junto à ponta mais meridional da Península Ibérica.
spatial-feature;['monte olimpo', 'olimpo', 'cume mitikas', 'olímpo', 'mt. olympus', 'olimbos'];A montanha mais alta da Grécia e residência dos 12 principais deuses do panteão grego.
spatial-feature;['céu', 'céu nublado', 'céus'];A parte da atmosfera terrestre e o espaço circundante que é visível da superfície da terra. Durante o dia, ela é perceptivelmente azul, e negra à noite.
spatial-feature;['assoalho', 'chão', 'piso', 'pavimento', 'soalho', 'sobrado', 'solho', 'tampo', 'tablado', 'calçamento', 'pavimentação', 'pavimentação regular'];O fundo ou parte mais baixa de um quarto. a superfície de suporte de um quarto.
spatial-feature;['teto', 'tecto', 'limite', 'tetos'];Superfície que delimita a parte superior de um ambiente fechado.
state;['esquizofrenia', 'esquizofrênico', 'demência precoce', 'esquizofrênicos', 'psicose esquizofrênica', 'sintomas negativos', 'sintomas positivos', 'transtorno esquizofrênico'];Um grupo de problemas psiquiátricos que pode ser classificado como uma desordem de desregulação de dopamina.
subject;['ciência da computação', 'informática', 'computação', 'ciência de computadores', 'ciências da computação', 'ciencia da computacao', 'ciência de computação', 'computacao', 'aplicacoes da ciencia da computacao', 'aplicações da ciência da computação', 'cientista da computação', 'ciência dos computadores', 'informatica', 'informático', 'cientistas da computação', 'tecnologia de computação'];Ciência e técnica de elaboração de dado e processamento automático da informação.
subject;['bacteriologia', 'bacteriologista', 'bacterologista'];Ciência e estudo das bactérias.
subject;['álgebra', 'almucábala'];Ramo das matemáticas relativo ao estudo da estrutura, relação e quantidade.
subject;['cosmologia', 'cosmologias'];Ciência que estuda a origem e desenvolvimento do universo.
subject;['farmacologia', 'cronofarmacologia', 'farmacológico', 'farmacólogo', 'farmacologicamente', 'farmacológica', 'farmacopéia', 'medicina farmacológica'];Ciência que lida com a natureza e propriedades das drogas, sobretudo os seus efeitos.
subject;['ciência da informação', 'informática', 'processamento de dados', 'computação', 'documentação', 'ciências da informação', 'cientista da informação', 'informacionalismo', 'informologia', 'ip', 'processamento de informação'];Ciência e técnica de elaboração de dado e processamento automático da informação.
subject;['linguística', 'lingüística', 'linguistica', 'linguística formal', 'lingüistica', 'ciência lingüística', 'ciências códigos', 'linguista', 'linguistas', 'linguísticas', 'linguístico', 'lingüista', 'comunicação verbal', 'linguisticamente', 'lingüistas'];O estudo científico da linguagem humana.
substance-role;['catalisador', 'acelerador'];Substância que acelera reacções químicas.
substance-role;['bronze', 'bronzes', 'bronzeware'];Liga de cobre, geralmente com estanho com principal aditivo, mas por vezes com outros elementos tais como fósforo, manganésio, alumínio ou silício.
substance-role;['fibra de madeira', 'leito', 'cama de feno para animais', 'cama de palha para animais', 'lixos', 'fibras de madeira', 'objetos de cama', 'material de cama'];Material de palha, feno, ou similar, usado como acamamento por animais.
task;['comportamento', 'conduta', 'atuação', 'obra', 'atitude', 'postura', 'condução', 'acontecimentos'];Maneira de comportar-se. modo de agir.
task;['território', 'territorialidade', 'marcação territorial'];Área que um animal ou grupo de animais defende, sobretudo contra membros da mesma espécie.
taxonomic-collection;['verbo transitivo', 'predicação verbal', 'forma verbo transitivo', 'transitivo', 'verbos transitivos'];Verbo que é acompanhado (de forma clara ou implícita) por um objecto directo em frases activas. Liga a acção tomada pelo sujeito ao objecto sobre o qual a acção é exercida. Como resultado, pode ser usado em voz passiva.
taxonomic-collection;['classe gramatical', 'classes gramaticais', 'parte do discurso', 'categoria lexical', 'categorias lexicais', 'classe de formulário', 'classe de palavras', 'classe palavra', 'partes do discurso'];Categoria de uma palavra segunda sua função sintática dentro de um idioma específico.
taxonomic-collective;['família', 'superfamília', 'família botânica', 'familia', 'família biológica', 'classe', 'família taxonômica'];Quinto nível de especificação da espécie de um ser vivo, mais específico que ordem e menos específico que género.
taxonomic-collective;['peixe', 'pisces', 'ictiofauna', 'peixes', 'peixes marinhos', 'peixes ósseos'];Animal vertebrado de sangue frio que vive na água, que se move por meio de barbatanas e respira através de brânquias (Pisces).
taxonomic-collective;['anthophyta', 'angiosperma', 'angiospérmicas', 'plantas de flor', 'magnoliopsida', 'magnoliophyta', 'angiospermae', 'angiospermas', 'classe angiospermae', 'divisão anthophyta', 'divisão magnoliophyta'];Divisão de plantas de sementes que inclui todas as plantas floradas, caracterizada pela posse de flores. Os óvulos, que se tornam sementes após a fertilização, são incluídos em ovários. O xilema contém verdadeiros vasos. Os angiospermas são divididos em duas subclasses: Monocotiledôneas e Dicotiledôneas.
technique;['ouvido absoluto', 'afinação perfeita'];Capacidade de reconhecer uma nota sem ser necessário ouvir previamente uma nota de referência.
technique;['razão', 'intelecto', 'entendimento', 'inteligência', 'compreensão', 'mente', 'ponderar', 'racionalidade', 'pensamento racional', 'raciocínio'];A capacidade de pensar de forma racional.
technique;['inovação', 'invenção', 'concepção', 'inventar', 'inovação tecnológica', 'inovações', 'inventado', 'inventores', 'invenções'];Algo introduzido ou apresentado recentemente, tal como um novo método ou dispositivo.
technique;['gosto', 'gustação', 'modalidade gustativa', 'sentido do paladar'];Um dos cinco sentidos: capacidade física de detectar sabores.
temporal-region;['século', 'centúria', 'séculos', 'lista de séculos', 'centenário'];Período de 100 anos.
temporal-region;['natal', 'dia de natal', '25 de dezembro', '25 dez', 'origem do natal', 'natais', 'natal de jesus cristo', 'natal do senhor', 'símbolos do natal', 'vinte e cinco de dezembro', 'filmes de natal', 'nadal', 'dia natal'];Uma celebração que comemora o nascimento de Jesus.
temporal-region;['feriado', 'feriados', 'tolerância de ponto', 'datas comemorativas', 'efeméride', 'feriado secular', 'férias'];Dia em que o trabalho está suspenso por lei ou costume, tais como um festival religioso, celebração nacional, etc.
temporal-region;['idade', 'época', 'era', 'tempo', 'período', 'período histórico'];Um período histórico de tempo.
temporal-region;['idade', 'anos', 'ano', 'ano gregoriano', 'há muito tempo', 'longo tempo', 'ma'];Período de tempo que uma pessoa, um animal ou uma planta já viveu ou que se espera que viva.
temporal-region;['idade', 'época', 'era', 'tempo', 'período', 'período histórico'];Um período histórico de tempo.
temporal-region;['semana', 'semanas', 'hebdomad'];Período de 7 dias.
temporal-region;['ritmo', 'batida', 'tempo', 'ritmos', 'off-beat', 'ritmo musical', 'rítmica', 'unidade rítmico'];Grau de velocidade durante um certo trecho do ritmo de uma música.
temporal-region;['tempo', 'intemporal', 'tempo cronológico', 'espaço temporal', 'intervalo tempo', 'período', 'seqüência de eventos'];Dimensão do universo físico que, em um dado lugar, ordena uma sequência de eventos.
temporal-region;['tarde'];A parte do dia que segue o meio-dia, entre o meio-dia e a noite.
temporal-region;['ano', 'año', 'anual', 'ano gregoriano', 'ma'];O tempo que a Terra leva para completar uma revolução em torno do Sol (entre 365,24 e 365,26 dias dependendo do ponto de referência).
temporal-region;['primavera', 'primavera austral', 'primavera boreal'];Tradicionalmente a primeira das quatro estações, a estação do crescimento com um aumento gradual do dia em relação à noite.
temporal-region;['outono', 'outonar', 'queda', 'outono austral', 'outono boreal'];A estação depois do verão e antes do inverno, tradicionalmente de 21 de Setembro a 20 de Dezembro no hemisfério norte, e de 21 de Março a 20 de Junho no hemisfério sul.
temporal-region;['dia', 'jornada'];Parte do dia entre o amanhecer e o pôr-do-sol.
temporal-region;['ano', 'ano trópico', 'ano solar', 'ano tropical', 'dias solares', 'anos trópicos', 'ano equinocial', 'ano gregoriano', 'ma'];O tempo que a Terra leva para completar uma revolução em torno do Sol (entre 365,24 e 365,26 dias dependendo do ponto de referência).
temporal-region;['infância'];Período de tempo durante o qual se é criança.
