abstract-quality;['זהות אישית', 'אינדיבידואליות'];מודל סוציולוגי
activity;['מצור', 'מָצוֹר', 'לוחמת מצור', 'כתור', 'מצור צבאי', 'נצור'];צורת מלחמה המתנהלת על יעד מבוצר
activity;['התקפה', 'מתקפה', 'אופנסיבה', 'מתקפה אסטרטגית'];צורת קרב
activity;['דה-קולוניזציה', 'דה קולוניזציה', 'דקולוניזציה', 'decolonization'];תהליך היסטורי שהחל לאחר מלחמת העולם השנייה והוביל לעצמאותן המדינית של קולוניות ושטחי חסות של מדינות אירופה באסיה ובאפריקה, כמו גם באזורים אחרים בעולם, למשל הים הקריבי ואיים באוקיינוס השקט
activity;['תקשורת', 'קוֹמוּנִיקַצְיָה', 'תִּקְשֹׁרֶת', 'תקשורת בין-אישית', 'תקשורת חברתית', 'טלקום', 'מהפכת התקשורת', 'קומוניקציה', 'לתקשר', 'מיומנויות תקשורת', 'תקשורת החברתית'];תחום בחברה ובמדע
activity;['פעילות גופנית', 'הִתְעַמְּלוּת', 'תַּרְגִּיל\u200e', 'מאמץ גופני', 'פעילות ספורטיבית', 'אימון', 'אמון', 'מאמץ פיזי', 'תרגילים'];פעילות פיזית שמבצע אדם במסגרות שונות, כמו ספורט או כפעילות שגרתית כמו עלייה במדרגות, הרמת משאות, הליכה ורכיבה על אופניים
activity;['מנהיגות', 'מנהיג'];יכולתו של אדם או ארגון להוביל אנשים, צוותים או ארגונים
activity;['עסקים', 'עסק', 'בית עסק', 'פירמה', 'למטרות רווח', 'מערכת עסקית', 'עסקי ארגוני'];ארגון למטרת רווח
activity;['קרב קינוסקאפאלאי', 'קרב cynoscephalae'];קרב שנערך במהלך המלחמה המוקדונית השנייה בין כוחות רומאיים תחת פיקודו של טיטוס קווינקטיוס פלמינינוס, לבין כוחות מוקדוניים תחת פיקודו של פיליפוס החמישי, מלך מוקדון
activity;['שיא עולם', 'שיאן עולם', 'שיא העולם', 'שיאי עולם'];התוצאה הטובה ביותר שהושגה אי-פעם בעולם בתחום מסוים
activity;['עשרת הדיברות', 'דקאלוג', 'דקלוג', 'עשרת הדברות', 'עשרת הדברים', 'עשר דברות', 'עשרה דיברות'];רשימה של עשרה ציוויים דתיים המופיעה בתורה
activity;['הקרב על בריטניה', 'הקרב על בריטניה\u200e', 'הקרב על בריטניה 1940', 'קרב על בריטניה'];מערכה אווירית שהתחוללה במהלך מלחמת העולם השנייה בין הלופטוואפה, חיל האוויר הגרמני, לבין חיל האוויר המלכותי הבריטי
activity;['הוצאה לאור', '!פִּרְסוּם', 'מו"ל', 'מוציא לאור', 'הוצאה לאור במימון המחבר', 'הוצאה עצמית', 'הוצאת חמו"ל', 'הוציא לאור', 'חמו"ל', 'יצא לאור', 'יצאה לאור', 'מכון להוצאת ספרים', 'לפרסם', 'ספר עוסק'];תהליך הבאתה של יצירה כתובה (רומן, סיפור קצר, מאמר, כתבה עיתונאית וכדומה) מרשות היחיד של מחבר היצירה לרשות הרבים של הקוראים, בצורה של ספר, עיתון, כתב עת, אתר אינטרנט וכדומה
activity;['מיסה', 'מִיסָה\u200e', 'אאוכריסט', 'סעודת האדון', 'סעודת ישו'];טקס בדת הנוצרית
activity;['מהפכת אוקטובר', 'המהפכה הרוסית', 'המהפכה הבולשביקית', 'המהפכה הקומוניסטית', 'הפיכת אוקטובר', 'מהפיכת אוקטובר', 'המהפכה הרוסית 1917', 'המהפכה הרוסית של 1917', 'מהפכת 1917', 'מהפך אוקטובר'];שם כולל לשתי המהפכות שהתרחשו באימפריה הרוסית במהלך שנת 1917, פירקו את השלטון האוטוקרטי הצארי והובילו לכינונה של ברית המועצות
activity;['אמנות', 'ביטוי אמנותי', 'הפקה אמנותית', 'יצירה אמנותית'];מלאכה אסתטית הנעשית למטרת הבעה או העברה של רגש
activity;['דבוראות', 'כַּוְרָנוּת', 'גידול דבורים', 'כוורנות', 'דבוראי', 'כוורן', 'וכוורנית', 'ורנות', 'כוורנית', 'כורנות'];ענף בחקלאות העוסק בגידול דבורים
activity;['ניתוח קיסרי', 'יוצא דופן', 'לידת חתך', 'לידת בטן', 'קיסרי', 'cesarian', 'לידה בניתוח קיסרי', 'משלוח בטן', 'משלוח קיסרי'];הליך ניתוחי בו חותכים את בטנה ורחמה של אישה הרה כדי להוציא מתוכם את העובר או העוברים ואת שלייתם
activity;['ניצוח', 'מנצח תזמורת', 'מנצח מקהלה'];מעשה ההנחיה של ביצוע מוזיקלי, אם באמצעות מחוות ברורות, בשרביט ניצוח או בלעדיו, ואם בשפת גוף מרומזת, ארשת פנים ומבטים
activity;["מרצ'נדייזינג", "מרצ'נדייז", 'תסחור', 'שיווק', 'מכירה', 'משווקים'];שיטת שיווק ומסחור של מוצרי צריכה
activity;['משקעים אטמוספיריים', 'משקעים', 'hydrometeor'];מים המגיעים לאדמה מהאטמוספרה
activity;['מצו-סופרן', 'מצו סופרן', 'mezzosoprano'];סוג קול
activity;['ניווט', '!נִוּוּט', 'נִוּוּט\u200e', 'נַוָּטוּת\u200e', 'התמצאות באמצעות גרמי שמיים', 'התמצאות באמצעות גרמי שמים', 'ניווט בדד', 'לנווט', 'ניתוב'];השיטות והכלים להגיע מנקודה טופוגרפית אחת לאחרת
activity;['לוליינות', 'אקרובטיקה\u200e', 'לולינות\u200e', 'אקרובטיקה', 'אקרובטים', 'מתגלגל'];נפוצים בתרבויות רבות - למשל ביוון המינואית בכרתים (2000 לפנה"ס), בסין מתקופת שושלת האן (200 לפנה"ס) ובימי הביניים באירופה
activity;['הידרותרפיה', 'הידרותרפיה\u200e', 'hydropathy'];שיטת טיפול בפיזיותרפיה הנעזרת במים
activity;['ברית מילה', 'כורע', 'פריעה', 'berit', 'berith', 'ברית'];מצוות עשה יסודית ביהדות למול את עורלת כל הזכרים ביום השמיני ללידתם
activity;['הנפשה', 'אנימציה', 'סרט אנימציה', 'אנימציה קלאסית', 'אנימציית מחשב', 'הנפשה קלאסית', 'מונפש', 'סרט הנפשה', 'סרט מונפש', 'סרט מצוייר', 'סרט מצויר', 'סרטי הנפשה', 'סרטים מצויירים', 'סרטים מצוירים', 'סרטי אנימציה', 'אנימציות', 'אנימצית 2d'];יצירת אשליה של תנועה מרצף של ציורים או גרפיקה ממוחשבת
activity;['אורגזמה', 'אֲבִיּוֹנָה\u200e', 'אוֹרְגַּזְמָה\u200e', 'סיפוק מיני', 'אביונה', 'אורגאזמה', 'אורגזם', 'שיא מיני'];פורקן מיני
activity;['חשבונאות', 'חֶשְׁבּוֹנָאוּת', 'חשבונאות פיננסית', 'ראיית חשבון'];תחום העוסק ברישום וניתוח האירועים הפיננסיים במערכת כלכלית
activity;['מהפכה', 'מַהְפֵּכָה', 'מַהֲפֵּכָה\u200e', 'מהפכות', 'מהפיכה', 'מהפכן', 'רבולוציה', 'dethronement'];אירוע היסטורי המשנה בזמן קצר את פני החברה
activity;['אצבוע'];שיטת נגינה
activity;['ראש ממשלת בריטניה', 'ראש-ממשלת בריטניה', 'ראש הממשלה הבריטי', 'ראש הממשלה'];בכיר השרים בממשלה הבריטית
activity;['רפואה אלטרנטיבית', 'רפואה חלופית', 'רפואה משלימה', 'ריפוי אלטרנטיבי'];כינוי לקשת רחבה של טיפולים גופניים שהם חסרי ביסוס מדעי
activity;['מכירה פומבית', 'מכירה אנגלית', 'vendue', 'בתי מכירות פומביות', 'מכירה פומבית שקטה'];שיטת מכירה
activity;['ציד', 'צַיִד', 'צייד', 'ציידים', 'overhunting', 'ציד שלווים'];פעילות לתפיסת והריגת בעלי חיים
activity;['המהפכה הצרפתית', 'המהפיכה הצרפתית', 'מהפכה הצרפתית'];הגדרת המהפיכה הצרפתית
activity;['המהפכה האמריקאית', 'מלחמת העצמאות של ארצות הברית', 'מהפכה האמריקנית', 'מלחמת העצמאות האמריקנית', 'המהפיכה האמריקאית', 'המהפיכה האמריקנית', 'מלחמת העצמאות האמריקאית', 'מלחמת העצמאות של ארה"ב', 'המהפכה האמריקנית', 'מלחמת עצמאות אמריקנית'];מלחמה על שטחה של ארצות הברית במאה ה-18
activity;['קרב שילה', 'הקרב על שילה', 'קרב פיטסבורג לנדינג', 'קרב של פיטסבורג נחיתה', 'קרב של שילה', 'שילה'];אחד הקרבות המרכזיים שנערכו במסגרת זירת המבצעים המערבית של מלחמת האזרחים של ארצות הברית
activity;['התמחות רפואית', 'התמחויות רפואיות'];תחום ברפואה
activity;['גראפלינג', 'היאבקות', 'היאבקות\u200e', 'האבקות', 'התאבקות', 'rassling', 'וnewaza'];צורה של ספורט לחימה הכוללת טכניקות מסוג תפיסה
activity;['גלישת גלים', 'גולש גלים', 'גולשת גלים', 'גלשן גלים', 'גלישה', 'surfboarding', 'surfriding', 'גולשים'];ספורט ימי
activity;['סקייטבורדינג', 'סקיטבורדינג', 'סקייטבורד', 'skateboarder מקצועי', 'ווידאו סקייט', 'וידאו להחליק'];גלישה על סקייטבורד והוא סוג של ספורט אתגרי
activity;['דואר', '!דֹּאַר', 'דאר', 'דואר שמור', 'בדואר רגיל', 'דואר רגיל', 'שירות דואר', 'שירות הדואר'];רשת תקשורת והובלות בינלאומית
activity;['גלוון', 'אלקטרו-גלוון', 'גילוון', 'גלווניזציה', 'גלווניזם'];גלוון חשמלי
activity;['השאל-החכר', 'החכר והשאל', 'החכר השאל', 'השאל החכר', 'החכר-השאל', 'החכרה', 'להחכיר-להשאיל'];חוק אמריקאי מתקופת מלחמת העולם השנייה
activity;['רדיותרפיה', 'הקרנות', 'הקרנה', 'רדיותראפיה', 'טיפול בקרינה', 'טיפול קרינתי', 'actinotherapy', 'מוקרן'];טיפול רפואי במחלה באמצעות קרינה מייננת
activity;['פסיכותרפיה', 'טיפול נפשי\u200e', 'טיפול נפשי', 'טיפול פסיכולוגי', 'טיפול רגשי', 'ייעוץ פסיכולוגי', 'פסיכוטראפיה', 'פסיכוטרפיה', 'פסיכותראפיה', 'פסיכותרפיסט', 'פסיכותרפיסטית', 'פסיכותרפיה דינאמית', 'פסיכותרפיה דינמית', 'טיפול בדיבור', 'פסיכותרפיסטים'];טיפול רגשי
activity;['ספקטרוסקופיה', 'ניתוח ספקטרוסקופיות', 'spectrography', 'בספקטרוסקופיה אופטית', 'הספקטרוסקופיה', 'ניתוח spectrographic', 'ניתוח ספקטרום', 'ספקטרום אטומי', 'ספקטרומטריית', 'ספקטרוסקופיה אופטית', 'ספקטרוסקופיות'];תחום מחקר שבו נמדד ספקטרום של רמות אנרגיה או ספקטרום של תדרי קרינה אלקטרומגנטית, כמו למשל תדרי אור
activity;['ספקטרומטר מסה', 'ספקטרוגרפיית מסה', 'ספקטרוגרפיית מסות', 'ספקטרומטריית מסות', 'ספקטרוסקופיית מסה', 'ספקטרוסקופיית מסות', 'מסת ספקטרוסקופיה'];שיטת אנליזה של חומר המבוססת על מודידת היחס בין המטען למסה של חלקיקים טעונים
activity;['מלחמה', 'לוחמה', 'מצב לוחמה', 'מלחמות'];מלחמה היא מאבק בין גופים שונים מזוינים, לרוב עמים, שבטים או מדינות, על מנת להכניע אויב או אויבים כלשהם, ולגרום לו לקבל את דרישות המנצח
activity;['אוסטאופתיה', 'רפואה אוסטאופטית', 'אוסטיאופתיה', 'osteopaths', 'האוסטאופת'];שיטת רפואה אלטרנטיבית
activity;['המלחמות הפוניות', 'המלחמה הפונית'];שלוש מלחמות בין קרתגו לרומא (264-146 לפנה"ס)
activity;['הדלפה', 'דְּלִיפָה\u200e', 'הדלפה\u200e', 'וחדשות הדליפה', 'חדשות דליפה'];העברת מידע מסווג או פנימי בחשאי ובאופן בלתי מוסמך לגורם חיצוני, בעיקר אמצעי התקשורת
