abstract-quality;['ідэнтычнасьць'];Ідэнты́чнасьць — самавызначэньне асобы, індывіда, асэнсаваньне свайго месца ў прасторы і часе.
agentive-physical-object;['буйвал афрыканскі'];Буйвал афрыканскі, або кафрскі — від быкоў, шырока распаўсюджаны ў Афрыцы.
agentive-physical-object;['тур'];Тур (па-лацінску: Bos primigenius) — буйная дзікая жывёла, від роду Bos (часам лічыцца падвідам Bos taurus), продак свойскага ската.
agentive-physical-object;['амэрыканскі бізон', 'bison bison'];Амэрыка́нскі бізо́н — від пустарогіх падсямейства быкоў.
agentive-physical-object;['гагары', 'gavia', 'gaviidae', 'гагаравыя'];Гага́ры (па-лацінску: Gavia) — род вадаплаўных птушак з монатыповага атраду гагарападобных (па-лацінску: Gaviiformes).
agentive-physical-object;['кітовая акула'];Кіто́вая аку́ла — самы буйны від акулы, а таксама самы буйны прадстаўнік сярод рыб, што жывуць сёньня.
agentive-physical-object;['паганка шэрашчокая', 'podiceps grisegena'];Паганка шэрашчокая, коўра шэрашчокая (па-лацінску: Podiceps grisegena) — птушка з атраду паганкападобных (Podicipediformes) сямейства паганкавых (Podicipedidae).
agentive-physical-object;['павіяны'];Павія́ны (Papio) — род прыматаў зь сямейства мартышкавых (Cercopithecidae).
agentive-physical-object;['бакланы', 'phalacrocorax carbo'];Бакланы (па-лацінску: Phalacrocorax) — род птушак сямейства бакланавых.
agentive-physical-object;['андзкі кондар'];А́ндзкі ко́ндар — птушка зь сямейства амэрыканскіх грыфаў, адзіны сучасны прадстаўнік монатыпічнага роду кондар.
agentive-physical-object;['амялушка'];Амялу́шка звыча́йная (па-лацінску: Bombycilla garrulus) — пеўчая птушка атраду вераб’інападобных.
agentive-physical-object;['кашалёт', 'physeter catodon', 'physeter macrocephalus'];Кашалёт (Physeter catodon) — марскі сысун сямейства кашалётавых падатраду зубатых кітоў.
agentive-physical-object;['гарбаты кіт'];Гарбаты кіт, альбо гарба́ч — водны сысун сямейства паласацікавых кітоў падатрада вусатых кітоў.
