abstract-quality;['ஆளுமை'];ஆளுமை என்பது என்ன என்பது பற்றி உறுதியான எல்லோராலும் ஏற்றுக் கொள்ளப்பட்ட வரையறை இல்லை.
political-geographic-object;['மொன்றோவியா', 'மொன்ரோவியா', 'monrovia', 'மன்ரோவியா'];மொன்றோவியா, மேற்கு ஆபிரிக்க நாடான லைபீரியாவின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['அசுன்சியோன்', 'asunción', 'அசுன்சின்', 'அஸுன்ஸியோன்', 'அசுன்சியன்'];அசுன்சியோன் பரகுவை நாட்டின் தலைநகர்.
political-geographic-object;['தோகா', 'dohá', 'தோஹா'];தோகா கத்தாரின் தலைநகரம் ஆகும்.
political-geographic-object;['பரமாரிபோ', 'paramaribo', 'பராமரிபோ', 'பாராமாரீபோ'];பரமாரிபோ என்பது சுரிநாமின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['காபூல்', 'kabul', 'காபுல்'];காபூல் ஆப்கானிஸ்தான் நாட்டின் மிகப்பெரிய நகரம் மற்றும் தலைநகரம் ஆகும்.
political-geographic-object;['டிரானா', 'tirana'];டிரானா, அல்பேனியாவின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['லுவாண்டா', 'luanda', 'லுஎண்டா'];லுவாண்டா, அங்கோலாவின் தலைநகரமும் மிகப்பெரிய நகரமுமாகும்.
political-geographic-object;['வியன்னா', 'வியென்னா'];வியன்னா நகரம் ஆஸ்திரியாவின் தலைநகரம் ஆகும்.
political-geographic-object;['டாக்கா', 'dhaka', 'தாக்கா'];டாக்கா வங்காளதேசத்தின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['மியூனிக்', 'முனிச்', 'ம்யூனிக்', 'மியுன்சென்', 'மியூனிச்', 'முன்சென்', 'முன்ச்சென்', 'மூனிச்'];மியூனிக் (ஜெர்மன்: München (ஒலிப்பு: [ˈmʏnçən] கேளுங்கள்), ஜெர்மன் நாட்டு மாநிலமான பவேரியாவின் தலைநகரமாகும்.
political-geographic-object;['புசும்புரா', 'bujumbura', 'புஜும்புரா'];புசும்புரா அல்லது புஜும்புரா புருண்டி நாட்டின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['நிஜாமீனா', 'என்ஜமேனா', "ன் 'டஜமென", 'ந்ஜமேனா'];நிஜாமீனா, சாட் நாட்டின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['சான் டியேகோ', 'ஸன்டியாகோ', 'சந்தியாகோ', 'சான்ட்டியாகோ'];சான்ட்டியேகோ அல்லது சிலியின் சான்ட்டியேகோ, சிலியின் தலைநகரமும் நாட்டின் மிகப்பெரும் நகரமும் ஆகும்.
political-geographic-object;['சான் ஹொசே, கோஸ்ட்டா ரிக்கா', 'சான் ஹொசே', 'san jose', 'ஸேன் ஹோஸே, கோஸ்டா ரிகா', 'சான் ஹொசே, கோஸ்ட்டா ரீக்கா'];சான் ஹொசே கோஸ்ட்டா ரிக்கா நாட்டின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
political-geographic-object;['நிக்கோசியா', 'நிகோசியா'];நிக்கோசியா, சைப்பிரஸ் நாட்டின் தலைநகரமும் மிகப்பெரிய நகரமும் ஆகும்.
