abstract-region;['多項式'];多項式，零或單項式之和也。
temporal-region;['聖誕節', '耶誕節'];聖誕節，或曰耶誕節，基督教慶聖子耶穌基督降生之節也。
temporal-region;['星期'];星期，又名七日、週、來復、曜日、禮拜等，計時之法也。
temporal-region;['寒武紀'];寒武紀者（符：Є），地質年代也。
temporal-region;['白堊紀'];白堊紀者（符：K），地質年代也。
temporal-region;['晝', '朝'];晝者。
temporal-region;['玄英', '冬', '冬天', '冬季'];玄英，或曰冬，四時也。
temporal-region;['時'];時者，物理學基本單位一也。
temporal-region;['建寅', '一月', '公曆一月', '首陽'];建寅者，乃以十二月建名之，或曰正月，格里曆之首月也。
temporal-region;['建寅', '一月', '公曆一月', '首陽'];建寅者，乃以十二月建名之，或曰正月，格里曆之首月也。
temporal-region;['建寅', '一月', '公曆一月', '首陽'];建寅者，乃以十二月建名之，或曰正月，格里曆之首月也。
temporal-region;['建午', '公曆五月'];建午者，乃以十二月建名之，或曰五月，格里曆之第伍月也。
temporal-region;['建戌', '公曆九月'];建戌者，乃以十二月建名之，或曰九月，格里曆之第玖月也。
temporal-region;['建辰', '公曆三月', '鶯時'];建辰者，乃以十二月建名之，或曰三月，格里曆之第參月也。
temporal-region;['建卯', '公曆二月', '紺香', '酣香'];建卯者，乃以十二月建名之，或曰二月，格里曆之第貳月也。
temporal-region;['建酉', '公曆八月'];建酉者，乃以十二月建名之，或曰八月，格里曆之第捌月也。
temporal-region;['建申', '公曆七月'];建申者，乃以十二月建名之，或曰七月，格里曆之第柒月也。
temporal-region;['建巳', '公曆四月', '槐序'];建巳者，乃以十二月建名之，或曰四月，格里曆之第肆月也。
temporal-region;['建未', '公曆六月'];建未者，乃以十二月建名之，或曰六月，格里曆之第陸月也。
temporal-region;['建子', '公曆十一月'];建子者，乃以十二月建名之，或曰十一月，格里曆之拾壹月也。
temporal-region;['建亥', '公曆十月'];建亥者，乃以十二月建名之，或曰十月，格里曆之第拾月也。
temporal-region;['公曆二月廿九日'];二月廿九日者，公曆閏年之特有日也。
temporal-region;['文藝復興', 'renaissance'];文藝復興者，泰西移風易俗之舉也。
temporal-region;['年'];年，或曰歲、曰載、曰春秋、曰枯榮者也。
temporal-region;['春', '春天', '春季'];春，四時也。
temporal-region;['秋', '秋天', '秋季'];秋，四時也。
temporal-region;['夜'];夜者，宵也，日既西落，一日之休也，或謂晚間、晚上。
temporal-region;['史前'];史前，又稱荒古、劫前、先史，卽史之所未載，書之所不能紀者也。
temporal-region;['夏', '夏天', '夏季'];夏，四時也。
temporal-region;['公曆一月六日'];一月六日者，公曆之第六日也，距歲暮餘三百又五十九日（閏年乃三百又六十日）。
theory;['萬有引力', '引力'];引力者，又譯通攝力、吸力、通吸力、萬有引力，萬物相吸之力也。
theory;['狹義相對論'];狹義相對論（英：special relativity）者，釋時方一體之理。
theory;['測不準原理'];測不準原理者，亦名不確定性原理，海森堡測不準定律也。
